region,marginal_price,total_demand
BASN,44.593331829262645,223174656.0
CASO,46.685610336684334,199559149.0
CANO,47.45864275376209,309235468.0
FRCC,70.96971620026565,398150391.0
ISNE,77.06941365535357,233966756.0
MISC,25.705057209187935,302266317.0
MISE,17.423246476947067,154617099.0
MISS,30.658824713746732,285422687.0
MISW,29.514299822619407,372086880.0
NWPP,82.05122752087276,372645986.0
NYCW,69.06494823386757,120232798.0
NYUP,41.74513217780492,103480882.0
PJMC,29.380955269772585,168907776.0
PJMD,47.28553432574755,168177932.0
PJME,49.24803994380076,442681870.0
PJMW,31.003347859518545,466199508.0
RMRG,42.179489134952284,188991709.0
SPPC,25.308476613354927,124929928.0
SPPN,26.078217043921256,88318595.0
SPPS,27.243589093093675,210273247.0
SRCA,53.05619949424205,340830683.0
SRCE,22.01965688228781,332833523.0
SRSE,35.450567680765275,398994725.0
SRSG,39.841486142797955,258600147.0
TRE,27.81688274342579,648762932.0
TREW,25.78212761318488,31419683.0
