Constraint,Price
MinCapReq_1,2586.9624854269773
MinCapReq_2,1906.4571555698603
MinCapReq_3,1984.0082379934975
MinCapReq_4,60.96111690780041
MinCapReq_5,61.97962076767682
MinCapReq_6,0.0
MinCapReq_7,4.504713361476526e-9
MinCapReq_8,713.5433017685423
MinCapReq_9,1.1078436679998603e-8
MinCapReq_10,3.9425864758624675e-7
MinCapReq_11,657.306978275453
MinCapReq_12,2212.7201531775463
MinCapReq_13,288.09098900474254
