Line,New_Trans_Capacity,Cost_Trans_Capacity
1,0.0,0.0
2,799.9999995473644,1.3363999992438719e7
3,256.8579997071975,6.112706677031886e6
4,1.7781640216228713e-7,0.004394910195843089
5,1.3197256008322577e-6,0.006792627667483631
6,499.999999906579,1.2059999997746686e7
7,1.7358180999894036e-6,0.015565080902604982
8,5.364302017363448e-7,0.006867379442628685
9,3249.9999992599696,3.1284499992876466e7
10,2149.99999962592,2.561079999554396e7
11,754.9999999123595,2.6722469996898048e7
12,3474.9999977453,3.70434999759649e7
13,2120.07295890279,1.3195334096210966e7
14,1289.999999362632,9.921389995098004e6
15,174.99999919457733,803599.996301499
16,659.9999998710515,9.22547999819756e6
17,299.99998286163856,9.311699468042398e6
