Constraint,CapRes_1,CapRes_2,CapRes_3
t1,3.8627518091427745e-12,8.57230423544391e-12,8.820361498837371e-13
t2,3.508784165362758e-12,7.097286711495534e-12,8.153851579933414e-13
t3,3.0913825552827603e-12,7.511553415579966e-12,8.360153869782704e-13
t4,2.906115968560658e-12,6.012675790637496e-12,8.738518069364835e-13
t5,3.310723497103167e-12,6.485573183207687e-12,9.73090323388361e-13
t6,3.358568808840856e-12,8.973678597798098e-12,1.149242722256028e-12
t7,4.494063195570726e-12,1.0974095801665723e-11,1.325237373536861e-12
t8,5.355164321081991e-12,1.3727480041935365e-11,1.5357898362691397e-12
t9,8.50860797184611e-12,9.177481443367203e-11,1.6178376757305162e-12
t10,5.678469904584963e-12,4.4126620066527656e-11,1.4459426018896629e-12
t11,5.846076461570444e-12,9.355891009852962e-12,1.3158149207853349e-12
t12,6.070266369563893e-12,1.2325022510291012e-11,1.2304529411744572e-12
t13,4.7712453547969755e-12,1.2361359271256942e-11,1.129555915541682e-12
t14,4.302554001608536e-12,1.0754079079226232e-11,1.059353419596278e-12
t15,4.624037104412886e-12,7.876696966463716e-12,9.87236614196813e-13
t16,4.124854165168373e-12,7.187229613286042e-12,1.0512034166890641e-12
t17,4.792930276692271e-12,1.388063790552008e-11,1.3736730180291691e-12
t18,9.044658594963256e-12,3.3253651613200144e-11,2.6650391864486236e-12
t19,8.729045250705509e-12,8.96183938831567e-11,2.37316468793519e-12
t20,7.33407329558081e-12,3.148628870386316e-11,1.603894268921668e-12
t21,6.097872164184179e-12,9.410392101964432e-11,1.377716120029949e-12
t22,5.573145314192287e-12,8.667533592901848e-11,2.2850039324038185e-12
t23,4.908381379395281e-12,1.1723812225839451e-11,9.36016021146514e-13
t24,3.816659851217525e-12,9.971464908623215e-12,-5.945616975224043e-12
t25,3.856225097269156e-12,8.293766323764417e-12,-7.819152846954848e-12
t26,3.2079820751156496e-12,7.623569925576069e-12,6.832340900709247e-13
t27,3.477588788152316e-12,7.705730757507896e-12,8.542405869550949e-13
t28,3.753258995095299e-12,7.575311276190282e-12,6.420169741812271e-13
t29,4.1271612960365915e-12,8.01127813488566e-12,6.945484737826409e-13
t30,5.470403959316933e-12,8.867699693724678e-12,7.872718754259656e-13
t31,6.1458518159665075e-12,1.0327473857275022e-11,9.866558481990394e-13
t32,4.700191726799102e-12,1.567337090224964e-11,1.1653289229204431e-12
t33,5.539613343789876e-12,1.0088187066555546e-11,1.0158465547482936e-12
t34,5.205671379707834e-12,7.187820318220401e-12,7.476928993595491e-13
t35,4.245257298419094e-12,6.178605770532597e-12,7.145098810694706e-13
t36,4.0527553746096264e-12,6.293905576320629e-12,6.832314115532724e-13
t37,3.6198018132095386e-12,6.023213553792805e-12,6.566712481578727e-13
t38,3.3091284352783294e-12,5.7269392105711434e-12,6.310632367011284e-13
t39,3.4170437324760013e-12,6.254375341015814e-12,6.293796977942938e-13
