Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Total
AnnualSum,0.0,173528.9414793569,162112.91239953742,172617.4357901284,60929.35414168047,179254.2291099016,62997.754074487624,98707.49074996509,244451.14270175656,406270.6367216793,395260.8047784437,448363.773283624,257246.6666876439,139688.60116451146,6023.920422618775,121494.84896220783,141212.44138759215,3.0701609538551355e6
t1,0.0,11.11338646333174,6.089126737139772e-6,7.606895830141834,8.820520570161682,15.753214765182989,9.547252770282538,13.176853286116696,12.53121438346678,54.1799917434123,56.32286875917563,31.260810268853515,22.98711675312568,19.377319883752712,1.6799988981685234,19.403999250517906,19.619999068507784,303.38144878332514
t2,0.0,6.581790563142687e-6,1.0968781672830432e-5,21.85562146929985,6.452447250057255,0.7394498410721932,5.847250748071408,13.409079530818595,7.909160232821576,54.17999222268998,56.3228899552033,24.932718047573466,20.079811374765857,17.033577767948135,6.4188065805725485e-6,19.40399933732356,19.61999890662497,267.78602065364896
t3,0.0,6.272561999762735e-6,1.086302114853062e-5,27.912370762490845,4.402674334034008,3.902817336025129e-5,2.4709488525975853,13.27965995678798,0.3003588325189187,54.179992262458256,40.99088992359667,16.605788948592064,17.49910104619338,14.617942881728807,6.521276336550546e-6,19.403999217946286,19.619998625618795,231.2837883295964
t4,0.0,1.4034420585314775e-5,10.2478999832817,33.13007778680441,3.104698105805631,5.0543451785737865,0.368181476584359,13.358781205434367,6.395694216532787e-6,38.6149084941682,9.247535637447285e-6,16.510288211870375,13.917700053143598,12.624111325209716,6.884201929855814e-6,19.403999473508613,19.619998589906235,185.95502644614334
t5,0.0,1.3241778932842945e-5,24.52495101571738,33.13007509021269,8.63690992572138e-6,21.75549671988775,5.009792742666443,13.748978140124358,6.9303888552804506e-6,18.836152029677542,37.24756515332877,13.046746436059083,5.625656543620464,12.42170163195202,7.059087947876337e-6,19.403999418241693,19.619997311411304,224.3711481010652
t6,0.0,12.025728750596798,14.241393408839027,26.72215143576201,6.484609664319931,25.399999796303486,10.764401222364876,16.5184937041688,24.001077110526854,36.024917197012094,56.32299965698434,27.084718829310738,16.5880360220766,17.161081152482264,1.2000175514670255,19.403999877737682,14.128372294815865,324.07199767476834
t7,0.0,19.382201764190746,20.867134038802032,24.93090643878479,7.410151153127791,25.39999967967683,8.456426510674715,16.087227483496466,48.259505269880016,42.477596830631626,56.32299949175353,57.199309224833456,31.064648041104256,15.016424060005948,1.1637558203379068,13.62403557150348,19.61999959907217,407.28232097787577
t8,0.0,19.687923229535567,20.660035764284775,24.035390916098606,7.0310856285886345,20.012157268165108,7.916091174835816,15.663295288728854,47.4552832453614,42.0200120088913,45.58847331870953,56.87681410652956,30.986812665852742,14.193100535211801,1.1736122428578508,13.481999456998048,14.296091391885895,381.0781782425355
t9,0.0,19.779956005751615,20.611251128664193,23.781232934193454,6.989951855747287,18.774343626502365,7.768391498186717,15.308857992889031,47.426094353678685,42.278867394224896,41.43265531962759,57.290104852189216,31.319726100139263,14.118436625457756,1.1714394433724284,14.070387644421977,14.015103663437122,376.1368004384837
t10,0.0,18.993026245884696,20.431813664605095,24.399479611291717,7.0349390401551934,18.22625545385602,7.716290985137824,14.949150501540592,47.17271480960127,42.63724274172365,40.557925557351,58.23115009549645,32.591933682207255,13.783425350955104,1.154863068947169,14.034856705906064,13.620886766010841,375.5359542806699
t11,0.0,18.987451328339052,20.48309422216208,24.013803078105223,7.117335987892488,18.302366484129497,7.60844580793996,14.695734076543413,47.59764045573323,43.49963003861526,41.72007158583441,59.667498936851345,34.10784549636418,13.903266404966155,1.1477309957640154,13.458436280114073,13.221763165394414,379.5321143447488
t12,0.0,19.083104761560318,20.41614275878864,23.159346222140385,7.533741712079377,19.404109151904827,7.55960691753183,14.445290366450696,48.63716150297774,45.07600007019339,47.64213923742584,62.3409765695348,36.33415872787753,14.52805584495732,1.1862159832552146,13.98527985681755,13.760488625633158,395.09181830912866
t13,0.0,19.294351156598836,20.76197201538969,23.61434437732712,8.520058272443915,25.399998493418327,7.929202290193418,14.405157701611042,49.083177106267826,45.739575329194174,56.32299774655721,63.80432305685346,37.744276602840394,14.574938081214588,1.1642228565100545,16.459354880175145,19.619997710673974,424.4379476772692
t14,0.0,20.137465946364305,21.383311678380682,23.617189268690897,8.408056240655716,25.399999495170206,8.093972805858657,15.008036034234058,50.14387527412314,45.45812143584303,56.32299924659427,62.15791354496814,35.66724968389061,14.936740635354045,1.1900762794924573,15.670232137136718,19.619999495629205,423.21523920238616
t15,0.0,19.380664882929814,20.73209475234034,23.73365906852782,8.237204563612016,25.399999625660165,7.99899659402451,14.837840362171722,49.32758460817615,44.92395418504467,56.32299942493286,60.77714141009304,34.005206732074036,15.488616898764283,1.1708141226274804,14.551330234735197,19.619999598636053,416.5081070643502
