model,zone,planning_year,case,unit,value
SWITCH,BASN,2027,current_policies_20_week,kg,30674156637.992283
SWITCH,CANO,2027,current_policies_20_week,kg,15667156184.113806
SWITCH,CASO,2027,current_policies_20_week,kg,15337258805.312496
SWITCH,FRCC,2027,current_policies_20_week,kg,86415299839.71422
SWITCH,ISNE,2027,current_policies_20_week,kg,16654041831.633617
SWITCH,MISC,2027,current_policies_20_week,kg,108772150411.28049
SWITCH,MISE,2027,current_policies_20_week,kg,48862306615.93644
SWITCH,MISS,2027,current_policies_20_week,kg,78905847427.09676
SWITCH,MISW,2027,current_policies_20_week,kg,79024152959.76013
SWITCH,NWPP,2027,current_policies_20_week,kg,16884444826.338388
SWITCH,NYCW,2027,current_policies_20_week,kg,9795539694.32652
SWITCH,NYUP,2027,current_policies_20_week,kg,7648989898.531934
SWITCH,PJMC,2027,current_policies_20_week,kg,10637266565.59359
SWITCH,PJMD,2027,current_policies_20_week,kg,5470643031.085967
SWITCH,PJME,2027,current_policies_20_week,kg,97572735308.10439
SWITCH,PJMW,2027,current_policies_20_week,kg,194255694801.3069
SWITCH,RMRG,2027,current_policies_20_week,kg,45019328664.84392
SWITCH,SPPC,2027,current_policies_20_week,kg,48255816952.34275
SWITCH,SPPN,2027,current_policies_20_week,kg,30122302035.575752
SWITCH,SPPS,2027,current_policies_20_week,kg,42070618724.696236
SWITCH,SRCA,2027,current_policies_20_week,kg,86999874105.23352
SWITCH,SRCE,2027,current_policies_20_week,kg,94021038417.80334
SWITCH,SRSE,2027,current_policies_20_week,kg,103147303751.79733
SWITCH,SRSG,2027,current_policies_20_week,kg,44585187554.21104
SWITCH,TRE,2027,current_policies_20_week,kg,98462655615.07364
SWITCH,TREW,2027,current_policies_20_week,kg,4559160914.350996
SWITCH,BASN,2030,current_policies_20_week,kg,27780945674.897873
SWITCH,CANO,2030,current_policies_20_week,kg,14030564982.039278
SWITCH,CASO,2030,current_policies_20_week,kg,14121860511.127184
SWITCH,FRCC,2030,current_policies_20_week,kg,76449525323.52307
SWITCH,ISNE,2030,current_policies_20_week,kg,11035413667.07368
SWITCH,MISC,2030,current_policies_20_week,kg,105854779437.06717
SWITCH,MISE,2030,current_policies_20_week,kg,38869677500.78465
SWITCH,MISS,2030,current_policies_20_week,kg,71337769837.34885
SWITCH,MISW,2030,current_policies_20_week,kg,79745132512.12459
SWITCH,NWPP,2030,current_policies_20_week,kg,16628922260.193888
SWITCH,NYCW,2030,current_policies_20_week,kg,7822021846.317906
SWITCH,NYUP,2030,current_policies_20_week,kg,7490405711.948266
SWITCH,PJMC,2030,current_policies_20_week,kg,15395453121.569084
SWITCH,PJMD,2030,current_policies_20_week,kg,5992675354.589378
SWITCH,PJME,2030,current_policies_20_week,kg,84039483420.08214
SWITCH,PJMW,2030,current_policies_20_week,kg,176449450678.81012
SWITCH,RMRG,2030,current_policies_20_week,kg,35986405570.46403
SWITCH,SPPC,2030,current_policies_20_week,kg,43720223653.32218
SWITCH,SPPN,2030,current_policies_20_week,kg,28757422550.634483
