model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,full-base-200-retire,tons,38005162
USENSYS,BASN,2030,full-base-200-retire,tons,3210526
USENSYS,BASN,2035,full-base-200-retire,tons,2939810
USENSYS,BASN,2040,full-base-200-retire,tons,3010873
USENSYS,BASN,2045,full-base-200-retire,tons,2829308
USENSYS,BASN,2050,full-base-200-retire,tons,2554003
USENSYS,CANO,2027,full-base-200-retire,tons,19685651
USENSYS,CANO,2030,full-base-200-retire,tons,3652288
USENSYS,CANO,2035,full-base-200-retire,tons,2518107
USENSYS,CANO,2040,full-base-200-retire,tons,2552531
USENSYS,CANO,2045,full-base-200-retire,tons,3127059
USENSYS,CANO,2050,full-base-200-retire,tons,3243401
USENSYS,CASO,2027,full-base-200-retire,tons,21939091
USENSYS,CASO,2030,full-base-200-retire,tons,6919511
USENSYS,CASO,2035,full-base-200-retire,tons,4440726
USENSYS,CASO,2040,full-base-200-retire,tons,3913993
USENSYS,CASO,2045,full-base-200-retire,tons,4329179
USENSYS,CASO,2050,full-base-200-retire,tons,4247513
USENSYS,FRCC,2027,full-base-200-retire,tons,75827022
USENSYS,FRCC,2030,full-base-200-retire,tons,9562703
USENSYS,FRCC,2035,full-base-200-retire,tons,8063382
USENSYS,FRCC,2040,full-base-200-retire,tons,8256884
USENSYS,FRCC,2045,full-base-200-retire,tons,9173980
USENSYS,FRCC,2050,full-base-200-retire,tons,8432090
USENSYS,ISNE,2027,full-base-200-retire,tons,33755066
USENSYS,ISNE,2030,full-base-200-retire,tons,8792454
USENSYS,ISNE,2035,full-base-200-retire,tons,11626496
USENSYS,ISNE,2040,full-base-200-retire,tons,11065152
USENSYS,ISNE,2045,full-base-200-retire,tons,12295497
USENSYS,ISNE,2050,full-base-200-retire,tons,12276851
USENSYS,MISC,2027,full-base-200-retire,tons,46024078
USENSYS,MISC,2030,full-base-200-retire,tons,11112524
USENSYS,MISC,2035,full-base-200-retire,tons,7777057
USENSYS,MISC,2040,full-base-200-retire,tons,6369998
USENSYS,MISC,2045,full-base-200-retire,tons,6408882
USENSYS,MISC,2050,full-base-200-retire,tons,6097681
USENSYS,MISE,2027,full-base-200-retire,tons,29819120
USENSYS,MISE,2030,full-base-200-retire,tons,7340761
USENSYS,MISE,2035,full-base-200-retire,tons,4826236
USENSYS,MISE,2040,full-base-200-retire,tons,3816542
USENSYS,MISE,2045,full-base-200-retire,tons,3960696
USENSYS,MISE,2050,full-base-200-retire,tons,3931574
USENSYS,MISS,2027,full-base-200-retire,tons,64766963
USENSYS,MISS,2030,full-base-200-retire,tons,10646107
USENSYS,MISS,2035,full-base-200-retire,tons,6985719
USENSYS,MISS,2040,full-base-200-retire,tons,5886200
USENSYS,MISS,2045,full-base-200-retire,tons,6425937
USENSYS,MISS,2050,full-base-200-retire,tons,6245163
USENSYS,MISW,2027,full-base-200-retire,tons,40290696
USENSYS,MISW,2030,full-base-200-retire,tons,10525837
USENSYS,MISW,2035,full-base-200-retire,tons,7428695
USENSYS,MISW,2040,full-base-200-retire,tons,5980096
USENSYS,MISW,2045,full-base-200-retire,tons,5940009
USENSYS,MISW,2050,full-base-200-retire,tons,5609540
USENSYS,NWPP,2027,full-base-200-retire,tons,12540611
USENSYS,NWPP,2030,full-base-200-retire,tons,100175
USENSYS,NWPP,2035,full-base-200-retire,tons,928736
USENSYS,NWPP,2040,full-base-200-retire,tons,1524361
USENSYS,NWPP,2045,full-base-200-retire,tons,1559820
USENSYS,NWPP,2050,full-base-200-retire,tons,1715051
USENSYS,NYCW,2027,full-base-200-retire,tons,22229053
USENSYS,NYCW,2030,full-base-200-retire,tons,3540291
USENSYS,NYCW,2035,full-base-200-retire,tons,2409130
USENSYS,NYCW,2040,full-base-200-retire,tons,1860185
USENSYS,NYCW,2045,full-base-200-retire,tons,2108295
USENSYS,NYCW,2050,full-base-200-retire,tons,2168745
USENSYS,NYUP,2027,full-base-200-retire,tons,22909034
USENSYS,NYUP,2030,full-base-200-retire,tons,3531208
USENSYS,NYUP,2035,full-base-200-retire,tons,2309815
USENSYS,NYUP,2040,full-base-200-retire,tons,1737877
USENSYS,NYUP,2045,full-base-200-retire,tons,1971248
USENSYS,NYUP,2050,full-base-200-retire,tons,1894386
USENSYS,PJMC,2027,full-base-200-retire,tons,12417013
USENSYS,PJMC,2030,full-base-200-retire,tons,3637384
USENSYS,PJMC,2035,full-base-200-retire,tons,2361142
USENSYS,PJMC,2040,full-base-200-retire,tons,1947800
USENSYS,PJMC,2045,full-base-200-retire,tons,1949887
USENSYS,PJMC,2050,full-base-200-retire,tons,1877762
USENSYS,PJMD,2027,full-base-200-retire,tons,12301066
USENSYS,PJMD,2030,full-base-200-retire,tons,3464139
USENSYS,PJMD,2035,full-base-200-retire,tons,2292888
USENSYS,PJMD,2040,full-base-200-retire,tons,1971443
USENSYS,PJMD,2045,full-base-200-retire,tons,2189232
USENSYS,PJMD,2050,full-base-200-retire,tons,1460620
USENSYS,PJME,2027,full-base-200-retire,tons,65628441
USENSYS,PJME,2030,full-base-200-retire,tons,31348851
USENSYS,PJME,2035,full-base-200-retire,tons,16315858
USENSYS,PJME,2040,full-base-200-retire,tons,12305203
USENSYS,PJME,2045,full-base-200-retire,tons,13413165
USENSYS,PJME,2050,full-base-200-retire,tons,12569070
USENSYS,PJMW,2027,full-base-200-retire,tons,83756292
USENSYS,PJMW,2030,full-base-200-retire,tons,20263090
USENSYS,PJMW,2035,full-base-200-retire,tons,13906262
USENSYS,PJMW,2040,full-base-200-retire,tons,12912864
USENSYS,PJMW,2045,full-base-200-retire,tons,14980765
USENSYS,PJMW,2050,full-base-200-retire,tons,14828721
USENSYS,RMRG,2027,full-base-200-retire,tons,5032136
USENSYS,RMRG,2030,full-base-200-retire,tons,470705
USENSYS,RMRG,2035,full-base-200-retire,tons,317527
USENSYS,RMRG,2040,full-base-200-retire,tons,459429
USENSYS,RMRG,2045,full-base-200-retire,tons,458231
USENSYS,RMRG,2050,full-base-200-retire,tons,421043
USENSYS,SPPC,2027,full-base-200-retire,tons,21067782
USENSYS,SPPC,2030,full-base-200-retire,tons,578138
USENSYS,SPPC,2035,full-base-200-retire,tons,390180
USENSYS,SPPC,2040,full-base-200-retire,tons,306074
USENSYS,SPPC,2045,full-base-200-retire,tons,352340
USENSYS,SPPC,2050,full-base-200-retire,tons,314492
USENSYS,SPPN,2027,full-base-200-retire,tons,19524474
USENSYS,SPPN,2030,full-base-200-retire,tons,116600
USENSYS,SPPN,2035,full-base-200-retire,tons,52115
USENSYS,SPPN,2040,full-base-200-retire,tons,91011
USENSYS,SPPN,2045,full-base-200-retire,tons,122814
USENSYS,SPPN,2050,full-base-200-retire,tons,118609
USENSYS,SPPS,2027,full-base-200-retire,tons,18359590
USENSYS,SPPS,2030,full-base-200-retire,tons,3786271
USENSYS,SPPS,2035,full-base-200-retire,tons,2563497
USENSYS,SPPS,2040,full-base-200-retire,tons,2083791
USENSYS,SPPS,2045,full-base-200-retire,tons,2215716
USENSYS,SPPS,2050,full-base-200-retire,tons,2063810
USENSYS,SRCA,2027,full-base-200-retire,tons,30424926
USENSYS,SRCA,2030,full-base-200-retire,tons,6487559
USENSYS,SRCA,2035,full-base-200-retire,tons,4418091
USENSYS,SRCA,2040,full-base-200-retire,tons,4063572
USENSYS,SRCA,2045,full-base-200-retire,tons,4620829
USENSYS,SRCA,2050,full-base-200-retire,tons,4717386
USENSYS,SRCE,2027,full-base-200-retire,tons,32141339
USENSYS,SRCE,2030,full-base-200-retire,tons,7786733
