model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-base-200-retire,MWh,230836
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-base-200-retire,MWh,631367
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-base-200-retire,MWh,782020
USENSYS,BASN,BASN_batteries_1,Battery,2040,full-base-200-retire,MWh,829758
USENSYS,BASN,BASN_batteries_1,Battery,2045,full-base-200-retire,MWh,801703
USENSYS,BASN,BASN_batteries_1,Battery,2050,full-base-200-retire,MWh,777528
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,full-base-200-retire,MWh,6174839
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,full-base-200-retire,MWh,13852977
USENSYS,BASN,BASN_biomass_1,Other,2027,full-base-200-retire,MWh,69888
USENSYS,BASN,BASN_biomass_1,Other,2030,full-base-200-retire,MWh,47624
USENSYS,BASN,BASN_biomass_1,Other,2035,full-base-200-retire,MWh,47608
USENSYS,BASN,BASN_biomass_1,Other,2040,full-base-200-retire,MWh,46688
USENSYS,BASN,BASN_biomass_1,Other,2045,full-base-200-retire,MWh,47889
USENSYS,BASN,BASN_biomass_1,Other,2050,full-base-200-retire,MWh,47847
USENSYS,BASN,BASN_biomass_2,Other,2027,full-base-200-retire,MWh,183456
USENSYS,BASN,BASN_biomass_2,Other,2030,full-base-200-retire,MWh,126788
USENSYS,BASN,BASN_biomass_2,Other,2035,full-base-200-retire,MWh,126181
USENSYS,BASN,BASN_biomass_2,Other,2040,full-base-200-retire,MWh,123949
USENSYS,BASN,BASN_biomass_2,Other,2045,full-base-200-retire,MWh,127168
USENSYS,BASN,BASN_biomass_2,Other,2050,full-base-200-retire,MWh,127790
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,full-base-200-retire,MWh,8582661
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,full-base-200-retire,MWh,8052772
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2035,full-base-200-retire,MWh,7919683
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,full-base-200-retire,MWh,7828132
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2045,full-base-200-retire,MWh,7867474
