model,line_name,planning_year,case,unit,value
SWITCH,PJMC_to_MISC,2027,base_20_week,MW,2.0000000404252205e-05
SWITCH,PJMC_to_PJMW,2027,base_20_week,MW,0.0
SWITCH,PJMC_to_MISW,2027,base_20_week,MW,1.9999999949504854e-05
SWITCH,PJME_to_NYUP,2027,base_20_week,MW,1.9999999949504854e-05
SWITCH,PJME_to_PJMW,2027,base_20_week,MW,0.000210000000151922
SWITCH,PJME_to_NYCW,2027,base_20_week,MW,3472.0591299999996
SWITCH,PJME_to_PJMD,2027,base_20_week,MW,0.0
SWITCH,MISE_to_MISC,2027,base_20_week,MW,0.00098
SWITCH,MISE_to_PJMW,2027,base_20_week,MW,1.0000000202126103e-05
SWITCH,MISE_to_MISW,2027,base_20_week,MW,0.0009
SWITCH,ISNE_to_NYUP,2027,base_20_week,MW,2.999999992425728e-05
SWITCH,ISNE_to_NYCW,2027,base_20_week,MW,0.0
SWITCH,MISC_to_SPPC,2027,base_20_week,MW,208.0111300000001
SWITCH,MISC_to_PJMW,2027,base_20_week,MW,3.999999989900971e-05
SWITCH,MISC_to_SRCE,2027,base_20_week,MW,1.0000000202126103e-05
SWITCH,MISC_to_SPPS,2027,base_20_week,MW,1.9999999949504854e-05
SWITCH,MISC_to_MISS,2027,base_20_week,MW,9.999999974752427e-06
SWITCH,MISC_to_SPPN,2027,base_20_week,MW,0.01137
SWITCH,MISC_to_MISW,2027,base_20_week,MW,9.999999974752427e-06
SWITCH,CANO_to_BASN,2027,base_20_week,MW,0.0
SWITCH,CANO_to_CASO,2027,base_20_week,MW,1.0000000202126103e-05
SWITCH,CANO_to_NWPP,2027,base_20_week,MW,0.0
SWITCH,TREW_to_TRE,2027,base_20_week,MW,9.999999747378752e-06
SWITCH,TREW_to_SPPS,2027,base_20_week,MW,2282.41166
SWITCH,SPPC_to_SPPS,2027,base_20_week,MW,0.0
SWITCH,SPPC_to_MISS,2027,base_20_week,MW,0.00583
SWITCH,SPPC_to_SPPN,2027,base_20_week,MW,1496.96983
SWITCH,SPPC_to_MISW,2027,base_20_week,MW,0.00094
SWITCH,FRCC_to_SRSE,2027,base_20_week,MW,3.999999989900971e-05
SWITCH,TRE_to_SPPS,2027,base_20_week,MW,0.0
SWITCH,SRCA_to_PJMW,2027,base_20_week,MW,0.0
SWITCH,SRCA_to_SRCE,2027,base_20_week,MW,0.0
SWITCH,SRCA_to_PJMD,2027,base_20_week,MW,9.999999974752427e-06
SWITCH,SRCA_to_SRSE,2027,base_20_week,MW,0.0
SWITCH,NYUP_to_NYCW,2027,base_20_week,MW,0.0
SWITCH,PJMW_to_SRCE,2027,base_20_week,MW,1.9999999949504854e-05
SWITCH,PJMW_to_PJMD,2027,base_20_week,MW,9.999999747378752e-06
SWITCH,BASN_to_RMRG,2027,base_20_week,MW,0.0
SWITCH,BASN_to_CASO,2027,base_20_week,MW,9.999999747378752e-06
SWITCH,BASN_to_NWPP,2027,base_20_week,MW,0.0
SWITCH,BASN_to_SRSG,2027,base_20_week,MW,2.0000000404252205e-05
SWITCH,SRCE_to_MISS,2027,base_20_week,MW,1.9999999949504854e-05
SWITCH,SRCE_to_SRSE,2027,base_20_week,MW,1.0000000202126103e-05
SWITCH,SPPS_to_MISS,2027,base_20_week,MW,1190.73853
SWITCH,SPPS_to_SRSG,2027,base_20_week,MW,0.0
SWITCH,SPPS_to_SPPN,2027,base_20_week,MW,0.0682
SWITCH,RMRG_to_NWPP,2027,base_20_week,MW,0.0
SWITCH,RMRG_to_SRSG,2027,base_20_week,MW,9.999999974752427e-06
SWITCH,MISS_to_SRSE,2027,base_20_week,MW,9.999999974752427e-06
SWITCH,CASO_to_NWPP,2027,base_20_week,MW,0.0
SWITCH,CASO_to_SRSG,2027,base_20_week,MW,3.0000000151630957e-05
SWITCH,SPPN_to_MISW,2027,base_20_week,MW,2.0000000404252205e-05
SWITCH,NWPP_to_SPPN,2027,base_20_week,MW,0.00061
SWITCH,NWPP_to_MISW,2027,base_20_week,MW,0.0
SWITCH,RMRG_to_SPPN,2027,base_20_week,MW,1660.7341999999999
SWITCH,RMRG_to_SPPC,2027,base_20_week,MW,4.999999998744897e-05
SWITCH,SRSG_to_TRE,2027,base_20_week,MW,0.00113
SWITCH,PJMC_to_MISC,2030,base_20_week,MW,0.0
SWITCH,PJMC_to_PJMW,2030,base_20_week,MW,4388.20341
