Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,165624.64679918924,0.0,0.0,165624.64679918924
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,0.0,494100.31436176144,0.0,494100.31436176144
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,0.0,9162.245470673475,0.0,9162.245470673475
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,0.0,220326.99907706535,0.0,220326.99907706535
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,0.0,40156.39214521796,0.0,40156.39214521796
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,0.0,0.0,58870.122096730825,58870.122096730825
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,0.0,0.0,136790.75979784827,136790.75979784827
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,184431.30440583813,0.0,0.0,184431.30440583813
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,1.567202903900859e6,0.0,0.0,1.567202903900859e6
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,4.426898705537434e6,0.0,0.0,4.426898705537434e6
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,392948.1577790519,0.0,0.0,392948.1577790519
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,253656.2043691879,0.0,0.0,253656.2043691879
NENG_Rest,NENG_Rest_nuclear_1,1,1,1.2377878056068406e6,0.0,0.0,1.2377878056068406e6
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,0.0,145926.92955982874,0.0,145926.92955982874
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,0.0,15419.437110060877,0.0,15419.437110060877
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,0.0,14763.29097634197,0.0,14763.29097634197
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,0.0,39073.50982394111,0.0,39073.50982394111
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,0.0,0.0,0.0,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,0.0,39237.543105694414,0.0,39237.543105694414
NY_Z_B,NY_Z_B_nuclear_1,3,1,0.0,0.1556964312981377,0.0,0.1556964312981377
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,0.0,580098.9045009495,0.0,580098.9045009495
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,0.0,34874.170056280454,0.0,34874.170056280454
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,0.0,885796.8982206631,0.0,885796.8982206631
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_1,5,1,0.0,91860.46256914102,0.0,91860.46256914102
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_2,5,2,0.0,29854.65363453612,0.0,29854.65363453612
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_1,6,1,0.0,1.1481903639574777e6,0.0,1.1481903639574777e6
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_2,6,2,0.0,96223.85094690666,0.0,96223.85094690666
NY_Z_F,NY_Z_F_natural_gas_fired_combustion_turbine_1,6,1,0.0,0.0,0.0,0.0
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,1,0.0,244906.59577861952,0.0,244906.59577861952
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,2,0.0,7119.1865402648955,0.0,7119.1865402648955
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,1,0.0,27492.52480828704,0.0,27492.52480828704
NY_Z_G-I,NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,2,0.0,8136.212251085304,0.0,8136.212251085304
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_1,8,1,0.0,248220.13456048327,0.0,248220.13456048327
NY_Z_J,NY_Z_J_natural_gas_fired_combined_cycle_2,8,2,0.0,927922.0584118632,0.0,927922.0584118632
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_1,8,1,0.0,248154.52036854203,0.0,248154.52036854203
NY_Z_J,NY_Z_J_natural_gas_fired_combustion_turbine_2,8,2,0.0,531806.554430047,0.0,531806.554430047
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_1,9,1,0.0,72208.89657238327,0.0,72208.89657238327
NY_Z_K,NY_Z_K_natural_gas_fired_combined_cycle_2,9,2,0.0,173189.80582041724,0.0,173189.80582041724
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_1,9,1,0.0,109970.11521105329,0.0,109970.11521105329
NY_Z_K,NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2,0.0,175027.01823279617,0.0,175027.01823279617
PJM_EMAC,PJM_EMAC_conventional_steam_coal_1,10,1,0.0,0.0,0.0,0.0
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1,0.0,0.0,532525.8412485148,532525.8412485148
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_2,10,2,0.0,0.0,3.225904371181825e6,3.225904371181825e6
PJM_EMAC,PJM_EMAC_natural_gas_fired_combined_cycle_3,10,3,0.0,0.0,209943.56225249183,209943.56225249183
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,1,0.0,0.0,149505.26425965794,149505.26425965794
PJM_EMAC,PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,2,0.0,0.0,797171.0960387081,797171.0960387081
PJM_EMAC,PJM_EMAC_natural_gas_steam_turbine_1,10,1,0.0,0.0,0.7890506483864248,0.7890506483864248
PJM_EMAC,PJM_EMAC_nuclear_1,10,1,0.0,0.0,1.9976718896095206e6,1.9976718896095206e6
PJM_EMAC,PJM_EMAC_nuclear_2,10,2,0.0,0.0,0.16134785357440962,0.16134785357440962
PJM_Rest,PJM_Rest_conventional_steam_coal_1,11,1,0.0,0.0,8.048543440432947e6,8.048543440432947e6
