Constraint,CapRes_1,CapRes_2,CapRes_3
t1,3.565268813378664e-10,5.048469027746752e-10,7.228874153836472e-11
t2,2.64288517445323e-10,4.791593929752915e-10,7.092560071052961e-11
t3,2.550975751186054e-10,4.743616624284006e-10,7.090062722786388e-11
t4,2.4946656047313826e-10,4.844395375043275e-10,7.141553117494482e-11
t5,2.7352427373766104e-10,5.322484729065031e-10,7.760167865478393e-11
t6,2.8919021472801995e-10,6.048172072040512e-10,9.473720079580893e-11
t7,4.2808704739799265e-10,6.419173674923375e-10,1.1151897655915682e-10
t8,5.369358996070782e-10,7.525782445900293e-10,1.3256336071757123e-10
t9,7.756020705105487e-10,1.3198377992461754e-9,1.4296886004759438e-10
t10,4.922963994810411e-10,7.86427706418674e-10,8.534631288351343e-11
t11,4.678275265652901e-10,7.948091424290757e-10,5.568791599881572e-11
t12,4.660599309291289e-10,6.310631665875538e-10,5.149045923666625e-11
t13,3.9228622673669546e-10,5.703572549774084e-10,4.655451106789047e-11
t14,3.600230509099666e-10,5.263210844505603e-10,4.510671109905231e-11
t15,3.682821254165663e-10,4.4796073260404234e-10,4.465745029108014e-11
t16,3.254361455030267e-10,4.619052843075118e-10,5.052341173467849e-11
t17,3.8514444725859937e-10,7.929096227568838e-10,7.155396891756725e-11
t18,8.86729763167276e-10,1.0976546228753883e-9,2.0285287836353975e-10
t19,9.60824983130461e-10,1.4398002627184814e-9,1.9831074395038416e-10
t20,7.126831831724224e-10,1.187146149236591e-9,1.391807827492589e-10
t21,5.526208176211997e-10,1.1437508898243171e-9,1.2514888574649625e-10
t22,5.478930224591566e-10,8.992701087590413e-10,1.2935247670588195e-10
t23,4.376032793759068e-10,7.119348777122293e-10,8.027509142175693e-11
t24,3.6575099566972253e-10,6.309561069156949e-10,5.982392611389783e-11
t25,2.712937401873514e-9,5.053028145629762e-10,5.61532231634753e-11
t26,3.0116184728451033e-10,4.654496645063298e-10,5.6829566837155125e-11
t27,3.4216089609963906e-10,4.837472402949661e-10,5.831446948242849e-11
t28,3.6650257385226536e-10,4.86350630041374e-10,5.718196827448842e-11
t29,3.8551059594709203e-10,5.082093264896594e-10,6.137916743448878e-11
t30,4.1241467263783094e-10,5.245946601236123e-10,6.684423459628386e-11
t31,4.449883215001031e-10,6.181809776903548e-10,7.879394909705369e-11
t32,5.186699488283096e-10,9.442726558834258e-10,8.993790504909729e-11
t33,4.748694859023875e-10,6.969049172319598e-10,7.991258335716126e-11
t34,4.46315720478336e-10,4.782700234973237e-10,4.992833546144208e-11
t35,3.9392951965270345e-10,3.640116232242978e-10,3.864101973607112e-11
