region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882807607273487e6,0.0,0.0,0.0,471585.5148408332,1.7343236211917146e-5,0.0,0.0,1.882807607273487e6,5.6797387599999994e7,-5.4914579992726505e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8040482900734e6,0.0,0.0,0.0,1.7428156705900547e6,3.694601297941721e6,0.0,0.0,4.8040482900734e6,1.295391149e8,-1.2473506660992661e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85583.22944285812,0.0,0.0,0.0,32766.497986684386,59985.55626755742,0.0,0.0,85583.22944285812,3.3676233e6,-3.2820400705571417e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1630969379455135e6,0.0,0.0,0.0,818072.6150798606,1.5588012498185656e6,0.0,0.0,2.1630969379455135e6,4.30715296e7,-4.090843266205449e7
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410483.12492159876,0.0,0.0,0.0,140857.62617159294,289939.22272491845,0.0,0.0,410483.12492159876,1.4608994600000001e7,-1.4198511475078402e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1541188607150698e6,0.0,0.0,0.0,223177.94687404367,9.805921425968764e-7,0.0,0.0,1.1541188607150698e6,3.0430972e7,-2.927685313928493e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7169759391784295e6,0.0,0.0,0.0,490948.6727343261,1.3866232822393408e-6,0.0,0.0,1.7169759391784295e6,8.02164678e7,-7.849949186082157e7
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.894827399855951e7,0.0,0.0,7.928368130878401e6,0.0,0.0,0.5515374453919754,0.0,0.0,1.617872707618267e6,0.0,0.0,0.0,591628.5459430196,0.0,6.182213921571832e-5,0.0,1.617872707618267e6,4.687664268103719e7,-4.525876997341892e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,6.940971279131629e7,0.0,0.0,4.067377253909344,27.262168636270925,0.0,3.0035789151281853,0.0,0.0,0.3577217517102653,0.0,0.0,0.0,5.027356793228207e6,0.0,5.287548155666143e-12,0.0,0.3577217517102653,6.940974712444109e7,-6.940974676671934e7
