region,marginal_price,total_demand
BASN,39.55534724676832,104415840.0
CASO,42.421262021018684,106247405.0
CANO,43.55437296052082,164112380.0
FRCC,41.04818286296355,254835658.0
ISNE,51.298469236975734,132079030.0
MISC,40.258633524595545,186790489.0
MISE,43.5482328845132,102056388.0
MISS,39.112995152022904,175440371.0
MISW,38.0918163000282,225553160.0
NWPP,40.44835773151279,195981047.0
NYCW,61.59995552675921,76993625.0
NYUP,34.59938575479648,70257166.0
PJMC,39.35128072634854,118765758.0
PJMD,42.99322674193009,110841999.0
PJME,38.34946605092784,289082184.0
PJMW,41.18569668238898,310165370.0
RMRG,35.241095690940654,88883482.0
SPPC,37.44304024189759,78239307.0
SPPN,35.57492064702406,49626459.0
SPPS,35.13100872449475,122178131.0
SRCA,44.211152809487,218636717.0
SRCE,40.43322471640089,214888614.0
SRSE,41.764021251208845,242597067.0
SRSG,39.852950848242905,137828950.0
TRE,35.81381702457868,426645124.0
TREW,32.0767652661509,19988250.0
