Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.726294678763372e7
new_england_naturalgas,2.6267622759571305e8
new_england_uranium,2.987166223409873e8
middle_atlantic_naturalgas,1.0410787715865566e9
middle_atlantic_uranium,5.61159066122634e8
middle_atlantic_coal,0.0
east_north_central_coal,1.6201482203577914e9
east_north_central_naturalgas,6.827893595283757e8
east_north_central_uranium,2.0357869122899082e9
new_england_naturalgas_ccs100,0.7761857645169414
middle_atlantic_naturalgas_ccs100,8.048515125434106
east_north_central_naturalgas_ccs90,1.1717030313273804
east_north_central_naturalgas_ccs100,1.5874042904571712
None,0.0
