Resource,NENG_Rest_hydroelectric_pumped_storage_1,NY_Z_A_hydroelectric_pumped_storage_1,NY_Z_F_hydroelectric_pumped_storage_1,PJM_EMAC_hydroelectric_pumped_storage_1,PJM_Rest_hydroelectric_pumped_storage_1,NENG_Rest_battery_moderate_0,NY_Z_A_battery_moderate_0,NY_Z_B_battery_moderate_0,NY_Z_C&E_battery_moderate_0,NY_Z_D_battery_moderate_0,NY_Z_F_battery_moderate_0,NY_Z_G-I_battery_moderate_0,NY_Z_J_battery_moderate_0,NY_Z_K_battery_moderate_0,PJM_EMAC_battery_moderate_0,PJM_Rest_battery_moderate_0,Total
t9,-7.535853623286393e-6,-5.319057864819456e-5,-5.3848907427977584e-5,-1.862751244612707e-5,-6.907792342882572e-5,-1.2114285102403636e-5,-2.196165891319739e-5,-2.3003827520563548e-5,-2.3184694582928347e-5,-2.4420130103996136e-5,-2.6388065619898687e-5,-2.8143673219521845e-5,-3.475626595338842e-5,-7.464167356421721e-5,1.673102336062687e-5,-0.00048135342765899563,-0.0009355174544528954
t10,-1.8023883859078815e-5,-6.457140789356126e-5,-6.326144412284323e-5,-1.636484022371485e-5,-6.184077920606755e-5,-1.152535006844629e-5,-4.22526638352635e-5,-4.2665484171173476e-5,-4.132586687010401e-5,-3.980357991836878e-5,-4.5880414137020183e-5,-4.706905500237399e-5,-3.776159094947389e-5,-3.1243381414622353e-6,-1.8449581690929696e-5,-4.925573213250285e-5,-0.0006031760122223846
t11,-1.823737181381359e-5,-7.035532847071767e-5,-5.5495949122483504e-5,-1.5460335547361297e-5,-5.945789112885007e-5,-1.0672515637896602e-5,-5.6090538271315575e-5,-5.766123079587058e-5,-5.710775847524624e-5,-5.367675840787707e-5,-6.014078481263573e-5,-6.054759680909673e-5,-3.704011792971757e-5,6.765143179251958e-5,-1.724291686849433e-5,8.923118967328119e-5,-0.00047230447262557577
t12,-1.8903306066804396e-5,-7.117611787939057e-5,-5.8436551747600496e-5,-1.1106145616607709e-5,-6.439008099919639e-5,-9.901822937835324e-6,-6.20730449413149e-5,-6.287903466628107e-5,-6.33525287914938e-5,-6.047774744572219e-5,-6.641254440874519e-5,-6.747336779070872e-5,-4.0547100387138675e-5,6.423636274627718e-5,-1.751335886263824e-5,0.0001666095866399741,-0.00044379680315522634
t13,-2.036541352921954e-5,-7.454717382600469e-5,-6.137937208525708e-5,-1.0562135667781928e-5,-6.835506418695793e-5,-1.0694090493021679e-5,-7.015382421630986e-5,-7.114968700054923e-5,-7.061488598895303e-5,-6.76377530994556e-5,-7.408182959087314e-5,-7.55171192925352e-5,-4.595138943644071e-5,3.904097530117805e-5,-1.7717925810413562e-5,9.689580027704153e-5,-0.0006027908886455536
t14,-2.0269827446271344e-5,-7.65529229775376e-5,-6.217691518793257e-5,-1.0780691443744242e-5,-7.193752991090967e-5,-1.1253708805029114e-5,-7.700956453747582e-5,-7.789766189354479e-5,-7.746826828925707e-5,-7.46585748395935e-5,-8.169091169972869e-5,-8.337777003834302e-5,-5.1462485409331135e-5,2.096258790935264e-5,-1.841777934955085e-5,6.069480992934125e-5,-0.0007132972139895556
t15,-2.0142650456587472e-5,-8.350629826797741e-5,-6.756549098985233e-5,-1.0481810215163071e-5,-7.4131479405931e-5,-1.2045759451702488e-5,-8.836735516953487e-5,-9.066324308430485e-5,-8.956894421568464e-5,-8.503558419686715e-5,-9.349459073587631e-5,-9.42673744018646e-5,-5.9296629943780505e-5,5.59107031890796e-6,-1.8807927815011257e-5,3.596844493375858e-5,-0.0008458156230974714
t16,-2.0229068553543148e-5,-8.583445638640647e-5,-7.460058347001617e-5,-1.5647387939583853e-5,-7.218360448747181e-5,-1.2971398621100877e-5,-9.808361844217082e-5,-0.00010012100579876064,-9.863417692160187e-5,-9.362258201715687e-5,-0.00010352485418779781,-0.00010510550790201613,-6.643484407488619e-5,-8.545555902438248e-6,-1.8887000779325478e-5,1.6253113839373646e-5,-0.0009581725316449028
t17,-1.9534735156409306e-5,-8.861679333215001e-5,-8.502062443556437e-5,-1.885477963117593e-5,-8.324793987679134e-5,-1.45160474799588e-5,-0.00011200814456228693,-0.00011458769681520998,-0.00011318150143421347,-0.00010782636915541013,-0.0001175483994747135,-0.00011967873892240509,-8.10736615794615e-5,-2.3430961928955656e-5,-1.8694453197563205e-5,-1.4560079545301191e-6,-0.0011192768549367993
t18,-3.880825396486531e-6,-6.911619214703784e-6,-5.641852849035618e-6,-1.93118903997094e-5,-5.775061513965623e-6,-1.924589562376192e-5,-0.00012778744293915123,-0.0001310111421040402,-0.00012930422022964724,-0.00012295051547064434,-0.00013439594532047366,-0.00013624980927579505,-9.13448169380258e-5,-3.881362962041894e-5,-1.9732365386357862e-5,-1.8242512231974917e-5,-0.001010599544514192
t19,-3.717267887212996e-6,-6.926540653267443e-6,-5.8936562331359945e-6,-1.9730477475304347e-5,-6.166260994451823e-6,-2.1963523082679933e-5,-0.00014685190880471235,-0.00015048092755030575,-0.00014872687985789326,-0.00014164991407658454,-0.00015430880316348475,-0.00015630275614000332,-0.000107781289764054,-5.550734405778951e-5,-1.9879875855140388e-5,-3.581074912567734e-5,-0.0011816981747216977
t20,-3.658224017959488e-6,-6.268047601142964e-6,-5.4919745966391675e-6,-2.0090466320612305e-5,-6.205676437091016e-6,-2.457051885797987e-5,-0.00016824298241906006,-0.0001717612457328791,-0.00016958751123336417,-0.00016162752109075617,-0.00017591188422973016,-0.0001792041402042046,-0.00012393366355962796,-7.206567304312458e-5,-2.0649497534552374e-5,-5.540587333516665e-5,-0.0013646749002138906
t21,-3.4606870538828194e-6,-5.834188294773304e-6,-5.647462367848829e-6,-1.9075317604669255e-5,-5.762041805678194e-6,-2.6810926221189138e-5,-0.00020563409003258366,-0.00021021020461458781,-0.00020753054815231977,-0.0001973984721373403,-0.0002147715716844229,-0.00021932484219865583,-0.00015078094118291138,-9.790160732135697e-5,-2.111749029515961e-5,-7.958885315592588e-5,-0.0016708492441233056
t22,-3.2051482326040604e-6,-5.916461089099375e-6,-5.92101732191453e-6,-1.0962073855452444e-5,-7.751982864518245e-6,-2.3343218693110394e-5,-0.00025358590562901304,-0.00025915209802516043,-0.00025574145123779515,-0.00024266350313977112,-0.0002652376948587824,-0.0002703462408951321,-0.0001812887280416763,-0.00013155423405472383,-2.080189725225139e-5,-0.00011069411862205354,-0.002048165773813058
t23,-3.4250864631948288e-6,-7.101263120671476e-6,-6.085794734090589e-6,-1.940454068771961e-5,-5.998574711735907e-6,-2.6394647536023515e-5,-0.0003274552623640019,-0.0003407086361576207,-0.00033214563619767006,-0.0003106502923291807,-0.00034773356851187074,-0.0003545262398202542,-0.0002165254482409243,-0.00017952806158607414,-1.7373345618218392e-5,-0.00016293361398922313,-0.002657990012068474
t24,-3.738935672516668e-6,-7.103889762766381e-6,-6.109209060960269e-6,-1.6416426570542273e-5,-6.6627434244799625e-6,-2.3566074754386964e-5,-0.0005290634438489405,-0.0005621694001584515,-0.0005424779912144856,-0.0004817969566018616,-0.0005774891540431927,-0.0006046234562433235,-0.0002589409106962549,-0.00029270608772705744,-7.603820796224154e-6,-0.0002900847831162478,-0.004210553283691692
t25,-1.0240172712235442e-5,-6.941410084789633e-5,-9.8701841183072e-5,-1.3991171853756478e-5,-0.0001226498879676444,-1.77569841359391e-5,-9.54915574867879e-5,-9.549517846690688e-5,-9.490659742563142e-5,-9.438274677302218e-5,-9.345343222732618e-5,-9.122904596934467e-5,-8.08346957182744e-5,-7.627267764296207e-5,-2.05925918155846e-5,-3.34411948348163e-6,-0.0010787568017098658
t26,-1.9811813110754035e-5,-0.00012276959226114692,-0.00013017922715951363,-1.9658336174191854e-5,-0.00011403442270844294,-1.6391219354594296e-5,-5.631796992308346e-5,-5.528910107371345e-5,-5.584592676835945e-5,-5.5924193550078e-5,-5.5138391466835476e-5,-5.268349157807974e-5,-4.8165582476470144e-5,-4.50220778615615e-5,-1.232402070111812e-5,3.1859998184884225e-6,-0.0008563693663494545
t27,-1.948282924090425e-5,-0.00012846201393680614,-0.00013675056776798702,-1.80756961613131e-5,-0.00011803650419754185,-1.3371623608929648e-5,-4.197759951902024e-5,-4.112234146423847e-5,-4.148902792158328e-5,-4.1549623747083306e-5,-4.103073895029364e-5,-3.8640056991235884e-5,-3.592339412327511e-5,-3.352345168145703e-5,-2.6699690253614086e-5,7.272211486473056e-7,-0.0007754079384166357
t28,-2.0101061024693724e-5,-0.00013523835790002476,-0.00013734336461537186,-1.5970040755689752e-5,-0.00012504469371012604,-1.1236269144682524e-5,-3.700999386548309e-5,-3.6602433490298304e-5,-3.7564357511166547e-5,-3.7833880071156916e-5,-3.722495939597493e-5,-3.406562103890535e-5,-3.194977657646185e-5,-3.0384037418835892e-5,-1.363615107147065e-6,-5.660098859740926e-6,-0.0007345925604857595
t29,-1.8108456767679862e-5,-0.000135584839604415,-0.0001408010575620703,-2.0060667819334647e-5,-0.00012300938528015035,-1.0429689247917112e-5,-3.5229156038107495e-5,-3.49690870998282e-5,-3.537071296115232e-5,-3.5310964435374e-5,-3.518707516596874e-5,-3.241673972906685e-5,-3.025292626120214e-5,-2.91511733879199e-5,3.4901146230410435e-6,-1.7375477758195834e-5,-0.0007297672944953416
t30,-1.6775000629556938e-5,-0.00013896055490585088,-0.00014356953385497416,-2.1006040997466962e-5,-0.00013276092331525313,-9.032157643803602e-6,-3.9931652659954734e-5,-3.964991066803829e-5,-4.051209575772588e-5,-4.01523077976937e-5,-4.0210000897174265e-5,-3.7285882009143354e-5,-3.4078183101513506e-5,-3.3637439080087315e-5,6.269351559483782e-6,-2.8629407018873436e-5,-0.0007899217387776264
t31,-1.544019860232816e-5,-0.00014794119253971284,-0.00014724118832842956,-1.9731996220848323e-5,-0.00013759544795933443,-8.560953304730514e-6,-5.4431212077895184e-5,-5.42441613517539e-5,-5.4307830851176135e-5,-5.514266349417501e-5,-5.38855594921218e-5,-5.0073246740633906e-5,-4.3558003523135816e-5,-4.5298871083292295e-5,7.651446858400285e-6,-5.060249510417885e-5,-0.0009304035738153465
t32,-1.4148082881774158e-5,-0.00014805671788512218,-0.00015646034940490632,-2.0706524894805204e-5,-0.0001595426594699641,-9.432597447324898e-6,-9.593375169458485e-5,-9.601502221675384e-5,-9.404720446555301e-5,-9.380448293744134e-5,-9.393254089605143e-5,-8.810146522835507e-5,-6.980088248521506e-5,-7.411188625652022e-5,-1.6738380301235068e-5,-9.057930810108707e-5,-0.0013214118565666939
t33,-1.634021736839204e-5,-1.4214478049054323e-5,-1.862850979232586e-5,-2.0480037920704073e-5,-3.8954887600125804e-5,-7.890403948893641e-6,-4.434709468207827e-5,-4.5263614558833405e-5,-5.207306964485632e-5,-5.206424904334339e-5,-5.068273142615937e-5,-4.7762743325320114e-5,-4.7647817751390305e-5,-3.334027366737958e-5,-2.0779977629919187e-5,-3.255709316325126e-5,-0.0005430271995720269
t34,-1.7452244325077322e-5,8.043743879582316e-6,6.024649505980789e-6,-2.261282725511899e-5,1.0800322731988477e-5,-8.48745693111083e-6,2.871324325484271e-5,2.9197189555767874e-5,2.2641424305625702e-5,2.404128213814872e-5,2.552442789401397e-5,2.6713745839742627e-5,2.895614786655723e-5,3.955607168243475e-5,-2.2962660970417167e-5,3.820231069132275e-5,0.00021689936986428362
t35,-1.9514602058751594e-5,8.018816109597746e-6,6.5981746655295825e-6,-2.1925464569479356e-5,5.286367118697203e-5,-8.538662970844745e-6,0.0003427856840426931,0.00035891837513296875,0.0003529700349261426,0.00033018744574498976,0.0003405040516268456,0.0003642832573083896,0.0002416124039844256,0.00033206870574669885,-2.2571203083322597e-5,0.00011247232414177741,0.002770733011934632
t36,-2.0423588483109567e-5,7.602019557967052e-6,6.5307677140337684e-6,-2.1356685492284823e-5,5.22802275562843e-5,-9.019919470289364e-6,0.00017946916970911083,0.00017420915844169977,0.00018509683535846165,0.00018438890327442383,0.00018297535355886544,0.0001624795318829951,0.0001369569730436801,0.000156613887288779,-2.1579734433269874e-5,0.00020492541108356607,0.0015611483105909133
t37,-2.0115038576174068e-5,7.473657080149108e-6,6.56195393753643e-6,-2.1033639544482375e-5,4.9672833881908045e-5,-1.0707519303313295e-5,0.00010963632660574159,0.00010484617433461259,0.00011057553520793871,0.0001105112879900316,0.00010873746267846859,9.608899324777697e-5,8.665322407749657e-5,9.555105076988857e-5,-2.0091664759384432e-5,0.00010887312051753858,0.0009232337581457331
t38,-1.975002727976095e-5,7.207954125900005e-6,6.250905655686517e-6,-2.132574017016966e-5,4.698398592896265e-5,-1.1307773598542618e-5,7.503557051997363e-5,7.539869733762997e-5,7.707415190136372e-5,7.672806835482094e-5,7.555083466632638e-5,6.276013968822234e-5,5.933709595338714e-5,6.229170172833969e-5,-1.890249390815668e-5,7.041328874353878e-5,0.0006237463596475219
t39,-1.889947353373265e-5,6.967990849249464e-6,5.100200837980273e-6,-2.1717432458350718e-5,4.44994714897869e-5,-1.2077159924298806e-5,3.381825806024644e-5,3.458008982873271e-5,2.9816028581184484e-5,3.007749624432031e-5,3.606072990211914e-5,3.8202142869237414e-5,3.4817385660464076e-5,3.929183755931089e-5,-1.75319925249389e-5,4.5989671549890664e-5,0.00030899524499120165
t40,-1.8358755926284522e-5,1.0165616841174229e-5,1.5026149370081906e-5,-2.1784146581259134e-5,4.166473808317395e-5,-1.3421703295103784e-5,1.8141510424199236e-5,1.7008910561709086e-5,1.812929364309573e-5,1.8023813319386598e-5,2.1737972793577156e-5,2.2666401918303648e-5,2.2019861398763876e-5,2.1158603367823792e-5,-1.579288100480001e-5,3.1000866262306876e-5,0.00018738625117614862
t41,-6.464962195372484e-6,7.798622528359685e-5,7.684619709257719e-5,-2.1379700178043115e-5,5.834893774364249e-5,-1.1689434511654175e-5,3.84190372317903e-6,3.535251044009816e-6,1.98083217513184e-6,2.167851049436481e-6,4.488384167696903e-6,4.923778877588616e-6,4.988424775072305e-6,4.354841966071405e-6,-1.445524773033378e-5,1.3120701428623397e-5,0.00020259398471122276
t42,-1.7723970855283397e-5,7.870005451464024e-5,7.489615875845919e-5,-2.0965517652737803e-5,5.3968146285855156e-5,-1.5963311945938745e-5,-9.65848139501386e-6,-9.582172664775678e-6,-1.0453460021009192e-5,-1.003602696686684e-5,-8.745826387082325e-6,-9.529574590175576e-6,-9.47435977564427e-6,-1.0300846044687955e-5,-1.4727994596638364e-5,-3.3291651571913743e-6,5.707365150590921e-5
t43,-1.7699441181118715e-5,7.436462790408044e-5,7.21451479830562e-5,-2.154363258171773e-5,5.987952028341851e-5,-1.6183078457923454e-5,-2.408695236472906e-5,-2.3845866876078824e-5,-2.4838550652884616e-5,-2.377660523788551e-5,-2.3627690878642116e-5,-2.500002782486524e-5,-2.3241045548689752e-5,-2.5341488434966836e-5,-1.3174242392066181e-5,-1.8684769331190194e-5,-7.465409559220309e-5
t44,-1.8234085779696787e-5,7.002251140626772e-5,6.930723487662499e-5,-2.1579104084777958e-5,4.947960603791357e-5,-1.6971141755713857e-5,-3.949992064570132e-5,-3.958053514424018e-5,-4.037260184155267e-5,-3.8875193192012805e-5,-3.9376060475123414e-5,-4.141566452022469e-5,-3.7877680762237716e-5,-4.159701726781573e-5,-1.2236574943552426e-5,-3.463466584041068e-5,-0.00023344089393225392
t45,-1.8036793111740302e-5,6.61670424782532e-5,6.44452064398223e-5,-2.1238986794554438e-5,4.564170928191831e-5,-1.7579962749872245e-5,-5.769455203782132e-5,-5.807687638497221e-5,-5.8289439245587836e-5,-5.656733519599088e-5,-5.7614914015722844e-5,-6.0362222767460825e-5,-5.444242650991687e-5,-6.095291673171038e-5,-1.152298897655707e-5,-5.2493341842798616e-5,-0.0004086187981647121
t46,-1.802422480207664e-5,6.192717443074163e-5,6.0615354014644884e-5,-2.1231657864862236e-5,4.272041611216805e-5,-1.7506050257825453e-5,-7.836115507665434e-5,-7.902375905004102e-5,-7.861789814972207e-5,-7.590985740517359e-5,-7.834186708381576e-5,-8.266480597302148e-5,-7.315226143749163e-5,-8.341938268924224e-5,-1.1243551953608252e-5,-7.289580008679535e-5,-0.0006051293272727755
t47,-1.8023642633086377e-5,5.775887603989865e-5,5.6655130342401896e-5,-2.114521301476961e-5,4.002779314132875e-5,-1.6912869896429317e-5,-0.00010518054060006301,-0.00010615908071745256,-0.00010582638931644528,-0.00010198546441500666,-0.00010636181887841429,-0.00011417623715779582,-9.740911898709927e-5,-0.0001142470451969426,-1.0902963263405779e-5,-9.77753181537967e-5,-0.000861663902707078
t48,-1.826308153445554e-5,5.3696620568241904e-5,5.2107426679719335e-5,-2.1093441631144153e-5,3.7485765126140164e-5,-1.4892427035445297e-5,-0.00014583314291857308,-0.0001472943802508525,-0.0001469844041863729,-0.00014236900531484486,-0.0001490568268602742,-0.00016481675619108713,-0.00013041867440984916,-0.00016252269599010354,-9.729442790149295e-6,-0.0001342800678210813,-0.0012442645345601315
t49,-1.8495801644517906e-5,4.958371670547323e-5,5.0393886277873794e-5,-2.0778823733993593e-5,3.550750731546793e-5,-1.1154899867283732e-5,-0.00023565430487966607,-0.00024335348495093482,-0.00024188548342012466,-0.00022416988796065414,-0.0002465133021230395,-0.00027339596198409,-0.00017547722651819472,-0.00026290332280732903,-1.3541913167373953e-5,-9.424390627003861e-5,-0.001926083209028426
t50,-2.11313582988484e-5,4.683071951681534e-5,4.557968895437798e-5,-2.09950309719024e-5,3.324317341879762e-5,6.250261820020829e-6,1.74337498948787e-5,1.9481464709742223e-5,2.1736556285573354e-5,1.8091301440039657e-5,2.321215900240322e-5,2.9944840510796254e-5,1.1908893125164484e-5,4.885492000230872e-5,-1.568349315448818e-5,7.214688510903283e-6,0.0002719725347665827
t51,-2.161362910167151e-5,4.3817056841109663e-5,4.1654900469142344e-5,-2.1388325114498785e-5,3.0866366192703526e-5,1.1218579254897715e-5,1.431089306196317e-5,1.6721136080334404e-5,1.9302955597687696e-5,1.4571081045703948e-5,2.11202680673786e-5,3.140269444786233e-5,1.1331417751844563e-5,6.067144549789695e-5,-1.652348857477789e-5,9.504636147241863e-7,0.0002584138151323009
t52,-2.2136807916284982e-5,4.098135762883124e-5,3.8382471712367354e-5,-2.1679568027637825e-5,2.847530049518761e-5,1.3104998185924608e-5,-1.1299488026705464e-5,-9.549812502493411e-6,-6.725142553603649e-6,-1.0243162858150598e-5,-5.4723707473502746e-6,-2.864890085908534e-8,-1.0330999465931422e-5,2.8964611815764713e-5,-1.7140344938245117e-5,-2.162316180801404e-5,1.3679232092799644e-5
t53,-2.162470108969479e-5,3.875503812079983e-5,3.5834363070110424e-5,-2.122963275669781e-5,2.6429421898898756e-5,1.3463543187765595e-5,-4.0948583640505854e-5,-3.9699275573205016e-5,-3.5962074178994706e-5,-3.8236126197059365e-5,-3.514351354626253e-5,-3.288368873537973e-5,-3.631267565787506e-5,-4.407111127867326e-7,-1.8548487246099607e-5,-4.766226423576407e-5,-0.00025420936769275063
t54,-1.8357602260272097e-5,3.6193109120241127e-5,3.3269900877806594e-5,-2.0162193881345065e-5,2.428408862528341e-5,1.2061213716107391e-5,-7.519540661497895e-5,-7.392214315714585e-5,-6.956832778000513e-5,-7.113647596663102e-5,-6.907416286752437e-5,-7.065349831816461e-5,-6.944985029264728e-5,-2.5568099555541138e-5,-1.9973934190633382e-5,-8.036438105109514e-5,-0.0005576177635965455
t55,-1.6184351641240505e-5,3.2355828299202065e-5,2.87717661955485e-5,-1.924244474321588e-5,2.206434016085417e-5,9.191716377127492e-6,-0.00013081395367069149,-0.0001292645650948961,-0.00012525706198417177,-0.00012677546883395937,-0.00012474576856048495,-0.00013516685524405357,-0.00013141717861383156,-5.312004870474883e-5,-2.180860608367114e-5,-0.00013475562487365672,-0.0010561682770158897
t56,-1.230139076905852e-5,3.0327123388490946e-5,2.7308978072076465e-5,-1.948537206215519e-5,1.9506098223069543e-5,2.410798349200333e-6,-0.0002768003864286867,-0.0002808914522383962,-0.0002793310542430152,-0.00026426113480998664,-0.0002821226921412426,-0.00020955963163208963,-0.00011034958731991079,-8.596580615799604e-5,-2.6205382910883452e-5,-0.00030072942280654017,-0.0020684503154871237
t57,-1.7288016113683726e-5,2.6415854187023712e-5,2.917292603232954e-5,-1.8209351248659733e-5,1.7521126439639636e-5,6.245279311356891e-6,-4.6196277607540216e-5,-4.442780903234795e-5,-4.550369318216013e-5,-4.6913019720096625e-5,-4.501395911717152e-5,-4.932843078576171e-5,-5.59502196102245e-5,3.440399519098055e-6,-2.883319560324805e-5,-4.78632839840111e-5,-0.00036273167051545743
t58,-1.6618900879319944e-5,4.349813357404949e-6,9.817417886563172e-6,-1.736495423322834e-5,1.4830440156193037e-5,5.682741817390128e-6,-3.273716167609881e-5,-3.2274918380614154e-5,-5.145552192314509e-5,-5.2174947575300505e-5,-5.148349314111734e-5,-5.412717137576464e-5,-5.73136939890821e-5,7.243324189939883e-5,-2.4741407818357114e-5,-5.3106150544642056e-5,-0.00033628466641972
t59,-1.647782240991229e-5,5.706639449658849e-8,-2.7734306945360794e-8,-2.1371053067940002e-5,-5.347387719249414e-8,5.172001577130271e-6,1.364403836119243e-6,1.3975560127800738e-6,-1.0502907993644403e-6,-1.1085977952744042e-6,-1.1973087738788802e-6,-1.3495200213027476e-6,-3.2511076910976077e-7,0.00014556070974714136,-3.183704971649515e-6,-9.146943740157428e-7,0.00010649242640108188
t60,-1.6004659557150873e-5,1.5530430168103263e-8,-3.606608946202408e-8,-1.968355386064831e-5,-7.383247061328782e-8,3.3211861052151307e-6,0.0004763416970216988,0.0004860858134497957,0.000479905972310587,0.00045904718160676855,0.0004742260358010783,0.0004931164278114702,0.00031337713636182184,0.00015005323494737214,-6.899878362176912e-6,0.0004834089026065425,0.0037762011281124667
t61,-1.7001404190782476e-5,1.2109835629960139e-8,-1.562548045485008e-8,-1.9627861558043035e-5,-4.0307284303841944e-8,1.5215558490741965e-6,0.0002169609794667014,0.00022198638586388295,0.00022026413270401102,0.00021254530161739793,0.0002173979568130039,0.0002201951632602923,0.0001823012961280856,0.00011140987872732569,-6.689309327792298e-6,0.00020405978899076032,0.0017652800414147888
t62,-1.7051492592988944e-5,-3.550642808512696e-10,-2.1509952492532013e-8,-2.0051881305966503e-5,-4.635901748601367e-8,-5.624412912670096e-7,0.00015068695616220627,0.00015572131837271325,0.00014713602220321815,0.00014597354567715082,0.00014073216839760965,0.000143067106910387,0.00012386433225252937,8.309228605463261e-5,-9.077133051115687e-6,0.00013376985279569967,0.0011772324165505493
t63,-1.6110511113510863e-5,-1.0432410062834415e-8,-3.3365825550628256e-8,-2.0264166499982978e-5,-6.853576359819801e-8,-2.4581773931065365e-6,0.0001073509389339703,0.00010724573969483387,5.577416587779022e-5,5.7624902504833226e-5,0.00010055252238854248,0.00010454014493013083,9.021173602555544e-5,6.153058094330104e-5,-9.00624551471742e-6,9.62746544740982e-5,0.0007331539512525262
t64,-1.6741775474645562e-5,-1.2839958730174317e-8,-4.8534872394145675e-8,-1.549261667989089e-5,-1.034237622862373e-7,-4.62455023175847e-6,6.362301618864725e-5,6.578715696564704e-5,7.932792210552507e-5,7.7939553093833e-5,7.155650827962067e-5,7.716542453419741e-5,6.41046369383844e-5,4.468457046489661e-5,-9.819282539568465e-6,7.219408317623728e-5,0.0005695398482277148
