region,marginal_price,total_demand
BASN,38.95079973414056,104415840.0
CASO,40.9975344501162,106247405.0
CANO,42.12429033447634,164112380.0
FRCC,42.54732216653073,254835658.0
ISNE,50.53655286392616,132079030.0
MISC,44.439945542849976,186790489.0
MISE,44.33014947364988,102056388.0
MISS,43.546202587130644,175440371.0
MISW,44.519912142712315,225553160.0
NWPP,38.734755189579246,195981047.0
NYCW,57.92165207819395,76993625.0
NYUP,37.49306010860398,70257166.0
PJMC,44.930995557044085,118765758.0
PJMD,46.73148441347478,110841999.0
PJME,45.46284942603451,289082184.0
PJMW,43.72280014576819,310165370.0
RMRG,39.1165543223477,88883482.0
SPPC,49.87471516174408,78239307.0
SPPN,42.63394046745185,49626459.0
SPPS,47.17808336880613,122178131.0
SRCA,48.68383072334746,218636717.0
SRCE,44.301094094434866,214888614.0
SRSE,46.0238720145455,242597067.0
SRSG,38.58174398721043,137828950.0
TRE,45.13826668112268,426645124.0
TREW,41.93981945632445,19988250.0
