region,marginal_price,total_demand
BASN,60.53743326948294,177158138.0
CASO,63.496612715535164,158791938.0
CANO,66.48276714495505,245898072.0
FRCC,58.81540176350834,334048179.0
ISNE,99.44573744052353,210413923.0
MISC,50.27395973807468,264171318.0
MISE,57.58353462536343,137137308.0
MISS,50.90972034120489,242486982.0
MISW,53.1154192166851,324181570.0
NWPP,79.1309656214444,300529644.0
NYCW,83.99774847305032,106442119.0
NYUP,67.22996154088213,92400602.0
PJMC,54.050132825940125,152682741.0
PJMD,65.21272576867526,145712440.0
PJME,69.22699686297696,389826566.0
PJMW,55.675598974776484,412215498.0
RMRG,49.36060610172019,150676430.0
SPPC,47.85880969592292,108907378.0
SPPN,46.37448998090296,74985567.0
SPPS,45.67546562779069,177543457.0
SRCA,59.98638284328211,287884867.0
SRCE,53.161836800420645,285639456.0
SRSE,58.04095560203548,333542368.0
SRSG,59.288963686060946,204888767.0
TRE,47.94634314183585,555402906.0
TREW,44.091199955232554,26667903.0
