Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.0018016981394145e-9,8.466507553395428e-10,2.1493231353543738e-10
t2,9.994193426624624e-10,8.359578475551512e-10,2.104250016377072e-10
t3,9.168840456350264e-10,8.394001120843384e-10,2.119371660647593e-10
t4,6.946494607124228e-10,8.376870958267115e-10,2.236990918367381e-10
t5,8.107672692825773e-10,8.986871467071503e-10,2.4144118194809397e-10
t6,1.0204059804155727e-9,9.40427315067504e-10,2.816221714311936e-10
t7,1.3360108538502196e-9,9.923339793450198e-10,3.3718856136231575e-10
t8,1.745238562022751e-9,1.0966966725200506e-9,4.1020014184935225e-10
t9,2.96557550133811e-9,1.2042604467227118e-8,4.3693857214735315e-10
t10,1.4877758159948957e-9,1.0952187360857173e-9,2.1618261332604632e-10
t11,1.4170936757114029e-9,6.460162802648117e-10,1.641497776211598e-10
t12,1.2667550865430643e-9,6.174292781661953e-10,1.2668426856825776e-10
t13,1.0441547475191108e-9,6.063419517132237e-10,1.141478809456905e-10
t14,9.559797325701065e-10,5.977054774200844e-10,1.1277292654143038e-10
t15,1.0643827921389081e-9,5.703201311443206e-10,1.1420183707859611e-10
t16,9.841985214624568e-10,5.912808614820236e-10,1.3190459891997473e-10
t17,1.4463985214083783e-9,8.39021025544526e-10,1.8522475557279742e-10
t18,2.2567114482694825e-9,1.2073922751676232e-9,4.604958177823227e-10
t19,4.748639861410878e-9,1.8175235092077333e-9,6.775407791253546e-10
t20,2.476105795129049e-9,1.5272466452005852e-9,4.3128009545670026e-10
t21,2.1726820585191028e-9,1.27016839957751e-8,3.813851406934931e-10
t22,1.7149871054348775e-9,1.1787339527239361e-8,3.908633334995707e-10
t23,1.4934424662267886e-9,9.770914784865061e-10,2.5599796859664963e-10
t24,1.0744283933370067e-9,8.550439005741563e-10,1.575664949794957e-10
t25,1.3366319402391387e-9,8.166836472505422e-10,1.6110526813095697e-10
t26,8.58266271890997e-10,8.222344402017717e-10,1.86012594245827e-10
t27,8.065168702992401e-10,8.149955819445774e-10,1.756290544975664e-10
t28,8.697284797802695e-10,8.350160715555062e-10,1.5887348995373116e-10
t29,1.0325179470933515e-9,8.512845012809688e-10,1.9393160556280153e-10
t30,1.1224266056938787e-9,8.829992276229625e-10,2.1707572497396283e-10
t31,1.323826071530414e-9,9.725859354056546e-10,2.9959062501661665e-10
t32,1.6100611494791615e-9,1.1643463293143624e-9,3.458533676422585e-10
t33,1.9455705379965113e-9,1.1349913677442945e-9,2.77951736223132e-10
t34,1.1888465662348268e-9,5.970441589882607e-10,1.467095513899601e-10
t35,1.1591687184378573e-9,5.077757813255622e-10,1.1008036806025657e-10
t36,1.0488778417900981e-9,4.621921061550841e-10,9.29581988894208e-11
t37,8.973050175302287e-10,4.2968934199952343e-10,8.600130635824835e-11
t38,8.22869108216635e-10,4.6152304626913473e-10,8.428225905331265e-11
t39,8.264755692317347e-10,5.3349992718571e-10,8.707581222286258e-11
t40,8.40473852134077e-10,5.893211555677261e-10,9.926558182167544e-11
t41,6.635244514881612e-9,6.65111348954019e-10,1.3389895663353462e-10
t42,1.8275654069943943e-9,1.1881125529507767e-9,2.2871479324590074e-10
t43,1.7376109476468706e-9,1.2158667450919659e-9,2.593297133793796e-10
t44,1.2830255335008891e-9,1.0522700009020662e-9,2.1191010222165084e-10
t45,1.1654226723398088e-9,9.764759998013572e-10,1.9868992279786953e-10
t46,1.024034741442781e-9,9.057015808082415e-10,1.8930162497686315e-10
t47,8.486776397537127e-10,8.560679684938141e-10,1.6690258320138222e-10
t48,8.117479073383713e-10,7.961088670783906e-10,1.4824170233274447e-10
t49,7.690087517708368e-10,7.735225793227932e-10,1.5086460244599608e-10
t50,6.39923741927473e-10,7.651281820673421e-10,1.4879054045125777e-10
t51,6.123712063854126e-10,7.37477753173696e-10,1.4604740086069143e-10
t52,6.183009872860357e-10,7.53150021430185e-10,1.4601961147930507e-10
t53,6.564156064402617e-10,7.641728432874008e-10,1.4714204717787526e-10
t54,6.581510160387051e-10,7.824371588032819e-10,1.5637554478509024e-10
t55,7.049991115692702e-10,7.85991435308648e-10,1.6938986793966025e-10
t56,8.048106128170481e-10,8.402752083886348e-10,1.8260349366909879e-10
t57,8.980067626353246e-10,8.559967891275174e-10,1.9309218695815007e-10
t58,8.73634154189934e-10,5.602179536627066e-10,1.3101239388720994e-10
t59,8.320295677779723e-10,5.649304572247537e-10,1.0171789087387325e-10
t60,8.354025530275544e-10,5.755441209356073e-10,8.975924804890934e-11
t61,7.715278497589312e-10,5.820330023666886e-10,8.32151808327742e-11
t62,8.150598838580552e-10,5.668364317294013e-10,8.074481619602491e-11
t63,7.782344165151669e-10,5.34265433452345e-10,8.300442626389758e-11
t64,7.191489960559562e-10,5.335257574859398e-10,8.96219957571855e-11
t65,9.582111690605288e-10,5.239130386155507e-10,1.171400003752485e-10
t66,9.161886034507697e-10,7.835813679156121e-10,1.990604611618678e-10
t67,1.0650529133731512e-9,1.160773689505753e-9,2.606558034903076e-10
t68,1.068985891702578e-9,1.140094049150535e-9,2.577295286461904e-10
t69,9.866643288474661e-10,1.097813153777365e-9,2.3647258831368e-10
t70,8.496370913242445e-10,1.0331204519461676e-9,2.144719928564492e-10
t71,6.999185341833754e-10,9.80355352445598e-10,1.8950502856065374e-10
t72,6.505383641829892e-10,8.13713128302996e-10,1.6596263694813348e-10
t73,6.125536135945579e-10,7.438864412050009e-10,1.5081191932617352e-10
t74,6.362327468302777e-10,7.210657154950583e-10,1.4465455675250128e-10
t75,6.296254202169181e-10,7.059190402907953e-10,1.485344360604794e-10
t76,6.270764708803142e-10,7.252236609659338e-10,1.5260803792388894e-10
t77,6.449832751726017e-10,7.513319318473717e-10,1.5685046232250785e-10
t78,6.971300296467877e-10,7.512998785124812e-10,1.6663439097841364e-10
t79,7.224312185385396e-10,3.26982813140161e-9,1.4351239002529118e-10
t80,8.182366670783659e-10,8.147494925425288e-10,1.7886328816090966e-10
t81,9.200845757669532e-10,6.472700153160687e-9,1.9379331731459256e-10
t82,8.019355344824776e-10,5.579140605763223e-10,1.3853708187989635e-10
t83,7.993537274788442e-10,5.580418181962219e-10,1.0260812448157349e-10
t84,8.784122277374134e-10,5.716352165934726e-10,9.549111464773521e-11
t85,1.0137006360753707e-9,5.775936564697728e-10,9.090491727104857e-11
t86,9.837089580240837e-10,5.710411738744061e-10,9.100875066626877e-11
t87,9.437755536179795e-10,5.586959289411559e-10,9.456122206139972e-11
t88,7.713157778157007e-10,5.690739933981655e-10,1.1066283734782027e-10
t89,1.102425648787458e-9,6.812707203307736e-10,1.583226048411127e-10
t90,2.1691993859501017e-9,1.080502571296598e-9,2.866328812474703e-10
t91,3.2325092353364963e-9,1.3747178642173458e-9,4.979930086752835e-10
t92,3.152536471483708e-9,1.5656099063423034e-9,4.966564849108958e-10
t93,2.561838078121815e-9,1.4086551404261472e-9,4.4551394461095503e-10
t94,2.211674220931979e-9,1.3075403167306559e-9,3.7972621252971664e-10
t95,1.4490188945350893e-9,1.1472014691043984e-9,2.99212542715872e-10
t96,1.0989730084247199e-9,9.63609873769637e-10,2.2626126455844484e-10
t97,4.3521047967552487e-10,5.355413730915106e-10,9.023183688446517e-11
t98,4.2880797712270636e-10,5.188645588919153e-10,8.446353850437281e-11
t99,4.29284855405669e-10,4.758890485686767e-10,8.193401399624964e-11
t100,4.3703545582962435e-10,3.96971113576873e-10,8.160415116244601e-11
t101,4.456762708136998e-10,3.5303002763517097e-10,8.142398821169426e-11
t102,4.290378892224761e-10,3.063397246104976e-9,5.736629784872882e-11
t103,3.0128794261739237e-10,3.195249409536786e-10,5.5258143988876004e-11
t104,3.05034610211226e-10,2.894337791854555e-10,6.101495381983659e-12
t105,3.113863149678166e-10,2.8917413970893554e-10,3.217939827338106e-11
t106,3.063439089211138e-10,2.9985682402921934e-10,2.994958692725602e-12
t107,3.1276291940409417e-10,3.2419458697826716e-10,2.111477276611933e-11
t108,3.3029748505921693e-10,3.56094618096017e-10,6.54093836162432e-11
t109,3.300931937670854e-10,3.9715016971138986e-10,7.124261317583257e-11
t110,3.589449335995776e-10,4.0188725857629177e-10,7.363023084285775e-11
t111,3.5460460293202074e-10,4.0363681895925564e-10,7.677134943627855e-11
t112,3.9541454541247647e-10,4.4218595580951635e-10,8.461347760311358e-11
t113,5.43277995923035e-10,4.3089175802371205e-10,9.212443084151068e-11
t114,6.234145199779047e-10,4.278838851459961e-10,1.043048039305407e-10
t115,5.457888035961568e-10,5.65940957132971e-10,1.2471087404643947e-10
t116,6.764858436019271e-10,6.101051239370169e-9,1.60534394736017e-10
t117,7.010683212704744e-10,7.627203924544189e-10,1.563928965915284e-10
t118,6.49516351532658e-10,7.502723186885165e-10,1.642066486822886e-10
t119,6.534723832901726e-10,6.290943873688148e-10,1.4605460949778397e-10
t120,5.282531775369795e-10,6.144180390845774e-10,1.30808512256677e-10
t121,4.5621171508507724e-10,5.11213551190111e-10,1.0415817956540331e-10
t122,4.119946615745849e-10,4.791275037522717e-10,9.316831374643615e-11
t123,4.262760496863758e-10,4.891323987460819e-10,4.2261960591795996e-11
t124,4.593570240725848e-10,2.3107150433699072e-9,6.624669989159245e-11
t125,4.874539237890542e-10,4.175506697333679e-10,7.184928570810494e-11
t126,6.845326863302165e-10,3.8949235453873164e-10,6.254305362437223e-11
t127,5.970063507291419e-10,3.8799584670659127e-10,7.990838844391563e-11
t128,6.289011230188557e-10,3.968230380946431e-10,7.60634142591381e-11
t129,6.563561506105269e-10,3.5691177465231166e-9,8.208440075939276e-11
t130,7.229395976688236e-10,3.288063041213885e-9,3.394586954034884e-11
t131,7.631129449905547e-10,3.661470128294946e-9,6.153965549663374e-11
t132,7.661426026318499e-10,3.3911287714049474e-9,2.6125566996074028e-11
t133,6.963352213771637e-10,4.038047067036148e-10,8.093329078414324e-11
t134,7.013285525008769e-10,3.417354546675306e-9,2.6115885734239845e-11
t135,6.644936924982518e-10,4.038563218530862e-10,6.644107998312175e-11
t136,7.243896905074623e-10,4.275540348474575e-10,9.841836853616172e-11
t137,8.547396397297425e-10,4.730957633195496e-10,1.0914881521395227e-10
t138,1.1178798251549762e-9,4.0589734052817905e-9,1.2158988777650133e-10
