Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Total
AnnualSum,0.0,226724.86325890946,228805.10055832527,165027.70772537967,40249.95460924601,157922.9668833621,71836.01751515793,129592.32300777888,156924.01232148352,271112.98482332967,336800.45219610236,284064.50136510335,365892.6781746201,150133.63539680987,7271.895686822626,114473.72361684736,138585.82739346428,2.845418644532742e6
t1,0.0,21.389815308832464,5.496727774732196e-6,3.5138527851812393e-6,4.228454870087323e-6,9.727681474219343,8.90323322340177,20.15966609853137,13.39658172960811,1.870488019225168e-5,13.67263457303243,3.3763864552926843e-6,35.61914685807413,10.783462745058928,3.754636071163501e-6,14.240485760143493,0.6824323303205501,148.57517917616076
t2,0.0,4.050775936007544,3.7000999324334646e-6,6.40115961505047e-6,1.394148611034099,16.887304971607787,10.777755409156756,20.50816941991042,0.6633972794005528,3.954057129487881e-6,56.32296103073016,8.260122756338802,26.15082513132469,17.365681678395443,3.971595079966779e-6,3.386919551657899e-6,19.25060548655412,181.63176912429168
t3,0.0,2.5072984955731306,3.7141650696664466e-6,5.61871149188029e-6,2.1059099855081618,23.7510168490361,11.403921361061442,19.380746596378454,5.196878581859149e-6,4.990774555526131e-6,56.32295644987513,9.503492926086972,27.04900937233852,16.275323516774105,4.009597815517705e-6,4.171661166631796e-6,19.256304859322213,187.5560081137429
t4,0.0,18.642082430732945,30.11997541896163,1.0022517779667698e-5,3.3376533596046367,25.399997332918876,13.531356953175065,17.97882039075702,3.92787542881553e-6,3.2812699727253287,56.32299637525549,23.15251930228647,17.216913303805224,6.810462113329742,4.162642242625469e-6,16.644827312117012,19.61999827054046,252.05889064924534
t5,0.0,21.181727100437385,30.119975039099188,9.936300905333078e-6,2.020290871947753,25.39999813633337,10.867532398299428,17.977085957128,0.6376095598985548,3.932430149049108e-6,56.3229974143632,22.869791892470506,22.024482380605615,4.52444582051376,4.164785675305593e-6,17.94021795566962,19.61999913513786,251.50617169542096
t6,0.0,16.409770148140627,30.119974731016725,9.775743934042014e-6,0.6964210776811598,25.399998174279283,7.999157924983302,17.562934075488627,3.8891662224005366,3.930126286620212e-6,56.32299743064619,15.71692134917058,26.71518221235972,4.191240528568753,4.165251463727168e-6,17.94021801285742,19.619999063002933,242.58399882171753
t7,0.0,28.15998703128231,29.93207920849692,5.527336506286645e-6,1.5422234973961786,25.399999508682512,4.1210267744334335,15.854139507549506,6.496761693887881,5.987191671611447e-6,56.32299920870328,3.8143931089890137e-6,35.225443203602175,4.749977109289206,3.7179884444572727e-6,17.94021229908918,19.61999938762925,245.36486747695153
t8,0.0,28.159997669615777,4.811326179213289,5.52642598846571e-6,1.8393850403887555,25.39999946592141,4.417266662616889,13.834635200035837,3.2897253971326654e-6,4.678560846856495,56.32299912507425,5.2620567487280265,44.68038385626976,6.564341600869911,3.655597279147645e-6,17.940217114719108,19.619999386477662,233.53118136853584
t9,0.0,28.159997350728535,0.00019659026939963564,6.185422785007572e-6,0.24312597302736597,25.399999510779704,8.045695554094593,12.721950852140878,3.5877004152935205e-6,8.251630539434274e-6,56.32299920281105,0.6280334481156505,42.0855392016208,8.014315798834003,3.7565640345618297e-6,17.940218725386337,19.61999969979879,219.18209368892488
t10,0.0,28.159999527550397,30.119999182996935,39.46679110461045,6.073200411318693e-6,8.823172760692776,8.574252381107923,11.962540235997235,5.011820943736344e-6,39.29753397633579,45.63582173879415,13.704991501963006,38.9638813094018,20.897999696869906,1.6799998208563363,17.940218416828362,1.2752941067088797e-5,305.2272254919675
t11,0.0,28.159999935446756,30.119999905841304,38.57398724279779,6.035525127190934,25.399999267359544,1.439883937206842,9.238045271019681,32.824991650746455,54.17999169823596,56.32299890382471,56.443308483885744,44.00951013300551,20.897999966695558,1.679999981157528,17.94021823910883,19.61999987305138,442.88645961657454
t12,0.0,28.159999934917582,30.119999905222983,38.53195261595437,5.408923551460136,25.399999309645747,0.6590058982583198,11.92648013082523,32.82499222834137,54.179991761333895,56.32299901439943,63.222390990579285,50.840986851030436,20.897999966811987,1.6799999812309938,17.940218179251588,19.61999987340334,457.73594019266676
t13,0.0,28.159999934618515,30.119999905286104,38.453498974508854,5.20344937464758,25.39999928074622,0.261759535666086,10.089627870226884,32.82499226707734,54.17999199931054,56.32299899516042,64.84074968425207,50.98614780945259,20.897999966738194,1.679999981240478,17.9402182194764,19.619999873907357,456.9814336723156
t14,0.0,28.15999993451289,30.119999905232497,38.43085810395272,5.156834610400761,25.399999273394982,0.2142314809466232,14.492107761923565,32.82499268408051,54.17999233940073,56.322998955925584,61.22676903426474,45.51736833503087,20.89799996677469,1.6799999812302873,17.94021840620604,19.619999874067673,452.18437064734525
t15,0.0,28.159999934293428,30.119999904559247,38.07117377312126,5.674083638542887,25.39999928373357,0.5876957163388964,11.790720198268168,32.82499213525474,54.17999243978538,56.322998996283,47.92342406412747,35.94803055238719,20.897999966616283,1.67999998124266,17.94021817912178,19.619999873876882,427.1413286375528
t16,0.0,28.15999993385826,30.119999903678842,35.64475152825996,6.6238877652070425,25.399999331830124,2.3745412145738656,12.110206379835791,30.36019920769682,54.17995334660125,56.32299900872789,39.67535289860468,28.81639390408221,20.897999966794508,1.6799999813904511,17.940218258375328,19.61999986610406,409.9265024956211
t17,0.0,28.159999834668668,30.11999974776665,39.51999636879691,6.401563435259677,25.399999265490717,1.5388485608504567,12.775618377350632,16.239710441274397,54.17999358952257,56.32299950738565,11.251241232582872,32.11936503065289,20.89799990650021,1.6799999452897902,17.94021576383903,19.619999797135343,374.16755080436644
t18,0.0,28.159997886422442,30.119991231210378,8.118932114513804,8.629116719181305,25.399996611151003,4.741815190502869,13.220813055830014,17.723926227769415,21.18963628025165,56.322994135478226,3.004109828927103e-6,32.929008075788694,14.801726418274466,3.147147655501776e-6,17.94021777221614,2.544357968003344,281.84253583785124
t19,0.0,28.15992849652912,19.84010094680468,4.6055312105173835e-6,1.2559129605009287,17.51709255317577,7.644012135639178,10.132312384179116,7.663044957935412,5.031606103468782e-6,7.671890717699893e-6,3.1909086372717643e-6,28.689444846464436,10.871654079916988,3.078843232494107e-6,17.940218371423626,19.619998481397303,169.33374379274647
t20,0.0,28.159996206390296,28.35985221434293,4.885617397112208e-6,2.3155225495973855,17.37638664698093,5.490161238618404,9.000788692396267,2.8107302142556754,7.840073986653621,7.24580806415309e-6,3.0174615003076174e-6,31.657729273168624,10.098829847205138,3.109034849176528e-6,17.94021845203906,19.619998424149333,180.67030600371947
