model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,20-week-myopic,MWh,176227
USENSYS,BASN,BASN_batteries_1,Battery,2030,20-week-myopic,MWh,558770
USENSYS,BASN,BASN_batteries_1,Battery,2035,20-week-myopic,MWh,753223
USENSYS,CANO,CANO_batteries_1,Battery,2027,20-week-myopic,MWh,305127
USENSYS,CANO,CANO_batteries_1,Battery,2030,20-week-myopic,MWh,2823581
USENSYS,CANO,CANO_batteries_1,Battery,2035,20-week-myopic,MWh,3517251
USENSYS,CASO,CASO_batteries_1,Battery,2027,20-week-myopic,MWh,5004947
USENSYS,CASO,CASO_batteries_1,Battery,2030,20-week-myopic,MWh,10077764
USENSYS,CASO,CASO_batteries_1,Battery,2035,20-week-myopic,MWh,10748523
USENSYS,CASO,CASO_batteries_1,Battery,2040,20-week-myopic,MWh,117879
USENSYS,FRCC,FRCC_batteries_1,Battery,2027,20-week-myopic,MWh,119628
USENSYS,FRCC,FRCC_batteries_1,Battery,2030,20-week-myopic,MWh,406090
USENSYS,FRCC,FRCC_batteries_1,Battery,2035,20-week-myopic,MWh,458597
USENSYS,ISNE,ISNE_batteries_1,Battery,2027,20-week-myopic,MWh,74449
USENSYS,ISNE,ISNE_batteries_1,Battery,2030,20-week-myopic,MWh,305449
USENSYS,ISNE,ISNE_batteries_1,Battery,2035,20-week-myopic,MWh,221348
USENSYS,MISC,MISC_batteries_1,Battery,2027,20-week-myopic,MWh,14366
USENSYS,MISC,MISC_batteries_1,Battery,2030,20-week-myopic,MWh,23934
USENSYS,MISE,MISE_batteries_1,Battery,2027,20-week-myopic,MWh,156
USENSYS,MISE,MISE_batteries_1,Battery,2030,20-week-myopic,MWh,466
USENSYS,MISS,MISS_batteries_1,Battery,2027,20-week-myopic,MWh,5058
USENSYS,MISS,MISS_batteries_1,Battery,2030,20-week-myopic,MWh,10561
USENSYS,MISS,MISS_batteries_1,Battery,2035,20-week-myopic,MWh,11950
USENSYS,MISW,MISW_batteries_1,Battery,2027,20-week-myopic,MWh,14022
USENSYS,MISW,MISW_batteries_1,Battery,2030,20-week-myopic,MWh,26228
USENSYS,MISW,MISW_batteries_1,Battery,2035,20-week-myopic,MWh,13097
USENSYS,NWPP,NWPP_batteries_1,Battery,2027,20-week-myopic,MWh,3476
USENSYS,NWPP,NWPP_batteries_1,Battery,2030,20-week-myopic,MWh,53070
USENSYS,NWPP,NWPP_batteries_1,Battery,2035,20-week-myopic,MWh,90474
USENSYS,NYCW,NYCW_batteries_1,Battery,2027,20-week-myopic,MWh,23738
USENSYS,NYCW,NYCW_batteries_1,Battery,2030,20-week-myopic,MWh,30658
USENSYS,NYCW,NYCW_batteries_1,Battery,2035,20-week-myopic,MWh,13450
USENSYS,NYUP,NYUP_batteries_1,Battery,2027,20-week-myopic,MWh,43197
USENSYS,NYUP,NYUP_batteries_1,Battery,2030,20-week-myopic,MWh,115301
USENSYS,NYUP,NYUP_batteries_1,Battery,2035,20-week-myopic,MWh,111219
USENSYS,PJMC,PJMC_batteries_1,Battery,2027,20-week-myopic,MWh,39107
USENSYS,PJMC,PJMC_batteries_1,Battery,2030,20-week-myopic,MWh,24245
USENSYS,PJMD,PJMD_batteries_1,Battery,2027,20-week-myopic,MWh,13962
USENSYS,PJMD,PJMD_batteries_1,Battery,2030,20-week-myopic,MWh,27699
USENSYS,PJMD,PJMD_batteries_1,Battery,2035,20-week-myopic,MWh,30876
USENSYS,PJME,PJME_batteries_1,Battery,2027,20-week-myopic,MWh,36683
USENSYS,PJME,PJME_batteries_1,Battery,2030,20-week-myopic,MWh,49278
USENSYS,PJME,PJME_batteries_1,Battery,2035,20-week-myopic,MWh,27935
USENSYS,PJMW,PJMW_batteries_1,Battery,2027,20-week-myopic,MWh,24960
USENSYS,PJMW,PJMW_batteries_1,Battery,2030,20-week-myopic,MWh,21402
USENSYS,PJMW,PJMW_batteries_1,Battery,2035,20-week-myopic,MWh,15462
USENSYS,RMRG,RMRG_batteries_1,Battery,2027,20-week-myopic,MWh,89600
USENSYS,RMRG,RMRG_batteries_1,Battery,2030,20-week-myopic,MWh,132153
USENSYS,RMRG,RMRG_batteries_1,Battery,2035,20-week-myopic,MWh,147079
USENSYS,SPPC,SPPC_batteries_1,Battery,2027,20-week-myopic,MWh,263
USENSYS,SPPC,SPPC_batteries_1,Battery,2030,20-week-myopic,MWh,420
USENSYS,SPPN,SPPN_batteries_1,Battery,2027,20-week-myopic,MWh,2882
USENSYS,SPPN,SPPN_batteries_1,Battery,2030,20-week-myopic,MWh,4332
USENSYS,SPPN,SPPN_batteries_1,Battery,2035,20-week-myopic,MWh,2579
USENSYS,SPPS,SPPS_batteries_1,Battery,2027,20-week-myopic,MWh,116911
USENSYS,SPPS,SPPS_batteries_1,Battery,2030,20-week-myopic,MWh,155430
USENSYS,SPPS,SPPS_batteries_1,Battery,2035,20-week-myopic,MWh,162614
USENSYS,SRCA,SRCA_batteries_1,Battery,2027,20-week-myopic,MWh,61553
USENSYS,SRCA,SRCA_batteries_1,Battery,2030,20-week-myopic,MWh,117922
USENSYS,SRCA,SRCA_batteries_1,Battery,2035,20-week-myopic,MWh,125653
USENSYS,SRCE,SRCE_batteries_1,Battery,2027,20-week-myopic,MWh,53162
USENSYS,SRCE,SRCE_batteries_1,Battery,2030,20-week-myopic,MWh,91223
USENSYS,SRCE,SRCE_batteries_1,Battery,2035,20-week-myopic,MWh,97661
USENSYS,SRSE,SRSE_batteries_1,Battery,2027,20-week-myopic,MWh,43452
USENSYS,SRSE,SRSE_batteries_1,Battery,2030,20-week-myopic,MWh,110239
USENSYS,SRSE,SRSE_batteries_1,Battery,2035,20-week-myopic,MWh,122080
USENSYS,SRSG,SRSG_batteries_1,Battery,2027,20-week-myopic,MWh,728094
USENSYS,SRSG,SRSG_batteries_1,Battery,2030,20-week-myopic,MWh,1273278
USENSYS,SRSG,SRSG_batteries_1,Battery,2035,20-week-myopic,MWh,1492017
USENSYS,TRE,TRE_batteries_1,Battery,2027,20-week-myopic,MWh,1210669
USENSYS,TRE,TRE_batteries_1,Battery,2030,20-week-myopic,MWh,1583762
USENSYS,TRE,TRE_batteries_1,Battery,2035,20-week-myopic,MWh,1819564
USENSYS,TREW,TREW_batteries_1,Battery,2027,20-week-myopic,MWh,919387
USENSYS,TREW,TREW_batteries_1,Battery,2030,20-week-myopic,MWh,1198633
USENSYS,TREW,TREW_batteries_1,Battery,2035,20-week-myopic,MWh,1219949
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,20-week-myopic,MWh,1406678
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,20-week-myopic,MWh,6577518
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,20-week-myopic,MWh,11628629
USENSYS,CANO,CANO_battery_moderate_0,Battery,2050,20-week-myopic,MWh,16049
USENSYS,CASO,CASO_battery_moderate_0,Battery,2045,20-week-myopic,MWh,5153263
USENSYS,CASO,CASO_battery_moderate_0,Battery,2050,20-week-myopic,MWh,17278323
USENSYS,FRCC,FRCC_battery_moderate_0,Battery,2050,20-week-myopic,MWh,6865474
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2035,20-week-myopic,MWh,1174628
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2040,20-week-myopic,MWh,4687577
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2045,20-week-myopic,MWh,6614177
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2050,20-week-myopic,MWh,9941714
USENSYS,MISW,MISW_battery_moderate_0,Battery,2050,20-week-myopic,MWh,8921665
USENSYS,NWPP,NWPP_battery_moderate_0,Battery,2045,20-week-myopic,MWh,229463
USENSYS,NWPP,NWPP_battery_moderate_0,Battery,2050,20-week-myopic,MWh,6894652
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2040,20-week-myopic,MWh,2123837
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2045,20-week-myopic,MWh,3552967
USENSYS,NYCW,NYCW_battery_moderate_0,Battery,2050,20-week-myopic,MWh,4162594
USENSYS,NYUP,NYUP_battery_moderate_0,Battery,2050,20-week-myopic,MWh,3316
USENSYS,PJMD,PJMD_battery_moderate_0,Battery,2045,20-week-myopic,MWh,2547074
USENSYS,PJMD,PJMD_battery_moderate_0,Battery,2050,20-week-myopic,MWh,9452188
USENSYS,PJME,PJME_battery_moderate_0,Battery,2040,20-week-myopic,MWh,1347703
USENSYS,PJME,PJME_battery_moderate_0,Battery,2045,20-week-myopic,MWh,7045574
USENSYS,PJME,PJME_battery_moderate_0,Battery,2050,20-week-myopic,MWh,14045389
USENSYS,RMRG,RMRG_battery_moderate_0,Battery,2050,20-week-myopic,MWh,1986841
USENSYS,SPPC,SPPC_battery_moderate_0,Battery,2050,20-week-myopic,MWh,2645114
USENSYS,SPPN,SPPN_battery_moderate_0,Battery,2050,20-week-myopic,MWh,1413482
USENSYS,SRCA,SRCA_battery_moderate_0,Battery,2050,20-week-myopic,MWh,1410839
USENSYS,SRSE,SRSE_battery_moderate_0,Battery,2050,20-week-myopic,MWh,202165
USENSYS,SRSG,SRSG_battery_moderate_0,Battery,2045,20-week-myopic,MWh,4082095
USENSYS,SRSG,SRSG_battery_moderate_0,Battery,2050,20-week-myopic,MWh,12676109
USENSYS,TRE,TRE_battery_moderate_0,Battery,2050,20-week-myopic,MWh,397000
USENSYS,BASN,BASN_biomass_1,Biomass,2027,20-week-myopic,MWh,68504
USENSYS,BASN,BASN_biomass_1,Biomass,2030,20-week-myopic,MWh,51984
USENSYS,BASN,BASN_biomass_1,Biomass,2035,20-week-myopic,MWh,51816
USENSYS,BASN,BASN_biomass_1,Biomass,2040,20-week-myopic,MWh,52316
USENSYS,BASN,BASN_biomass_1,Biomass,2045,20-week-myopic,MWh,47047
USENSYS,BASN,BASN_biomass_1,Biomass,2050,20-week-myopic,MWh,33800
USENSYS,CANO,CANO_biomass_1,Biomass,2027,20-week-myopic,MWh,1356732
USENSYS,CANO,CANO_biomass_1,Biomass,2030,20-week-myopic,MWh,1117709
USENSYS,CANO,CANO_biomass_1,Biomass,2035,20-week-myopic,MWh,1129918
USENSYS,CANO,CANO_biomass_1,Biomass,2040,20-week-myopic,MWh,226056
USENSYS,CANO,CANO_biomass_1,Biomass,2045,20-week-myopic,MWh,230373
USENSYS,CANO,CANO_biomass_1,Biomass,2050,20-week-myopic,MWh,226331
USENSYS,CASO,CASO_biomass_1,Biomass,2027,20-week-myopic,MWh,1017549
USENSYS,CASO,CASO_biomass_1,Biomass,2030,20-week-myopic,MWh,863670
USENSYS,CASO,CASO_biomass_1,Biomass,2035,20-week-myopic,MWh,832125
USENSYS,CASO,CASO_biomass_1,Biomass,2040,20-week-myopic,MWh,564470
USENSYS,CASO,CASO_biomass_1,Biomass,2045,20-week-myopic,MWh,435096
USENSYS,CASO,CASO_biomass_1,Biomass,2050,20-week-myopic,MWh,427898
USENSYS,FRCC,FRCC_biomass_1,Biomass,2027,20-week-myopic,MWh,733824
USENSYS,FRCC,FRCC_biomass_1,Biomass,2030,20-week-myopic,MWh,426146
USENSYS,FRCC,FRCC_biomass_1,Biomass,2035,20-week-myopic,MWh,252937
USENSYS,FRCC,FRCC_biomass_1,Biomass,2040,20-week-myopic,MWh,251732
USENSYS,FRCC,FRCC_biomass_1,Biomass,2045,20-week-myopic,MWh,251891
USENSYS,FRCC,FRCC_biomass_1,Biomass,2050,20-week-myopic,MWh,31540
USENSYS,ISNE,ISNE_biomass_1,Biomass,2027,20-week-myopic,MWh,478138
USENSYS,ISNE,ISNE_biomass_1,Biomass,2030,20-week-myopic,MWh,290368
USENSYS,ISNE,ISNE_biomass_1,Biomass,2035,20-week-myopic,MWh,218610
USENSYS,ISNE,ISNE_biomass_1,Biomass,2040,20-week-myopic,MWh,20214
USENSYS,MISC,MISC_biomass_1,Biomass,2027,20-week-myopic,MWh,347938
USENSYS,MISC,MISC_biomass_1,Biomass,2030,20-week-myopic,MWh,251184
USENSYS,MISC,MISC_biomass_1,Biomass,2035,20-week-myopic,MWh,248976
USENSYS,MISC,MISC_biomass_1,Biomass,2040,20-week-myopic,MWh,253116
USENSYS,MISC,MISC_biomass_1,Biomass,2045,20-week-myopic,MWh,197736
USENSYS,MISC,MISC_biomass_1,Biomass,2050,20-week-myopic,MWh,121006
USENSYS,MISE,MISE_biomass_1,Biomass,2027,20-week-myopic,MWh,620256
USENSYS,MISE,MISE_biomass_1,Biomass,2030,20-week-myopic,MWh,560667
USENSYS,MISE,MISE_biomass_1,Biomass,2035,20-week-myopic,MWh,491173
USENSYS,MISE,MISE_biomass_1,Biomass,2040,20-week-myopic,MWh,248371
USENSYS,MISE,MISE_biomass_1,Biomass,2045,20-week-myopic,MWh,234001
USENSYS,MISE,MISE_biomass_1,Biomass,2050,20-week-myopic,MWh,170880
USENSYS,MISS,MISS_biomass_1,Biomass,2027,20-week-myopic,MWh,51786
USENSYS,MISS,MISS_biomass_1,Biomass,2030,20-week-myopic,MWh,39810
USENSYS,MISS,MISS_biomass_1,Biomass,2035,20-week-myopic,MWh,21069
USENSYS,MISS,MISS_biomass_1,Biomass,2040,20-week-myopic,MWh,21300
USENSYS,MISS,MISS_biomass_1,Biomass,2045,20-week-myopic,MWh,14334
USENSYS,MISS,MISS_biomass_1,Biomass,2050,20-week-myopic,MWh,7245
USENSYS,MISW,MISW_biomass_1,Biomass,2027,20-week-myopic,MWh,620224
USENSYS,MISW,MISW_biomass_1,Biomass,2030,20-week-myopic,MWh,492217
USENSYS,MISW,MISW_biomass_1,Biomass,2035,20-week-myopic,MWh,390705
USENSYS,MISW,MISW_biomass_1,Biomass,2040,20-week-myopic,MWh,375026
USENSYS,MISW,MISW_biomass_1,Biomass,2045,20-week-myopic,MWh,308055
USENSYS,MISW,MISW_biomass_1,Biomass,2050,20-week-myopic,MWh,264948
USENSYS,NWPP,NWPP_biomass_1,Biomass,2027,20-week-myopic,MWh,329705
USENSYS,NWPP,NWPP_biomass_1,Biomass,2030,20-week-myopic,MWh,271049
USENSYS,NWPP,NWPP_biomass_1,Biomass,2035,20-week-myopic,MWh,150617
USENSYS,NWPP,NWPP_biomass_1,Biomass,2040,20-week-myopic,MWh,140882
USENSYS,NWPP,NWPP_biomass_1,Biomass,2045,20-week-myopic,MWh,149959
USENSYS,NWPP,NWPP_biomass_1,Biomass,2050,20-week-myopic,MWh,152192
USENSYS,NYCW,NYCW_biomass_1,Biomass,2027,20-week-myopic,MWh,84460
USENSYS,NYUP,NYUP_biomass_1,Biomass,2027,20-week-myopic,MWh,663936
USENSYS,NYUP,NYUP_biomass_1,Biomass,2030,20-week-myopic,MWh,547486
USENSYS,NYUP,NYUP_biomass_1,Biomass,2035,20-week-myopic,MWh,521785
USENSYS,NYUP,NYUP_biomass_1,Biomass,2040,20-week-myopic,MWh,410115
USENSYS,NYUP,NYUP_biomass_1,Biomass,2045,20-week-myopic,MWh,372150
USENSYS,NYUP,NYUP_biomass_1,Biomass,2050,20-week-myopic,MWh,130318
USENSYS,PJMC,PJMC_biomass_1,Biomass,2027,20-week-myopic,MWh,107212
USENSYS,PJMC,PJMC_biomass_1,Biomass,2030,20-week-myopic,MWh,72083
USENSYS,PJMC,PJMC_biomass_1,Biomass,2035,20-week-myopic,MWh,48692
USENSYS,PJMC,PJMC_biomass_1,Biomass,2040,20-week-myopic,MWh,14146
USENSYS,PJMC,PJMC_biomass_1,Biomass,2045,20-week-myopic,MWh,13828
USENSYS,PJMD,PJMD_biomass_1,Biomass,2027,20-week-myopic,MWh,349440
USENSYS,PJMD,PJMD_biomass_1,Biomass,2030,20-week-myopic,MWh,307720
USENSYS,PJMD,PJMD_biomass_1,Biomass,2035,20-week-myopic,MWh,238052
USENSYS,PJMD,PJMD_biomass_1,Biomass,2040,20-week-myopic,MWh,238500
USENSYS,PJMD,PJMD_biomass_1,Biomass,2045,20-week-myopic,MWh,159900
USENSYS,PJMD,PJMD_biomass_1,Biomass,2050,20-week-myopic,MWh,95448
USENSYS,PJME,PJME_biomass_1,Biomass,2027,20-week-myopic,MWh,803712
USENSYS,PJME,PJME_biomass_1,Biomass,2030,20-week-myopic,MWh,575424
USENSYS,PJME,PJME_biomass_1,Biomass,2035,20-week-myopic,MWh,587708
USENSYS,PJME,PJME_biomass_1,Biomass,2040,20-week-myopic,MWh,535330
USENSYS,PJME,PJME_biomass_1,Biomass,2045,20-week-myopic,MWh,380136
USENSYS,PJME,PJME_biomass_1,Biomass,2050,20-week-myopic,MWh,185242
USENSYS,PJMW,PJMW_biomass_1,Biomass,2027,20-week-myopic,MWh,279552
USENSYS,PJMW,PJMW_biomass_1,Biomass,2030,20-week-myopic,MWh,154100
USENSYS,PJMW,PJMW_biomass_1,Biomass,2035,20-week-myopic,MWh,158680
USENSYS,PJMW,PJMW_biomass_1,Biomass,2040,20-week-myopic,MWh,159420
USENSYS,PJMW,PJMW_biomass_1,Biomass,2045,20-week-myopic,MWh,105131
USENSYS,PJMW,PJMW_biomass_1,Biomass,2050,20-week-myopic,MWh,80540
USENSYS,RMRG,RMRG_biomass_1,Biomass,2027,20-week-myopic,MWh,47340
USENSYS,RMRG,RMRG_biomass_1,Biomass,2030,20-week-myopic,MWh,34056
USENSYS,RMRG,RMRG_biomass_1,Biomass,2035,20-week-myopic,MWh,35220
USENSYS,RMRG,RMRG_biomass_1,Biomass,2040,20-week-myopic,MWh,35784
USENSYS,RMRG,RMRG_biomass_1,Biomass,2045,20-week-myopic,MWh,36618
USENSYS,RMRG,RMRG_biomass_1,Biomass,2050,20-week-myopic,MWh,31360
USENSYS,SPPC,SPPC_biomass_1,Biomass,2027,20-week-myopic,MWh,31228
USENSYS,SPPC,SPPC_biomass_1,Biomass,2030,20-week-myopic,MWh,23996
USENSYS,SPPC,SPPC_biomass_1,Biomass,2035,20-week-myopic,MWh,24724
USENSYS,SPPC,SPPC_biomass_1,Biomass,2040,20-week-myopic,MWh,24996
USENSYS,SPPC,SPPC_biomass_1,Biomass,2045,20-week-myopic,MWh,25396
USENSYS,SPPC,SPPC_biomass_1,Biomass,2050,20-week-myopic,MWh,6458
USENSYS,SPPN,SPPN_biomass_1,Biomass,2027,20-week-myopic,MWh,53809
USENSYS,SPPN,SPPN_biomass_1,Biomass,2030,20-week-myopic,MWh,40610
USENSYS,SPPN,SPPN_biomass_1,Biomass,2035,20-week-myopic,MWh,42427
USENSYS,SPPN,SPPN_biomass_1,Biomass,2040,20-week-myopic,MWh,42896
USENSYS,SPPN,SPPN_biomass_1,Biomass,2045,20-week-myopic,MWh,25016
USENSYS,SPPS,SPPS_biomass_1,Biomass,2027,20-week-myopic,MWh,15426
USENSYS,SPPS,SPPS_biomass_1,Biomass,2030,20-week-myopic,MWh,11946
USENSYS,SPPS,SPPS_biomass_1,Biomass,2035,20-week-myopic,MWh,6175
USENSYS,SPPS,SPPS_biomass_1,Biomass,2040,20-week-myopic,MWh,6136
USENSYS,SPPS,SPPS_biomass_1,Biomass,2045,20-week-myopic,MWh,6269
USENSYS,SRCA,SRCA_biomass_1,Biomass,2027,20-week-myopic,MWh,387720
USENSYS,SRCA,SRCA_biomass_1,Biomass,2030,20-week-myopic,MWh,323645
USENSYS,SRCA,SRCA_biomass_1,Biomass,2035,20-week-myopic,MWh,344982
USENSYS,SRCA,SRCA_biomass_1,Biomass,2040,20-week-myopic,MWh,225780
USENSYS,SRCA,SRCA_biomass_1,Biomass,2045,20-week-myopic,MWh,218007
USENSYS,SRCA,SRCA_biomass_1,Biomass,2050,20-week-myopic,MWh,76750
USENSYS,SRCE,SRCE_biomass_1,Biomass,2027,20-week-myopic,MWh,214375
USENSYS,SRCE,SRCE_biomass_1,Biomass,2030,20-week-myopic,MWh,168570
USENSYS,SRCE,SRCE_biomass_1,Biomass,2035,20-week-myopic,MWh,57131
USENSYS,SRCE,SRCE_biomass_1,Biomass,2040,20-week-myopic,MWh,56816
USENSYS,SRCE,SRCE_biomass_1,Biomass,2045,20-week-myopic,MWh,57328
USENSYS,SRCE,SRCE_biomass_1,Biomass,2050,20-week-myopic,MWh,50470
USENSYS,SRSE,SRSE_biomass_1,Biomass,2027,20-week-myopic,MWh,1467648
USENSYS,SRSE,SRSE_biomass_1,Biomass,2030,20-week-myopic,MWh,1212080
USENSYS,SRSE,SRSE_biomass_1,Biomass,2035,20-week-myopic,MWh,905016
USENSYS,SRSE,SRSE_biomass_1,Biomass,2040,20-week-myopic,MWh,806396
USENSYS,SRSE,SRSE_biomass_1,Biomass,2045,20-week-myopic,MWh,735332
USENSYS,SRSE,SRSE_biomass_1,Biomass,2050,20-week-myopic,MWh,538806
USENSYS,SRSG,SRSG_biomass_1,Biomass,2027,20-week-myopic,MWh,85660
USENSYS,SRSG,SRSG_biomass_1,Biomass,2030,20-week-myopic,MWh,65400
USENSYS,SRSG,SRSG_biomass_1,Biomass,2035,20-week-myopic,MWh,66520
USENSYS,SRSG,SRSG_biomass_1,Biomass,2040,20-week-myopic,MWh,19809
USENSYS,SRSG,SRSG_biomass_1,Biomass,2045,20-week-myopic,MWh,20169
USENSYS,SRSG,SRSG_biomass_1,Biomass,2050,20-week-myopic,MWh,13552
USENSYS,TRE,TRE_biomass_1,Biomass,2027,20-week-myopic,MWh,167222
USENSYS,TRE,TRE_biomass_1,Biomass,2030,20-week-myopic,MWh,128832
USENSYS,TRE,TRE_biomass_1,Biomass,2035,20-week-myopic,MWh,137808
USENSYS,TRE,TRE_biomass_1,Biomass,2040,20-week-myopic,MWh,136217
USENSYS,TRE,TRE_biomass_1,Biomass,2045,20-week-myopic,MWh,124459
USENSYS,TRE,TRE_biomass_1,Biomass,2050,20-week-myopic,MWh,125920
USENSYS,BASN,BASN_biomass_2,Biomass,2027,20-week-myopic,MWh,179865
USENSYS,BASN,BASN_biomass_2,Biomass,2030,20-week-myopic,MWh,138285
USENSYS,BASN,BASN_biomass_2,Biomass,2035,20-week-myopic,MWh,110534
USENSYS,BASN,BASN_biomass_2,Biomass,2040,20-week-myopic,MWh,111489
USENSYS,BASN,BASN_biomass_2,Biomass,2045,20-week-myopic,MWh,114563
USENSYS,BASN,BASN_biomass_2,Biomass,2050,20-week-myopic,MWh,81812
USENSYS,CANO,CANO_biomass_2,Biomass,2027,20-week-myopic,MWh,626184
USENSYS,CANO,CANO_biomass_2,Biomass,2030,20-week-myopic,MWh,551514
USENSYS,CANO,CANO_biomass_2,Biomass,2035,20-week-myopic,MWh,490068
USENSYS,CANO,CANO_biomass_2,Biomass,2040,20-week-myopic,MWh,283579
USENSYS,CANO,CANO_biomass_2,Biomass,2045,20-week-myopic,MWh,280224
USENSYS,CANO,CANO_biomass_2,Biomass,2050,20-week-myopic,MWh,203736
