region,marginal_price,total_demand
BASN,38.78343401165584,104415840.0
CASO,41.94531212911198,106247405.0
CANO,42.9091206361411,164112380.0
FRCC,40.55484892427027,254835658.0
ISNE,49.6574206259433,132079030.0
MISC,40.78385206939925,186790489.0
MISE,41.374490252009934,102056388.0
MISS,38.846987229989,175440371.0
MISW,37.482482576106385,225553160.0
NWPP,39.92608593750585,195981047.0
NYCW,70.14113757033209,76993625.0
NYUP,33.882270520712105,70257166.0
PJMC,39.47862725693833,118765758.0
PJMD,42.868778652095614,110841999.0
PJME,39.07801108318806,289082184.0
PJMW,40.57009804778326,310165370.0
RMRG,35.692317896076084,88883482.0
SPPC,35.788513100470944,78239307.0
SPPN,34.497732839539204,49626459.0
SPPS,33.88129118207505,122178131.0
SRCA,43.32225565099629,218636717.0
SRCE,40.0828826207009,214888614.0
SRSE,41.28566705076365,242597067.0
SRSG,40.24444165620629,137828950.0
TRE,34.42821032535526,426645124.0
TREW,31.32856966349535,19988250.0
