model,line,line_name,planning_year,case,unit,start_value,end_value
TEMOA,1,BASN_to_CANO,2027,base_52_tx15,MW,100,100.651
TEMOA,2,BASN_to_CASO,2027,base_52_tx15,MW,5920,5920.63
TEMOA,3,BASN_to_NWPP,2027,base_52_tx15,MW,3350,3350.45
TEMOA,4,BASN_to_RMRG,2027,base_52_tx15,MW,3750,3750.99
TEMOA,5,BASN_to_SRSG,2027,base_52_tx15,MW,5385,5385.43
TEMOA,6,CANO_to_CASO,2027,base_52_tx15,MW,3675,3675.97
TEMOA,7,CANO_to_NWPP,2027,base_52_tx15,MW,3675,3675.63
TEMOA,8,CASO_to_NWPP,2027,base_52_tx15,MW,2858,2858.58
TEMOA,9,CASO_to_SRSG,2027,base_52_tx15,MW,4354,4355.03
TEMOA,10,FRCC_to_SRSE,2027,base_52_tx15,MW,3600,3600.83
TEMOA,11,ISNE_to_NYCW,2027,base_52_tx15,MW,760,763.349
TEMOA,12,ISNE_to_NYUP,2027,base_52_tx15,MW,1400,1409.55
TEMOA,14,MISC_to_MISS,2027,base_52_tx15,MW,1039,1040.04
TEMOA,15,MISC_to_MISW,2027,base_52_tx15,MW,1655,1655.91
TEMOA,16,MISC_to_PJMC,2027,base_52_tx15,MW,5244,5245.48
TEMOA,17,MISC_to_PJMW,2027,base_52_tx15,MW,5441,5442.01
TEMOA,18,MISC_to_SPPC,2027,base_52_tx15,MW,1430,1434.99
TEMOA,20,MISC_to_SPPS,2027,base_52_tx15,MW,1172,1174.96
TEMOA,21,MISC_to_SRCE,2027,base_52_tx15,MW,3745,3745.97
TEMOA,23,MISE_to_PJMW,2027,base_52_tx15,MW,2662,2663.31
TEMOA,25,MISS_to_SPPS,2027,base_52_tx15,MW,1697,1804.53
TEMOA,26,MISS_to_SRCE,2027,base_52_tx15,MW,4092,4092.96
TEMOA,27,MISS_to_SRSE,2027,base_52_tx15,MW,891,892.336
TEMOA,28,MISW_to_NWPP,2027,base_52_tx15,MW,200,200.449
TEMOA,29,MISW_to_PJMC,2027,base_52_tx15,MW,3200,3203.72
TEMOA,31,MISW_to_SPPN,2027,base_52_tx15,MW,5512,5512.8
TEMOA,32,NWPP_to_RMRG,2027,base_52_tx15,MW,400,400.973
TEMOA,33,NYCW_to_NYUP,2027,base_52_tx15,MW,2489,2888.81
TEMOA,34,NYCW_to_PJME,2027,base_52_tx15,MW,660,1059.98
TEMOA,35,NYUP_to_PJME,2027,base_52_tx15,MW,1255,1256.69
TEMOA,36,PJMC_to_PJMW,2027,base_52_tx15,MW,980,983.255
TEMOA,37,PJMD_to_PJME,2027,base_52_tx15,MW,1200,1593.46
TEMOA,38,PJMD_to_PJMW,2027,base_52_tx15,MW,6930,6930.78
TEMOA,39,PJMD_to_SRCA,2027,base_52_tx15,MW,1000,1001.04
TEMOA,40,PJME_to_PJMW,2027,base_52_tx15,MW,3885,3886.3
TEMOA,41,PJMW_to_SRCA,2027,base_52_tx15,MW,1219,1219.77
TEMOA,42,PJMW_to_SRCE,2027,base_52_tx15,MW,3333,3333.99
TEMOA,43,RMRG_to_SPPC,2027,base_52_tx15,MW,210,609.473
TEMOA,44,RMRG_to_SPPN,2027,base_52_tx15,MW,410,809.859
TEMOA,45,RMRG_to_SRSG,2027,base_52_tx15,MW,614,615.883
TEMOA,46,SPPC_to_SPPN,2027,base_52_tx15,MW,1433,1832.73
TEMOA,47,SPPC_to_SPPS,2027,base_52_tx15,MW,3372,3376.1
TEMOA,48,SPPN_to_SPPS,2027,base_52_tx15,MW,0,234.981
TEMOA,49,SPPS_to_SRSG,2027,base_52_tx15,MW,1010,1013.77
TEMOA,50,SPPS_to_TRE,2027,base_52_tx15,MW,600,839.973
TEMOA,52,SRCA_to_SRCE,2027,base_52_tx15,MW,216,216.672
TEMOA,53,SRCA_to_SRSE,2027,base_52_tx15,MW,1400,1400.89
TEMOA,54,SRCE_to_SRSE,2027,base_52_tx15,MW,3196,3196.99
