Zone,1,2,3,4,5,6,7,8,9,10,11,Total
AnnualSum,1.601680757102577e7,88282.15849964575,8.557440537668722,10.022055019216944,132.33378361732568,2.5277462675380227e6,1.5661087943005562e6,4.657092329959947e6,1.1377932624978714e6,2.2866059260485187e7,1.4313555446226028e8,1.9199559501984644e8
t1,2297.7775952443258,16.380520417292903,0.0013819592335207382,0.001704758710838764,0.023818156474056128,1379.746300798154,274.49351315187477,23.894035686037814,214.83872843780827,4492.551400597555,23966.371180674952,32666.080179882418
t2,1701.5571236218457,16.38042683512483,0.00132005493131853,0.0015582639997516717,0.023722932985619425,1379.7462293241988,274.4934171648088,23.893866816697372,214.83859924083308,4492.551280687052,23966.37098706282,32069.858532005295
t3,1354.4027850267823,16.380398270831023,0.0013036397899326279,0.0014391021648926662,0.02369460953751994,1379.7461833906445,274.49339030830726,23.893449046753947,214.83847447261832,4492.551200948708,23961.320800107766,31717.653118923903
t4,1354.4026877660913,16.380396026379536,0.0013009775625218393,0.0013934726773570493,0.023685203977974627,1379.7461644709372,274.49338166188335,23.890638568295337,214.83833704910566,4492.551170173956,23960.0394923147,31716.368647685566
t5,1354.4026888222909,16.38039436586159,0.0012981664023562398,0.001393806322635193,0.023681055114293303,1379.746152845291,274.4933791138257,23.89062294307307,214.83833159906615,4492.551163348336,23961.206532247183,31717.535638312766
t6,1354.40284344621,16.380396084433777,0.0012963865304216917,0.0014463547476516719,0.023684167176518015,1379.7461641236569,274.49338282325095,23.893316814324585,214.83845020470568,4492.55109830811,23959.57487878335,31715.906957496496
t7,2297.777622658552,16.380498882539996,0.001357786114675887,0.0016873488323921521,0.02378573934663339,1379.7462648333217,274.4934992172562,23.89402519556618,214.83869902282183,4492.551335622965,23966.371106997623,32666.07988330494
t8,2297.7776359293807,16.38051056545656,0.0013641444610822406,0.0016907793559669602,0.023784364669890447,1379.7462532161508,274.49349832896127,23.894020922506712,214.83869650597106,4492.55131144447,23966.3711558168,32666.079922018183
t9,2297.7776113854725,16.380468116984133,0.0013266018379632363,0.0016528693240486717,0.023742374317685225,1379.7462256456208,274.4934747784188,23.89400171674753,214.83866464403064,4033.0423848417186,23966.371072574097,32206.57062554857
t10,1354.4024106914198,7.04389096011721,0.0008027609937439624,0.0009662401043866265,0.009074193651494679,745.0631131372421,149.5991951780302,10.537841352953647,94.3144557346076,1838.1843359739355,10344.080216347955,14543.236302571011
t11,1354.4024005703118,3.636671786650446,0.0005122056761060889,0.0006880138294152056,0.004984937779837521,745.0627773542496,149.59881183271543,10.537420169491801,94.31432288485136,1351.9530837450268,10344.076728636426,14053.588402137008
t12,1354.4024040900074,3.636671570154665,0.0005095537979068162,0.0006894181359697936,0.004980926083724764,745.06277385836,149.59881070984258,10.537418378746992,94.31431754161098,1351.953068846694,10344.076727177875,14053.58837207131
t13,1354.4024018755479,3.6366719700549277,0.0005089393844657704,0.0006904019990221572,0.004980185709839663,745.0627732449819,149.59881136027698,10.537420825270168,94.31431727950125,1351.9530693891918,10344.076728475875,14053.588373947794
t14,1354.4024046884924,3.6366736077377073,0.0005102909085373693,0.0006923920639552316,0.004982141066228933,745.0627760591716,149.59881355948318,10.537427070523485,94.31432097785252,1351.9530749959174,10344.076738081318,14053.588413864534
t15,1354.4024147555215,3.636677535897144,0.0005145610156226642,0.0006965788816984881,0.0049880538446681515,745.0627842305946,149.5988186878718,10.537439802120828,94.31432953206344,1351.9530831415843,10344.076754457321,14053.588501336715
t16,1354.4024212558072,3.636683251680961,0.000522639562005708,0.0007047249261391642,0.005003421667033793,745.062819203331,149.59882956961556,10.537468021526545,94.31434942486001,1351.9531122868968,10344.076786567291,14053.588700367165
t17,1354.402698279878,12.97309933407501,0.0010402356546652914,0.0012067267554569789,0.019956028039196827,1173.8761221115906,274.49319612853,137.7439576947597,94.3146490527512,3066.374060006868,11746.621616341274,17860.821601940173
t18,2297.7777782151798,16.380648665398585,0.0014772012494999275,0.001848233660817742,0.023968465962181086,1379.747210604832,274.49366618415576,302.2272292347313,214.8388423712734,4492.551524793903,23966.37153194264,32944.415725912986
t19,2297.7777899010744,16.380665915303403,0.001491120128539673,0.0018742997899532587,0.024001995551013275,1379.747118775005,274.49367689597716,274.7829388352108,214.83886788917496,4492.551550473834,23966.371573258224,32916.971549359274
