Resource,Fuel,Zone,AnnualSumCosts
NENG_Rest_conventional_steam_coal_1,new_england_coal,1,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,new_england_naturalgas,1,26.807999278107516
NENG_Rest_natural_gas_fired_combined_cycle_2,new_england_naturalgas,1,1.151867735659075e9
NENG_Rest_natural_gas_fired_combustion_turbine_1,new_england_naturalgas,1,18.719398849328144
NENG_Rest_natural_gas_fired_combustion_turbine_2,new_england_naturalgas,1,13.387004254458736
NENG_Rest_nuclear_1,new_england_uranium,1,2.9857959807221066e7
NY_Z_A_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,2,15.005785166429265
NY_Z_A_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,2,4.695518116835657
NY_Z_A_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,2,43.381056510785314
NY_Z_B_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,3,16.005812168935364
NY_Z_B_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,3,0.0
NY_Z_B_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,3,6.781533327553842
NY_Z_B_nuclear_1,middle_atlantic_uranium,3,3.149966031841131
NY_Z_C&E_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,4,31.006265433936985
NY_Z_C&E_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,4,13.928748989456492
NY_Z_C&E_nuclear_1,middle_atlantic_uranium,4,1.7370062152301458e8
NY_Z_D_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,5,6.617770282946797
NY_Z_D_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,5,8.914387897511986
NY_Z_F_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,6,4.162873471536429e8
NY_Z_F_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,6,27.14803126418354
NY_Z_F_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,6,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,7,1.2128017746333486e8
NY_Z_G-I_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,7,10.088390638846452
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,7,7.998466352122554
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,7,7.770236645416523
NY_Z_J_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,8,4.5370731502280615e7
NY_Z_J_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,8,1.2082657225450264e8
NY_Z_J_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,8,20.245877684861583
NY_Z_J_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,8,24.65753286370165
NY_Z_K_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,9,18.416789982993514
NY_Z_K_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,9,28.03558840505006
NY_Z_K_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,9,4.579492574961924e6
NY_Z_K_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,9,1.089039734808206e7
PJM_EMAC_conventional_steam_coal_1,middle_atlantic_coal,10,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,10,12.895207072131239
PJM_EMAC_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,10,26.664295896872346
PJM_EMAC_natural_gas_fired_combined_cycle_3,middle_atlantic_naturalgas,10,8.200266863241252
PJM_EMAC_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,10,10.30279513196074
PJM_EMAC_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,10,12.94374907224646
PJM_EMAC_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,10,14.154410632336203
PJM_EMAC_nuclear_1,middle_atlantic_uranium,10,5.230957847764604e8
PJM_EMAC_nuclear_2,middle_atlantic_uranium,10,17.96563516699332
PJM_Rest_conventional_steam_coal_1,east_north_central_coal,11,4.803186510249986e9
