model,zone,resource_name,tech_type,planning_year,case,unit,start_value,end_value,new_build,existing
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class12_advanced_floating_1_5,OffShoreWind_Class12_Advanced_floating_1,2030,Results_p1,MW,756.4,756.3999882606046,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_0,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,1621.0,1620.9999993117417,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_1,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,220.1,220.09999949577156,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_2,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,527.9,527.8999971448494,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_3,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,335.2,335.1999928148176,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_4,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,533.5,533.4999992750854,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_0_5,OffShoreWind_Class3_Advanced_fixed_0,2030,Results_p1,MW,0.0,0.0,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_0,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,1958.7,1958.6999876388184,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_1,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,11865.3,11865.299985991363,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_2,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,772.2,772.1999994452381,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_3,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,549.9,549.8999927684985,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_4,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,2932.1,2932.099985085744,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_offshorewind_class3_advanced_fixed_1_5,OffShoreWind_Class3_Advanced_fixed_1,2030,Results_p1,MW,1526.6,1526.5999971619683,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,7347.7,7347.699931223067,0,1
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_res_water_heat_1,res_water_heat,2030,Results_p1,MW,1172.0,0.0013161461074329,0,1
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,29603.6,29603.599973456327,0,1
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,2133.9,2133.8999994950077,0,1
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,24246.8,24246.79988743157,0,1
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_1,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,614.8,614.7999906214843,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_2,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,24327.8,24327.79999938955,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_3,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,834.5,834.4999874723319,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_4,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,361.9,361.8999912857829,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_5,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,22747.8,18432.21081185458,1,0
p4_Mod_Elect_Low_RE,NENG_Rest,NENG_Rest_utilitypv_class1_advanced_6,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.000757775452128,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_battery_advanced_0,Battery_*_Advanced,2030,Results_p1,MW,0.0,0.0004887261925406,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_biomass_1,Biomass,2030,Results_p1,MW,0.0,9.009332482036316e-05,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0001385224656334,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0005254498430954,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,2030,Results_p1,MW,0.0,0.0004570365717326,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,9.690096053655823e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_2,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001300729879303,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_3,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0005475382386242,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_4,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0004606123468101,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_5,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,9.760940024194292e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_advanced_6,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.000130864389862,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,0.000612103315905,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,MW,0.0,0.0004709478839223,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,0.0001003294952688,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0001336063394395,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.0005712858187117,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0004610159414353,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,0.0,9.833111027700608e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,0.0,0.0001314337359048,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_res_water_heat_1,res_water_heat,2030,Results_p1,MW,0.0,0.0006744995860163,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,0.0004807592209057,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,0.0,0.0001025902449089,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,0.0,0.0001357472432192,0,1
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_1,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0008906940656308,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_2,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0005147991844283,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_3,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001059209568524,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_4,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001396625602788,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_5,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0004592609841653,1,0
p4_Mod_Elect_Low_RE,NY_Z_A,NY_Z_A_utilitypv_class1_advanced_6,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0003719565630436,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_battery_advanced_0,Battery_*_Advanced,2030,Results_p1,MW,0.0,8.170679063349432e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_biomass_1,Biomass,2030,Results_p1,MW,0.0,0.0001266805277738,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0005271659312209,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0003981255836757,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,8.469556044767174e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_2,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001315479484919,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_3,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0019742622392427,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_4,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0006334879705429,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_5,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,9.4667548880978e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_advanced_6,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001522036754931,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,0.0001620536833003,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,MW,0.0,0.0009648160048315,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,0.0006858349529539,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0001004212804698,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.000147860183745,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,29.3,29.299991617873943,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_nuclear_1,Nuclear,2030,Results_p1,MW,1369.2,1369.199999469042,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,627.3,627.2999995714341,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,135.5,135.49999936593125,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_res_water_heat_1,res_water_heat,2030,Results_p1,MW,3.5,3.499999777656584,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,0.0,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,2.0,1.9999998032292887,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,1011.1,1011.0999990943304,0,1
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_1,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,42.6,42.59999966647023,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_2,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,678.5,678.4999988825522,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_3,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,2.0,1.9999997538832013,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_4,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,9.1,9.099999758128618,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_5,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,6.9,6.89999975431517,1,0
p4_Mod_Elect_Low_RE,NY_Z_B,NY_Z_B_utilitypv_class1_advanced_6,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,856.1,856.0999957227551,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_battery_advanced_0,Battery_*_Advanced,2030,Results_p1,MW,7080.5,7080.499997943764,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_biomass_1,Biomass,2030,Results_p1,MW,776.2,776.1999961294374,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,2935.4975072134494,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0019855882126609,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0010905513687002,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_2,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0035441636532498,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_3,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.001210825277345,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_4,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.000323825878067,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_5,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,803.7998735235429,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_advanced_6,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0027552823825594,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,960.1894667053596,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,271.1999754407862,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0007853605359274,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.0003354533740043,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,0.0,9.371177007310004e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_nuclear_1,Nuclear,2030,Results_p1,MW,0.0,8.51038040298168e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,0.0,7.599358859555689e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,0.0,0.0001074459768862,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_res_water_heat_1,res_water_heat,2030,Results_p1,MW,0.0,0.0001022173254951,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,7.422914093453676e-05,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,0.0,0.0001161826642408,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,0.0,0.0001259849009194,0,1
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_1,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,9.025470434264376e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_2,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001141688051674,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_3,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,9.1369066031045e-05,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_4,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0001163498199463,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_5,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,45.398096466211385,1,0
p4_Mod_Elect_Low_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_advanced_6,UtilityPV_Class1_Advanced_,2030,Results_p1,MW,0.0,6585.399851898069,1,0
p4_Mod_Elect_Low_RE,NY_Z_D,NY_Z_D_battery_advanced_0,Battery_*_Advanced,2030,Results_p1,MW,0.0,0.0006770327473455,1,0
p4_Mod_Elect_Low_RE,NY_Z_D,NY_Z_D_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0005998173106766,0,1
p4_Mod_Elect_Low_RE,NY_Z_D,NY_Z_D_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0003554573781184,0,1
p4_Mod_Elect_Low_RE,NY_Z_D,NY_Z_D_landbasedwind_class1_advanced_1,LandbasedWind_Class1_Advanced_,2030,Results_p1,MW,0.0,0.0004202565977846,1,0
