Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,168.0,26,20545,16720,25862,21703,20252,27718,12252,22314,31035,37538,10332,8964,15873,11613,35058,40265,17515,10673,6999,15606,21826,27176,26622,20138,48795,2319
,,,,,,,168.0,27,18483,14751,22816,21280,19571,27416,12023,21863,30052,33217,9930,8624,15607,11552,34657,39941,14614,10465,6809,15069,22154,27349,26640,18007,47343,2253
,,,,,,,168.0,28,16267,12341,19112,21405,19510,27463,12011,21670,29545,27941,9786,8468,15489,11869,35295,40389,14530,10427,6779,14890,23338,27871,27319,16515,46971,2238
,,,,,,,168.0,29,16053,11809,18289,22322,19458,27982,12157,21903,29907,27369,9708,8374,15630,12267,36397,41305,14811,10647,6853,14962,25014,28917,28648,16300,47584,2275
,,,,,,,168.0,30,15981,11483,17787,24410,20240,28890,12587,22344,30327,26998,9874,8495,15948,13272,38855,43471,14932,10882,6950,15174,28183,30877,30970,16376,48824,2340
,,,,,,,168.0,31,16224,11513,17834,26700,21302,30605,13487,23784,32072,27728,10278,8777,16726,14528,42229,46592,14923,11459,7246,16075,31056,33142,33998,16792,52288,2514
,,,,,,,168.0,32,16608,11677,18088,30519,21977,32742,14937,25380,34440,28820,10889,9293,17730,15809,44702,50444,15473,12242,7744,17421,33289,35056,36539,17638,58044,2823
,,,,,,,168.0,33,17555,12400,19210,33652,21825,34094,15587,27316,38164,31467,11285,9672,19016,16444,45760,51652,16482,12878,8431,18822,33646,36294,38334,18880,61937,3007
,,,,,,,168.0,34,18792,13603,21089,35093,22189,34377,15859,27828,39487,36132,11522,9958,19275,16918,46560,52577,17236,13005,8617,19124,33167,36749,38919,20167,62614,3027
,,,,,,,168.0,35,19511,14492,22466,35772,22979,34821,16333,27711,39968,39274,12095,10427,19649,17106,47847,53946,17634,13102,8617,19246,32491,36963,38760,20831,62118,2981
,,,,,,,168.0,36,19566,15018,23273,36700,23673,35265,16535,27204,40236,39999,12581,10849,19956,17424,48658,54810,17337,13284,8697,19066,32378,37268,38757,20883,61627,2960
,,,,,,,168.0,37,19580,15339,23756,37144,24166,35542,16975,27391,40822,39301,12974,11185,19888,17706,49525,55695,17306,13363,8734,19288,32426,37681,38841,20751,61374,2941
,,,,,,,168.0,38,19756,15949,24699,37182,24128,35675,17042,27308,41573,40688,13046,11267,20012,17618,49491,55586,17488,13414,8662,19391,32070,37822,38591,20995,61014,2926
,,,,,,,168.0,39,19911,16402,25400,37644,24507,35612,17122,26801,41151,41064,13190,11363,19960,17894,50326,56016,17985,13242,8532,19100,32826,38340,38863,21221,59557,2852
,,,,,,,168.0,40,19985,16707,25874,39989,25895,36695,17831,26855,41672,40881,13732,11734,20309,19269,53453,58819,17935,13282,8586,19146,36557,40829,41732,21287,59018,2829
,,,,,,,168.0,41,19909,16749,25940,45929,27869,39367,19128,28357,44793,40168,14375,12162,21327,21331,59152,63640,18572,14031,9240,20159,43708,45755,48214,21453,61093,2945
,,,,,,,168.0,42,20454,17210,26658,51797,31298,43112,21474,31241,50425,40791,15507,12987,23287,23983,66672,70014,20567,15368,10312,21909,48677,50577,55885,22467,65117,3159
,,,,,,,168.0,43,22261,18513,28686,49435,31847,44568,21437,34550,55772,44469,16187,13605,24352,22781,62979,67505,23276,16923,11408,24388,45930,49820,55236,24451,72019,3511
,,,,,,,168.0,44,25027,20288,31452,43719,29609,41405,19405,34723,51592,50468,15352,13017,22753,20553,57013,61758,26253,16512,10900,24638,41004,45638,49849,27294,74547,3605
,,,,,,,168.0,45,26654,23156,35907,39047,28987,38469,18145,32005,45095,54462,14990,12730,21616,19702,54712,59379,23506,14879,9662,22483,38852,42545,45683,28058,69205,3307
,,,,,,,168.0,46,23901,21582,33461,35378,28433,37284,17464,30881,42751,49233,14741,12508,21135,18673,52135,57224,19504,14191,9143,21663,36411,40489,42831,25375,67011,3189
,,,,,,,168.0,47,21120,18812,29156,31680,27649,35640,16462,29606,40252,41607,14328,12149,20388,17260,48525,54358,18342,13537,8678,20747,34167,38425,39917,23064,64458,3060
,,,,,,,168.0,48,19953,17672,27390,29127,26713,34113,15522,27637,37216,38375,13793,11657,19373,16212,45869,52173,17200,12704,8045,19426,33217,36904,38018,21678,60250,2861
,,,,,,,168.0,49,18692,16365,25363,26701,28851,33040,14649,26236,35343,35067,13347,11210,18482,15484,44571,50651,15752,12163,7592,18361,32961,36057,36988,19954,56830,2706
,,,,,,,168.0,50,17291,14787,22913,25598,27868,32310,14123,24589,33696,31462,12763,10702,17940,15207,43669,49631,14822,11849,7261,17364,33256,35729,36545,18430,54371,2603
,,,,,,,168.0,51,16457,13446,20829,25604,27553,32054,13833,24167,32834,28615,12362,10372,17621,15229,43517,49260,14143,11733,7132,16995,33985,35825,36807,17588,53477,2571
,,,,,,,168.0,52,15819,12478,19323,26760,27761,32071,13751,24112,32402,26995,12243,10242,17487,15565,44380,49675,13951,11680,7085,16880,35446,36424,37996,17035,53425,2574
,,,,,,,,53,15552,11968,18534,29708,28521,32439,13892,24550,32913,26357,12260,10223,17566,16133,45976,50850,14160,11883,7202,17072,38044,37772,40406,16854,54483,2632
,,,,,,,,54,15535,11689,18105,34810,30015,33993,15053,25425,33995,25932,12817,10633,17988,17820,50463,55187,14379,12210,7417,17433,42997,40677,44779,16963,56532,2736
,,,,,,,,55,15801,11745,18190,38865,39871,38484,18219,27996,37932,26590,15365,12473,19585,20769,60950,67661,14344,13106,8080,19023,48662,45131,51182,17620,62478,3035
,,,,,,,,56,16609,12078,18706,41323,54884,41552,20851,32076,45952,28147,18477,14928,23426,22095,67309,71677,15594,14382,9128,22301,49082,46954,52988,19114,74326,3675
,,,,,,,,57,18574,13300,20599,41786,55122,41997,20962,33778,50478,32344,19571,15919,24735,21661,65870,69138,17784,15121,9817,23414,47015,45886,51799,21353,77206,3793
,,,,,,,,58,20565,15468,23974,41184,51979,40675,20492,32533,49213,39149,19295,15840,23954,21097,64003,67112,18934,14813,9646,22582,45192,44366,50271,22559,74087,3612
,,,,,,,,59,21127,16943,26262,40026,49106,39465,20302,30797,47460,42231,19102,15718,23207,20874,63471,65940,18882,14401,9321,21693,43552,43181,48528,22497,69495,3350
,,,,,,,,60,20377,17056,26425,39918,48200,38863,20258,29244,46400,41058,19112,15772,22935,21155,63471,65729,18199,14221,9227,20826,42884,42402,47668,22028,66226,3187
,,,,,,,,61,19926,17056,26407,39568,47347,38605,20537,29033,46353,38658,19277,15915,22498,21475,63908,66205,18237,14017,9179,20741,42884,42012,47666,21497,64787,3104
,,,,,,,,62,19924,17568,27200,39123,46591,38260,20471,28821,46856,38884,19104,15804,22335,21546,63966,65695,18456,13875,9116,20714,42213,41555,47118,21753,63810,3056
,,,,,,,,63,20042,18058,27960,39618,46988,37925,20424,28108,46369,38752,19224,15894,22187,21949,64682,65676,18992,13622,9044,20376,43278,41234,47345,21998,62404,2982
,,,,,,,,64,20099,18431,28539,42863,48778,38409,20859,28180,46391,38917,19825,16325,22199,23422,68167,68220,18936,13548,9111,20319,47565,43174,50550,22159,62017,2964
,,,,,,,,65,20078,18587,28782,51162,53517,40643,22126,29951,49135,38569,20971,17131,22876,25753,75112,72926,19714,14182,9668,21281,55049,48088,57628,22289,64364,3093
,,,,,,,,66,20621,19016,29451,60371,60687,44569,24497,32986,54244,39326,22490,18219,24714,28407,84174,79802,21838,15453,10510,22926,60243,53725,65599,23259,68561,3319
,,,,,,,,67,22265,20065,31087,61164,66072,46540,24412,36180,59184,42690,23766,19273,26114,27254,81012,77955,24416,17031,11425,25072,56750,53258,65069,25157,75281,3664
,,,,,,,,68,24993,21655,33567,56753,66870,43567,22528,36627,55000,48602,23231,18877,24537,24841,75774,72591,27088,16345,10736,25227,51077,49361,59359,27926,77367,3737
,,,,,,,,69,26542,24241,37587,52335,67605,40871,21208,34001,48801,52958,23185,18806,23716,24010,74027,70591,24084,14741,9525,23072,48572,46261,54725,28602,71476,3414
,,,,,,,,70,24119,22416,34750,48438,42038,39119,19165,32983,46322,48092,18527,15387,23319,22250,63905,64703,20138,14101,8887,22276,44065,43793,49939,25995,68891,3282
,,,,,,,,71,21485,19521,30252,44546,37992,36459,17510,30873,40617,41098,17206,14360,21263,20589,58953,60016,18882,13201,8087,20929,41036,40946,46105,23677,64900,3075
,,,,,,,,72,20077,18283,28337,41863,37276,34473,16316,28491,36958,38207,16602,13828,19884,19458,56090,57042,16832,12227,7453,19268,39838,39146,43899,22130,59465,2816
,,,,,,,,73,18671,16801,26037,40289,37524,32909,15274,26828,35386,34822,15861,13148,18701,18694,54367,54918,15356,11523,7330,17985,39013,38240,42562,20249,54959,2612
,,,,,,,,74,17327,15141,23459,39960,36197,31969,14623,25635,33627,31191,14970,12407,17840,18330,53325,53711,14586,11179,7040,16984,39263,37575,42085,18670,51951,2476
,,,,,,,,75,16494,13897,21524,40159,35812,31511,14268,25077,32657,28613,14526,12050,17393,18436,53075,53160,13951,10995,6857,16502,39713,37512,42310,17719,50600,2423
,,,,,,,,76,15999,12958,20063,41500,35917,31353,14133,24841,32207,26976,14343,11871,17119,18727,53559,53502,13868,10875,6838,16263,41112,38008,43283,17206,50024,2400
,,,,,,,,77,15804,12401,19201,44663,36932,31570,14245,25083,32473,26403,14271,11788,17069,19228,54918,54441,14095,10977,6940,16341,43580,39208,45440,17000,50479,2429
,,,,,,,,78,15752,12073,18696,49750,38335,32920,15234,25753,33301,26009,14746,12130,17390,20813,59293,58678,14324,11256,7128,16593,48489,41902,49842,17107,52005,2507
,,,,,,,,79,16062,12119,18766,53256,48038,36905,18101,28111,37088,26635,17761,14268,18825,23810,70850,70158,14422,12087,7775,17982,55735,46290,58346,17817,57074,2760
,,,,,,,,80,16805,12407,19211,53409,66406,39646,20490,32465,43984,28108,21373,17097,21993,24958,77523,73670,15616,13311,8866,21095,54154,47498,58346,19368,66599,3267
,,,,,,,,81,18771,13629,21106,50377,68830,39270,20512,33082,47809,32201,22426,18069,23012,24062,75540,70558,17756,13898,9505,21946,48516,44999,53344,21704,69657,3402
,,,,,,,,82,20831,15755,24415,46369,64549,37518,19762,30892,46321,38782,21628,17613,22048,23084,72722,67363,19159,13493,9256,21091,44494,42218,49228,22985,66724,3233
,,,,,,,,83,21354,17196,26649,42624,59130,36407,19485,29173,44550,42196,21026,17206,21243,22145,70328,65632,18829,13056,8921,20440,41580,40037,46034,22725,63318,3030
,,,,,,,,84,20710,17253,26725,40682,56834,35545,19140,27491,43701,40838,20822,17117,20889,21877,69008,64026,18069,12910,8842,19674,40151,38812,44359,21944,61061,2917
,,,,,,,,85,20284,17166,26575,39270,55345,34950,19215,27207,43203,38352,20709,17051,20357,21671,68341,63675,17957,12764,8799,19702,39547,38088,43767,21451,60257,2868
,,,,,,,,86,19991,17671,27357,38232,53308,34506,19115,27011,43369,38622,20206,16688,20218,21298,67122,62359,18212,12690,8795,19753,38357,37481,42756,21534,59902,2848
,,,,,,,,87,20157,18259,28270,38503,52821,34129,19007,26620,42889,38901,20106,16617,20164,21312,67203,61515,18557,12539,8720,19571,39022,37287,42985,21832,59247,2813
,,,,,,,,88,20316,18691,28941,41355,54175,34855,19525,26927,43179,39189,20492,16886,20448,22585,70833,63518,18619,12546,8868,19669,42980,39139,45872,21943,59337,2820
,,,,,,,,89,20163,18908,29277,48660,59522,36903,20768,28401,46038,38963,21541,17607,21090,24683,77685,68008,19254,13192,9406,20651,50136,43428,52315,22125,61496,2940
,,,,,,,,90,20842,19370,29999,56602,67332,40363,23053,30911,51076,39845,23375,18922,22681,27048,85890,74445,21332,14293,10261,22039,55013,48417,59802,23083,65058,3132
,,,,,,,,91,22470,20598,31912,56713,71552,41811,22822,33729,55979,43419,24199,19612,23616,25738,81964,72052,24034,15826,11183,23998,51520,47531,58927,24929,70249,3399
,,,,,,,,92,25094,22173,34369,52125,71890,38947,20848,33239,51774,49015,23615,19187,21936,22997,75705,66655,26631,15326,10612,23872,46074,43377,53284,27624,71308,3427
,,,,,,,,93,26663,24589,38126,47872,71855,36487,19535,30358,46239,53122,23307,18900,21140,21947,73211,64624,23725,13845,9428,21804,43414,40262,48572,28317,65582,3115
,,,,,,,,94,24167,22615,35059,43821,42277,34783,17686,29184,43826,48075,18317,15232,20641,20126,62085,58815,19956,13248,8834,21057,38987,37717,43929,25701,62927,2977
,,,,,,,,95,21464,19624,30412,39935,36972,32444,16248,27493,38666,40963,16862,14106,18895,18050,55971,53856,18725,12430,8092,19971,35673,34744,39793,23426,59718,2809
,,,,,,,,96,19994,18319,28393,37244,36133,30642,15122,25193,35215,38006,16096,13436,17797,16704,52644,50952,16770,11506,7401,18483,33863,32749,37173,21738,55137,2588
,,,,,,,,97,18561,16805,26042,36361,33433,29526,14454,23537,33473,34202,14675,12254,16877,15595,49462,48420,15201,10919,6979,17317,32705,31959,35819,19938,51008,2399
,,,,,,,,98,17096,15139,23455,35931,32341,28973,13984,22289,32046,30622,13772,11489,16435,15217,48235,47357,14351,10547,6710,16425,32186,31551,35090,18433,48296,2281
,,,,,,,,99,16249,13882,21500,36344,31839,28531,13641,21701,31148,27927,13291,11094,16102,15054,47720,46630,13580,10339,6575,16005,32241,31631,35136,17511,47138,2236
,,,,,,,,100,15661,12978,20093,37776,31644,28556,13504,21597,30657,26452,13052,10878,15937,15171,47801,46869,13404,10255,6547,15859,33088,32266,35904,16979,46658,2217
,,,,,,,,101,15437,12396,19192,41033,32216,29096,13671,21853,31037,25869,12938,10765,16028,15497,48757,47930,13520,10407,6663,15910,35178,33552,37879,16756,47167,2249
,,,,,,,,102,15305,12053,18663,46809,33350,30537,14659,22572,32001,25433,13364,11073,16501,16875,52598,52005,13697,10694,6906,16256,40021,36603,42376,16886,48677,2328
,,,,,,,,103,15664,12116,18760,49560,43113,33777,17097,24837,35531,26153,15814,12837,17991,19876,63381,60766,13797,11526,7537,17664,45501,40976,48455,17613,53718,2578
,,,,,,,,104,16433,12432,19248,49046,59298,36497,19007,27638,41316,27630,18822,15220,20681,20955,69262,64437,14901,12729,8480,19938,44290,42038,47708,19183,62489,3038
,,,,,,,,105,18320,13590,21043,44811,59069,36283,19069,29002,44186,31625,19552,15972,21250,20278,66980,62124,16835,13375,9117,21407,40651,40006,45069,21649,66396,3219
,,,,,,,,106,20270,15733,24378,40802,54510,34592,18454,27827,42781,38400,18947,15681,20364,19389,64178,59338,18165,13010,8851,20919,37559,37244,42058,22894,64035,3081
,,,,,,,,107,20808,17056,26431,38034,50380,33184,18081,26749,40515,41877,18432,15309,19468,18484,62269,57893,17811,12474,8510,20247,35356,35345,39687,22605,61253,2914
,,,,,,,,108,20261,17206,26652,37488,48183,32707,17923,25713,40620,40574,17877,14958,19281,18317,60472,56612,17052,12383,8450,19503,34430,34384,38653,21933,59657,2837
,,,,,,,,109,19867,17196,26621,37127,46139,32256,17963,25911,40276,38194,17648,14814,18835,18304,59672,55952,17011,12278,8455,19532,34218,34210,38877,21416,59359,2816
,,,,,,,,110,19866,17642,27314,36553,44281,31747,17848,26131,40591,38641,17230,14514,18513,18049,58713,54917,17264,12212,8499,19664,33550,33761,38381,21483,59197,2808
,,,,,,,,111,19854,18249,28256,36890,43903,31347,17777,26057,40270,38613,17146,14459,18286,18224,58506,54482,17711,12077,8509,19393,33949,33604,38443,21683,58724,2784
,,,,,,,,112,20058,18685,28933,39336,45226,31834,18254,26360,40434,38895,17531,14733,18441,19260,61197,56393,17817,12087,8621,19515,36853,35301,40843,21788,58859,2794
,,,,,,,,113,20016,18859,29203,45127,49300,33745,19365,27741,42855,38675,18419,15333,18923,21122,67287,60657,18544,12638,9115,20332,42650,39117,45857,21957,61059,2916
,,,,,,,,114,20609,19316,29915,52167,55838,36952,21382,29949,47425,39530,19871,16361,20314,23791,75694,66850,20566,13642,9949,21583,47798,44192,52938,22985,64226,3090
,,,,,,,,115,22330,20504,31765,50645,60024,38745,21395,32424,52336,42967,20561,16981,21389,22963,72057,65298,23186,15064,10713,23453,44846,43764,52536,24785,68877,3330
,,,,,,,,116,24808,21967,34050,45433,59762,35998,19551,31749,48248,48879,19910,16487,19901,20784,66627,60276,25715,14548,10105,23249,40428,40094,47409,27416,69628,3345
,,,,,,,,117,26549,24309,37692,40879,60032,33359,18244,29178,42746,54139,19633,16239,18964,20025,64672,58158,23117,13033,9006,21269,38380,37268,43378,28251,63955,3036
,,,,,,,,118,24092,22427,34768,37113,35917,31757,16577,28236,40434,49779,15618,13286,18381,18529,55349,53265,19413,12366,8453,20544,34951,35121,39622,25632,61231,2894
,,,,,,,,119,21493,19451,30145,33445,31429,29815,15307,26656,36165,42837,14491,12396,17015,16911,50565,49630,18162,11566,7790,19548,32212,32641,36340,23394,57864,2721
,,,,,,,,120,20154,18218,28236,30849,30304,27939,14203,24976,32890,40161,13882,11857,15952,15737,47467,46708,16300,10636,7118,18210,30827,30923,34229,21920,53253,2498
,,,,,,,,121,18827,16864,26134,29278,29498,26776,13241,23488,30823,36627,12860,10987,14944,14838,44067,44254,14798,9970,6592,17081,29986,29953,33082,20114,49215,2309
,,,,,,,,122,17439,15195,23543,28396,28524,26185,12745,22393,29521,32878,12198,10402,14477,14491,43108,43362,13988,9645,6290,16010,29841,29474,32511,18632,46341,2173
,,,,,,,,123,16711,13930,21575,28128,28276,25784,12459,21600,28812,30327,11763,10036,14101,14373,42541,42784,13495,9473,6174,15459,30107,29371,32614,17651,44656,2100
,,,,,,,,124,16242,13072,20241,29157,28096,25777,12380,21210,28383,28899,11589,9861,14005,14409,43003,42971,13428,9381,6144,15213,31329,29920,33707,17178,43788,2060
,,,,,,,,125,16114,12500,19356,32068,28440,26318,12556,21123,28765,28309,11518,9772,14128,14778,43909,43958,13535,9565,6249,15229,33457,31174,35879,17044,43991,2077
,,,,,,,,126,16101,12156,18825,37285,29585,27486,13441,21653,29717,28083,11939,10070,14549,16119,47774,47489,13699,9865,6509,15458,38181,34051,40209,17170,44923,2128
,,,,,,,,127,16417,12214,18916,40383,39670,30353,15682,23565,33099,28898,14119,11643,15923,18189,56983,54095,13794,10718,7134,16639,41703,37559,44735,17822,48927,2327
,,,,,,,,128,17231,12507,19370,41027,52892,33088,17320,25546,38440,30537,16263,13411,18487,19496,61548,57803,14932,11908,8136,18334,41593,38417,45516,19393,56145,2701
,,,,,,,,129,19222,13704,21226,39184,51604,33154,17368,27074,41481,34836,16480,13774,19188,18954,58905,55828,17014,12597,8784,19864,38418,36926,43584,21813,60395,2908
,,,,,,,,130,21080,15882,24618,36951,47699,31737,16778,26479,40447,41832,15738,13370,18586,18261,55685,53110,18546,12308,8631,19529,35309,34893,40947,23169,58866,2815
,,,,,,,,131,21712,17288,26799,35471,43867,30767,16704,25976,39366,45690,15375,13098,17994,17437,53939,51943,18514,11993,8362,19220,33264,33300,38617,22935,57451,2718
,,,,,,,,132,21241,17432,27010,35840,41412,30493,16525,25374,39184,44770,14891,12784,17982,17291,52293,50951,17918,11923,8344,18760,32496,32701,37827,22194,57165,2706
,,,,,,,,133,20845,17231,26682,35987,39557,30219,16630,25639,39212,42326,14660,12641,17592,17284,51255,50393,17880,11912,8440,18900,32348,32569,37846,21568,57517,2723
,,,,,,,,134,20714,17579,27221,35827,37696,29966,16552,25928,39608,42511,14241,12340,17440,16952,50144,49523,18133,11909,8527,18991,31640,32275,37453,21583,57862,2741
,,,,,,,,135,20809,17962,27815,36244,37360,29672,16540,25816,39343,42365,14157,12264,17334,16899,50117,49109,18733,11803,8593,18914,31820,31998,37285,21710,57911,2743
,,,,,,,,136,20859,18218,28212,38119,38588,30341,17005,25930,39738,42578,14591,12560,17507,17726,52565,50702,18800,11825,8718,19023,34194,33300,39351,21739,58286,2766
,,,,,,,,137,20856,18258,28274,42607,42324,31905,18007,27316,42180,42313,15387,13088,17984,19062,57251,53765,19389,12358,9281,19853,39040,36528,43835,21953,60586,2893
,,,,,,,,138,21448,18615,28832,48190,47562,34559,19877,29112,46317,43312,16540,13900,19251,21401,64332,58810,21206,13326,10096,20919,43208,40549,49826,22886,63573,3058
,,,,,,,,139,23174,19740,30586,45330,49892,35980,19679,30928,50438,47278,16886,14245,20076,20151,60440,56899,23550,14588,10854,22342,39549,39359,48099,24534,66861,3232
,,,,,,,,140,25652,21303,33024,40078,48581,33210,17703,29830,46338,53027,16121,13678,18575,17827,54170,51695,26286,13952,10250,21818,34867,35628,42790,26913,66437,3193
,,,,,,,,141,26977,23764,36852,36053,48255,30798,16450,26898,41091,57138,15717,13333,17641,17071,51910,49698,23712,12472,9166,19634,33307,32996,39057,27536,60143,2856
,,,,,,,,142,24354,21881,33925,33237,29913,29451,15219,25617,38965,51682,12931,11270,17122,16053,45764,46559,20085,11885,8653,18743,30974,31078,36374,24841,56818,2686
,,,,,,,,143,21616,19007,29461,30164,26149,27880,14123,24627,35190,43941,12130,10643,16114,14898,42053,43528,18909,11270,7993,18000,28483,28694,33548,22764,54094,2545
,,,,,,,,144,20285,17956,27836,27705,25349,26509,13161,23355,32440,40922,11760,10310,15243,13875,39544,41134,17015,10617,7383,16958,26946,26974,31297,21519,50749,2379
,,,,,,,,145,19056,16616,25754,27035,25463,26218,12985,22144,30843,37367,11978,10171,14655,13359,39111,40896,15544,10090,7051,16031,27031,26565,30486,20003,47365,2219
,,,,,,,,146,17925,15199,23551,25834,24054,26257,12551,22177,31553,33832,11217,9541,14735,12539,37043,38958,14950,10390,7244,15895,25825,25796,29362,18717,45845,2178
,,,,,,,,147,17485,14232,22045,25021,23801,25437,12212,20965,29809,31663,10920,9247,14383,12442,36796,38314,15635,9961,6988,15024,25960,25033,28525,18391,43274,2057
,,,,,,,,148,17753,14141,21870,25127,23792,25460,12122,20614,29581,31673,10760,9076,14310,12448,36938,38187,14837,9972,6973,14751,26222,24856,28377,18096,42211,2012
,,,,,,,,149,17059,13129,20299,25758,23962,25687,12134,20264,29683,29706,10641,8962,14338,12538,37281,38369,15105,10077,7032,14534,26748,24960,28464,17623,41877,2002
