model,zone,planning_year,case,unit,value
SWITCH,BASN,2027,current_policies_52_week,kg,32238002140.022163
SWITCH,CANO,2027,current_policies_52_week,kg,17306020146.508465
SWITCH,CASO,2027,current_policies_52_week,kg,15437682919.41913
SWITCH,FRCC,2027,current_policies_52_week,kg,88442956221.99869
SWITCH,ISNE,2027,current_policies_52_week,kg,16626427691.77082
SWITCH,MISC,2027,current_policies_52_week,kg,85936867084.01567
SWITCH,MISE,2027,current_policies_52_week,kg,44665683431.0683
SWITCH,MISS,2027,current_policies_52_week,kg,68534835523.760765
SWITCH,MISW,2027,current_policies_52_week,kg,64094490703.13118
SWITCH,NWPP,2027,current_policies_52_week,kg,19604452387.184963
SWITCH,NYCW,2027,current_policies_52_week,kg,6082924823.2664385
SWITCH,NYUP,2027,current_policies_52_week,kg,7457949619.001779
SWITCH,PJMC,2027,current_policies_52_week,kg,7133635395.012297
SWITCH,PJMD,2027,current_policies_52_week,kg,5900347789.52741
SWITCH,PJME,2027,current_policies_52_week,kg,96467504457.68936
SWITCH,PJMW,2027,current_policies_52_week,kg,192452939983.7656
SWITCH,RMRG,2027,current_policies_52_week,kg,44222765100.14723
SWITCH,SPPC,2027,current_policies_52_week,kg,46169218435.07701
SWITCH,SPPN,2027,current_policies_52_week,kg,28471354197.846043
SWITCH,SPPS,2027,current_policies_52_week,kg,37868037521.03247
SWITCH,SRCA,2027,current_policies_52_week,kg,86494280294.22623
SWITCH,SRCE,2027,current_policies_52_week,kg,81647153876.7958
SWITCH,SRSE,2027,current_policies_52_week,kg,102273777696.89052
SWITCH,SRSG,2027,current_policies_52_week,kg,41182420851.908424
SWITCH,TRE,2027,current_policies_52_week,kg,105594070540.19345
SWITCH,TREW,2027,current_policies_52_week,kg,5211297432.179441
SWITCH,BASN,2030,current_policies_52_week,kg,28146010361.193607
SWITCH,CANO,2030,current_policies_52_week,kg,15703757809.592003
SWITCH,CASO,2030,current_policies_52_week,kg,13291192160.932354
SWITCH,FRCC,2030,current_policies_52_week,kg,83349856799.70235
SWITCH,ISNE,2030,current_policies_52_week,kg,10624287099.813673
SWITCH,MISC,2030,current_policies_52_week,kg,89040418804.69606
SWITCH,MISE,2030,current_policies_52_week,kg,36965993381.16532
SWITCH,MISS,2030,current_policies_52_week,kg,66030862990.96893
SWITCH,MISW,2030,current_policies_52_week,kg,66929683457.921814
SWITCH,NWPP,2030,current_policies_52_week,kg,18777805369.060585
SWITCH,NYCW,2030,current_policies_52_week,kg,4870688077.212599
SWITCH,NYUP,2030,current_policies_52_week,kg,7139182918.77718
SWITCH,PJMC,2030,current_policies_52_week,kg,11474483165.44275
SWITCH,PJMD,2030,current_policies_52_week,kg,5072594884.889791
SWITCH,PJME,2030,current_policies_52_week,kg,88673066760.02335
SWITCH,PJMW,2030,current_policies_52_week,kg,174952458897.9185
SWITCH,RMRG,2030,current_policies_52_week,kg,34948317776.46184
SWITCH,SPPC,2030,current_policies_52_week,kg,43013413867.21934
SWITCH,SPPN,2030,current_policies_52_week,kg,27257905331.17653
SWITCH,SPPS,2030,current_policies_52_week,kg,37719956317.91859
SWITCH,SRCA,2030,current_policies_52_week,kg,87204269950.41512
SWITCH,SRCE,2030,current_policies_52_week,kg,69410503597.18477
SWITCH,SRSE,2030,current_policies_52_week,kg,104643238147.74815
SWITCH,SRSG,2030,current_policies_52_week,kg,34871218857.712006
SWITCH,TRE,2030,current_policies_52_week,kg,89538095335.14314
SWITCH,TREW,2030,current_policies_52_week,kg,4959703945.7017565
SWITCH,BASN,2035,current_policies_52_week,kg,30804951425.390102
SWITCH,CANO,2035,current_policies_52_week,kg,20386251831.97811
SWITCH,CASO,2035,current_policies_52_week,kg,18900308711.5435
SWITCH,FRCC,2035,current_policies_52_week,kg,73115963942.31363
SWITCH,ISNE,2035,current_policies_52_week,kg,14257260288.48596
SWITCH,MISC,2035,current_policies_52_week,kg,75387550201.46384
SWITCH,MISE,2035,current_policies_52_week,kg,34920509429.289375
SWITCH,MISS,2035,current_policies_52_week,kg,63730127999.23119
SWITCH,MISW,2035,current_policies_52_week,kg,61390169240.598
SWITCH,NWPP,2035,current_policies_52_week,kg,21104650530.24438
SWITCH,NYCW,2035,current_policies_52_week,kg,10709993100.614943
SWITCH,NYUP,2035,current_policies_52_week,kg,6219041132.753964
SWITCH,PJMC,2035,current_policies_52_week,kg,14537683154.120314
SWITCH,PJMD,2035,current_policies_52_week,kg,5488314298.605381
SWITCH,PJME,2035,current_policies_52_week,kg,79704868872.84572
SWITCH,PJMW,2035,current_policies_52_week,kg,141895625296.40747
SWITCH,RMRG,2035,current_policies_52_week,kg,39343494687.57346
SWITCH,SPPC,2035,current_policies_52_week,kg,38991544336.5287
SWITCH,SPPN,2035,current_policies_52_week,kg,25153658336.629143
SWITCH,SPPS,2035,current_policies_52_week,kg,40484074778.29689
SWITCH,SRCA,2035,current_policies_52_week,kg,66270892823.16789
SWITCH,SRCE,2035,current_policies_52_week,kg,50714852999.727455
SWITCH,SRSE,2035,current_policies_52_week,kg,94488187052.76884
SWITCH,SRSG,2035,current_policies_52_week,kg,17606159582.37406
SWITCH,TRE,2035,current_policies_52_week,kg,94318245533.43007
SWITCH,TREW,2035,current_policies_52_week,kg,4564121368.48222
SWITCH,BASN,2040,current_policies_52_week,kg,22488643370.91707
SWITCH,CANO,2040,current_policies_52_week,kg,16732984460.188877
SWITCH,CASO,2040,current_policies_52_week,kg,28878209616.0111
SWITCH,FRCC,2040,current_policies_52_week,kg,73160216169.88892
SWITCH,ISNE,2040,current_policies_52_week,kg,17708959446.812233
SWITCH,MISC,2040,current_policies_52_week,kg,57393326302.20688
SWITCH,MISE,2040,current_policies_52_week,kg,20439291959.645493
SWITCH,MISS,2040,current_policies_52_week,kg,62150802766.74562
SWITCH,MISW,2040,current_policies_52_week,kg,63964312782.71062
SWITCH,NWPP,2040,current_policies_52_week,kg,23450586461.808617
SWITCH,NYCW,2040,current_policies_52_week,kg,12203455519.46127
SWITCH,NYUP,2040,current_policies_52_week,kg,5135790759.826966
SWITCH,PJMC,2040,current_policies_52_week,kg,7073454554.162914
SWITCH,PJMD,2040,current_policies_52_week,kg,5307605783.549944
SWITCH,PJME,2040,current_policies_52_week,kg,70280033442.77034
SWITCH,PJMW,2040,current_policies_52_week,kg,87325772308.15034
SWITCH,RMRG,2040,current_policies_52_week,kg,21811233086.36776
SWITCH,SPPC,2040,current_policies_52_week,kg,30295811926.13371
SWITCH,SPPN,2040,current_policies_52_week,kg,21598242041.79106
SWITCH,SPPS,2040,current_policies_52_week,kg,29427268403.647243
SWITCH,SRCA,2040,current_policies_52_week,kg,41376444501.147896
SWITCH,SRCE,2040,current_policies_52_week,kg,35382017373.46631
SWITCH,SRSE,2040,current_policies_52_week,kg,66593678676.46835
SWITCH,SRSG,2040,current_policies_52_week,kg,14961431319.365774
SWITCH,TRE,2040,current_policies_52_week,kg,87673727937.69907
SWITCH,TREW,2040,current_policies_52_week,kg,3629470206.5443234
SWITCH,BASN,2045,current_policies_52_week,kg,26366333525.210648
SWITCH,CANO,2045,current_policies_52_week,kg,24670837771.940754
SWITCH,CASO,2045,current_policies_52_week,kg,45062101179.88112
SWITCH,FRCC,2045,current_policies_52_week,kg,82999062153.73924
SWITCH,ISNE,2045,current_policies_52_week,kg,20250610721.172005
SWITCH,MISC,2045,current_policies_52_week,kg,71872613513.44101
SWITCH,MISE,2045,current_policies_52_week,kg,25762648989.61739
SWITCH,MISS,2045,current_policies_52_week,kg,70171267813.62067
SWITCH,MISW,2045,current_policies_52_week,kg,74295673587.3126
SWITCH,NWPP,2045,current_policies_52_week,kg,40374113728.18312
SWITCH,NYCW,2045,current_policies_52_week,kg,14036190616.112865
SWITCH,NYUP,2045,current_policies_52_week,kg,4745028441.497957
SWITCH,PJMC,2045,current_policies_52_week,kg,6362683905.268356
SWITCH,PJMD,2045,current_policies_52_week,kg,3156056853.3400426
SWITCH,PJME,2045,current_policies_52_week,kg,74121861366.43204
SWITCH,PJMW,2045,current_policies_52_week,kg,95272311205.20857
SWITCH,RMRG,2045,current_policies_52_week,kg,31067878466.379166
SWITCH,SPPC,2045,current_policies_52_week,kg,20305921501.49035
SWITCH,SPPN,2045,current_policies_52_week,kg,19096930765.351852
SWITCH,SPPS,2045,current_policies_52_week,kg,23291589337.773525
SWITCH,SRCA,2045,current_policies_52_week,kg,42605064727.706505
SWITCH,SRCE,2045,current_policies_52_week,kg,44788600542.52584
SWITCH,SRSE,2045,current_policies_52_week,kg,70616196552.73099
SWITCH,SRSG,2045,current_policies_52_week,kg,20279101334.60068
SWITCH,TRE,2045,current_policies_52_week,kg,95218410265.59644
SWITCH,TREW,2045,current_policies_52_week,kg,3322543440.113114
SWITCH,BASN,2050,current_policies_52_week,kg,27081460165.549244
SWITCH,CANO,2050,current_policies_52_week,kg,25652858951.216988
SWITCH,CASO,2050,current_policies_52_week,kg,49787157791.88408
SWITCH,FRCC,2050,current_policies_52_week,kg,78483798499.98024
SWITCH,ISNE,2050,current_policies_52_week,kg,16927278562.035858
SWITCH,MISC,2050,current_policies_52_week,kg,75376722625.7521
SWITCH,MISE,2050,current_policies_52_week,kg,28747224727.830975
SWITCH,MISS,2050,current_policies_52_week,kg,44821568112.5894
SWITCH,MISW,2050,current_policies_52_week,kg,79422258311.84352
SWITCH,NWPP,2050,current_policies_52_week,kg,46448324484.62702
SWITCH,NYCW,2050,current_policies_52_week,kg,14204961638.004139
SWITCH,NYUP,2050,current_policies_52_week,kg,4620168515.922061
SWITCH,PJMC,2050,current_policies_52_week,kg,7877382253.419508
SWITCH,PJMD,2050,current_policies_52_week,kg,2300361307.8619614
SWITCH,PJME,2050,current_policies_52_week,kg,78326947153.44324
SWITCH,PJMW,2050,current_policies_52_week,kg,98102726298.99245
SWITCH,RMRG,2050,current_policies_52_week,kg,17708182306.715538
SWITCH,SPPC,2050,current_policies_52_week,kg,12071509398.51134
SWITCH,SPPN,2050,current_policies_52_week,kg,12512317715.28424
SWITCH,SPPS,2050,current_policies_52_week,kg,15931726710.382301
SWITCH,SRCA,2050,current_policies_52_week,kg,48179470794.928734
SWITCH,SRCE,2050,current_policies_52_week,kg,40717100256.73767
SWITCH,SRSE,2050,current_policies_52_week,kg,65818067778.521324
SWITCH,SRSG,2050,current_policies_52_week,kg,22134107844.124855
SWITCH,TRE,2050,current_policies_52_week,kg,104100131613.86395
SWITCH,TREW,2050,current_policies_52_week,kg,2511324894.4579206
