resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value,start_MWh,end_MWh
BASN_batteries_1,BASN,Battery,SWITCH,2027,current_policies_52_week,MW,935.8,935.8,2195.6,2195.6
BASN_battery_moderate_0,BASN,Battery,SWITCH,2027,current_policies_52_week,MW,-0.0,1e-06,0.0,0.0
BASN_biomass_1,BASN,Other,SWITCH,2027,current_policies_52_week,MW,8.0892,8.0892,0.0,0.0
BASN_biomass_2,BASN,Other,SWITCH,2027,current_policies_52_week,MW,20.544,20.544,0.0,0.0
BASN_conventional_hydroelectric_1,BASN,Hydro,SWITCH,2027,current_policies_52_week,MW,2489.6,2489.6,0.0,0.0
BASN_conventional_steam_coal_1,BASN,Coal,SWITCH,2027,current_policies_52_week,MW,1178.2,1178.2,0.0,0.0
BASN_conventional_steam_coal_2,BASN,Coal,SWITCH,2027,current_policies_52_week,MW,1822.0,1822.0,0.0,0.0
BASN_distributed_generation_1,BASN,Distributed Solar,SWITCH,2027,current_policies_52_week,MW,0.0,1193.0,0.0,0.0
BASN_geothermal_1,BASN,Geothermal,SWITCH,2027,current_policies_52_week,MW,461.9395,461.9395,0.0,0.0
BASN_landbasedwind_class3_moderate_0_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_52_week,MW,0.0,2655.8,0.0,0.0
BASN_landbasedwind_class3_moderate_1_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week,MW,0.0,8168.11,0.0,0.0
BASN_landbasedwind_class3_moderate_3_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_52_week,MW,-0.0,1e-06,0.0,0.0
BASN_natural_gas_fired_combined_cycle_1,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,1018.3,1018.3,0.0,0.0
BASN_natural_gas_fired_combined_cycle_2,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,7294.0,7294.0,0.0,0.0
BASN_natural_gas_fired_combustion_turbine_1,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,1946.8,1946.8,0.0,0.0
BASN_natural_gas_fired_combustion_turbine_2,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,236.2,236.2,0.0,0.0
BASN_natural_gas_internal_combustion_engine_1,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,221.4,221.4,0.0,0.0
BASN_natural_gas_steam_turbine_1,BASN,Natural Gas,SWITCH,2027,current_policies_52_week,MW,468.5,468.5,0.0,0.0
BASN_onshore_wind_turbine_1,BASN,Wind,SWITCH,2027,current_policies_52_week,MW,2030.1,2030.1,0.0,0.0
BASN_petroleum_liquids_1,BASN,Other,SWITCH,2027,current_policies_52_week,MW,25.8,25.8,0.0,0.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2027,current_policies_52_week,MW,172.9328,172.9328,0.0,0.0
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2027,current_policies_52_week,MW,8006.2,8006.2,0.0,0.0
BASN_utilitypv_class1_moderate_0_anyQual_0,BASN,Solar,SWITCH,2027,current_policies_52_week,MW,-0.0,1e-06,0.0,0.0
BASN_utilitypv_class1_moderate_1_anyQual_1,BASN,Solar,SWITCH,2027,current_policies_52_week,MW,-0.0,1e-06,0.0,0.0
CANO_batteries_1,CANO,Battery,SWITCH,2027,current_policies_52_week,MW,2650.6,2650.6,10570.7,10570.7
CANO_battery_moderate_0,CANO,Battery,SWITCH,2027,current_policies_52_week,MW,-0.0,1e-06,0.0,0.0
CANO_biomass_1,CANO,Other,SWITCH,2027,current_policies_52_week,MW,155.9299,155.9299,0.0,0.0
CANO_biomass_2,CANO,Other,SWITCH,2027,current_policies_52_week,MW,71.4777,71.4777,0.0,0.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2027,current_policies_52_week,MW,7197.1,7197.1,0.0,0.0
CANO_distributed_generation_1,CANO,Distributed Solar,SWITCH,2027,current_policies_52_week,MW,0.0,4478.0,0.0,0.0
CANO_hydroelectric_pumped_storage_1,CANO,Hydro,SWITCH,2027,current_policies_52_week,MW,2276.9,2276.9,35291.9,35291.9
CANO_natural_gas_fired_combined_cycle_1,CANO,Natural Gas,SWITCH,2027,current_policies_52_week,MW,3112.8,3112.8,0.0,0.0
CANO_natural_gas_fired_combined_cycle_2,CANO,Natural Gas,SWITCH,2027,current_policies_52_week,MW,8296.9,8296.9,0.0,0.0
