period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,371298.8505035141,SWITCH,BASN,BASN_batteries_1,Battery,current_policies_52_week,all,MWh,2027
2027,0.0014840178839761243,SWITCH,BASN,BASN_battery_moderate_0,Battery,current_policies_52_week,all,MWh,2027
2027,65417.35937246951,SWITCH,BASN,BASN_biomass_1,Other,current_policies_52_week,all,MWh,2027
2027,178527.35956766925,SWITCH,BASN,BASN_biomass_2,Other,current_policies_52_week,all,MWh,2027
2027,8471583.359703634,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,current_policies_52_week,all,MWh,2027
2027,9801200.617656846,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,current_policies_52_week,all,MWh,2027
2027,15489926.956981828,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,current_policies_52_week,all,MWh,2027
2027,2824188.7354578925,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,current_policies_52_week,all,MWh,2027
2027,4035474.809956937,SWITCH,BASN,BASN_geothermal_1,Geothermal,current_policies_52_week,all,MWh,2027
2027,3.3341281701511684e-05,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,current_policies_52_week,all,MWh,2027
2027,5.676583287917767e-05,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,current_policies_52_week,all,MWh,2027
2027,9292012.269415036,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.00048684325004366756,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.00046450258399613893,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,30753427.773523495,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,0.0011819862430317329,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.001517521941597825,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,0.0007409228364481415,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.0008343048661488816,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,0.0006081796682169485,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.0006231236467590755,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,0.0005934539333503118,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,current_policies_52_week,all,MWh,2027
2027,0.0005637435922366818,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,current_policies_52_week,all,MWh,2027
2027,395719.97913344705,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,current_policies_52_week,all,MWh,2027
2027,17194281.264147352,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.0002795030179515197,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.0003696910321239812,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.0005634796773890582,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.00023726507089229763,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.00021021112148658124,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.0006396123702481919,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,current_policies_52_week,all,MWh,2027
2027,0.00013583983225934376,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,current_policies_52_week,all,MWh,2027
2027,3989983.165488931,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,current_policies_52_week,all,MWh,2027
2027,3.254152643957297e-05,SWITCH,BASN,BASN_petroleum_liquids_1,Other,current_policies_52_week,all,MWh,2027
2027,1510740.9407960116,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,current_policies_52_week,all,MWh,2027
2027,19972090.82454121,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,current_policies_52_week,all,MWh,2027
2027,0.001368865739098708,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,current_policies_52_week,all,MWh,2027
2027,0.0016324493118112103,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,current_policies_52_week,all,MWh,2027
2027,0.0007681261993192648,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual_0,Solar,current_policies_52_week,all,MWh,2027
2027,0.0007880640088758062,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual_1,Solar,current_policies_52_week,all,MWh,2027
2027,0.0007003760063758164,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual_0,Solar,current_policies_52_week,all,MWh,2027
2027,0.0006486565159737577,SWITCH,BASN,BASN_utilitypv_class1_moderate_5_anyQual_1,Solar,current_policies_52_week,all,MWh,2027
2027,0.0006133486429686569,SWITCH,BASN,BASN_utilitypv_class1_moderate_6_anyQual_0,Solar,current_policies_52_week,all,MWh,2027
2027,0.0005783111373774363,SWITCH,BASN,BASN_utilitypv_class1_moderate_7_anyQual_1,Solar,current_policies_52_week,all,MWh,2027
2027,0.0005357208136566988,SWITCH,BASN,BASN_utilitypv_class1_moderate_8_anyQual_0,Solar,current_policies_52_week,all,MWh,2027
2027,0.0005292700907553299,SWITCH,BASN,BASN_utilitypv_class1_moderate_9_anyQual_1,Solar,current_policies_52_week,all,MWh,2027
2027,816487.8389091586,SWITCH,CANO,CANO_batteries_1,Battery,current_policies_52_week,all,MWh,2027
2027,0.0012939902786639204,SWITCH,CANO,CANO_battery_moderate_0,Battery,current_policies_52_week,all,MWh,2027
2027,1305010.3745501013,SWITCH,CANO,CANO_biomass_1,Other,current_policies_52_week,all,MWh,2027
