Resource,region,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,MinCapTag_1,MinCapTag_2,ESR_2,MinCapTag_3,ESR_1,ESR_6,ESR_5,MinCapTag_5,ESR_3,CapRes_3,MinCapTag_4,ESR_4,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,Capital_Recovery_Period,WACC,Lifetime,Can_Retire,Hydro_level,MGA,Max_Uprate_MW,MinCapTag_6,MinCapTag_7,MinCapTag_8,MinCapTag_9,Min_Cap_10,Min_Cap_11,Min_Cap_12,Min_Cap_13,Model,Power_uprate_cost_per_MWyr,Resource_Type,Unnamed: 21,area,basis_year,capacity_factor,capture_rate,co2_o_m_mw,cost_case,extra_ccs_cost_tonne,fixed_o_m_mw_std,lcoe,m_popden,minimum_load_mw,plant_inv_cost_mwyr,spur_inv_mwyr,tech_detail,unmodified_cap_size
NY_Z_A_utilitypv_class1_moderate_3,NY_Z_A,UtilityPV_Class1_Moderate_,3,164,2,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,14912.2,0.0,0.0,0.0,0.0,0.0,1033316.944,84455.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17993.09,311123.742,1.008,0.240575760602951,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__3,-1.0,2228.591,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,35.777,4.137,0.0,66462.0,0.0,Class1,0.0
NY_Z_A_utilitypv_class1_moderate_4,NY_Z_A,UtilityPV_Class1_Moderate_,4,165,2,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,16833.7,0.0,0.0,0.0,0.0,0.0,1033316.944,89746.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23284.444,402618.075,1.008,0.2427534610033035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__4,-1.0,2165.596,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,37.024,2.307,0.0,66462.0,0.0,Class1,0.0
NY_Z_A_utilitypv_class1_moderate_5,NY_Z_A,UtilityPV_Class1_Moderate_,5,166,2,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,14974.0,0.0,0.0,0.0,0.0,0.0,1033316.944,96906.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30444.186,526419.254,1.008,0.2418001443147659,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__5,-1.0,2069.297,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,40.902,2.68,0.0,66462.0,0.0,Class1,0.0
NY_Z_A_utilitypv_class1_moderate_6,NY_Z_A,UtilityPV_Class1_Moderate_,6,167,2,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,16716.1,0.0,0.0,0.0,0.0,0.0,1033316.944,95255.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28793.04,497868.807,1.008,0.2429544180631637,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__6,-1.0,2205.016,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,39.745,1.977,0.0,66462.0,0.0,Class1,0.0
NY_Z_B_battery_moderate_0,NY_Z_B,Battery_*_Moderate,0,326,3,0.0,0,0,0,1,0,0,0.0,0.0,0.95,0.0,0.0,-1.0,0.0,0.0,1,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,283245.084,22873.0,7081.0,225743.63,18230.0,5643.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.024,15.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Battery_*_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,22873.0,0.0,*,0.0
NY_Z_B_biomass_1,NY_Z_B,Biomass,1,363,3,0.0,0,0,1,0,0,0,0.0,0.0,0.93,0.0,11.3,0.0,12.0,12.396,0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150850.0,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,13.22,1.657,0.926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Biomass,-1.0,0.0,0.0,0.908,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,1.033
NY_Z_B_conventional_hydroelectric_1,NY_Z_B,Conventional Hydroelectric,1,3,3,0.0,0,0,0,0,0,1,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10942095856102,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conventional_Hydroelectric,-1.0,0.0,0.0,0.005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_B_distributed_generation_1,NY_Z_B,distributed_generation,1,377,3,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898325342465753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distributed_generation,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_B_landbasedwind_class1_moderate_1,NY_Z_B,LandbasedWind_Class1_Moderate_,1,168,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,747.5,0.0,0.0,0.0,0.0,0.0,1279551.476,159574.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200.794,435754.236,1.544,0.4674415290355682,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__1,-1.0,780.25,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,39.332,0.714,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_landbasedwind_class1_moderate_2,NY_Z_B,LandbasedWind_Class1_Moderate_,2,169,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,357.6,0.0,0.0,0.0,0.0,0.0,1279551.476,154522.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20148.848,348399.587,1.544,0.504612922668457,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__2,-1.0,829.75,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,39.034,2.342,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_landbasedwind_class1_moderate_3,NY_Z_B,LandbasedWind_Class1_Moderate_,3,170,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,497.9,0.0,0.0,0.0,0.0,0.0,1279551.476,158831.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24457.39,422899.831,1.544,0.4291751682758331,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__3,-1.0,1012.75,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,44.867,1.867,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_landbasedwind_class1_moderate_4,NY_Z_B,LandbasedWind_Class1_Moderate_,4,171,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,302.6,0.0,0.0,0.0,0.0,0.0,1279551.476,151709.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17335.728,299757.108,1.544,0.4632488191127777,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__4,-1.0,1285.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,43.986,4.567,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_landbasedwind_class1_moderate_5,NY_Z_B,LandbasedWind_Class1_Moderate_,5,172,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,687.4,0.0,0.0,0.0,0.0,0.0,1279551.476,159311.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24937.623,431203.673,1.544,0.3231721818447113,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__5,-1.0,1091.25,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,58.191,1.476,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_landbasedwind_class1_moderate_6,NY_Z_B,LandbasedWind_Class1_Moderate_,6,173,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,259.3,0.0,0.0,0.0,0.0,0.0,1279551.476,153114.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18740.373,324045.243,1.544,0.4058697819709778,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__6,-1.0,1443.5,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,49.062,5.587,0.0,134374.0,0.0,Class1,0.0
NY_Z_B_natural_gas_fired_combined_cycle_1,NY_Z_B,Natural Gas Fired Combined Cycle,1,18,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,119.1,0.0,2.0,119.1,0,59.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18649.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,104.0,2.0,8.86,0.466,0.659,middle_atlantic_naturalgas,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natural_Gas_Fired_Combined_Cycle,-1.0,0.0,0.0,0.031,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0,59.55
NY_Z_B_natural_gas_fired_combustion_turbine_1,NY_Z_B,Natural Gas Fired Combustion Turbine,1,19,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15769.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,135.0,3.5,9.66,0.0,0.0,middle_atlantic_naturalgas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natural_Gas_Fired_Combustion_Turbine,-1.0,0.0,0.0,0.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_B_natural_gas_steam_turbine_1,NY_Z_B,Natural Gas Steam Turbine,1,20,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,119.6,0.0,1.0,119.6,0,119.6,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,58012.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,99.0,13.7,25.16,7.973,9.207,middle_atlantic_naturalgas,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Natural_Gas_Steam_Turbine,-1.0,0.0,0.0,0.114,0.0,0.0,0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0,119.6
NY_Z_B_naturalgas_ccavgcf_moderate_0,NY_Z_B,NaturalGas_CCAvgCF_Moderate,0,67,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,1054794.332,108308.0,31661.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,135.0,2.0,6.36,0.0,0.0,middle_atlantic_naturalgas,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0.0,0.0,1.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.037,15.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CCAvgCF_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,108308.0,0.0,CCAvgCF,0.0
NY_Z_B_naturalgas_ccs100_moderate_0,NY_Z_B,NaturalGas_CCS100_Moderate,0,70,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,2765539.215,212996.0,85431.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,135.0,0.0,7.52,0.0,0.0,middle_atlantic_naturalgas_ccs100,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,20.0,104000.0,0.0,0.0,1.038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.037,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CCS100_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,205687.0,7309.42,CCS100,0.0
NY_Z_B_naturalgas_ctavgcf_moderate_0,NY_Z_B,NaturalGas_CTAvgCF_Moderate,0,68,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,100.0,-1.0,0.0,0.0,0.0,0.0,0.0,914382.392,87584.0,23746.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,176.0,3.5,9.72,0.0,0.0,middle_atlantic_naturalgas,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0.0,0.0,1.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.037,15.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CTAvgCF_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,87584.0,0.0,CTAvgCF,0.0
NY_Z_B_nuclear_1,NY_Z_B,Nuclear,1,21,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,581.3,0.0,1.0,581.3,1,581.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,10.34,0.0,0.0,middle_atlantic_uranium,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nuclear,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0,581.3
NY_Z_B_nuclear_nuclear_moderate_0,NY_Z_B,Nuclear_Nuclear_Moderate,0,69,3,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,7973453.972,397892.0,165046.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,365.0,0.0,10.44,0.0,0.0,middle_atlantic_uranium,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,24.0,50.0,260000.0,0.0,0.0,1.057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.033,40.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nuclear_Nuclear_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,379619.0,18273.55,Nuclear,0.0
NY_Z_B_onshore_wind_turbine_1,NY_Z_B,Onshore Wind Turbine,1,109,3,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024787795992714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Onshore_Wind_Turbine_1,-1.0,0.0,0.0,0.032,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_B_res_water_heat_1,NY_Z_B,res_water_heat,1,336,3,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460734206727485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,res_water_heat,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_B_small_hydroelectric_1,NY_Z_B,Small Hydroelectric,1,364,3,0.0,0,0,1,0,0,0,0.0,0.0,0.8,0.0,285.5,0.0,9.0,34.2,0,31.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10942095856102,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small_Hydroelectric,-1.0,0.0,0.0,8.348,0.0,0.0,0,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0,3.8
