Resource,region,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,variable_CF,MinCapTag_1,MinCapTag_2,ESR_2,MinCapTag_3,ESR_1,ESR_6,ESR_5,MinCapTag_5,ESR_3,CapRes_3,MinCapTag_4,ESR_4,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,Capital_Recovery_Period,WACC,Lifetime,Can_Retire,Hydro_level,MGA,Max_Uprate_MW,MinCapTag_6,MinCapTag_7,MinCapTag_8,MinCapTag_9,Min_Cap_10,Min_Cap_11,Min_Cap_12,Min_Cap_13,Model,Power_uprate_cost_per_MWyr,Resource_Type,Unnamed: 21,area,basis_year,capacity_factor,capture_rate,co2_o_m_mw,cost_case,extra_ccs_cost_tonne,fixed_o_m_mw_std,lcoe,m_popden,minimum_load_mw,plant_inv_cost_mwyr,spur_inv_mwyr,tech_detail,unmodified_cap_size
NY_Z_F_natural_gas_fired_combined_cycle_2,NY_Z_F,Natural Gas Fired Combined Cycle,2,28,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,293.3,0.0,3.0,293.301,0,97.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18649.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,104.0,2.0,8.72,0.649,0.658,middle_atlantic_naturalgas,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natural_Gas_Fired_Combined_Cycle,-1.0,0.0,0.0,0.18,0.0,0.0,0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0,97.767
NY_Z_F_natural_gas_fired_combustion_turbine_1,NY_Z_F,Natural Gas Fired Combustion Turbine,1,29,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15769.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,135.0,3.5,9.66,0.0,0.0,middle_atlantic_naturalgas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natural_Gas_Fired_Combustion_Turbine,-1.0,0.0,0.0,0.642,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_F_naturalgas_ccavgcf_moderate_0,NY_Z_F,NaturalGas_CCAvgCF_Moderate,0,79,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,1054794.332,108308.0,31661.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,135.0,2.0,6.36,0.0,0.0,middle_atlantic_naturalgas,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0.0,0.0,1.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.037,15.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CCAvgCF_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,108308.0,0.0,CCAvgCF,0.0
NY_Z_F_naturalgas_ccs100_moderate_0,NY_Z_F,NaturalGas_CCS100_Moderate,0,82,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,2765539.215,212996.0,85431.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,135.0,0.0,7.52,0.0,0.0,middle_atlantic_naturalgas_ccs100,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,20.0,104000.0,0.0,0.0,1.038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.037,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CCS100_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,205687.0,7309.42,CCS100,0.0
NY_Z_F_naturalgas_ctavgcf_moderate_0,NY_Z_F,NaturalGas_CTAvgCF_Moderate,0,80,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,100.0,-1.0,0.0,0.0,0.0,0.0,0.0,914382.392,87584.0,23746.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,176.0,3.5,9.72,0.0,0.0,middle_atlantic_naturalgas,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1.0,1.0,0.0,0.0,0.0,0.0,1.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.037,15.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NaturalGas_CTAvgCF_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,87584.0,0.0,CTAvgCF,0.0
NY_Z_F_nuclear_nuclear_moderate_0,NY_Z_F,Nuclear_Nuclear_Moderate,0,81,6,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1,500.0,-1.0,0.0,0.0,0.0,0.0,0.0,7973453.972,397892.0,165046.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,365.0,0.0,10.44,0.0,0.0,middle_atlantic_uranium,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24.0,24.0,50.0,260000.0,0.0,0.0,1.057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.033,40.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nuclear_Nuclear_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,379619.0,18273.55,Nuclear,0.0
NY_Z_F_res_water_heat_1,NY_Z_F,res_water_heat,1,339,6,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460734206727485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,res_water_heat,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_F_small_hydroelectric_1,NY_Z_F,Small Hydroelectric,1,368,6,0.0,0,0,1,0,0,0,0.0,0.0,0.8,0.0,111.8,0.0,68.0,202.3,0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4337155623861566,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small_Hydroelectric,-1.0,0.0,0.0,0.553,0.0,0.0,0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0,2.975
NY_Z_F_solar_photovoltaic_1,NY_Z_F,Solar Photovoltaic,1,115,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,9.1,0.0,6.0,9.102,0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.0,0.097,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818715163934426,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Solar_Photovoltaic_1,-1.0,0.0,0.0,0.117,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.517
NY_Z_F_trans_light_duty_1,NY_Z_F,trans_light_duty,1,350,6,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,220.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763272028223388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trans_light_duty,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_F_utilitypv_class1_moderate_1,NY_Z_F,UtilityPV_Class1_Moderate_,1,210,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,15069.7,0.0,0.0,0.0,0.0,0.0,1033316.944,75258.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8796.188,152097.444,1.008,0.2436802238225937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__1,-1.0,3819.85,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,32.067,8.984,0.0,66462.0,0.0,Class1,0.0
NY_Z_F_utilitypv_class1_moderate_2,NY_Z_F,UtilityPV_Class1_Moderate_,2,211,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,22013.9,0.0,0.0,0.0,0.0,0.0,1033316.944,76495.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10033.581,173493.565,1.008,0.2469704151153564,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__2,-1.0,3803.406,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,32.189,5.199,0.0,66462.0,0.0,Class1,0.0
NY_Z_F_utilitypv_class1_moderate_3,NY_Z_F,UtilityPV_Class1_Moderate_,3,212,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,19709.9,0.0,0.0,0.0,0.0,0.0,1033316.944,82017.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15555.781,268979.516,1.008,0.2429408282041549,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__3,-1.0,3278.051,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,34.727,5.003,0.0,66462.0,0.0,Class1,0.0
NY_Z_F_utilitypv_class1_moderate_4,NY_Z_F,UtilityPV_Class1_Moderate_,4,213,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,17327.5,0.0,0.0,0.0,0.0,0.0,1033316.944,82509.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16047.876,277488.479,1.008,0.2463627904653549,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__4,-1.0,2924.067,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,34.493,5.128,0.0,66462.0,0.0,Class1,0.0
NY_Z_F_utilitypv_class1_moderate_5,NY_Z_F,UtilityPV_Class1_Moderate_,5,214,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,21106.0,0.0,0.0,0.0,0.0,0.0,1033316.944,90103.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23641.809,408797.378,1.008,0.2426484078168869,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__5,-1.0,3593.86,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,37.818,5.108,0.0,66462.0,0.0,Class1,0.0
NY_Z_F_utilitypv_class1_moderate_6,NY_Z_F,UtilityPV_Class1_Moderate_,6,215,6,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,15947.6,0.0,0.0,0.0,0.0,0.0,1033316.944,90210.0,19542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23748.961,410650.182,1.008,0.2457059919834137,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.024,20.0,1,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UtilityPV_Class1_Moderate__6,-1.0,3414.981,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,37.493,6.971,0.0,66462.0,0.0,Class1,0.0
NY_Z_G-I_battery_moderate_0,NY_Z_G-I,Battery_*_Moderate,0,330,7,0.0,0,0,0,1,0,0,0.0,0.0,0.95,0.0,0.0,-1.0,0.0,0.0,1,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,283245.084,22873.0,7081.0,225743.63,18230.0,5643.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.92,0.92,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.024,15.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Battery_*_Moderate,-1.0,0.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,0.0,0.0,0.0,22873.0,0.0,*,0.0
NY_Z_G-I_distributed_generation_1,NY_Z_G-I,distributed_generation,1,381,7,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898325342465753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distributed_generation,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
NY_Z_G-I_landbasedwind_class1_moderate_1,NY_Z_G-I,LandbasedWind_Class1_Moderate_,1,216,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,6.8,0.0,0.0,0.0,0.0,0.0,1279551.476,149372.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14998.935,259350.95,1.544,0.4591485857963562,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__1,-1.0,50.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,44.439,6.77,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_landbasedwind_class1_moderate_2,NY_Z_G-I,LandbasedWind_Class1_Moderate_,2,217,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,15.4,0.0,0.0,0.0,0.0,0.0,1279551.476,142723.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8349.836,144379.45,1.544,0.4676185846328735,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__2,-1.0,9.5,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,42.224,0.105,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_landbasedwind_class1_moderate_3,NY_Z_G-I,LandbasedWind_Class1_Moderate_,3,218,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,11.5,0.0,0.0,0.0,0.0,0.0,1279551.476,160154.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25780.991,445786.586,1.544,0.3599059581756592,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__3,-1.0,85.25,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,59.843,6.534,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_landbasedwind_class1_moderate_4,NY_Z_G-I,LandbasedWind_Class1_Moderate_,4,219,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1279551.476,147928.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13554.66,234377.58,1.544,0.4282521605491638,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__4,-1.0,11.25,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,47.32,8.156,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_landbasedwind_class1_moderate_5,NY_Z_G-I,LandbasedWind_Class1_Moderate_,5,220,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,9.3,0.0,0.0,0.0,0.0,0.0,1279551.476,159755.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25381.243,438874.44,1.544,0.2895629405975342,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__5,-1.0,69.0,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,73.836,8.826,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_landbasedwind_class1_moderate_6,NY_Z_G-I,LandbasedWind_Class1_Moderate_,6,221,7,1.0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,1.0,6.6,0.0,0.0,0.0,0.0,0.0,1279551.476,160940.0,45646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26566.17,459363.38,1.544,0.2934530377388,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.031,20.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LandbasedWind_Class1_Moderate__6,-1.0,24.5,2026.5,0.0,0.0,0.0,Moderate,0.0,0.0,73.24,4.02,0.0,134374.0,0.0,Class1,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,NY_Z_G-I,Natural Gas Fired Combined Cycle,1,30,7,0.0,1,0,0,0,0,0,0.0,0.0,0.93,0.0,746.5,0.0,1.0,746.5,0,746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11067.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,104.0,2.0,6.93,0.0,0.195,middle_atlantic_naturalgas,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natural_Gas_Fired_Combined_Cycle,-1.0,0.0,0.0,0.209,0.0,0.0,0,0.0,1087.782,0.0,0.0,407.0,0.0,0.0,0,746.5
