Segment,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Total
Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0
AnnualSum,1.0441584e8,1.06247405e8,1.6411238e8,2.54835658e8,1.3207903e8,1.86790489e8,1.02056388e8,1.75440371e8,2.2555316e8,1.95981047e8,7.6993625e7,7.0257166e7,1.18765758e8,1.10841999e8,2.89082184e8,3.1016537e8,8.8883482e7,7.8239307e7,4.9626459e7,1.22178131e8,2.18636717e8,2.14888614e8,2.42597067e8,1.3782895e8,4.26645124e8,1.998825e7,4.223129971e9
t1,11843.0,11363.0,17521.0,19290.0,14463.0,18963.0,9389.0,15883.0,21742.0,26148.0,8007.0,7202.0,11677.0,10808.0,27521.0,30076.0,10425.0,8201.0,5028.0,12355.0,20776.0,20450.0,21951.0,13106.0,37441.0,1741.0,413370.0
t2,11464.0,10823.0,16689.0,18079.0,13816.0,18052.0,9035.0,15026.0,20950.0,24800.0,7672.0,6915.0,11093.0,10637.0,26465.0,29200.0,10061.0,7120.0,4337.0,10643.0,20656.0,19975.0,21416.0,12622.0,35874.0,1668.0,395088.0
t3,11071.0,10279.0,15850.0,17360.0,13319.0,17673.0,8729.0,14684.0,20272.0,23636.0,7425.0,6666.0,10816.0,10545.0,25768.0,28519.0,9733.0,7011.0,4228.0,10419.0,20914.0,19639.0,21104.0,12246.0,35349.0,1648.0,384903.0
t4,10730.0,9746.0,15026.0,17122.0,12898.0,17419.0,8537.0,14423.0,19949.0,22756.0,7161.0,6398.0,10482.0,10589.0,25579.0,28255.0,9542.0,6993.0,4181.0,10298.0,21418.0,19419.0,20994.0,12223.0,34899.0,1634.0,378671.0
t5,10542.0,9350.0,14414.0,17334.0,12714.0,17461.0,8442.0,14220.0,19789.0,22183.0,6974.0,6216.0,10251.0,10728.0,25744.0,28305.0,9769.0,7042.0,4184.0,10231.0,22205.0,19391.0,21136.0,12070.0,34734.0,1635.0,377064.0
t6,10502.0,9164.0,14128.0,18051.0,12813.0,17578.0,8475.0,14245.0,19859.0,21910.0,6908.0,6149.0,10239.0,11103.0,26265.0,28610.0,9698.0,7153.0,4226.0,10300.0,23237.0,19581.0,21462.0,12086.0,34970.0,1654.0,380366.0
t7,10476.0,9065.0,13979.0,19008.0,13135.0,18069.0,8658.0,14557.0,20300.0,21960.0,7033.0,6205.0,10361.0,11526.0,27392.0,29362.0,9659.0,7331.0,4345.0,10540.0,24326.0,20049.0,21985.0,12252.0,35657.0,1690.0,388920.0
t8,10573.0,9109.0,14050.0,21274.0,13044.0,18587.0,8866.0,14976.0,20964.0,22244.0,7071.0,6233.0,10657.0,11813.0,27719.0,30050.0,9682.0,7606.0,4522.0,10852.0,24828.0,20467.0,22615.0,12508.0,37079.0,1773.0,399162.0
t9,10822.0,9259.0,14283.0,23404.0,12845.0,19055.0,9001.0,15276.0,21605.0,22904.0,7130.0,6250.0,10917.0,11928.0,28373.0,30739.0,9806.0,7674.0,4688.0,11060.0,24036.0,20963.0,23111.0,13043.0,37288.0,1772.0,407232.0
t10,11018.0,9672.0,14934.0,24803.0,13231.0,19480.0,9283.0,15822.0,22229.0,24542.0,7257.0,6367.0,11131.0,11717.0,28706.0,31305.0,9763.0,7723.0,4786.0,11274.0,22627.0,21117.0,23112.0,12961.0,38320.0,1822.0,415002.0
t11,10971.0,9253.0,14273.0,25697.0,13764.0,19839.0,9660.0,16401.0,23116.0,24902.0,7550.0,6617.0,11484.0,11346.0,29053.0,31626.0,9906.0,7849.0,4908.0,11498.0,21605.0,21184.0,22964.0,13132.0,39299.0,1863.0,419760.0
t12,11021.0,9461.0,14594.0,26423.0,14005.0,19964.0,9951.0,16636.0,23830.0,26097.0,7723.0,6807.0,11588.0,11226.0,29073.0,31977.0,10043.0,7948.0,4979.0,11529.0,21102.0,21234.0,23083.0,13126.0,39797.0,1886.0,425103.0
t13,11139.0,9705.0,14967.0,26815.0,14169.0,20115.0,10243.0,16752.0,24392.0,26623.0,7912.0,6981.0,11803.0,11181.0,29284.0,32440.0,10154.0,7942.0,5012.0,11533.0,20616.0,21239.0,23082.0,13076.0,39343.0,1847.0,428365.0
t14,11124.0,10019.0,15453.0,26939.0,14186.0,20163.0,10351.0,16830.0,24860.0,27041.0,8008.0,7077.0,12122.0,11019.0,29136.0,32540.0,10179.0,7954.0,5071.0,11546.0,20078.0,21068.0,22776.0,12930.0,39125.0,1832.0,429427.0
t15,11058.0,10018.0,15448.0,26489.0,14101.0,19981.0,10390.0,16597.0,24773.0,25838.0,8054.0,7148.0,12209.0,11033.0,29021.0,32369.0,10391.0,7870.0,5077.0,11329.0,19811.0,20869.0,22394.0,12781.0,38454.0,1799.0,425302.0
t16,10989.0,10096.0,15570.0,26078.0,13999.0,19871.0,10507.0,16403.0,24821.0,25361.0,8070.0,7153.0,12235.0,11086.0,29386.0,32620.0,10333.0,7794.0,5075.0,11257.0,20196.0,21024.0,22402.0,12599.0,37612.0,1749.0,424286.0
t17,10812.0,10082.0,15548.0,26870.0,14133.0,20330.0,10722.0,16541.0,25214.0,24924.0,8127.0,7176.0,12555.0,11660.0,31336.0,33740.0,10446.0,7873.0,5112.0,11309.0,21914.0,22123.0,23320.0,12525.0,37333.0,1733.0,433458.0
t18,10753.0,10030.0,15466.0,28722.0,15367.0,21709.0,11651.0,17004.0,26956.0,23970.0,8575.0,7510.0,13437.0,12492.0,33848.0,35805.0,10534.0,8279.0,5338.0,11593.0,22868.0,23960.0,25321.0,12427.0,37664.0,1751.0,453030.0
t19,10964.0,10135.0,15631.0,28025.0,16782.0,22934.0,12043.0,17848.0,28390.0,24028.0,9264.0,8142.0,14452.0,12806.0,34016.0,36924.0,10978.0,8982.0,5705.0,12373.0,22804.0,24451.0,25624.0,12766.0,40046.0,1866.0,467979.0
t20,11796.0,10594.0,16346.0,26902.0,16828.0,23143.0,11895.0,18866.0,28543.0,25768.0,9309.0,8175.0,14482.0,12575.0,33605.0,36838.0,11758.0,9305.0,5858.0,13333.0,22444.0,24524.0,25494.0,13819.0,43636.0,2023.0,477859.0
t21,12514.0,12006.0,18530.0,25452.0,16378.0,23020.0,11641.0,19040.0,28018.0,27743.0,9122.0,8045.0,14275.0,12278.0,32953.0,36481.0,12086.0,9279.0,5800.0,13427.0,21634.0,24325.0,24892.0,14743.0,44263.0,2054.0,479999.0
t22,12517.0,12361.0,19076.0,23346.0,15945.0,22604.0,11295.0,18837.0,27140.0,27235.0,8951.0,7922.0,14017.0,11776.0,31835.0,35514.0,11770.0,9112.0,5644.0,13332.0,20723.0,24015.0,24100.0,14701.0,44092.0,2045.0,469905.0
