Constraint,CapRes_1,CapRes_2,CapRes_3
t1,2.2513603202519648e-10,5.142143873984145e-10,5.6927187109615146e-11
t2,1.7480619638846502e-10,5.066587288058406e-10,5.621577264322345e-11
t3,1.7684391225629588e-10,4.917935043850924e-10,5.675233537217923e-11
t4,1.694017118519569e-10,4.506488405520355e-10,5.6180395188563506e-11
t5,1.9299667424241224e-10,4.862860181717262e-10,6.040402198629912e-11
t6,1.9990783712550134e-10,5.81344510236173e-10,7.497638626123127e-11
t7,2.680546811183405e-10,6.960209356200347e-10,9.13869554234639e-11
t8,3.36648233927981e-10,8.334042333102226e-10,1.1207348028960069e-10
t9,7.205666818824072e-10,9.405159812178867e-9,1.326945556090243e-10
t10,3.6729292742198497e-10,8.352074351861477e-10,6.071546140133987e-11
t11,3.4771968766981916e-10,9.217667979091941e-10,4.1190407173480116e-11
t12,3.377150604483768e-10,7.541804992124351e-10,3.9070625961478535e-11
t13,2.658661104052137e-10,7.062025722294235e-10,3.6489246594377666e-11
t14,2.4035491721852914e-10,6.40309062119367e-10,3.3408869724192055e-11
t15,2.600500805671655e-10,4.852003575899611e-10,3.172666798219388e-11
t16,2.2699229987248444e-10,4.383631929736822e-10,3.526814171558866e-11
t17,2.6284743577476096e-10,8.089878185005594e-10,5.5225092369046595e-11
t18,6.003508722215332e-10,1.3149933752254124e-9,1.9325980918863634e-10
t19,5.913048315954954e-10,2.7351654559813686e-9,1.7380179716177143e-10
t20,4.205344421348414e-10,1.795147372013913e-9,1.1307888714494188e-10
t21,3.332355327097463e-10,6.540764201078302e-9,9.3845858938197e-11
t22,3.354400709992649e-10,6.850076067014044e-9,1.7474622698914332e-10
t23,2.836232489086937e-10,7.390251304637835e-10,5.856852233307301e-11
t24,2.389356134307466e-10,6.267499477805551e-10,1.0196952066296961e-10
t25,3.4227761279700007e-10,4.766303539666827e-10,8.989591703656433e-11
t26,1.935884300984747e-10,4.680274846561205e-10,4.557634770521342e-11
t27,1.9594718429372492e-10,5.042666614458886e-10,5.564847619028105e-11
t28,2.2020024464916962e-10,5.121808415688832e-10,6.123363112050544e-11
t29,2.702886146678113e-10,5.229568214163442e-10,5.2762419778253475e-11
t30,3.992858346791396e-10,5.558138754231743e-10,5.7812907065151184e-11
t31,4.108721598763359e-10,6.477710754541067e-10,7.503501122091535e-11
t32,3.1881086671469597e-10,1.098074596485328e-9,8.672386974143567e-11
t33,3.7473488949738105e-10,7.189538656615437e-10,6.511579888140983e-11
t34,3.1752491265792927e-10,4.265875144370612e-10,3.565383331508934e-11
t35,2.903358747626713e-10,3.4533320185173605e-10,2.8122064426775967e-11
t36,2.610978027149631e-10,3.367345963531398e-10,2.4756533435653716e-11
t37,2.1702251416660442e-10,3.195819663946053e-10,2.3890939604925457e-11
t38,1.9784035401346091e-10,3.3635240378974785e-10,2.3374111318280482e-11
t39,2.0656844754761355e-10,3.837295197202636e-10,2.3741405845258228e-11
t40,1.9688908259775587e-10,3.726315085995956e-10,2.679130777497184e-11
t41,5.721149082331409e-10,4.514594826807418e-10,3.702764760482771e-11
t42,3.319636400368303e-10,4.882549544262476e-10,9.272537346091359e-11
t43,3.1820198602355805e-10,4.962226803531594e-10,9.028971419837974e-11
t44,2.583448942595481e-10,4.055947947282881e-10,6.401849524150794e-11
t45,2.462431881697018e-10,3.6682577295327347e-10,5.762370950252604e-11
t46,2.161491216131556e-10,3.380030249525194e-10,5.1580338711412646e-11
t47,1.7787351784119583e-10,3.2056300926096287e-10,4.4717713151305086e-11
t48,1.7112408991002588e-10,2.883509118256777e-10,3.995652500401799e-11
t49,1.8409014038280472e-10,2.8811342944077263e-10,3.861587931833142e-11
t50,1.7759381172347875e-10,2.7109285178301037e-10,3.541161757496946e-11
t51,1.6780410441374095e-10,2.6955676486606737e-10,3.3528816607155275e-11
t52,1.7335503905362536e-10,2.7178699490497903e-10,3.308908187807122e-11
t53,1.812126345596917e-10,2.7523232420237383e-10,3.405416516000175e-11
t54,1.7971213110461538e-10,2.8159218940774824e-10,3.7271410712589057e-11
t55,2.021822181503171e-10,2.8309737815848487e-10,4.123416983274985e-11
t56,2.9323170537911986e-10,3.198458245593985e-10,4.610411617457211e-11
t57,2.432616776307472e-10,5.342393765998735e-10,4.6920863897606956e-11
t58,2.1113078187255145e-10,3.2832803519743036e-10,3.316608723575215e-11
t59,2.063592325710399e-10,3.27382031427745e-10,2.7815441002585407e-11
t60,2.151757098068016e-10,3.5023149525957686e-10,2.5040324007760464e-11
t61,1.895433039833206e-10,3.454181801976895e-10,2.5057296341908917e-11
t62,1.9225181461391288e-10,3.059779776082517e-10,2.4319307424652044e-11
t63,1.9526712991130388e-10,2.8778540774735286e-10,2.4476517309557705e-11
t64,1.8620124670799815e-10,2.9870645676811766e-10,2.6058430909087717e-11
t65,2.969816385633376e-10,3.537484560966965e-10,3.3359358227539886e-11
t66,2.3045704587962135e-10,3.769521477451129e-10,6.473151789815751e-11
t67,2.6132225526583574e-10,4.515838500979497e-10,7.73421347598325e-11
t68,2.5874417271878147e-10,4.2960305291182024e-10,7.719643198393681e-11
t69,2.4415406424454886e-10,4.2341197089360655e-10,6.972686714266344e-11
t70,2.1307527975363637e-10,3.910657224725712e-10,6.170532371413945e-11
t71,1.8786444522508604e-10,3.624071561872682e-10,5.399652273771155e-11
t72,1.7079981166701973e-10,3.0374401695625333e-10,4.6409371817792904e-11
t73,1.5703726640628536e-10,2.7629298454925966e-10,4.189531704519056e-11
t74,1.5323460011924387e-10,2.6506231247890754e-10,4.021370963467662e-11
t75,1.5571113211050878e-10,2.428915093822736e-10,4.10015650025532e-11
t76,1.618314389957406e-10,2.46275736819692e-10,4.2588408643137615e-11
t77,1.629337214164782e-10,2.608103172181769e-10,4.4604118771394045e-11
t78,1.745326137986406e-10,2.6442774367519107e-10,4.723303406199436e-11
t79,1.7768218266020974e-10,8.335050510065609e-10,7.269852568398533e-11
t80,2.066151167261628e-10,2.97104582811233e-10,5.963906763774193e-11
t81,2.476359417650835e-10,1.5380519839853423e-9,5.878187588134694e-11
t82,1.973309176300437e-10,3.2635173539091154e-10,4.1109646864360355e-11
t83,1.7243052479027896e-10,3.08418750788511e-10,3.1062316423573116e-11
t84,1.9154554448716615e-10,3.2791855526521816e-10,3.088192925210105e-11
t85,2.21827093630497e-10,3.2994494548712093e-10,2.986016057934502e-11
t86,2.1148670694077573e-10,3.149987614799825e-10,2.7568909721981716e-11
t87,1.9653551107095935e-10,2.915581331679253e-10,2.797394233847207e-11
t88,2.038885290428046e-10,3.1063845527063775e-10,3.094379720976895e-11
t89,2.509011239452017e-10,4.673659106836406e-10,4.064836441584114e-11
t90,4.0695647546422815e-10,1.0018610338268553e-9,9.150856989543398e-11
t91,4.527039476717725e-10,1.6258574565258096e-9,1.3505754124327534e-10
t92,5.154828542605656e-10,2.0367830380619944e-9,1.3642485554366223e-10
t93,3.937059848603977e-10,1.4832387929186176e-9,1.256017711171729e-10
t94,3.546083720406703e-10,1.2490004726684097e-9,1.0434234158785572e-10
t95,2.6737898567862455e-10,1.0057923586224377e-9,7.971678369422442e-11
t96,2.3286849642511826e-10,8.016604053894809e-10,6.374933097757885e-11
t97,1.2110366253551645e-10,1.8175264392738253e-10,3.0512783359246386e-11
t98,1.1881084355004332e-10,1.729194878706591e-10,2.3259404199049586e-11
t99,1.1832665466959305e-10,1.6971779056333627e-10,2.216270462713232e-11
t100,1.192187696482354e-10,1.7366075261321736e-10,2.0838038444351732e-11
t101,1.23178152488142e-10,1.6829654622845212e-10,1.997999272095039e-11
t102,1.1709498684006338e-10,8.306094196018519e-10,1.9636854754735623e-11
t103,7.802791433177072e-11,1.683648877720425e-10,2.6339267100523686e-11
t104,8.373500074520855e-11,1.5284998991496377e-10,1.7492601169883018e-11
t105,8.746285443929133e-11,1.5120853758046902e-10,2.059511526226652e-11
t106,8.599606632248493e-11,1.6561992920924366e-10,1.2909845672740813e-11
t107,8.836852562308678e-11,1.8904247682254647e-10,1.6580415215416317e-11
t108,9.331963971756804e-11,2.0363057872818155e-10,1.8209426583018844e-11
t109,9.817781735448689e-11,2.0978497757451702e-10,2.0639941160962934e-11
t110,1.0545592345192712e-10,2.8397664363661727e-10,2.257066948516165e-11
t111,1.0031118796640382e-10,2.2259268505899687e-10,2.404903467983764e-11
t112,1.0502280401373252e-10,2.403340213811506e-10,2.38324743613587e-11
t113,1.6607373736970885e-10,2.4073591109508597e-10,2.4263023782389008e-11
t114,1.843746425842783e-10,2.6261437429934616e-10,2.6229713205825577e-11
t115,1.6270543754627395e-10,3.639051923971845e-10,3.645909889268274e-11
t116,1.76354723209203e-10,1.2614886783470874e-9,4.854581313972876e-11
t117,1.7146416678959695e-10,4.694224847006345e-10,1.0490112987788934e-10
t118,1.7058806336696695e-10,2.4983449854385533e-10,4.898389045056843e-11
t119,2.082517132502059e-10,2.1142154494599512e-10,4.431507904513187e-11
t120,1.3433691204791516e-10,2.772117919106776e-10,3.817238112006975e-11
t121,1.1512334902538626e-10,2.6421527720253504e-10,3.141945017345867e-11
t122,1.1548861731746136e-10,2.4657937924749944e-10,3.1067164121852616e-11
t123,1.1294215004779474e-10,1.802359019573925e-10,4.3952494102525185e-11
t124,1.5504972008793224e-10,7.210351815214103e-10,3.3855798126232554e-11
t125,1.5617641206225107e-10,2.1136125791505426e-10,3.0178293853848834e-11
t126,2.0837702445573598e-10,2.608651125330368e-10,4.8831918931085506e-11
t127,1.552597490351145e-10,2.4911892942618254e-10,3.47258768796978e-11
t128,1.7656505708273008e-10,2.991746023094085e-10,3.564337955680208e-11
t129,1.7516371651617333e-10,1.0820354209024813e-9,2.994363817915098e-11
t130,2.2703945946432698e-10,1.2333550604242695e-9,3.1227278259397175e-11
t131,2.372058396429815e-10,1.2987175518425788e-9,3.789920438970387e-11
t132,2.0359253557453255e-10,1.4432185869196748e-9,4.07909568827561e-11
t133,1.8432576875755096e-10,3.1221622353455475e-10,3.3949491474422383e-11
t134,1.8103538244403323e-10,1.493116908006734e-9,3.0970072052784754e-11
t135,1.7226482169713455e-10,3.919856000771723e-10,3.855521421210552e-11
