period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,114148.15799906795,SWITCH,BASN,BASN_batteries_1,Battery,base_52_week_commit,all,MWh,2027
2027,4.792219309168978e-09,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_52_week_commit,all,MWh,2027
2027,70109.09639999793,SWITCH,BASN,BASN_biomass_1,Other,base_52_week_commit,all,MWh,2027
2027,178146.350038633,SWITCH,BASN,BASN_biomass_2,Other,base_52_week_commit,all,MWh,2027
2027,8470941.731037918,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_52_week_commit,all,MWh,2027
2027,2760331.581690733,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_52_week_commit,all,MWh,2027
2027,11621688.685016615,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_52_week_commit,all,MWh,2027
2027,2823807.888561508,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_52_week_commit,all,MWh,2027
2027,4035217.363129826,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_52_week_commit,all,MWh,2027
2027,1.4444985526287624e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week_commit,all,MWh,2027
2027,2.563898674794028e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week_commit,all,MWh,2027
2027,29833901.456579063,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,1.676854369792922e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,1.646104653635144e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,8748458.269638281,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,4.642231458830457e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,5.021782307870322e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,2.971078760330754e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,2.987663954535116e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,2.408738529349838e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,2.250342751804464e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,1.940272677942435e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_52_week_commit,all,MWh,2027
2027,1.964711201639384e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_52_week_commit,all,MWh,2027
2027,907530.3787077524,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week_commit,all,MWh,2027
2027,30882744.965992436,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week_commit,all,MWh,2027
2027,1.116938110775448e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week_commit,all,MWh,2027
2027,1.4441032731875464e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week_commit,all,MWh,2027
2027,2.358269684059583e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week_commit,all,MWh,2027
2027,8.654778080322425e-10,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_52_week_commit,all,MWh,2027
2027,8.336193822888428e-10,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week_commit,all,MWh,2027
