Time_Index,None,waste_biomass,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_uranium,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_coal,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs95,south_atlantic_naturalgas_ccs95,east_north_central_naturalgas_ccs95,west_south_central_naturalgas_ccs95,mountain_naturalgas_ccs95,west_north_central_naturalgas_ccs95,east_south_central_naturalgas_ccs95
1757,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1758,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1759,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1760,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1761,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1762,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1763,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1764,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1765,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1766,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1767,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1768,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1769,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1770,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1771,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1772,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1773,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1774,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1775,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1776,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1777,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1778,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1779,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1780,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1781,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1782,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1783,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1784,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1785,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1786,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1787,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1788,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1789,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1790,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1791,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1792,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1793,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1794,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1795,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1796,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1797,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1798,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1799,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1800,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1801,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1802,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1803,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1804,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1805,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1806,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1807,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1808,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1809,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1810,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1811,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1812,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1813,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1814,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1815,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1816,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1817,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1818,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1819,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1820,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1821,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1822,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1823,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1824,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1825,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1826,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1827,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
1828,0.0,1.0,1.37,4.2,21.2,4.05,0.71,20.18,1.85,2.24,3.97,0.71,20.49,0.0,3.52,0.71,18.38,1.84,3.27,0.71,16.31,1.79,3.55,0.71,17.82,3.01,22.22,0.71,1.84,1.53,3.81,0.71,16.37,1.73,3.72,0.71,17.81,0.71,16.0,4.05,3.97,3.27,3.55,4.2,3.81,3.72
