region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5132208206876372e6,0.0,0.0,0.0,349040.6681566735,0.00010013591415052164,0.0,0.0,1.5132208206876372e6,5.6797387599999994e7,-5.528416677931236e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.765434205420076e6,0.0,0.0,0.0,456770.7827036228,255586.25893859065,0.0,0.0,3.765434205420076e6,1.295391149e8,-1.2577368069457993e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61356.007006439904,0.0,0.0,0.0,8612.162496959476,4060.1407555816854,0.0,0.0,61356.007006439904,3.3676233e6,-3.30626729299356e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4706747108574784e6,0.0,0.0,0.0,206421.09196665877,107516.91407828468,0.0,0.0,1.4706747108574784e6,4.30715296e7,-4.160085488914252e7
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297634.73354597075,0.0,0.0,0.0,37388.22244913194,19695.205229266187,0.0,0.0,297634.73354597075,1.4608994600000001e7,-1.4311359866454031e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867454.4082419157,0.0,0.0,0.0,92400.97964497586,-1.7715720243045004e-6,0.0,0.0,867454.4082419157,3.0430972e7,-2.9563517591758084e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2370216993708336e6,0.0,0.0,0.0,217236.57995064117,-2.3393570501683214e-6,0.0,0.0,1.2370216993708336e6,8.02164678e7,-7.897944610062917e7
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.8948273999257565e7,0.0,0.0,7.573545150070127e6,0.0,0.0,0.3064961771945865,0.0,0.0,1.2686255157432645e6,0.0,0.0,0.0,331086.03117018833,0.0,0.0,0.0,1.2686255157432645e6,4.6521819455823876e7,-4.525319394008061e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,6.940971309955695e7,0.0,0.0,1.7448511781763727,11.695110656116311,0.0,1.7636779260186126,0.0,0.0,0.13444894810703237,0.0,0.0,0.0,2.813399770383442e6,0.0,0.0,0.0,0.13444894810703237,6.94097283031967e7,-6.940972816874775e7
