model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-current-policies,MWh,336139
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-current-policies,MWh,517025
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-current-policies,MWh,739311
USENSYS,BASN,BASN_battery_moderate_0,Battery,2035,full-current-policies,MWh,4
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,full-current-policies,MWh,3284149
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,full-current-policies,MWh,3159775
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,full-current-policies,MWh,3092404
USENSYS,BASN,BASN_biomass_1,Other,2027,full-current-policies,MWh,64370
USENSYS,BASN,BASN_biomass_1,Other,2030,full-current-policies,MWh,54730
USENSYS,BASN,BASN_biomass_1,Other,2035,full-current-policies,MWh,51533
USENSYS,BASN,BASN_biomass_1,Other,2040,full-current-policies,MWh,49006
USENSYS,BASN,BASN_biomass_1,Other,2045,full-current-policies,MWh,52836
USENSYS,BASN,BASN_biomass_1,Other,2050,full-current-policies,MWh,36802
USENSYS,BASN,BASN_biomass_2,Other,2027,full-current-policies,MWh,182490
USENSYS,BASN,BASN_biomass_2,Other,2030,full-current-policies,MWh,172728
USENSYS,BASN,BASN_biomass_2,Other,2035,full-current-policies,MWh,125836
USENSYS,BASN,BASN_biomass_2,Other,2040,full-current-policies,MWh,117997
USENSYS,BASN,BASN_biomass_2,Other,2045,full-current-policies,MWh,138968
USENSYS,BASN,BASN_biomass_2,Other,2050,full-current-policies,MWh,99881
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,full-current-policies,MWh,8470954
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,full-current-policies,MWh,8423783
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2035,full-current-policies,MWh,8215599
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,full-current-policies,MWh,5505774
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2045,full-current-policies,MWh,5289586
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,full-current-policies,MWh,4785403
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2027,full-current-policies,MWh,9771998
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2030,full-current-policies,MWh,8718607
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2035,full-current-policies,MWh,8236057
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,full-current-policies,MWh,4818850
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2045,full-current-policies,MWh,5849421
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,full-current-policies,MWh,6008828
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2027,full-current-policies,MWh,15458216
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2030,full-current-policies,MWh,14020166
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2035,full-current-policies,MWh,13073508
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,full-current-policies,MWh,9173929
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2045,full-current-policies,MWh,3824567
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2027,full-current-policies,MWh,2824359
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,full-current-policies,MWh,3872685
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2035,full-current-policies,MWh,4679511
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,full-current-policies,MWh,4541821
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2045,full-current-policies,MWh,4493803
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,full-current-policies,MWh,4552660
USENSYS,BASN,BASN_geothermal_1,Geothermal,2027,full-current-policies,MWh,4036032
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,full-current-policies,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2035,full-current-policies,MWh,3616704
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,full-current-policies,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2045,full-current-policies,MWh,1327872
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,full-current-policies,MWh,489216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,full-current-policies,MWh,11397791
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2030,full-current-policies,MWh,29834726
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2035,full-current-policies,MWh,29834726
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2040,full-current-policies,MWh,29834726
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2045,full-current-policies,MWh,29834015
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2050,full-current-policies,MWh,29834726
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2027,full-current-policies,MWh,30753565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2030,full-current-policies,MWh,30753565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2035,full-current-policies,MWh,30753565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2040,full-current-policies,MWh,30753565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2045,full-current-policies,MWh,30753197
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2050,full-current-policies,MWh,30753555
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2040,full-current-policies,MWh,14077824
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2045,full-current-policies,MWh,14076669
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2050,full-current-policies,MWh,14076669
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2027,full-current-policies,MWh,373653
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2030,full-current-policies,MWh,322210
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2035,full-current-policies,MWh,1115685
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2040,full-current-policies,MWh,773758
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2045,full-current-policies,MWh,456056
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2050,full-current-policies,MWh,263316
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2027,full-current-policies,MWh,16464809
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2030,full-current-policies,MWh,13770458
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2035,full-current-policies,MWh,22603954
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2040,full-current-policies,MWh,13784555
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2045,full-current-policies,MWh,8061495
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2050,full-current-policies,MWh,5339596
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2035,full-current-policies,MWh,79126
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,full-current-policies,MWh,176077
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2045,full-current-policies,MWh,95495
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,full-current-policies,MWh,84103
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2035,full-current-policies,MWh,23372
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2040,full-current-policies,MWh,34944
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2045,full-current-policies,MWh,22245
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2050,full-current-policies,MWh,17700
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2035,full-current-policies,MWh,52509
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2040,full-current-policies,MWh,65842
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2045,full-current-policies,MWh,40626
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2050,full-current-policies,MWh,30553
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,2035,full-current-policies,MWh,5580
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,2040,full-current-policies,MWh,4006
USENSYS,BASN,BASN_naturalgas_hframe_cc_moderate_0,BASN_naturalgas_hframe_cc_moderate_0,2040,full-current-policies,MWh,7360378
USENSYS,BASN,BASN_naturalgas_hframe_cc_moderate_0,BASN_naturalgas_hframe_cc_moderate_0,2045,full-current-policies,MWh,43711622
USENSYS,BASN,BASN_naturalgas_hframe_cc_moderate_0,BASN_naturalgas_hframe_cc_moderate_0,2050,full-current-policies,MWh,61582202
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2027,full-current-policies,MWh,3989945
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2030,full-current-policies,MWh,3989945
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2035,full-current-policies,MWh,3969319
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2040,full-current-policies,MWh,2857700
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2045,full-current-policies,MWh,1147427
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2050,full-current-policies,MWh,1022017
USENSYS,BASN,BASN_petroleum_liquids_1,Other,2035,full-current-policies,MWh,78
USENSYS,BASN,BASN_petroleum_liquids_1,Other,2040,full-current-policies,MWh,253
USENSYS,BASN,BASN_petroleum_liquids_1,Other,2045,full-current-policies,MWh,216
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2027,full-current-policies,MWh,1511328
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2030,full-current-policies,MWh,1511328
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2035,full-current-policies,MWh,1511328
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2040,full-current-policies,MWh,1415232
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2045,full-current-policies,MWh,1397760
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2050,full-current-policies,MWh,1240512
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2027,full-current-policies,MWh,19972200
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2030,full-current-policies,MWh,19972200
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2035,full-current-policies,MWh,19972200
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2040,full-current-policies,MWh,19792098
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2045,full-current-policies,MWh,17624591
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2050,full-current-policies,MWh,10657907
USENSYS,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,2035,full-current-policies,MWh,1057884
USENSYS,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,2040,full-current-policies,MWh,23448315
USENSYS,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,2045,full-current-policies,MWh,27996335
USENSYS,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,2050,full-current-policies,MWh,29740373
USENSYS,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,2035,full-current-policies,MWh,22915492
USENSYS,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,2040,full-current-policies,MWh,22915506
USENSYS,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,2045,full-current-policies,MWh,22915224
USENSYS,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,2050,full-current-policies,MWh,22915495
USENSYS,BASN,BASN_utilitypv_class1_moderate_4_anyQual_0,Solar,2050,full-current-policies,MWh,9323617
USENSYS,CANO,CANO_batteries_1,Battery,2027,full-current-policies,MWh,823207
USENSYS,CANO,CANO_batteries_1,Battery,2030,full-current-policies,MWh,1818621
USENSYS,CANO,CANO_batteries_1,Battery,2035,full-current-policies,MWh,3438632
USENSYS,CANO,CANO_battery_moderate_0,Battery,2040,full-current-policies,MWh,6125
USENSYS,CANO,CANO_battery_moderate_0,Battery,2045,full-current-policies,MWh,5727
USENSYS,CANO,CANO_battery_moderate_0,Battery,2050,full-current-policies,MWh,5845
USENSYS,CANO,CANO_biomass_1,Other,2027,full-current-policies,MWh,1294293
USENSYS,CANO,CANO_biomass_1,Other,2030,full-current-policies,MWh,1161026
USENSYS,CANO,CANO_biomass_1,Other,2035,full-current-policies,MWh,1085445
USENSYS,CANO,CANO_biomass_1,Other,2040,full-current-policies,MWh,177145
USENSYS,CANO,CANO_biomass_1,Other,2045,full-current-policies,MWh,172630
USENSYS,CANO,CANO_biomass_1,Other,2050,full-current-policies,MWh,155204
USENSYS,CANO,CANO_biomass_2,Other,2027,full-current-policies,MWh,619475
USENSYS,CANO,CANO_biomass_2,Other,2030,full-current-policies,MWh,602519
USENSYS,CANO,CANO_biomass_2,Other,2035,full-current-policies,MWh,493500
USENSYS,CANO,CANO_biomass_2,Other,2040,full-current-policies,MWh,280370
