region,marginal_price,total_demand
BASN,53.70685188683388,177158138.0
CASO,55.95580342249973,158791938.0
CANO,57.92505644134988,245898072.0
FRCC,56.801309009380844,334048179.0
ISNE,63.59884840171471,210413923.0
MISC,49.2700136897328,264171318.0
MISE,54.01365450137409,137137308.0
MISS,50.57483248244771,242486982.0
MISW,47.40181738730407,324181570.0
NWPP,54.355026979747244,300529644.0
NYCW,71.03577249933521,106442119.0
NYUP,55.52109359178645,92400602.0
PJMC,51.49223371025803,152682741.0
PJMD,61.885645294287905,145712440.0
PJME,62.15865964115441,389826566.0
PJMW,53.088648729469504,412215498.0
RMRG,45.3444827051974,150676430.0
SPPC,46.211719262268076,108907378.0
SPPN,44.90830387559857,74985567.0
SPPS,44.00703068165757,177543457.0
SRCA,56.89444116867428,287884867.0
SRCE,51.60011805665377,285639456.0
SRSE,56.36789435197966,333542368.0
SRSG,52.0936899614736,204888767.0
TRE,45.735780037440776,555402906.0
TREW,41.38439020305141,26667903.0
