model,line,line_name,planning_year,case,unit,start_value,end_value
TEMOA,1,BASN_to_CANO,2027,current_policies_52_week,MW,100,100.382
TEMOA,2,BASN_to_CASO,2027,current_policies_52_week,MW,5920,5920.41
TEMOA,3,BASN_to_NWPP,2027,current_policies_52_week,MW,3350,3350.23
TEMOA,4,BASN_to_RMRG,2027,current_policies_52_week,MW,3750,3750.9
TEMOA,5,BASN_to_SRSG,2027,current_policies_52_week,MW,5385,5385.38
TEMOA,6,CANO_to_CASO,2027,current_policies_52_week,MW,3675,3675.59
TEMOA,7,CANO_to_NWPP,2027,current_policies_52_week,MW,3675,3675.38
TEMOA,8,CASO_to_NWPP,2027,current_policies_52_week,MW,2858,2858.34
TEMOA,9,CASO_to_SRSG,2027,current_policies_52_week,MW,4354,4354.87
TEMOA,10,FRCC_to_SRSE,2027,current_policies_52_week,MW,3600,3600.42
TEMOA,11,ISNE_to_NYCW,2027,current_policies_52_week,MW,760,760.715
TEMOA,12,ISNE_to_NYUP,2027,current_policies_52_week,MW,1400,1997.69
TEMOA,14,MISC_to_MISS,2027,current_policies_52_week,MW,1039,1039.58
TEMOA,15,MISC_to_MISW,2027,current_policies_52_week,MW,1655,1655.64
TEMOA,16,MISC_to_PJMC,2027,current_policies_52_week,MW,5244,5245.21
TEMOA,17,MISC_to_PJMW,2027,current_policies_52_week,MW,5441,5441.68
TEMOA,18,MISC_to_SPPC,2027,current_policies_52_week,MW,1430,1431.81
TEMOA,20,MISC_to_SPPS,2027,current_policies_52_week,MW,1172,1172.99
TEMOA,21,MISC_to_SRCE,2027,current_policies_52_week,MW,3745,3745.65
TEMOA,23,MISE_to_PJMW,2027,current_policies_52_week,MW,2662,2662.88
TEMOA,25,MISS_to_SPPS,2027,current_policies_52_week,MW,1697,1703.51
TEMOA,26,MISS_to_SRCE,2027,current_policies_52_week,MW,4092,4092.69
TEMOA,27,MISS_to_SRSE,2027,current_policies_52_week,MW,891,891.684
TEMOA,28,MISW_to_NWPP,2027,current_policies_52_week,MW,200,200.359
