model,line,line_name,planning_year,case,unit,value
TEMOA,12,ISNE_to_NYUP,2027,current_policies_52_week,MW,508.481
TEMOA,33,NYCW_to_NYUP,2027,current_policies_52_week,MW,3601.44
TEMOA,34,NYCW_to_PJME,2027,current_policies_52_week,MW,362.245
TEMOA,44,RMRG_to_SPPN,2027,current_policies_52_week,MW,355.856
TEMOA,46,SPPC_to_SPPN,2027,current_policies_52_week,MW,252.024
TEMOA,50,SPPS_to_TRE,2027,current_policies_52_week,MW,22.6738
TEMOA,51,SPPS_to_TREW,2027,current_policies_52_week,MW,567.439
TEMOA,12,ISNE_to_NYUP,2030,current_policies_52_week,MW,2911.39
TEMOA,25,MISS_to_SPPS,2030,current_policies_52_week,MW,3849.26
TEMOA,34,NYCW_to_PJME,2030,current_policies_52_week,MW,1056.61
TEMOA,35,NYUP_to_PJME,2030,current_policies_52_week,MW,3753.6
TEMOA,43,RMRG_to_SPPC,2030,current_policies_52_week,MW,358.218
TEMOA,44,RMRG_to_SPPN,2030,current_policies_52_week,MW,1165.1
TEMOA,46,SPPC_to_SPPN,2030,current_policies_52_week,MW,535.02
TEMOA,48,SPPN_to_SPPS,2030,current_policies_52_week,MW,309.867
TEMOA,49,SPPS_to_SRSG,2030,current_policies_52_week,MW,26.4089
TEMOA,50,SPPS_to_TRE,2030,current_policies_52_week,MW,781.527
TEMOA,51,SPPS_to_TREW,2030,current_policies_52_week,MW,1152.94
TEMOA,12,ISNE_to_NYUP,2035,current_policies_52_week,MW,343.732
TEMOA,13,MISC_to_MISE,2035,current_policies_52_week,MW,29.441
TEMOA,14,MISC_to_MISS,2035,current_policies_52_week,MW,10.1827
TEMOA,16,MISC_to_PJMC,2035,current_policies_52_week,MW,11.0082
TEMOA,18,MISC_to_SPPC,2035,current_policies_52_week,MW,3135.47
TEMOA,19,MISC_to_SPPN,2035,current_policies_52_week,MW,105.264
TEMOA,20,MISC_to_SPPS,2035,current_policies_52_week,MW,1281.92
TEMOA,22,MISE_to_MISW,2035,current_policies_52_week,MW,446.74
TEMOA,24,MISS_to_SPPC,2035,current_policies_52_week,MW,916.839
TEMOA,25,MISS_to_SPPS,2035,current_policies_52_week,MW,2235.59
