model,zone,planning_year,case,unit,value
TEMOA,BASN,2027,current_policies_52_week,tons,3.13079e+07
TEMOA,BASN,2030,current_policies_52_week,tons,2.88663e+07
TEMOA,BASN,2035,current_policies_52_week,tons,3.09017e+07
TEMOA,BASN,2040,current_policies_52_week,tons,2.31772e+07
TEMOA,BASN,2045,current_policies_52_week,tons,2.91895e+07
TEMOA,BASN,2050,current_policies_52_week,tons,2.88563e+07
TEMOA,CANO,2027,current_policies_52_week,tons,1.76771e+07
TEMOA,CANO,2030,current_policies_52_week,tons,1.49499e+07
TEMOA,CANO,2035,current_policies_52_week,tons,1.95447e+07
TEMOA,CANO,2040,current_policies_52_week,tons,1.5098e+07
TEMOA,CANO,2045,current_policies_52_week,tons,2.00596e+07
TEMOA,CANO,2050,current_policies_52_week,tons,2.07217e+07
TEMOA,CASO,2027,current_policies_52_week,tons,1.54658e+07
TEMOA,CASO,2030,current_policies_52_week,tons,1.30368e+07
TEMOA,CASO,2035,current_policies_52_week,tons,1.79674e+07
TEMOA,CASO,2040,current_policies_52_week,tons,2.50826e+07
TEMOA,CASO,2045,current_policies_52_week,tons,4.10391e+07
TEMOA,CASO,2050,current_policies_52_week,tons,4.7741e+07
TEMOA,FRCC,2027,current_policies_52_week,tons,8.86838e+07
TEMOA,FRCC,2030,current_policies_52_week,tons,8.31609e+07
TEMOA,FRCC,2035,current_policies_52_week,tons,7.37998e+07
TEMOA,FRCC,2040,current_policies_52_week,tons,7.199e+07
TEMOA,FRCC,2045,current_policies_52_week,tons,8.1514e+07
TEMOA,FRCC,2050,current_policies_52_week,tons,7.75268e+07
TEMOA,ISNE,2027,current_policies_52_week,tons,1.62582e+07
TEMOA,ISNE,2030,current_policies_52_week,tons,1.07404e+07
TEMOA,ISNE,2035,current_policies_52_week,tons,1.46777e+07
TEMOA,ISNE,2040,current_policies_52_week,tons,1.7954e+07
TEMOA,ISNE,2045,current_policies_52_week,tons,1.96475e+07
TEMOA,ISNE,2050,current_policies_52_week,tons,1.6637e+07
TEMOA,MISC,2027,current_policies_52_week,tons,8.58271e+07
TEMOA,MISC,2030,current_policies_52_week,tons,8.31803e+07
TEMOA,MISC,2035,current_policies_52_week,tons,7.24228e+07
TEMOA,MISC,2040,current_policies_52_week,tons,5.44648e+07
TEMOA,MISC,2045,current_policies_52_week,tons,7.05005e+07
TEMOA,MISC,2050,current_policies_52_week,tons,7.39274e+07
TEMOA,MISE,2027,current_policies_52_week,tons,4.43684e+07
TEMOA,MISE,2030,current_policies_52_week,tons,3.67008e+07
TEMOA,MISE,2035,current_policies_52_week,tons,3.33932e+07
TEMOA,MISE,2040,current_policies_52_week,tons,1.99486e+07
TEMOA,MISE,2045,current_policies_52_week,tons,2.51306e+07
TEMOA,MISE,2050,current_policies_52_week,tons,2.82617e+07
TEMOA,MISS,2027,current_policies_52_week,tons,6.90313e+07
TEMOA,MISS,2030,current_policies_52_week,tons,6.29846e+07
TEMOA,MISS,2035,current_policies_52_week,tons,6.11953e+07
TEMOA,MISS,2040,current_policies_52_week,tons,6.19783e+07
TEMOA,MISS,2045,current_policies_52_week,tons,6.71377e+07
TEMOA,MISS,2050,current_policies_52_week,tons,4.36638e+07
TEMOA,MISW,2027,current_policies_52_week,tons,6.36198e+07
TEMOA,MISW,2030,current_policies_52_week,tons,6.73501e+07
TEMOA,MISW,2035,current_policies_52_week,tons,6.25332e+07
TEMOA,MISW,2040,current_policies_52_week,tons,6.3855e+07
TEMOA,MISW,2045,current_policies_52_week,tons,6.57027e+07
TEMOA,MISW,2050,current_policies_52_week,tons,7.18306e+07
TEMOA,NWPP,2027,current_policies_52_week,tons,2.08479e+07
TEMOA,NWPP,2030,current_policies_52_week,tons,1.8866e+07
TEMOA,NWPP,2035,current_policies_52_week,tons,1.92857e+07
TEMOA,NWPP,2040,current_policies_52_week,tons,2.87326e+07
TEMOA,NWPP,2045,current_policies_52_week,tons,4.68684e+07
TEMOA,NWPP,2050,current_policies_52_week,tons,5.21958e+07
TEMOA,NYCW,2027,current_policies_52_week,tons,6.17659e+06
TEMOA,NYCW,2030,current_policies_52_week,tons,4.94335e+06
TEMOA,NYCW,2035,current_policies_52_week,tons,1.00657e+07
TEMOA,NYCW,2040,current_policies_52_week,tons,9.93128e+06
TEMOA,NYCW,2045,current_policies_52_week,tons,1.14421e+07
TEMOA,NYCW,2050,current_policies_52_week,tons,1.15053e+07
TEMOA,NYUP,2027,current_policies_52_week,tons,8.30074e+06
TEMOA,NYUP,2030,current_policies_52_week,tons,7.73292e+06
TEMOA,NYUP,2035,current_policies_52_week,tons,6.80553e+06
TEMOA,NYUP,2040,current_policies_52_week,tons,5.54584e+06
TEMOA,NYUP,2045,current_policies_52_week,tons,4.86547e+06
TEMOA,NYUP,2050,current_policies_52_week,tons,4.72811e+06
TEMOA,PJMC,2027,current_policies_52_week,tons,7.32903e+06
TEMOA,PJMC,2030,current_policies_52_week,tons,1.19807e+07
TEMOA,PJMC,2035,current_policies_52_week,tons,1.49199e+07
TEMOA,PJMC,2040,current_policies_52_week,tons,7.30674e+06
TEMOA,PJMC,2045,current_policies_52_week,tons,6.58277e+06
TEMOA,PJMC,2050,current_policies_52_week,tons,7.6787e+06
TEMOA,PJMD,2027,current_policies_52_week,tons,4.36021e+06
TEMOA,PJMD,2030,current_policies_52_week,tons,4.50933e+06
TEMOA,PJMD,2035,current_policies_52_week,tons,5.57021e+06
TEMOA,PJMD,2040,current_policies_52_week,tons,5.57701e+06
TEMOA,PJMD,2045,current_policies_52_week,tons,2.93345e+06
TEMOA,PJMD,2050,current_policies_52_week,tons,2.10429e+06
TEMOA,PJME,2027,current_policies_52_week,tons,9.78229e+07
TEMOA,PJME,2030,current_policies_52_week,tons,8.8429e+07
TEMOA,PJME,2035,current_policies_52_week,tons,7.92562e+07
TEMOA,PJME,2040,current_policies_52_week,tons,7.36572e+07
TEMOA,PJME,2045,current_policies_52_week,tons,7.74794e+07
TEMOA,PJME,2050,current_policies_52_week,tons,8.13897e+07
TEMOA,PJMW,2027,current_policies_52_week,tons,1.93524e+08
TEMOA,PJMW,2030,current_policies_52_week,tons,1.74715e+08
TEMOA,PJMW,2035,current_policies_52_week,tons,1.41222e+08
TEMOA,PJMW,2040,current_policies_52_week,tons,7.88543e+07
TEMOA,PJMW,2045,current_policies_52_week,tons,9.25877e+07
TEMOA,PJMW,2050,current_policies_52_week,tons,9.49603e+07
TEMOA,RMRG,2027,current_policies_52_week,tons,4.47125e+07
TEMOA,RMRG,2030,current_policies_52_week,tons,3.52631e+07
TEMOA,RMRG,2035,current_policies_52_week,tons,3.9769e+07
