Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.0,648.0838389545737,382.1798475735708,759.9992129959828,460.8117566715113,999.9999464068272,193.3401582596693,-569.3233812940608,0.0004632346991509887,1442.3334435321992,1509.9999328481313,0.0006574034480699589,3122.480078152526,967.3372162889168,0.0004211049073968917,-0.0003319766903722136,599.9999431151076
t2,0.0,587.4751804940564,986.9385646563189,759.9991836841689,482.7886794194392,999.9999085776262,261.3623797995411,-555.8934761269863,0.00042890959964058686,1609.3851400715923,1509.9998587228267,0.0007158519332981471,2996.483940524427,843.5031276130404,0.00036643460266588926,-0.0002680746324200313,599.9998195119518
t3,0.0,543.7141914211692,1133.7951977693617,759.9992315561279,466.6031222734299,999.9998331321194,262.96302474426534,-590.6353739721022,0.0004125067641064615,1716.8050815115184,1509.999588562442,0.0008953657113999018,2641.3090586639996,769.5466852135545,0.0003785929788006723,-0.0003074143130359871,599.9991162118889
t4,0.0,1163.0734112244452,1199.9975159235353,759.999192333987,523.3291489464729,999.9998669532844,319.0341864456211,-615.4016217244863,7.479036757228162e-5,1792.1508184176112,1509.9997014690528,167.7007621094504,2095.1259117199666,725.142830603819,0.0003340559260190517,-0.00043677118682991544,599.9994516095256
t5,0.0,1599.9999483637546,1199.9999069588682,759.9999565392187,576.2172466831934,999.9998915007434,398.9825233083112,-593.3817623360633,105.54361885806188,1779.269192048491,1509.999821284209,0.00014950596531294012,872.3272991977543,1739.2808168516476,0.0003048606193374112,1019.5642079144942,599.9991844773144
t6,0.0,651.2731156137945,448.66484659813955,480.37824432332997,259.83776292454786,999.9999875524126,89.71664356518095,-1813.187714679104,400.23675947798444,1683.6524251717783,1509.999985262315,1434.8662951617093,980.6430468740012,2178.7694925587925,127.18286308780108,1319.9999850896918,599.9988457559838
t7,0.0,-1599.9999850514846,-1199.9999417762438,-345.36905892383936,1456.6122751261262,999.9999878289127,2313.3240914921344,-3113.241093167259,1643.6595761687017,3110.2271190023475,1509.999986399914,2139.5885249664498,1032.4849353333195,2579.999977080808,349.99998346923763,1319.9999810689967,-599.9999652056966
t8,0.0,-1599.9999854134924,-1199.99994252973,-283.22653579563746,1305.1432194971323,999.9999889689498,2216.003528319688,-3199.99974674668,1501.957520385841,2986.902056211279,1509.999987394514,1991.6389619604834,665.6910694849491,2579.999977941052,349.99998450205544,1319.9999800509925,-599.9999722238257
t9,0.0,-1599.9999849192825,-1199.9999419891628,-172.28069058938328,1389.035681414768,999.9999889817126,2434.349515814899,-3199.999894269007,1483.804444960864,3010.7918683032517,1509.9999874772777,2180.7325579244152,761.8738888753116,2579.9999776502846,349.99998486273284,1319.9999825478585,-599.9999676190496
t10,0.0,-1502.1862266991925,-1100.940082180749,156.77712275287442,1424.4614520572652,999.99998908204,2599.999985702415,-3199.9999865208315,1459.2000094936166,3151.2920917662705,1509.99995975795,3021.8088992383814,1868.3048784708144,2480.2158140815095,270.3627500048723,1319.9999821077463,-599.9999871301194
