model,line,line_name,planning_year,case,unit,value
TEMOA,4,BASN_to_RMRG,2027,current_policies_20_week_foresight,MW,12.2864
TEMOA,12,ISNE_to_NYUP,2027,current_policies_20_week_foresight,MW,1020.83
TEMOA,13,MISC_to_MISE,2027,current_policies_20_week_foresight,MW,13.6651
TEMOA,18,MISC_to_SPPC,2027,current_policies_20_week_foresight,MW,39.3571
TEMOA,19,MISC_to_SPPN,2027,current_policies_20_week_foresight,MW,23.1053
TEMOA,20,MISC_to_SPPS,2027,current_policies_20_week_foresight,MW,21.4715
TEMOA,22,MISE_to_MISW,2027,current_policies_20_week_foresight,MW,11.0725
TEMOA,24,MISS_to_SPPC,2027,current_policies_20_week_foresight,MW,44.393
TEMOA,25,MISS_to_SPPS,2027,current_policies_20_week_foresight,MW,73.5979
TEMOA,27,MISS_to_SRSE,2027,current_policies_20_week_foresight,MW,15.6029
TEMOA,29,MISW_to_PJMC,2027,current_policies_20_week_foresight,MW,23.4434
TEMOA,32,NWPP_to_RMRG,2027,current_policies_20_week_foresight,MW,12.5183
TEMOA,33,NYCW_to_NYUP,2027,current_policies_20_week_foresight,MW,2416.35
TEMOA,34,NYCW_to_PJME,2027,current_policies_20_week_foresight,MW,147.689
TEMOA,35,NYUP_to_PJME,2027,current_policies_20_week_foresight,MW,1074.83
TEMOA,36,PJMC_to_PJMW,2027,current_policies_20_week_foresight,MW,28.742
TEMOA,37,PJMD_to_PJME,2027,current_policies_20_week_foresight,MW,119.421
TEMOA,39,PJMD_to_SRCA,2027,current_policies_20_week_foresight,MW,10.8773
TEMOA,40,PJME_to_PJMW,2027,current_policies_20_week_foresight,MW,10.5952
TEMOA,43,RMRG_to_SPPC,2027,current_policies_20_week_foresight,MW,86.1096
TEMOA,44,RMRG_to_SPPN,2027,current_policies_20_week_foresight,MW,161.914
TEMOA,45,RMRG_to_SRSG,2027,current_policies_20_week_foresight,MW,28.9666
TEMOA,46,SPPC_to_SPPN,2027,current_policies_20_week_foresight,MW,121.228
TEMOA,47,SPPC_to_SPPS,2027,current_policies_20_week_foresight,MW,35.8265
TEMOA,48,SPPN_to_SPPS,2027,current_policies_20_week_foresight,MW,73.1168
TEMOA,49,SPPS_to_SRSG,2027,current_policies_20_week_foresight,MW,45.1522
TEMOA,50,SPPS_to_TRE,2027,current_policies_20_week_foresight,MW,106.422
TEMOA,51,SPPS_to_TREW,2027,current_policies_20_week_foresight,MW,388.323
TEMOA,55,TRE_to_TREW,2027,current_policies_20_week_foresight,MW,10.2828
TEMOA,57,SRSG_to_TRE,2027,current_policies_20_week_foresight,MW,14.9027
TEMOA,4,BASN_to_RMRG,2030,current_policies_20_week_foresight,MW,19.0733
TEMOA,9,CASO_to_SRSG,2030,current_policies_20_week_foresight,MW,10.2055
