Constraint,CapRes_1,CapRes_2,CapRes_3
t1,2.7018762412415697e-11,7.843770994183705e-11,8.682327881921702e-12
t2,2.3462417745411985e-11,5.091340068270085e-11,8.095196834973277e-12
t3,2.058845173482547e-11,5.721066542155552e-11,8.503001236439213e-12
t4,1.859965983785033e-11,4.777878892776946e-11,9.034616773403813e-12
t5,2.104181048600452e-11,5.738373108512296e-11,1.0201044681142602e-11
t6,2.4191723976642962e-11,7.4745171248912e-11,1.1703260097912943e-11
t7,3.088576303417085e-11,7.883844254336202e-11,1.5011686644886335e-11
t8,3.762759053701055e-11,1.0311515841368997e-10,2.011446166351973e-11
t9,5.313852253661924e-11,6.768743741751814e-10,2.494323345209084e-11
t10,3.7271874360136596e-11,2.425339958844245e-10,1.1349195957795816e-11
t11,3.886343500775194e-11,1.8240442771584736e-10,1.0811615852589849e-11
t12,4.088259453615114e-11,3.339680812930861e-10,8.80735312245503e-12
t13,3.631440284465476e-11,3.2345426781482746e-10,7.192985312085822e-12
t14,3.157513593582541e-11,2.3408764366826813e-10,7.340737958809052e-12
t15,3.3683183375966916e-11,1.505033177211952e-10,8.106314414689356e-12
t16,2.999543254998168e-11,1.0822671229077017e-10,9.105463508189737e-12
t17,3.500907810260494e-11,2.1810341466916422e-10,1.0682548081554712e-11
t18,6.657690776048378e-11,1.6001650157408472e-9,1.1555226376095679e-10
t19,6.201161980978933e-11,1.870223375560405e-9,7.195944555515958e-11
t20,4.7043472093606564e-11,2.80501399664353e-10,2.524954399915893e-11
t21,3.96900761016599e-11,8.005956589455175e-10,1.9554277342564278e-11
t22,4.1397401793148767e-11,5.304950112533383e-10,2.2749738931441872e-11
t23,3.4572827031825554e-11,9.164350515587649e-11,1.1666263041051385e-11
t24,2.9105616705778364e-11,7.57212390863665e-11,2.569359677370767e-11
t25,4.045612438102259e-11,6.139797315669264e-11,2.5822695083673538e-11
t26,2.4716128907071303e-11,5.022519954065883e-11,8.815487865886452e-12
t27,2.5189295179796287e-11,5.316628171992524e-11,7.866730114530237e-12
t28,2.533730930254373e-11,5.566343437136168e-11,8.161991682814943e-12
t29,2.6784447940596563e-11,5.8081125617567596e-11,8.635729339264285e-12
t30,3.297052116756866e-11,5.97402211705834e-11,1.0768814271253647e-11
t31,3.5552835192321035e-11,8.18746620160599e-11,1.563408411237947e-11
t32,3.5226482799642506e-11,1.431350426530028e-10,2.0106913052792764e-11
t33,3.957849133625437e-11,1.5646256115663158e-10,1.2884697642254855e-11
t34,3.84898576410858e-11,5.305414075363078e-11,5.414960440408486e-12
t35,3.188026689805235e-11,3.609440636723598e-11,5.328484629867803e-12
t36,2.990130875953715e-11,4.0950690784485235e-11,5.129057493678153e-12
t37,2.6773458290542002e-11,4.109040479089028e-11,4.71009485920027e-12
t38,2.411513158637309e-11,4.527924419734856e-11,4.459135404259401e-12
t39,2.5786893931685172e-11,6.401620399817228e-11,4.625045484186816e-12
t40,2.395189820250779e-11,4.992566614915684e-11,4.884811191452169e-12
t41,3.3244856212155676e-11,1.6252525720709457e-10,5.09654498297544e-12
t42,3.5335185371260285e-11,4.1249445695725035e-10,1.3300295917267683e-11
t43,3.565411836574661e-11,3.541505515686218e-10,1.2118872611896435e-11
t44,2.7698796537128036e-11,1.3221905421261033e-10,8.69556697013223e-12
t45,2.5984945841200392e-11,1.4260323305690563e-10,7.5879028943524e-12
t46,2.286844381679556e-11,9.825053935818518e-11,6.823691823852945e-12
t47,1.8837826175976324e-11,8.342842850461167e-11,5.861429083808957e-12
t48,1.8636267091890493e-11,5.958659031262258e-11,5.265013604798079e-12
t49,2.04248950560575e-11,6.419106000351463e-11,5.127857898566181e-12
t50,2.073086260006001e-11,5.632936738980054e-11,4.977328707186086e-12
t51,2.0297574499700124e-11,4.510881705562724e-11,4.938107589030586e-12
