Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-1.5846775244929095e-10,-1.5788387368874239e-9,-2.088638081174034e-9,-1.0480230167923752e-9,-9.741805297714021e-9,-1.7069888037573002e-9,-9.58325631069683e-10,-2.593308575797545e-10,-7.929780762922662e-10,-1.1392301837224653e-10,-3.324186849347793e-11
t2,-1.6928776277555279e-10,-1.6961659411736552e-9,-2.2485846334432657e-9,-1.126856060265098e-9,-1.0480364095481971e-8,-1.836623416897509e-9,-1.0288172549007222e-9,-2.782547551427779e-10,-8.519624519878113e-10,-1.1773141831470525e-10,-3.410783568978407e-11
t3,-1.7574560709066348e-10,-1.770050527808043e-9,-2.350394702137761e-9,-1.176701735367506e-9,-1.097861050308034e-8,-1.918213697253997e-9,-1.0731064900313525e-9,-2.899231884388078e-10,-8.889540629490516e-10,-1.1952849915074136e-10,-3.466369516780162e-11
t4,-1.786217095038394e-10,-1.8118881038228653e-9,-2.4091879067162224e-9,-1.20513487462598e-9,-1.1276203774754257e-8,-1.9646929702578268e-9,-1.0976230486471657e-9,-2.9669098208775595e-10,-9.101222719432295e-10,-1.1978628878825803e-10,-3.4634193894406154e-11
t5,-1.7984785009188717e-10,-1.8440376557266277e-9,-2.4495174899409536e-9,-1.2258573482206267e-9,-1.145935978041547e-8,-2.001202147924167e-9,-1.116652689509767e-9,-3.0160203986930253e-10,-9.254811906574226e-10,-1.1819897578804083e-10,-3.3948386973334866e-11
t6,-1.7491321253931826e-10,-1.8293923325912775e-9,-2.4291171007347865e-9,-1.2164618157661406e-9,-1.139769192554305e-8,-1.985656617482127e-9,-1.107327772977318e-9,-2.995501266226186e-10,-9.177029634604648e-10,-1.1143260632234875e-10,-3.190463758841469e-11
t7,-1.6587796527919675e-10,-1.7388198502099527e-9,-2.304952927951841e-9,-1.155490567876948e-9,-1.07517964021021e-8,-1.884526365565385e-9,-1.0512763299880759e-9,-2.8572617011566653e-10,-8.690823684509385e-10,-1.0012940117648033e-10,-2.8685193733300596e-11
t8,-1.4177267154753935e-10,-1.5495265921715654e-9,-2.0509599830326654e-9,-1.0287882371440972e-9,-9.51973693209274e-9,-1.6764186754784877e-9,-9.389777488795935e-10,-2.5564495330243105e-10,-7.751219301595505e-10,-9.542566823251862e-11,-2.6985134545072016e-11
t9,-1.3258184693265202e-10,-1.4812772387022099e-9,-1.933475402676503e-9,-1.0065487114278292e-9,-8.25545333230254e-9,-1.5988078643577125e-9,-9.121152212909327e-10,-2.51257468911697e-10,-7.671943132768595e-10,-9.573819045369012e-11,-2.7282735342846144e-11
t10,-1.3400030757717096e-10,-1.3946813357893942e-9,-1.83849837060415e-9,-9.249818581619409e-10,-8.533885421363561e-9,-1.5027823560622595e-9,-8.486047843832618e-10,-2.2983256948381833e-10,-7.004959169751151e-10,-9.46291555784006e-11,-2.807723323610663e-11
t11,-1.3301575958212981e-10,-1.3773663141910904e-9,-1.8175250401824393e-9,-9.145212459527442e-10,-8.397923789296057e-9,-1.4856057402205297e-9,-8.387271101518616e-10,-2.271972054014065e-10,-6.926861944372643e-10,-9.526621342447845e-11,-2.874018101579679e-11
t12,-1.3065760637556054e-10,-1.383720031696281e-9,-1.8237975390258855e-9,-9.18069970006084e-10,-8.46517625097646e-9,-1.491931067287835e-9,-8.433033706277928e-10,-2.27908553779433e-10,-6.965089609084941e-10,-9.759044031896947e-11,-2.924272160568804e-11
t13,-1.2746476440245286e-10,-1.3873495028413956e-9,-1.828482974982428e-9,-9.204001171713738e-10,-8.463637814607407e-9,-1.4938548412605447e-9,-8.449289022553044e-10,-2.283599839538148e-10,-6.987257483902806e-10,-9.893177029398043e-11,-2.967025537723603e-11
t14,-1.2899432362326757e-10,-1.4011527534927758e-9,-1.8483900586366324e-9,-9.299060399862692e-10,-8.569384507748866e-9,-1.5104805560313435e-9,-8.539789583826756e-10,-2.3056722212168253e-10,-7.061176243960895e-10,-9.965781821266788e-11,-3.018674393417057e-11
t15,-1.2844263030892363e-10,-1.4014241988676847e-9,-1.8477461730996818e-9,-9.418821195849108e-10,-8.350025053351252e-9,-1.5140138391152195e-9,-8.541285084676034e-10,-2.3832620021777646e-10,-7.19501143793184e-10,-9.995789997626634e-11,-3.048035326900972e-11
t16,-1.2517394837055137e-10,-1.3776714539003664e-9,-1.8160008310475096e-9,-9.141641915276792e-10,-8.397469613383342e-9,-1.484459193272868e-9,-8.395382490633121e-10,-2.2690557621443324e-10,-6.944605166550654e-10,-9.696686588334434e-11,-2.997361587270347e-11
t17,-1.2375388128799942e-10,-1.3407690019333196e-9,-1.7656956863748798e-9,-8.890807808528991e-10,-8.197591324202164e-9,-1.442532121791161e-9,-8.165880534758247e-10,-2.2116477685719797e-10,-6.745420452350677e-10,-9.011487054045394e-11,-2.8489053521870112e-11
t18,-1.1081056342579214e-10,-1.2670536743423786e-9,-1.6657851184586782e-9,-8.396427794680753e-10,-7.677645228172741e-9,-1.3625336384263306e-9,-7.714686973348549e-10,-2.0953201640878645e-10,-6.364686804997388e-10,-8.322910758157889e-11,-2.6029630245510346e-11
t19,-1.0873234511484539e-10,-1.2293114911638849e-9,-1.617426394719177e-9,-8.270923334886115e-10,-7.2766201270318845e-9,-1.3277573892200362e-9,-7.497994651578886e-10,-2.1008658709651675e-10,-6.311861535651907e-10,-8.480149075585335e-11,-2.590460638282176e-11
t20,-1.157951867595097e-10,-1.3443280608399679e-9,-1.754351662873869e-9,-9.133519936424759e-10,-7.490062997211852e-9,-1.4488338361780407e-9,-8.302107044889247e-10,-2.2817361446691678e-10,-7.008212483610414e-10,-9.043882632579449e-11,-2.7338689085415208e-11
t21,-1.2005273936471717e-10,-1.3834347709876053e-9,-1.80491945708883e-9,-9.394883082237719e-10,-7.67124903452456e-9,-1.4905873969524227e-9,-8.536848151077457e-10,-2.329644342876117e-10,-7.201067660469851e-10,-9.563637895548455e-11,-2.823196086465303e-11
t22,-1.278269796742021e-10,-1.4478677278876544e-9,-1.8887643254165054e-9,-9.83294024947847e-10,-8.05806949595163e-9,-1.5592748158093412e-9,-8.944610584019733e-10,-2.440094223431412e-10,-7.556722495414593e-10,-1.0096944840755077e-10,-2.878336635459992e-11
t23,-1.444967029459453e-10,-1.4626264592283723e-9,-1.9289607220777237e-9,-9.82458485020749e-10,-8.744814355003544e-9,-1.5809492787152707e-9,-8.915354483531043e-10,-2.4819342964092413e-10,-7.517985035290254e-10,-1.0995754016399785e-10,-3.158216705202897e-11
t24,-1.5918209523450605e-10,-1.5577174259891578e-9,-2.053741848279706e-9,-1.0453008340497916e-9,-9.346499165398569e-9,-1.6834152013937597e-9,-9.482006872313606e-10,-2.638132985693436e-10,-7.988115793154538e-10,-1.180025965020483e-10,-3.282669885987325e-11
t25,-1.7387621385823936e-10,-1.6947354856296093e-9,-2.2458900288389787e-9,-1.1256435018315858e-9,-1.048027085257873e-8,-1.8333017455820966e-9,-1.02991221698126e-9,-2.772169708021988e-10,-8.554250624249263e-10,-1.260372829955998e-10,-3.4716048246324315e-11
t26,-1.7640061955389263e-10,-1.8071998157992246e-9,-2.4004647065182213e-9,-1.202276391114804e-9,-1.1275704066467892e-8,-1.9571056498633977e-9,-1.0971040120146262e-9,-2.952404433538308e-10,-9.115928052980862e-10,-1.2985273043937214e-10,-3.6653838580255564e-11
t27,-1.8264918002342578e-10,-1.8863205918524897e-9,-2.5076850621279887e-9,-1.2546799662080543e-9,-1.1786073006909983e-8,-2.046004330923762e-9,-1.1440765906501794e-9,-3.0767802605050444e-10,-9.51242527336022e-10,-1.3393800447469702e-10,-3.6567320680785005e-11
t28,-1.9170518798991118e-10,-1.926947606103748e-9,-2.565295648272342e-9,-1.2824085033209915e-9,-1.1991625453945011e-8,-2.0926874712903606e-9,-1.1682403717102173e-9,-3.142189681130266e-10,-9.709967420054219e-10,-1.3222911131710385e-10,-3.6267483259151106e-11
t29,-1.9963748202876014e-10,-1.9520571261787455e-9,-2.6007019739987485e-9,-1.2999753430529988e-9,-1.219642359892397e-8,-2.1206191267568185e-9,-1.1838157844789969e-9,-3.184974268681066e-10,-9.841098186274047e-10,-1.297139775019093e-10,-3.6393713294554196e-11
t30,-1.9211811677980746e-10,-1.9357277448192863e-9,-2.57436807521719e-9,-1.2869585715982355e-9,-1.2056184743492046e-8,-2.1008637461367775e-9,-1.1726801880020856e-9,-3.1576258009629237e-10,-9.73822687776322e-10,-1.1796433477967398e-10,-3.419465309987657e-11
t31,-1.7474608886232923e-10,-1.824969764010443e-9,-2.4102481456821745e-9,-1.2222542612549204e-9,-1.1009956341695777e-8,-1.9762098441710407e-9,-1.1284121340075356e-9,-3.0865606546677703e-10,-9.272273268575034e-10,-1.0764017501119272e-10,-3.085338444721202e-11
