model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,current_policies_52_week_retire_low_gas,MW,100,100.424
GenX,2,BASN_to_CASO,2027,current_policies_52_week_retire_low_gas,MW,5920,5924.58
GenX,3,BASN_to_NWPP,2027,current_policies_52_week_retire_low_gas,MW,3350,3350.28
GenX,4,BASN_to_RMRG,2027,current_policies_52_week_retire_low_gas,MW,3750,3750.39
GenX,5,BASN_to_SRSG,2027,current_policies_52_week_retire_low_gas,MW,5385,5386.34
GenX,6,CANO_to_CASO,2027,current_policies_52_week_retire_low_gas,MW,3675,3675.8
GenX,7,CANO_to_NWPP,2027,current_policies_52_week_retire_low_gas,MW,3675,3682.08
GenX,8,CASO_to_NWPP,2027,current_policies_52_week_retire_low_gas,MW,2858,2858.14
GenX,9,CASO_to_SRSG,2027,current_policies_52_week_retire_low_gas,MW,4354,4362.41
GenX,10,FRCC_to_SRSE,2027,current_policies_52_week_retire_low_gas,MW,3600,3601.09
GenX,11,ISNE_to_NYCW,2027,current_policies_52_week_retire_low_gas,MW,760,760.036
GenX,12,ISNE_to_NYUP,2027,current_policies_52_week_retire_low_gas,MW,1400,1651.34
GenX,13,MISC_to_MISE,2027,current_policies_52_week_retire_low_gas,MW,0,13.4902
GenX,14,MISC_to_MISS,2027,current_policies_52_week_retire_low_gas,MW,1039,1039.11
GenX,15,MISC_to_MISW,2027,current_policies_52_week_retire_low_gas,MW,1655,1655.56
GenX,16,MISC_to_PJMC,2027,current_policies_52_week_retire_low_gas,MW,5244,5246.77
GenX,17,MISC_to_PJMW,2027,current_policies_52_week_retire_low_gas,MW,5441,5444.74
GenX,18,MISC_to_SPPC,2027,current_policies_52_week_retire_low_gas,MW,1430,2366.15
GenX,19,MISC_to_SPPN,2027,current_policies_52_week_retire_low_gas,MW,0,64.1103
GenX,20,MISC_to_SPPS,2027,current_policies_52_week_retire_low_gas,MW,1172,1695.32
GenX,21,MISC_to_SRCE,2027,current_policies_52_week_retire_low_gas,MW,3745,3747.33
GenX,22,MISE_to_MISW,2027,current_policies_52_week_retire_low_gas,MW,0,12.3238
GenX,23,MISE_to_PJMW,2027,current_policies_52_week_retire_low_gas,MW,2662,2662.5
GenX,24,MISS_to_SPPC,2027,current_policies_52_week_retire_low_gas,MW,0,249.005
GenX,25,MISS_to_SPPS,2027,current_policies_52_week_retire_low_gas,MW,1697,1697.04
GenX,26,MISS_to_SRCE,2027,current_policies_52_week_retire_low_gas,MW,4092,4095.23
