Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.477097139953016e7
new_england_naturalgas,1.9964625395529202e8
new_england_uranium,30.49929398187994
middle_atlantic_naturalgas,6.132780004639169e8
middle_atlantic_uranium,8.24353633942419e8
middle_atlantic_coal,0.0
east_north_central_coal,2.135038719848637e9
east_north_central_naturalgas,5.0619378386457896e8
east_north_central_uranium,4.037617728809034e8
new_england_naturalgas_ccs100,2.641186231790652
middle_atlantic_naturalgas_ccs100,24.639613596367454
east_north_central_naturalgas_ccs90,2.820405179199439
east_north_central_naturalgas_ccs100,3.2170537313304957
None,0.0
