region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6525000947017637e6,0.0,0.0,0.0,112375.47342364858,1.8956992400846395e-5,0.0,0.0,1.6525000947017637e6,5.6797387599999994e7,-5.514488750529823e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48610024947262e6,0.0,0.0,0.0,347636.2523656942,125740.24548987058,0.0,0.0,4.48610024947262e6,1.295391149e8,-1.2505301465052739e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74990.48510821688,0.0,0.0,0.0,6655.135368895334,2032.0202356198492,0.0,0.0,74990.48510821688,3.3676233e6,-3.292632814891783e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8336947304997619e6,0.0,0.0,0.0,160447.6502813853,53123.038119173674,0.0,0.0,1.8336947304997619e6,4.30715296e7,-4.123783486950024e7
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364677.1173685845,0.0,0.0,0.0,28559.04699667229,9827.043978388825,0.0,0.0,364677.1173685845,1.4608994600000001e7,-1.4244317482631417e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963476.6480700414,0.0,0.0,0.0,54312.63872022259,9.351768760269157e-7,0.0,0.0,963476.6480700414,3.0430972e7,-2.946749535192996e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4920525454713176e6,0.0,0.0,0.0,126316.62085017192,1.2926128201148787e-6,0.0,0.0,1.4920525454713176e6,8.02164678e7,-7.872441525452869e7
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.894827399765887e7,0.0,0.0,7.581027081509683e6,0.0,0.0,1.2267116455553928,0.0,0.0,1.3742579350635079e6,0.0,0.0,0.0,119533.57064871587,0.0,1.8160553635407015e-7,0.0,1.3742579350635079e6,4.652930230588038e7,-4.515504437081687e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,6.940970912999278e7,0.0,0.0,7.289909476922213,48.86164451846355,0.0,6.692926127442815,0.0,0.0,0.588511116368335,0.0,0.0,0.0,1.0157350940133308e6,0.0,2.916693855175106e-14,0.0,0.588511116368335,6.940977197447291e7,-6.94097713859618e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,11,0.0,0.0,0.0,1.1635069107448405e8,0.0,0.0,1.0849600578117394e8,7.578446003814998e8,0.0,4.1123804139045455e7,0.0,0.0,1.1789293468738649e7,0.0,0.0,0.0,2.8691604751166375e6,0.0,4.49848774586043e-7,0.0,1.1789293468738649e7,1.0238151013762038e9,-1.0120258079074651e9
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,12,0.0,0.0,0.0,1.0686073172985237e7,0.0,0.0,6.097341508587871,38.67920589754353,0.0,5.067436030097385,0.0,0.0,0.45052677872082814,0.0,0.0,0.0,254677.46085408135,0.0,2.3144253146006656e-14,0.0,0.45052677872082814,1.0686123016968673e7,-1.0686122566441894e7
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,13,0.0,0.0,0.0,8.523357570516603e6,0.0,0.0,2.9648258424272007,23.121767929127998,0.0,4.703350358965103,0.0,0.0,0.19656074040043692,0.0,0.0,0.0,164399.59523751843,0.0,1.3924244425557602e-14,0.0,0.19656074040043692,8.523388360460734e6,-8.523388163899994e6
NENG_Rest,NENG_Rest_nuclear_1,1,1,14,0.0,0.0,0.0,92.7185110294837,0.0,0.0,0.0,21.562004970213366,0.0,1.9460174747672998,0.0,0.0,1.007396968821573,0.0,0.0,0.0,0.09998061987451752,1.1428408979477065e-11,0.0,0.0,1.007396968821573,116.22653347446436,-115.2191365056428
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,15,0.0,0.0,0.0,8.29507519775075e6,0.0,0.0,8.751042776171237,51.99580748227756,0.0,8.164329064382363,0.0,0.0,0.7083223771041085,0.0,0.0,0.0,103086.17879534075,0.0,3.509737502987372e-14,0.0,0.7083223771041085,8.295144108930072e6,-8.295143400607695e6
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,16,0.0,0.0,0.0,741142.9791394894,0.0,0.0,10.897369022015669,62.12960626504979,0.0,4.873998402617533,0.0,0.0,0.8468068232844296,0.0,0.0,0.0,10892.648984541423,0.0,4.180258419862459e-14,0.0,0.8468068232844296,741220.880113179,-741220.0333063557
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,17,0.0,0.0,0.0,2.6105399898047033e6,0.0,0.0,299196.2439536676,5.812503031066958e6,0.0,3.144753922507163,0.0,0.0,102953.79343759274,0.0,0.0,0.0,10429.132259288097,0.0,3.886322749053229e-9,0.0,102953.79343759274,8.722242409579255e6,-8.619288616141662e6
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,18,0.0,0.0,0.0,2.2210958975626426e6,0.0,0.0,7.707752207322326,44.68730232168376,0.0,7.397515132762341,0.0,0.0,0.6019787585702862,0.0,0.0,0.0,27602.436790425378,0.0,3.0179599909488504e-14,0.0,0.6019787585702862,2.221155690132304e6,-2.2211550881535457e6
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,20,0.0,0.0,0.0,17.033050174741106,0.0,0.0,0.20743661414759323,14.780155096036228,0.0,1.8248272785061452,0.0,0.0,0.05995964847214599,0.0,0.0,0.0,0.06804719856628384,0.0,1.027025933738027e-14,0.0,0.05995964847214599,33.845469163431076,-33.78550951495893
NY_Z_B,NY_Z_B_nuclear_1,3,1,21,0.0,0.0,0.0,56.34753814817284,0.0,0.0,0.0,7.25939560046745,0.0,1.5933373110572815,0.0,0.0,0.3026588053631382,0.0,0.0,0.0,0.03357566705019209,2.1343219049511824e-11,0.0,0.12377306115637678,0.3026588053631382,65.20027105969757,-64.89761225433443
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,22,0.0,0.0,0.0,2.741770919711307e7,0.0,0.0,435902.1991914253,2.7142936462878594e6,0.0,779721.030411692,0.0,0.0,51055.196706857736,0.0,0.0,0.0,409795.3717989077,0.0,1.8465452934877226e-9,0.0,51055.196706857736,3.1347626073004045e7,-3.1296570876297187e7
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,23,0.0,0.0,0.0,6.1666755669708615e6,0.0,0.0,1.0301582819577357,34.59964054196904,0.0,3.786298169289417,0.0,0.0,0.32956586053192843,0.0,0.0,0.0,24635.927945647316,0.0,2.39389428998191e-14,0.0,0.32956586053192843,6.166714983067855e6,-6.166714653501995e6
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,24,0.0,0.0,0.0,7.318105146607046e8,0.0,0.0,0.0,1.6592984365065554e8,0.0,2.6929362201970948,0.0,0.0,7.0423926446458995e6,0.0,0.0,0.0,625747.7795233974,0.0004878473628932887,0.0,2.3067514360216805e6,7.0423926446458995e6,8.977403610042963e8,-8.906979683596504e8
