region,marginal_price,total_demand
BASN,96.37442250357427,177158138.0
CASO,116.85182839363732,158791938.0
CANO,118.20490654184653,245898072.0
FRCC,73.12039249715785,334048179.0
ISNE,105.6578030527839,210413923.0
MISC,52.48645970247196,264171318.0
MISE,58.72644847504289,137137308.0
MISS,38.380120978273126,242486982.0
MISW,59.329312158292694,324181570.0
NWPP,189.91690086526054,300529644.0
NYCW,82.02424607024986,106442119.0
NYUP,63.101440761468105,92400602.0
PJMC,56.06547530118122,152682741.0
PJMD,61.8480254470127,145712440.0
PJME,71.0648476689513,389826566.0
PJMW,59.68778531862271,412215498.0
RMRG,55.78633191516712,150676430.0
SPPC,42.42425691662994,108907378.0
SPPN,42.18328493138509,74985567.0
SPPS,35.15440427872136,177543457.0
SRCA,55.04417270877169,287884867.0
SRCE,53.05519016077655,285639456.0
SRSE,45.656097314785754,333542368.0
SRSG,76.67425366922494,204888767.0
TRE,77.32670904009167,555402906.0
TREW,66.20854571104013,26667903.0
