model,line,line_name,planning_year,case,unit,value
TEMOA,12,ISNE_to_NYUP,2027,current_policies_20_week,MW,1287.67
TEMOA,33,NYCW_to_NYUP,2027,current_policies_20_week,MW,2599.67
TEMOA,35,NYUP_to_PJME,2027,current_policies_20_week,MW,250.956
TEMOA,44,RMRG_to_SPPN,2027,current_policies_20_week,MW,14.2005
TEMOA,46,SPPC_to_SPPN,2027,current_policies_20_week,MW,24.6755
TEMOA,50,SPPS_to_TRE,2027,current_policies_20_week,MW,10.6913
TEMOA,51,SPPS_to_TREW,2027,current_policies_20_week,MW,138.445
TEMOA,12,ISNE_to_NYUP,2030,current_policies_20_week,MW,476.497
TEMOA,25,MISS_to_SPPS,2030,current_policies_20_week,MW,3366.37
TEMOA,33,NYCW_to_NYUP,2030,current_policies_20_week,MW,1744.7
TEMOA,34,NYCW_to_PJME,2030,current_policies_20_week,MW,25.8182
TEMOA,35,NYUP_to_PJME,2030,current_policies_20_week,MW,2258
TEMOA,43,RMRG_to_SPPC,2030,current_policies_20_week,MW,263.521
TEMOA,44,RMRG_to_SPPN,2030,current_policies_20_week,MW,1028.46
TEMOA,46,SPPC_to_SPPN,2030,current_policies_20_week,MW,253.687
TEMOA,48,SPPN_to_SPPS,2030,current_policies_20_week,MW,29.3843
TEMOA,49,SPPS_to_SRSG,2030,current_policies_20_week,MW,19.4556
TEMOA,50,SPPS_to_TRE,2030,current_policies_20_week,MW,371.236
TEMOA,51,SPPS_to_TREW,2030,current_policies_20_week,MW,1094.25
TEMOA,4,BASN_to_RMRG,2035,current_policies_20_week,MW,11.7302
TEMOA,11,ISNE_to_NYCW,2035,current_policies_20_week,MW,15.2119
TEMOA,12,ISNE_to_NYUP,2035,current_policies_20_week,MW,1975.93
TEMOA,13,MISC_to_MISE,2035,current_policies_20_week,MW,22.7333
TEMOA,18,MISC_to_SPPC,2035,current_policies_20_week,MW,1966.08
TEMOA,19,MISC_to_SPPN,2035,current_policies_20_week,MW,67.9698
TEMOA,20,MISC_to_SPPS,2035,current_policies_20_week,MW,70.4015
TEMOA,22,MISE_to_MISW,2035,current_policies_20_week,MW,685.848
TEMOA,24,MISS_to_SPPC,2035,current_policies_20_week,MW,174.343
TEMOA,25,MISS_to_SPPS,2035,current_policies_20_week,MW,4915.23
TEMOA,27,MISS_to_SRSE,2035,current_policies_20_week,MW,12.1626
TEMOA,29,MISW_to_PJMC,2035,current_policies_20_week,MW,4948.56
TEMOA,30,MISW_to_SPPC,2035,current_policies_20_week,MW,74.8128
TEMOA,31,MISW_to_SPPN,2035,current_policies_20_week,MW,42.193
TEMOA,32,NWPP_to_RMRG,2035,current_policies_20_week,MW,102.7
TEMOA,33,NYCW_to_NYUP,2035,current_policies_20_week,MW,612.779
TEMOA,34,NYCW_to_PJME,2035,current_policies_20_week,MW,2629.3
TEMOA,35,NYUP_to_PJME,2035,current_policies_20_week,MW,932.284
TEMOA,36,PJMC_to_PJMW,2035,current_policies_20_week,MW,666.317
TEMOA,37,PJMD_to_PJME,2035,current_policies_20_week,MW,6677.91
TEMOA,39,PJMD_to_SRCA,2035,current_policies_20_week,MW,21.3758
TEMOA,40,PJME_to_PJMW,2035,current_policies_20_week,MW,10.6214
TEMOA,43,RMRG_to_SPPC,2035,current_policies_20_week,MW,580.019
TEMOA,44,RMRG_to_SPPN,2035,current_policies_20_week,MW,887.449
TEMOA,45,RMRG_to_SRSG,2035,current_policies_20_week,MW,48.0499
TEMOA,46,SPPC_to_SPPN,2035,current_policies_20_week,MW,265.002
TEMOA,47,SPPC_to_SPPS,2035,current_policies_20_week,MW,35.1651
TEMOA,48,SPPN_to_SPPS,2035,current_policies_20_week,MW,877.515
TEMOA,49,SPPS_to_SRSG,2035,current_policies_20_week,MW,5341.68
TEMOA,50,SPPS_to_TRE,2035,current_policies_20_week,MW,339.613
TEMOA,51,SPPS_to_TREW,2035,current_policies_20_week,MW,3714.69
TEMOA,55,TRE_to_TREW,2035,current_policies_20_week,MW,12.9286
TEMOA,56,NWPP_to_SPPN,2035,current_policies_20_week,MW,56.3171
TEMOA,57,SRSG_to_TRE,2035,current_policies_20_week,MW,76.9852
TEMOA,4,BASN_to_RMRG,2040,current_policies_20_week,MW,91.9293
TEMOA,9,CASO_to_SRSG,2040,current_policies_20_week,MW,11.1994
TEMOA,12,ISNE_to_NYUP,2040,current_policies_20_week,MW,2401.69
TEMOA,13,MISC_to_MISE,2040,current_policies_20_week,MW,510.254
TEMOA,17,MISC_to_PJMW,2040,current_policies_20_week,MW,23.0563
TEMOA,18,MISC_to_SPPC,2040,current_policies_20_week,MW,1710.21
TEMOA,19,MISC_to_SPPN,2040,current_policies_20_week,MW,3000.1
TEMOA,20,MISC_to_SPPS,2040,current_policies_20_week,MW,3073.26
TEMOA,22,MISE_to_MISW,2040,current_policies_20_week,MW,13.1868
TEMOA,24,MISS_to_SPPC,2040,current_policies_20_week,MW,1630
TEMOA,25,MISS_to_SPPS,2040,current_policies_20_week,MW,5218.82
TEMOA,27,MISS_to_SRSE,2040,current_policies_20_week,MW,5496.74
TEMOA,30,MISW_to_SPPC,2040,current_policies_20_week,MW,13.3154
TEMOA,32,NWPP_to_RMRG,2040,current_policies_20_week,MW,155.65
TEMOA,33,NYCW_to_NYUP,2040,current_policies_20_week,MW,420.397
TEMOA,34,NYCW_to_PJME,2040,current_policies_20_week,MW,530.331
TEMOA,35,NYUP_to_PJME,2040,current_policies_20_week,MW,1832.13
TEMOA,36,PJMC_to_PJMW,2040,current_policies_20_week,MW,3448.67
TEMOA,37,PJMD_to_PJME,2040,current_policies_20_week,MW,114.943
TEMOA,39,PJMD_to_SRCA,2040,current_policies_20_week,MW,230.22
TEMOA,40,PJME_to_PJMW,2040,current_policies_20_week,MW,528.456
TEMOA,41,PJMW_to_SRCA,2040,current_policies_20_week,MW,24.6536
TEMOA,42,PJMW_to_SRCE,2040,current_policies_20_week,MW,13.4092
TEMOA,43,RMRG_to_SPPC,2040,current_policies_20_week,MW,2123.07
TEMOA,44,RMRG_to_SPPN,2040,current_policies_20_week,MW,2194.75
TEMOA,45,RMRG_to_SRSG,2040,current_policies_20_week,MW,297.774
TEMOA,46,SPPC_to_SPPN,2040,current_policies_20_week,MW,133.797
TEMOA,47,SPPC_to_SPPS,2040,current_policies_20_week,MW,46.3227
TEMOA,48,SPPN_to_SPPS,2040,current_policies_20_week,MW,1902.83
TEMOA,49,SPPS_to_SRSG,2040,current_policies_20_week,MW,2607.16
TEMOA,50,SPPS_to_TRE,2040,current_policies_20_week,MW,1731.52
TEMOA,51,SPPS_to_TREW,2040,current_policies_20_week,MW,773.084
TEMOA,52,SRCA_to_SRCE,2040,current_policies_20_week,MW,17.4978
TEMOA,53,SRCA_to_SRSE,2040,current_policies_20_week,MW,11.3986
TEMOA,54,SRCE_to_SRSE,2040,current_policies_20_week,MW,481.335
TEMOA,56,NWPP_to_SPPN,2040,current_policies_20_week,MW,836.602
TEMOA,57,SRSG_to_TRE,2040,current_policies_20_week,MW,2448.55
TEMOA,12,ISNE_to_NYUP,2045,current_policies_20_week,MW,423.458
TEMOA,13,MISC_to_MISE,2045,current_policies_20_week,MW,691.931
TEMOA,17,MISC_to_PJMW,2045,current_policies_20_week,MW,193.534
TEMOA,33,NYCW_to_NYUP,2045,current_policies_20_week,MW,1023.45
TEMOA,35,NYUP_to_PJME,2045,current_policies_20_week,MW,2059.34
TEMOA,36,PJMC_to_PJMW,2045,current_policies_20_week,MW,1840.03
TEMOA,39,PJMD_to_SRCA,2045,current_policies_20_week,MW,78.5036
TEMOA,43,RMRG_to_SPPC,2045,current_policies_20_week,MW,22.8811
TEMOA,44,RMRG_to_SPPN,2045,current_policies_20_week,MW,1885.46
TEMOA,47,SPPC_to_SPPS,2045,current_policies_20_week,MW,20.3478
TEMOA,48,SPPN_to_SPPS,2045,current_policies_20_week,MW,109.985
TEMOA,53,SRCA_to_SRSE,2045,current_policies_20_week,MW,403.935
TEMOA,10,FRCC_to_SRSE,2050,current_policies_20_week,MW,249.863
TEMOA,35,NYUP_to_PJME,2050,current_policies_20_week,MW,3221.34
TEMOA,36,PJMC_to_PJMW,2050,current_policies_20_week,MW,295.115
TEMOA,39,PJMD_to_SRCA,2050,current_policies_20_week,MW,238.653
TEMOA,44,RMRG_to_SPPN,2050,current_policies_20_week,MW,15.189
TEMOA,49,SPPS_to_SRSG,2050,current_policies_20_week,MW,88.8906
