Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Total
AnnualSum,0.0,178284.0842999628,84673.24423341328,101377.35669244824,68291.08265203668,184627.999822544,184916.40199221668,168801.24336434333,144966.3511179762,445544.76656463864,419907.282315049,450127.72156758734,318116.6382078855,141540.51711030133,6439.016918832951,114642.48026424427,152894.43527666613,3.165150622400146e6
t1,0.0,2.0973177467088975e-5,3.243843273008827e-5,19.71629011564521,8.72097676061121,25.399996031993243,19.750509415891727,10.849716289639497,13.010094782711937,54.179971609937844,56.322993758878354,41.66497140481755,33.91581290576413,10.49835060840686,2.3919593707607914e-5,3.940734979428407,19.619994395153,317.5904903900829
t2,0.0,2.3950103906905916e-5,3.9036325939558394e-5,7.547746732639308,7.4630554763008945,25.399985862747503,17.70452427316956,11.055264441253238,10.693997913981914,54.17997147906399,56.32297982939513,39.189173291376335,26.347309024547734,18.413618958098382,2.6012394571593722e-5,4.508848875086581,19.61999248735675,298.44655764384174
t3,0.0,2.187961778109561e-5,3.272113733488822e-5,17.886554427889003,6.2852622565636524,23.471219555862827,16.130757206830012,9.811897073017132,8.682096822825768,54.17997191747678,56.3227986098911,37.41473587359109,27.809093183353777,16.254249113918423,2.6815037284771008e-5,8.31805073895712,19.619988779543544,302.18675697551265
t4,0.0,2.498930163354699e-5,3.5027470338956525e-5,7.198501664763665,2.132992611078657,0.03433508959548013,9.03234035474809,10.245007029404668,2.364854482295976e-5,38.137160310951536,2.422740712045663e-5,28.200227871915644,16.74290859738109,6.920875701507911,2.7733356206296745e-5,17.45789991461249,2.4333627165207577e-5,136.1024091056665
t5,0.0,2.9158044499755105e-5,3.7921930101635736e-5,2.314875752968191,3.6609436523896446,0.03184050142871954,12.246908887300199,10.47434336604833,2.3854145268169807e-5,43.827536075083025,2.4798468392476256e-5,29.25678820984758,22.514459593803814,6.063661641932574,2.7607109722032412e-5,19.403472676934232,2.37772584890721e-5,149.7949974746928
t6,0.0,16.099984346299784,2.3585592932957553e-5,2.0783994504995168e-5,5.029956056058775,3.0541436866927336e-5,15.01058825881756,10.324521864171583,2.5485201267805134e-5,48.116586986575776,4.2876949315605306e-5,19.77302769265762,25.81778338198744,4.236620245452334,2.72717520219901e-5,19.403982306793328,2.326095893069289e-5,163.81324494470005
t7,0.0,2.7294712350809352e-5,0.00010583575623358131,19.712670190279045,1.7067334590130168,25.3999853640109,8.885002703736802,18.623823200391932,1.939984295205992e-5,34.113699858039446,37.80186818851375,42.834025881349206,34.966088652698005,7.369284591694604e-5,2.0113414394860256e-5,17.082888709545355,7.722399294586237,248.8494318387355
t8,0.0,28.159993469016865,4.508955806427143,2.0406309867265064e-5,2.1943404677264735,25.399999464415682,24.168758276474463,27.368521595603283,0.4443525835055431,54.17998301168832,56.32299900073184,37.215031680293905,44.12822396947153,9.941034558157831,1.5340824340883944e-5,13.366973171166856,19.619998870156923,347.0192016719709
t9,0.0,15.304271344508168,3.0045139825518024e-5,2.695130539851242e-5,3.93799091107047,9.848696474395446,11.279465384742805,11.319656857267157,2.4127525223007303e-5,38.59886275245558,3.090739042284533e-5,59.213627037011115,41.51857088852363,8.075761708174314,2.4213934462814264e-5,19.4039948230869,19.619981711290922,238.12101613782184
