Resource,Fuel,Zone,AnnualSumCosts
NENG_Rest_conventional_steam_coal_1,new_england_coal,1,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,new_england_naturalgas,1,123.5376290399553
NENG_Rest_natural_gas_fired_combined_cycle_2,new_england_naturalgas,1,5.741223358498206e8
NENG_Rest_natural_gas_fired_combustion_turbine_1,new_england_naturalgas,1,117.44845208782039
NENG_Rest_natural_gas_fired_combustion_turbine_2,new_england_naturalgas,1,68.74547773574118
NENG_Rest_nuclear_1,new_england_uranium,1,81.65571718704415
NY_Z_A_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,2,1.7784339649559953e6
NY_Z_A_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,2,107.8027001937104
NY_Z_A_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,2,5.863492611297935e6
NY_Z_B_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,3,517135.3513138992
NY_Z_B_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,3,0.0
NY_Z_B_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,3,57.37640430438412
NY_Z_B_nuclear_1,middle_atlantic_uranium,3,39.12180159657281
NY_Z_C&E_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,4,159.61635296687635
NY_Z_C&E_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,4,94.31959088029156
NY_Z_C&E_nuclear_1,middle_atlantic_uranium,4,1.6146955154709962e8
NY_Z_D_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,5,90.31250645369477
NY_Z_D_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,5,94.67854602433864
NY_Z_F_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,6,5.620269212208181e7
NY_Z_F_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,6,115.14375512950575
NY_Z_F_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,6,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,7,7.693986188924174e7
NY_Z_G-I_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,7,65.1627950567376
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,7,50.71498187299174
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,7,109.31571345264489
NY_Z_J_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,8,165490.4434500038
NY_Z_J_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,8,1.707842813216153e8
NY_Z_J_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,8,55.202200089570155
NY_Z_J_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,8,93.6363824907089
NY_Z_K_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,9,3.4824240469038254e6
NY_Z_K_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,9,3.771597122570232e7
NY_Z_K_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,9,1.5653217179920992e6
