Constraint,CapRes_1,CapRes_2,CapRes_3
t1,4.5643757403531046e-10,5.578996188942427e-10,1.2278729700441e-10
t2,3.719838842473697e-10,5.50198763758322e-10,1.2179607906037933e-10
t3,3.7751976186193457e-10,5.764188302361375e-10,1.2369304717958016e-10
t4,3.5965172198229104e-10,5.651867164297558e-10,1.2881805843036636e-10
t5,4.0387576517745134e-10,6.083023041240073e-10,1.4138262126983951e-10
t6,4.4295454139113515e-10,6.550660595747499e-10,1.6755388776748162e-10
t7,5.831485726114192e-10,6.774876439196026e-10,2.0246674177600685e-10
t8,7.171752538708214e-10,7.399277925577215e-10,2.520809565604968e-10
t9,1.0243573989771465e-9,2.0955458664160277e-9,2.9701229129513463e-10
t10,7.310517619315846e-10,8.674459844462138e-10,1.199985003571042e-10
t11,7.211940659279804e-10,5.283628202854213e-10,9.476941489400498e-11
t12,7.116685301436047e-10,5.697437209015163e-10,7.286377676857203e-11
t13,6.337664462831881e-10,5.708371881346964e-10,6.539616356065505e-11
t14,5.177396054668605e-10,5.575317998216281e-10,6.477575655377268e-11
t15,5.272770893051906e-10,4.61975635523664e-10,6.435015694880695e-11
t16,5.16484281550693e-10,4.43132176317078e-10,7.36335439862571e-11
t17,6.54971002458387e-10,7.00048517349257e-10,1.0223084247259455e-10
t18,1.0529490563402994e-9,9.887531524706045e-10,2.734044266920496e-10
t19,1.3503499386870178e-9,1.0120124290229698e-9,4.118846764843087e-10
t20,9.511515498175434e-10,1.1892231595790496e-9,2.5889406631540534e-10
t21,8.347991382397681e-10,2.3240192358155347e-9,2.3716064734395644e-10
t22,7.262485954300977e-10,2.1913238530432664e-9,2.5069698725485396e-10
t23,6.261626176636166e-10,6.967343977229216e-10,1.4703056668744366e-10
t24,5.310444940832151e-10,6.58052204887777e-10,1.5547363977519194e-10
t25,9.169611696040268e-10,5.502414579765229e-10,1.1766143848068967e-10
t26,4.682522604855769e-10,5.53451176240105e-10,9.545482889396693e-11
t27,4.5816654868807073e-10,5.513972098113578e-10,1.0485793509477515e-10
t28,4.685925107312084e-10,5.710232561271132e-10,1.103244048311893e-10
