Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.6454833588880956e7
new_england_naturalgas,2.1823297901650715e8
new_england_uranium,2.906319278586941e8
middle_atlantic_naturalgas,6.18982905890695e8
middle_atlantic_uranium,6.415709594803293e8
middle_atlantic_coal,0.0
east_north_central_coal,1.2679790629479406e9
east_north_central_naturalgas,4.149678538141002e8
east_north_central_uranium,1.771111781446816e9
new_england_naturalgas_ccs100,8.343064379616411
middle_atlantic_naturalgas_ccs100,71.65413008123322
east_north_central_naturalgas_ccs90,8.681130639687453
east_north_central_naturalgas_ccs100,8.345328343378965
None,0.0
