model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-base-50,MWh,114515
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-base-50,MWh,557856
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-base-50,MWh,713470
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,full-base-50,MWh,185
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,full-base-50,MWh,3311293
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,full-base-50,MWh,5705518
USENSYS,BASN,BASN_biomass_1,Other,2027,full-base-50,MWh,69176
USENSYS,BASN,BASN_biomass_1,Other,2030,full-base-50,MWh,56397
USENSYS,BASN,BASN_biomass_1,Other,2035,full-base-50,MWh,53520
USENSYS,BASN,BASN_biomass_1,Other,2040,full-base-50,MWh,54893
USENSYS,BASN,BASN_biomass_1,Other,2045,full-base-50,MWh,47910
USENSYS,BASN,BASN_biomass_1,Other,2050,full-base-50,MWh,33658
USENSYS,BASN,BASN_biomass_2,Other,2027,full-base-50,MWh,181776
USENSYS,BASN,BASN_biomass_2,Other,2030,full-base-50,MWh,149921
USENSYS,BASN,BASN_biomass_2,Other,2035,full-base-50,MWh,114217
USENSYS,BASN,BASN_biomass_2,Other,2040,full-base-50,MWh,117086
USENSYS,BASN,BASN_biomass_2,Other,2045,full-base-50,MWh,116782
USENSYS,BASN,BASN_biomass_2,Other,2050,full-base-50,MWh,81519
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,full-base-50,MWh,8468030
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,full-base-50,MWh,8238221
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2035,full-base-50,MWh,8006788
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,full-base-50,MWh,5488324
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2045,full-base-50,MWh,5044990
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,full-base-50,MWh,4545384
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2027,full-base-50,MWh,2275947
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2030,full-base-50,MWh,26237
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2035,full-base-50,MWh,629586
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,full-base-50,MWh,288093
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2045,full-base-50,MWh,228378
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,full-base-50,MWh,226353
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2027,full-base-50,MWh,11269746
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2030,full-base-50,MWh,139951
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2035,full-base-50,MWh,1271371
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,full-base-50,MWh,636672
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2045,full-base-50,MWh,240981
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2027,full-base-50,MWh,2824359
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,full-base-50,MWh,3872685
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2035,full-base-50,MWh,4679511
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,full-base-50,MWh,4541821
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2045,full-base-50,MWh,4493803
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,full-base-50,MWh,4552660
USENSYS,BASN,BASN_geothermal_1,Geothermal,2027,full-base-50,MWh,4036032
