model,line_name,planning_year,case,unit,value
USENSYS,BASN_to_CASO,2027,full-base-50,MW,-1
USENSYS,BASN_to_SRSG,2027,full-base-50,MW,-1
USENSYS,CASO_to_SRSG,2027,full-base-50,MW,-1
USENSYS,ISNE_to_NYCW,2027,full-base-50,MW,154
USENSYS,MISC_to_PJMC,2027,full-base-50,MW,-1
USENSYS,MISC_to_PJMW,2027,full-base-50,MW,-1
USENSYS,MISS_to_SRCE,2027,full-base-50,MW,-1
USENSYS,MISW_to_SPPN,2027,full-base-50,MW,-1
USENSYS,NYCW_to_PJME,2027,full-base-50,MW,4737
USENSYS,PJMD_to_PJMW,2027,full-base-50,MW,-1
USENSYS,PJME_to_PJMW,2027,full-base-50,MW,-1
USENSYS,RMRG_to_SPPN,2027,full-base-50,MW,1468
USENSYS,SPPC_to_SPPN,2027,full-base-50,MW,1591
USENSYS,SPPS_to_TREW,2027,full-base-50,MW,1515
USENSYS,TRE_to_TREW,2027,full-base-50,MW,-2
USENSYS,BASN_to_CASO,2030,full-base-50,MW,-1
USENSYS,BASN_to_NWPP,2030,full-base-50,MW,-1
USENSYS,BASN_to_RMRG,2030,full-base-50,MW,-1
USENSYS,BASN_to_SRSG,2030,full-base-50,MW,-1
USENSYS,CANO_to_CASO,2030,full-base-50,MW,-1
USENSYS,CANO_to_NWPP,2030,full-base-50,MW,-1
USENSYS,CASO_to_SRSG,2030,full-base-50,MW,-1
USENSYS,FRCC_to_SRSE,2030,full-base-50,MW,-1
USENSYS,ISNE_to_NYUP,2030,full-base-50,MW,4600
USENSYS,MISC_to_PJMC,2030,full-base-50,MW,-1
USENSYS,MISC_to_PJMW,2030,full-base-50,MW,-1
USENSYS,MISC_to_SPPC,2030,full-base-50,MW,3293
USENSYS,MISC_to_SRCE,2030,full-base-50,MW,-1
USENSYS,MISS_to_SPPS,2030,full-base-50,MW,10792
USENSYS,MISS_to_SRCE,2030,full-base-50,MW,-1
USENSYS,MISS_to_SRSE,2030,full-base-50,MW,452
USENSYS,MISW_to_PJMC,2030,full-base-50,MW,859
USENSYS,MISW_to_SPPN,2030,full-base-50,MW,-1
USENSYS,NYCW_to_PJME,2030,full-base-50,MW,2195
USENSYS,PJMC_to_PJMW,2030,full-base-50,MW,3999
USENSYS,PJMD_to_PJME,2030,full-base-50,MW,394
USENSYS,PJMD_to_PJMW,2030,full-base-50,MW,-1
USENSYS,PJME_to_PJMW,2030,full-base-50,MW,-1
USENSYS,PJMW_to_SRCE,2030,full-base-50,MW,-1
USENSYS,RMRG_to_SPPC,2030,full-base-50,MW,2541
USENSYS,RMRG_to_SPPN,2030,full-base-50,MW,1779
USENSYS,SPPC_to_SPPN,2030,full-base-50,MW,-1
USENSYS,SPPC_to_SPPS,2030,full-base-50,MW,-1
USENSYS,SPPS_to_SRSG,2030,full-base-50,MW,4110
USENSYS,SPPS_to_TRE,2030,full-base-50,MW,5025
USENSYS,SPPS_to_TREW,2030,full-base-50,MW,1826
USENSYS,SRCE_to_SRSE,2030,full-base-50,MW,-1
USENSYS,TRE_to_TREW,2030,full-base-50,MW,-3
USENSYS,MISC_to_MISE,2030,full-base-50,MW,555
USENSYS,MISC_to_SPPN,2030,full-base-50,MW,798
USENSYS,MISE_to_MISW,2030,full-base-50,MW,713
USENSYS,MISS_to_SPPC,2030,full-base-50,MW,1705
USENSYS,SPPN_to_SPPS,2030,full-base-50,MW,4058
USENSYS,SRSG_to_TRE,2030,full-base-50,MW,154
USENSYS,BASN_to_CASO,2035,full-base-50,MW,-1
USENSYS,BASN_to_SRSG,2035,full-base-50,MW,-1
USENSYS,CASO_to_SRSG,2035,full-base-50,MW,-1
USENSYS,ISNE_to_NYUP,2035,full-base-50,MW,-1
USENSYS,MISC_to_PJMC,2035,full-base-50,MW,-1
USENSYS,MISC_to_PJMW,2035,full-base-50,MW,-1
USENSYS,MISC_to_SPPC,2035,full-base-50,MW,106
USENSYS,MISC_to_SPPS,2035,full-base-50,MW,611
USENSYS,MISE_to_MISW,2035,full-base-50,MW,255
USENSYS,MISS_to_SPPS,2035,full-base-50,MW,3041
USENSYS,MISS_to_SRCE,2035,full-base-50,MW,-1
USENSYS,MISS_to_SRSE,2035,full-base-50,MW,1306
USENSYS,MISW_to_PJMC,2035,full-base-50,MW,2322
USENSYS,MISW_to_SPPN,2035,full-base-50,MW,-1
USENSYS,NWPP_to_RMRG,2035,full-base-50,MW,853
USENSYS,NYCW_to_PJME,2035,full-base-50,MW,-1
USENSYS,NYUP_to_PJME,2035,full-base-50,MW,1560
USENSYS,PJMC_to_PJMW,2035,full-base-50,MW,246
USENSYS,PJMD_to_PJME,2035,full-base-50,MW,6747
USENSYS,PJMD_to_PJMW,2035,full-base-50,MW,-1
USENSYS,PJME_to_PJMW,2035,full-base-50,MW,2351
USENSYS,RMRG_to_SPPC,2035,full-base-50,MW,785
USENSYS,RMRG_to_SPPN,2035,full-base-50,MW,142
USENSYS,SPPN_to_SPPS,2035,full-base-50,MW,567
USENSYS,SPPS_to_SRSG,2035,full-base-50,MW,727
USENSYS,SPPS_to_TRE,2035,full-base-50,MW,492
USENSYS,SPPS_to_TREW,2035,full-base-50,MW,1370
USENSYS,TRE_to_TREW,2035,full-base-50,MW,-2
USENSYS,MISC_to_MISE,2040,full-base-50,MW,666
USENSYS,MISC_to_SPPC,2040,full-base-50,MW,4601
USENSYS,MISC_to_SPPS,2040,full-base-50,MW,615
USENSYS,MISS_to_SPPC,2040,full-base-50,MW,223
USENSYS,MISS_to_SPPS,2040,full-base-50,MW,2816
USENSYS,MISS_to_SRSE,2040,full-base-50,MW,2753
USENSYS,MISW_to_PJMC,2040,full-base-50,MW,-1
USENSYS,NYCW_to_PJME,2040,full-base-50,MW,245
USENSYS,NYUP_to_PJME,2040,full-base-50,MW,118
USENSYS,PJMC_to_PJMW,2040,full-base-50,MW,2115
USENSYS,PJMD_to_PJME,2040,full-base-50,MW,-1
USENSYS,PJMD_to_PJMW,2040,full-base-50,MW,-1
USENSYS,PJMD_to_SRCA,2040,full-base-50,MW,2489
USENSYS,PJME_to_PJMW,2040,full-base-50,MW,1158
USENSYS,RMRG_to_SPPC,2040,full-base-50,MW,6538
USENSYS,RMRG_to_SPPN,2040,full-base-50,MW,4050
USENSYS,SPPS_to_SRSG,2040,full-base-50,MW,3589
USENSYS,SPPS_to_TRE,2040,full-base-50,MW,121
USENSYS,SPPS_to_TREW,2040,full-base-50,MW,537
USENSYS,SRCE_to_SRSE,2040,full-base-50,MW,122
USENSYS,TRE_to_TREW,2040,full-base-50,MW,-1
USENSYS,SRSG_to_TRE,2040,full-base-50,MW,1861
USENSYS,NWPP_to_SPPN,2040,full-base-50,MW,2890
USENSYS,BASN_to_RMRG,2045,full-base-50,MW,9
USENSYS,CASO_to_SRSG,2045,full-base-50,MW,473
USENSYS,MISC_to_MISE,2045,full-base-50,MW,701
USENSYS,MISC_to_PJMW,2045,full-base-50,MW,3322
USENSYS,MISC_to_SPPC,2045,full-base-50,MW,5295
USENSYS,MISC_to_SPPN,2045,full-base-50,MW,408
USENSYS,MISS_to_SPPC,2045,full-base-50,MW,845
USENSYS,MISS_to_SPPS,2045,full-base-50,MW,562
USENSYS,MISS_to_SRSE,2045,full-base-50,MW,1839
USENSYS,NWPP_to_RMRG,2045,full-base-50,MW,696
USENSYS,NYCW_to_PJME,2045,full-base-50,MW,1548
USENSYS,NYUP_to_PJME,2045,full-base-50,MW,682
USENSYS,PJMC_to_PJMW,2045,full-base-50,MW,1426
