model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,full-base-50,tons,25740634
USENSYS,BASN,2030,full-base-50,tons,9502805
USENSYS,BASN,2035,full-base-50,tons,13046475
USENSYS,BASN,2040,full-base-50,tons,14948421
USENSYS,BASN,2045,full-base-50,tons,13927739
USENSYS,BASN,2050,full-base-50,tons,12906699
USENSYS,CANO,2027,full-base-50,tons,19762937
USENSYS,CANO,2030,full-base-50,tons,14444713
USENSYS,CANO,2035,full-base-50,tons,19175343
USENSYS,CANO,2040,full-base-50,tons,18646679
USENSYS,CANO,2045,full-base-50,tons,21934040
USENSYS,CANO,2050,full-base-50,tons,18605112
USENSYS,CASO,2027,full-base-50,tons,20281514
USENSYS,CASO,2030,full-base-50,tons,14192579
USENSYS,CASO,2035,full-base-50,tons,21328811
USENSYS,CASO,2040,full-base-50,tons,33642626
USENSYS,CASO,2045,full-base-50,tons,42085072
USENSYS,CASO,2050,full-base-50,tons,39855233
USENSYS,FRCC,2027,full-base-50,tons,75339034
USENSYS,FRCC,2030,full-base-50,tons,50595821
USENSYS,FRCC,2035,full-base-50,tons,54855367
USENSYS,FRCC,2040,full-base-50,tons,57935918
USENSYS,FRCC,2045,full-base-50,tons,62494367
USENSYS,FRCC,2050,full-base-50,tons,63492319
USENSYS,ISNE,2027,full-base-50,tons,31492601
USENSYS,ISNE,2030,full-base-50,tons,19715763
USENSYS,ISNE,2035,full-base-50,tons,24245490
USENSYS,ISNE,2040,full-base-50,tons,28209077
USENSYS,ISNE,2045,full-base-50,tons,30305592
USENSYS,ISNE,2050,full-base-50,tons,29617788
USENSYS,MISC,2027,full-base-50,tons,37481693
USENSYS,MISC,2030,full-base-50,tons,16052921
USENSYS,MISC,2035,full-base-50,tons,23203635
USENSYS,MISC,2040,full-base-50,tons,23621497
USENSYS,MISC,2045,full-base-50,tons,33000529
USENSYS,MISC,2050,full-base-50,tons,38732260
USENSYS,MISE,2027,full-base-50,tons,33024652
USENSYS,MISE,2030,full-base-50,tons,14550742
USENSYS,MISE,2035,full-base-50,tons,18085852
USENSYS,MISE,2040,full-base-50,tons,17695130
USENSYS,MISE,2045,full-base-50,tons,19573513
USENSYS,MISE,2050,full-base-50,tons,20863584
USENSYS,MISS,2027,full-base-50,tons,52099066
USENSYS,MISS,2030,full-base-50,tons,27055402
USENSYS,MISS,2035,full-base-50,tons,29639538
USENSYS,MISS,2040,full-base-50,tons,25357374
USENSYS,MISS,2045,full-base-50,tons,30087432
USENSYS,MISS,2050,full-base-50,tons,32239202
USENSYS,MISW,2027,full-base-50,tons,43765361
USENSYS,MISW,2030,full-base-50,tons,22766262
USENSYS,MISW,2035,full-base-50,tons,31769215
USENSYS,MISW,2040,full-base-50,tons,37052695
USENSYS,MISW,2045,full-base-50,tons,39647599
USENSYS,MISW,2050,full-base-50,tons,38225857
USENSYS,NWPP,2027,full-base-50,tons,16342568
USENSYS,NWPP,2030,full-base-50,tons,5977270
USENSYS,NWPP,2035,full-base-50,tons,9618642
USENSYS,NWPP,2040,full-base-50,tons,13367318
USENSYS,NWPP,2045,full-base-50,tons,16759205
USENSYS,NWPP,2050,full-base-50,tons,20581804
USENSYS,NYCW,2027,full-base-50,tons,9549161
USENSYS,NYCW,2030,full-base-50,tons,6758172
USENSYS,NYCW,2035,full-base-50,tons,17764847
USENSYS,NYCW,2040,full-base-50,tons,17831523
USENSYS,NYCW,2045,full-base-50,tons,17592902
USENSYS,NYCW,2050,full-base-50,tons,17341407
USENSYS,NYUP,2027,full-base-50,tons,11957010
USENSYS,NYUP,2030,full-base-50,tons,6155572
USENSYS,NYUP,2035,full-base-50,tons,5062779
USENSYS,NYUP,2040,full-base-50,tons,3505581
USENSYS,NYUP,2045,full-base-50,tons,3549562
USENSYS,NYUP,2050,full-base-50,tons,5221101
USENSYS,PJMC,2027,full-base-50,tons,13469586
USENSYS,PJMC,2030,full-base-50,tons,9462164
USENSYS,PJMC,2035,full-base-50,tons,9275622
USENSYS,PJMC,2040,full-base-50,tons,6654342
USENSYS,PJMC,2045,full-base-50,tons,4854882
USENSYS,PJMC,2050,full-base-50,tons,3399298
USENSYS,PJMD,2027,full-base-50,tons,17631840
USENSYS,PJMD,2030,full-base-50,tons,10231995
