Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.0,-514.7367784927401,-2.3552964085572186e-5,8.409927974039305e-6,1589.376437297416,-791.8835755725421,1366.2363416413841,-2344.7463375608877,2903.285834598781,4299.99973324184,-1509.9990856111717,1337.7517652679433,3288.10055410222,838.8062152080122,0.00019240481278122874,-1319.9998642920182,-599.9992449176468
t2,0.0,-15.827219823299092,-2.3488006994796177e-5,5.219419629880765e-6,608.8941752188246,-0.0004339299344923404,206.15604141827328,-2241.8508015625075,1535.8476662915455,4299.999732360186,-1419.6517212727156,435.8091692926613,2404.1364230438485,828.2839719709251,0.00019217885019346493,-1319.9998412629295,-583.9164155468842
t3,0.0,95.3309686689299,0.0002108625102860549,699.9636696114352,534.4115239214058,-0.0004457120744728909,109.44400082644982,-2213.5135621474074,890.3829764629486,4083.0795341795074,-490.6907811383538,3.847915653589033e-5,2698.895718459954,0.0005141690417091255,-5.413388270185589e-5,-1319.9992087587384,-581.8297262051548
t4,0.0,0.0005359830314498225,0.00013978663736058893,639.2253778072882,353.84781779514736,5.796229327092756e-6,-66.41324472683485,-2277.754910759193,986.1189032152978,3399.6523892190503,1.8527007842477085e-5,3.83334925678587e-5,1736.6067912675799,317.7531811549316,0.00020011748462001774,-1319.995463059156,1.2493595469301687e-5
t5,0.0,0.0005677691273287234,0.00014439038458191307,551.7617748960594,518.8878735257044,58.02667013253834,212.11064793059833,-2356.9309694838917,891.4089640835912,3966.599020947889,1.7686413093163425e-5,4.001322973499309e-5,2510.944000149594,241.831967017433,0.00020128193007011084,-1319.9954609544457,1.2877536662824857e-5
t6,0.0,-640.0424690564777,-8.029079662151266e-5,-2.1719010579106157e-5,859.3264093822838,-4.9681746997787866e-5,699.0194709254446,-2433.410332150719,1469.15320226515,4030.7283836533197,-8.3239226411017e-5,4.771736874420218e-5,2510.9394458998045,386.0949193010906,0.00019514417821658278,-1319.9999244271282,1.2436011915139657e-5
t7,0.0,-444.95503192910013,-2.063728726237353e-5,6.9764376718194635e-6,1076.2924971030322,0.0001095518505559055,2495.5819643431323,-2709.0894280849216,3189.1107828099002,4299.999728017905,2.5045268994291045e-6,1876.5944842257986,3541.9133555278904,1406.0680998689506,0.00018638230746955008,-398.0563206836614,-7.443269681579407e-5
t8,0.0,-1578.739947510182,-6.732456830261374e-6,2.382640240869823e-6,178.7410767044841,999.9999989808858,2599.9999962413594,-3199.9999833596644,2074.1702952544642,4299.999926868873,1509.9999954545854,2472.7433558980424,4963.2654305390615,719.0284319018944,4.962645738261389e-5,-1319.9999986673533,599.9999982428011
t9,0.0,-1599.999895247204,-1111.081915793899,-210.98256020071736,853.8492946213347,9.105436414580808e-5,2536.091326705133,-3080.1083895611205,3249.9998548789927,4299.9998941957,-8.17694828678161e-6,4147.487437637441,4639.1263056154385,2014.0151366952055,0.00017572431571989553,-453.9399709431194,-0.0013103202752331503
t10,0.0,-1599.9999686169497,-1111.0821536105439,-759.9999350542015,-206.38499757066256,750.7240530181723,2015.2497567775827,-3199.999970189244,2794.578915668414,4299.9996803246695,5.396144362388372e-5,5153.154751250496,5232.6277599171735,2579.9999151134316,349.9999045557839,-616.1859095967491,-371.75863133356336
t11,0.0,-1599.9999797522607,-1111.08216750741,-759.9999351497278,318.18148094342706,-1.966162496794075e-5,2242.553134576602,-3199.9999591658734,2865.1513063530847,4299.999639685517,-7.08230687215953e-5,6252.826146034332,6222.82843493087,2579.999966846762,349.9999657596393,-612.669037895475,-599.9999678425264
t12,0.0,-1599.9999801289628,-1111.0821676266823,-759.9999349977312,324.4002081219069,-1.116251459794372e-5,2140.6037007812647,-3199.999959483671,2822.0215303065825,4299.999628611516,-9.846889195667052e-5,6510.157985653679,7040.246685877611,2579.99996685397,349.99996606360577,-571.0856710162773,-599.9999672663298
t13,0.0,-1599.9999803845405,-1111.0821675780917,-759.9999343134409,300.89741752342906,-1.4061258760518146e-5,2004.5144536376492,-3199.9999601328273,2692.224270042795,4299.999633873329,-9.528460661184614e-5,6476.017596036344,6922.983909532652,2579.9999670629845,349.9999660901866,-567.6954724385022,-599.9999672462603
t14,0.0,-1599.9999803463083,-1111.0821674939853,-759.9999355165834,283.24298038362724,-1.3496854130244e-5,1999.3270499360437,-3199.999960014905,2697.367402574164,4299.999636501594,-9.647630832913496e-5,6344.094054076191,6252.769110700647,2579.9999666886733,349.99996568029945,-567.5527011318958,-599.999967273025
t15,0.0,-1599.9999800718647,-1111.0821671759488,-759.9999326441214,269.13480265998356,-1.434372564058633e-5,1895.2167661036535,-3199.999960194648,2563.7029775579,4299.999631780729,-9.828990462372426e-5,5398.281811325982,4964.439287519843,2579.999966560229,349.9999656919635,-600.9697153063348,-599.9999672839501
t16,0.0,-1599.9999798762674,-1111.0821670004736,-759.9999295320495,278.48882778592036,-1.4405452625338114e-5,2028.02655230528,-3199.9999588796964,2601.562613050204,4299.999635325348,-0.00010445617980685912,4485.087919483881,3732.2213714048994,2579.999966756994,349.9999658272546,-730.5174961197054,-599.9999673178858
t17,0.0,-1599.9998970125646,-1111.0818985990584,-0.0005501580112830161,198.2448672395748,233.46514600329263,2599.9999236487156,-2992.5763366610327,3249.9999556196462,4299.9999585486485,-249.47225535655264,3788.384021068498,3128.891548685927,2579.9991900744085,148.07129781726098,186.79281298827183,-599.9999776594327
t18,0.0,-1505.9463856459836,-1.7288950088297574e-5,7.967481154360763e-6,893.1924093814362,-0.0003942239601786262,1842.852498385736,-2595.0882158179243,3249.9997197307766,4299.999856130236,-1348.6133336409043,1827.1455949358199,3111.5019464898032,1248.5041426603548,0.00015221325318497242,-1319.7630959539467,-599.9999057789885
t19,0.0,-1477.251386793025,-1.7913482101239134e-5,7.100958468039118e-6,882.9455560296059,-0.0004012645581107897,1997.5491676526717,-2570.106199808909,3249.9997106587552,4299.999855019419,-1342.4631109792344,1820.1238003543992,2960.2101491514995,1304.2295505531613,0.0001665049124348489,-1319.8418349174046,-599.9999060411699
t20,0.0,-1432.8772438544736,-1.9630803284828222e-5,7.107865545212265e-6,896.4690101385503,-0.0004209771003505365,1968.004389307206,-2563.280299544933,3249.999720529132,4299.999854593859,-1350.9913287962154,2086.0925150327694,3379.1404953729498,1221.2933304962874,0.0001835299160748564,-1319.8696214692327,-599.9999060410353
t21,0.0,-726.3597642056314,-3.127302180184338e-5,2.1056187800424645e-6,899.8262690380683,-0.00043020618418383526,1960.1352080142462,-2581.718423915866,3249.999707307628,4299.999849170877,-1355.330360500715,3117.9756585054492,4487.024645213203,1188.904388602131,0.00019354566113573916,-1319.8431906728283,-599.9999042936989
t22,0.0,-1478.2662297820752,-2.6741113140508064e-5,4.398852116734075e-6,584.8029872011247,357.18699377002264,2581.700904444706,-3099.0265023221045,3249.999693668816,4299.999855835508,9.593236206359772e-6,1959.3466476487993,3441.4498090065076,1122.6818406700847,0.00019159745319682623,-1319.845128276023,-5.544306553985931e-5
