Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,region,technology,cluster,Cap_Size,minimum_load_mw,Heat_Rate_MMBTU_per_MWh,Fixed_OM_Cost_per_MWyr,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,num_units,capacity_factor,unmodified_cap_size,unmodified_existing_cap_mw,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,Unnamed: 21,MGA,Resource_Type
NY_Z_G-I_solar_photovoltaic_1,7,0,1,6.9,NY_Z_G-I,Solar Photovoltaic,1,1.38,0.0,8.84,22623,0.0,0.086,5.0,0.086,1.38,6.9,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1775227686703096,-1.0,1,Solar_Photovoltaic_1
PJM_EMAC_solar_photovoltaic_1,10,0,1,856.1,PJM_EMAC,Solar Photovoltaic,1,3.52,0.032,8.84,22623,0.367,0.18,243.0,0.198,3.523,856.089,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1797631147540983,-1.0,1,Solar_Photovoltaic_1
PJM_Rest_onshore_wind_turbine_1,11,0,1,7080.5,PJM_Rest,Onshore Wind Turbine,1,79.56,9.54,8.84,43000,0.367,0.174,89.0,0.266,79.556,7080.484,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416814937791765,-1.0,1,Onshore_Wind_Turbine_1
PJM_Rest_solar_photovoltaic_1,11,0,1,776.2,PJM_Rest,Solar Photovoltaic,1,6.47,0.0,8.84,22623,0.0,0.159,120.0,0.182,6.468,776.16,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2040867135867904,-1.0,1,Solar_Photovoltaic_1
NENG_Rest_offshorewind_class3_moderate_fixed_1_0,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,0,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,298102,2935.5,1.0,587.098,71.878,59686.851,1032062.66,0.0,238416.0,0.4874893426895141,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_0
NENG_Rest_offshorewind_class3_moderate_fixed_1_1,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,1,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,307535,1275.3,1.0,255.064,72.923,69119.088,1195158.214,0.0,238416.0,0.4926479458808899,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_1
NENG_Rest_offshorewind_class3_moderate_fixed_1_2,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,2,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,306243,2328.7,1.0,465.737,73.074,67827.451,1172824.178,0.0,238416.0,0.4899854063987732,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_2
NENG_Rest_offshorewind_class3_moderate_fixed_1_3,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,3,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,308350,1797.0,1.0,359.397,73.086,69934.469,1209257.205,0.0,238416.0,0.4925932884216308,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_3
NENG_Rest_offshorewind_class3_moderate_fixed_1_4,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,4,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,307950,2679.5,1.0,535.892,74.594,69534.361,1202338.842,0.0,238416.0,0.4824087619781494,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_4
NENG_Rest_offshorewind_class3_moderate_fixed_1_5,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_1,5,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,337490,1406.3,1.0,281.988,87.152,99074.903,1713132.904,0.0,238416.0,0.4457520842552185,-1.0,1,OffShoreWind_Class3_Moderate_fixed_1_5
NENG_Rest_offshorewind_class3_moderate_fixed_0_0,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,0,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,310688,803.8,1.0,160.75,72.777,72272.209,1249679.763,0.0,238416.0,0.4975501298904419,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_0
NENG_Rest_offshorewind_class3_moderate_fixed_0_1,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,1,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,307651,1055.0,1.0,211.0,73.026,69235.886,1197177.797,0.0,238416.0,0.4920410215854645,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_1
NENG_Rest_offshorewind_class3_moderate_fixed_0_2,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,2,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,311195,1500.0,1.0,300.0,73.275,72779.291,1258447.863,0.0,238416.0,0.4949346482753753,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_2
NENG_Rest_offshorewind_class3_moderate_fixed_0_3,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,3,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,307967,271.2,1.0,54.25,73.368,69551.857,1202641.313,0.0,238416.0,0.4899493157863617,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_3
NENG_Rest_offshorewind_class3_moderate_fixed_0_4,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,4,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,313611,220.0,1.0,44.0,74.738,75195.873,1300233.664,0.0,238416.0,0.488606721162796,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_4
NENG_Rest_offshorewind_class3_moderate_fixed_0_5,1,1,1,0.0,NENG_Rest,OffShoreWind_Class3_Moderate_fixed_0,5,1.0,0.0,0.0,104283,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class3,2026.5,3195970.406,332821,1542.7,1.0,362.75,84.333,94405.13,1632386.557,0.0,238416.0,0.4553998410701751,-1.0,1,OffShoreWind_Class3_Moderate_fixed_0_5
NENG_Rest_offshorewind_class12_moderate_floating_0_0,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,0,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,438396,29320.0,1.0,3665.0,84.449,60078.152,1038828.771,0.0,378318.0,0.4917838871479034,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_0
NENG_Rest_offshorewind_class12_moderate_floating_0_1,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,1,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,456796,17500.0,1.0,2187.5,85.543,78478.319,1356991.397,0.0,378318.0,0.5059514045715332,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_1
NENG_Rest_offshorewind_class12_moderate_floating_0_2,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,2,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,450006,34636.0,1.0,4329.5,87.135,71688.516,1239586.934,0.0,378318.0,0.4892056584358215,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_2
NENG_Rest_offshorewind_class12_moderate_floating_0_3,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,3,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,456487,12236.0,1.0,1529.5,87.657,78169.115,1351644.868,0.0,378318.0,0.493509829044342,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_3
NENG_Rest_offshorewind_class12_moderate_floating_0_4,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,4,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,448200,21032.0,1.0,2629.0,89.751,69882.239,1208354.089,0.0,378318.0,0.473261147737503,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_4
NENG_Rest_offshorewind_class12_moderate_floating_0_5,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_0,5,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,461607,25655.2,1.0,3218.5,90.743,83289.675,1440185.951,0.0,378318.0,0.4826726913452148,-1.0,1,OffShoreWind_Class12_Moderate_floating_0_5
NENG_Rest_offshorewind_class12_moderate_floating_1_0,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,0,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,457254,5034.2,1.0,629.278,88.015,78936.343,1364911.212,0.0,378318.0,0.4923853278160095,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_0
NENG_Rest_offshorewind_class12_moderate_floating_1_1,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,1,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,447854,1523.1,1.0,190.391,86.708,69536.706,1202379.403,0.0,378318.0,0.4896314740180969,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_1
NENG_Rest_offshorewind_class12_moderate_floating_1_2,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,2,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,458344,3630.6,1.0,453.829,88.207,80026.422,1383760.106,0.0,378318.0,0.4925097525119781,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_2
NENG_Rest_offshorewind_class12_moderate_floating_1_3,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,3,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,457174,2791.0,1.0,348.871,88.281,78856.361,1363528.227,0.0,378318.0,0.4908937513828277,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_3
NENG_Rest_offshorewind_class12_moderate_floating_1_4,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,4,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,457635,5766.0,1.0,720.75,90.984,79317.747,1371506.195,0.0,378318.0,0.4768570065498352,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_4
NENG_Rest_offshorewind_class12_moderate_floating_1_5,1,1,1,0.0,NENG_Rest,OffShoreWind_Class12_Moderate_floating_1,5,1.0,0.0,0.0,90288,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class12,2026.5,5071370.12,458835,615.5,1.0,76.943,88.605,80517.364,1392249.096,0.0,378318.0,0.4909538030624389,-1.0,1,OffShoreWind_Class12_Moderate_floating_1_5
NENG_Rest_landbasedwind_class1_moderate_1,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,1,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,140184,3763.0,1.266,4867.5,42.184,30020.394,519091.345,0.999,110164.0,0.4558670818805694,-1.0,1,LandbasedWind_Class1_Moderate__1
NENG_Rest_landbasedwind_class1_moderate_2,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,2,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,144903,6585.4,1.266,5047.75,37.829,34739.13,600684.382,0.275,110164.0,0.5224632024765015,-1.0,1,LandbasedWind_Class1_Moderate__2
NENG_Rest_landbasedwind_class1_moderate_3,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,3,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,142250,3939.4,1.266,5477.5,48.315,32086.07,554809.547,1.065,110164.0,0.4020571112632751,-1.0,1,LandbasedWind_Class1_Moderate__3
NENG_Rest_landbasedwind_class1_moderate_4,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,4,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,157995,6464.8,1.266,5906.75,46.425,47831.108,827061.587,0.483,110164.0,0.4507000744342804,-1.0,1,LandbasedWind_Class1_Moderate__4
NENG_Rest_landbasedwind_class1_moderate_5,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,5,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,141533,4056.4,1.266,8443.0,62.927,31369.779,542423.952,1.888,110164.0,0.3091396987438202,-1.0,1,LandbasedWind_Class1_Moderate__5
NENG_Rest_landbasedwind_class1_moderate_6,1,1,1,0.0,NENG_Rest,LandbasedWind_Class1_Moderate_,6,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,151668,6229.9,1.266,8327.25,54.108,41504.972,678454.995,1.059,110164.0,0.3752236068248749,-1.0,1,LandbasedWind_Class1_Moderate__6
NENG_Rest_utilitypv_class1_moderate_1,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,87063,73633.6,1.017,13869.614,36.376,19957.632,345093.205,5.512,67106.0,0.2446891665458679,-1.0,1,UtilityPV_Class1_Moderate__1
NENG_Rest_utilitypv_class1_moderate_2,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,2,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,81630,47173.7,1.017,12679.629,33.894,14524.969,251155.452,9.789,67106.0,0.2477672100067138,-1.0,1,UtilityPV_Class1_Moderate__2
NENG_Rest_utilitypv_class1_moderate_3,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,3,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,99839,64430.3,1.017,8644.481,41.659,32733.748,566008.728,2.321,67106.0,0.2417934983968734,-1.0,1,UtilityPV_Class1_Moderate__3
NENG_Rest_utilitypv_class1_moderate_4,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,4,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,100085,56390.7,1.017,8020.511,41.134,32979.35,570255.519,2.878,67106.0,0.2452318370342254,-1.0,1,UtilityPV_Class1_Moderate__4
NENG_Rest_utilitypv_class1_moderate_5,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,5,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,110205,64594.2,1.017,7652.636,45.956,43099.229,745241.281,0.976,67106.0,0.2398772239685058,-1.0,1,UtilityPV_Class1_Moderate__5
NENG_Rest_utilitypv_class1_moderate_6,1,1,1,0.0,NENG_Rest,UtilityPV_Class1_Moderate_,6,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,109894,56147.7,1.017,7970.816,45.113,42788.038,739860.4,3.139,67106.0,0.2434391379356384,-1.0,1,UtilityPV_Class1_Moderate__6
NY_Z_A_landbasedwind_class1_moderate_1,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,1,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,159898,812.1,1.544,1209.0,37.136,25524.38,441349.462,1.397,134374.0,0.4290089309215545,-1.0,1,LandbasedWind_Class1_Moderate__1
NY_Z_A_landbasedwind_class1_moderate_2,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,2,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,160457,1104.0,1.544,1265.5,35.3,26083.602,451019.134,0.831,134374.0,0.4805134832859039,-1.0,1,LandbasedWind_Class1_Moderate__2
NY_Z_A_landbasedwind_class1_moderate_3,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,3,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,161501,1013.5,1.544,1723.5,42.739,27127.861,469075.726,1.347,134374.0,0.4038195610046386,-1.0,1,LandbasedWind_Class1_Moderate__3
NY_Z_A_landbasedwind_class1_moderate_4,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,4,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,159418,877.6,1.544,1506.0,42.556,25044.372,433049.498,1.66,134374.0,0.4681551456451416,-1.0,1,LandbasedWind_Class1_Moderate__4
NY_Z_A_landbasedwind_class1_moderate_5,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,5,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,161595,936.5,1.544,2130.75,57.846,27221.287,470691.178,2.267,134374.0,0.3318537771701813,-1.0,1,LandbasedWind_Class1_Moderate__5
NY_Z_A_landbasedwind_class1_moderate_6,2,1,1,0.0,NY_Z_A,LandbasedWind_Class1_Moderate_,6,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,158095,956.8,1.544,2043.5,48.0,23721.966,410183.418,2.099,134374.0,0.412934809923172,-1.0,1,LandbasedWind_Class1_Moderate__6
NY_Z_A_utilitypv_class1_moderate_1,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,1,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,77519,20053.6,1.008,3679.183,33.469,11057.758,191202.913,5.883,66462.0,0.2395732104778289,-1.0,1,UtilityPV_Class1_Moderate__1
NY_Z_A_utilitypv_class1_moderate_2,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,2,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,74074,11711.3,1.008,3032.808,31.773,7612.57,131631.152,9.242,66462.0,0.2424892038106918,-1.0,1,UtilityPV_Class1_Moderate__2
NY_Z_A_utilitypv_class1_moderate_3,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,3,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,84455,14912.2,1.008,2228.591,35.777,17993.09,311123.742,4.137,66462.0,0.240575760602951,-1.0,1,UtilityPV_Class1_Moderate__3
NY_Z_A_utilitypv_class1_moderate_4,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,4,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,89746,16833.7,1.008,2165.596,37.024,23284.444,402618.075,2.307,66462.0,0.2427534610033035,-1.0,1,UtilityPV_Class1_Moderate__4
NY_Z_A_utilitypv_class1_moderate_5,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,5,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,96906,14974.0,1.008,2069.297,40.902,30444.186,526419.254,2.68,66462.0,0.2418001443147659,-1.0,1,UtilityPV_Class1_Moderate__5
NY_Z_A_utilitypv_class1_moderate_6,2,1,1,0.0,NY_Z_A,UtilityPV_Class1_Moderate_,6,1.0,0.0,0.0,19542,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1033316.944,95255,16716.1,1.008,2205.016,39.745,28793.04,497868.807,1.977,66462.0,0.2429544180631637,-1.0,1,UtilityPV_Class1_Moderate__6
NY_Z_B_landbasedwind_class1_moderate_1,3,1,1,0.0,NY_Z_B,LandbasedWind_Class1_Moderate_,1,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,159574,747.5,1.544,780.25,39.332,25200.794,435754.236,0.714,134374.0,0.4674415290355682,-1.0,1,LandbasedWind_Class1_Moderate__1
NY_Z_B_landbasedwind_class1_moderate_2,3,1,1,0.0,NY_Z_B,LandbasedWind_Class1_Moderate_,2,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,154522,357.6,1.544,829.75,39.034,20148.848,348399.587,2.342,134374.0,0.504612922668457,-1.0,1,LandbasedWind_Class1_Moderate__2
NY_Z_B_landbasedwind_class1_moderate_3,3,1,1,0.0,NY_Z_B,LandbasedWind_Class1_Moderate_,3,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,158831,497.9,1.544,1012.75,44.867,24457.39,422899.831,1.867,134374.0,0.4291751682758331,-1.0,1,LandbasedWind_Class1_Moderate__3
NY_Z_B_landbasedwind_class1_moderate_4,3,1,1,0.0,NY_Z_B,LandbasedWind_Class1_Moderate_,4,1.0,0.0,0.0,45646,0.0,0.0,0.0,0.0,0.0,0.0,1,Moderate,Class1,2026.5,1279551.476,151709,302.6,1.544,1285.0,43.986,17335.728,299757.108,4.567,134374.0,0.4632488191127777,-1.0,1,LandbasedWind_Class1_Moderate__4
