model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-base-200-tx-50,MWh,111544
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-base-200-tx-50,MWh,631484
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-base-200-tx-50,MWh,780613
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,full-base-200-tx-50,MWh,4663354
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,full-base-200-tx-50,MWh,12364218
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,full-base-200-tx-50,MWh,18944426
USENSYS,BASN,BASN_biomass_1,Other,2027,full-base-200-tx-50,MWh,69248
USENSYS,BASN,BASN_biomass_1,Other,2030,full-base-200-tx-50,MWh,47697
USENSYS,BASN,BASN_biomass_1,Other,2035,full-base-200-tx-50,MWh,47518
USENSYS,BASN,BASN_biomass_1,Other,2040,full-base-200-tx-50,MWh,49600
USENSYS,BASN,BASN_biomass_1,Other,2045,full-base-200-tx-50,MWh,44780
USENSYS,BASN,BASN_biomass_1,Other,2050,full-base-200-tx-50,MWh,31710
USENSYS,BASN,BASN_biomass_2,Other,2027,full-base-200-tx-50,MWh,181776
USENSYS,BASN,BASN_biomass_2,Other,2030,full-base-200-tx-50,MWh,126371
USENSYS,BASN,BASN_biomass_2,Other,2035,full-base-200-tx-50,MWh,101581
USENSYS,BASN,BASN_biomass_2,Other,2040,full-base-200-tx-50,MWh,105898
USENSYS,BASN,BASN_biomass_2,Other,2045,full-base-200-tx-50,MWh,109565
USENSYS,BASN,BASN_biomass_2,Other,2050,full-base-200-tx-50,MWh,77067
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,full-base-200-tx-50,MWh,8468176
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,full-base-200-tx-50,MWh,7828662
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2035,full-base-200-tx-50,MWh,7683748
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,full-base-200-tx-50,MWh,5307096
