model,zone,resource_name,tech_type,planning_year,case,timestep,unit,value
TEMOA,BASN,BASN_batteries_1,Battery,2027,base_52_tx50,all,MWh,196354
TEMOA,BASN,BASN_biomass_2,Other,2027,base_52_tx50,all,MWh,164690
TEMOA,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,8.31213e+06
TEMOA,BASN,BASN_conventional_steam_coal_1,Coal,2027,base_52_tx50,all,MWh,2.45986e+06
TEMOA,BASN,BASN_conventional_steam_coal_2,Coal,2027,base_52_tx50,all,MWh,1.09477e+07
TEMOA,BASN,BASN_distributed_generation_1,Distributed Solar,2027,base_52_tx50,all,MWh,2.82701e+06
TEMOA,BASN,BASN_geothermal_1,Geothermal,2027,base_52_tx50,all,MWh,4.85823e+06
TEMOA,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,base_52_tx50,all,MWh,2.97422e+07
TEMOA,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2027,base_52_tx50,all,MWh,1.53631e+07
TEMOA,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2027,base_52_tx50,all,MWh,604387
TEMOA,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2027,base_52_tx50,all,MWh,2.95479e+07
TEMOA,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2027,base_52_tx50,all,MWh,5274.46
TEMOA,BASN,BASN_onshore_wind_turbine_1,Wind,2027,base_52_tx50,all,MWh,3.99825e+06
TEMOA,BASN,BASN_small_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,1.63e+06
TEMOA,BASN,BASN_solar_photovoltaic_1,Solar,2027,base_52_tx50,all,MWh,2.00233e+07
TEMOA,CANO,CANO_batteries_1,Battery,2027,base_52_tx50,all,MWh,311140
TEMOA,CANO,CANO_biomass_1,Other,2027,base_52_tx50,all,MWh,1.3149e+06
TEMOA,CANO,CANO_biomass_2,Other,2027,base_52_tx50,all,MWh,608371
TEMOA,CANO,CANO_conventional_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,1.91141e+07
TEMOA,CANO,CANO_distributed_generation_1,Distributed Solar,2027,base_52_tx50,all,MWh,1.03531e+07
TEMOA,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,2027,base_52_tx50,all,MWh,58178.9
TEMOA,CANO,CANO_natural_gas_fired_combined_cycle_1,Natural Gas,2027,base_52_tx50,all,MWh,1.94367e+06
TEMOA,CANO,CANO_natural_gas_fired_combined_cycle_2,Natural Gas,2027,base_52_tx50,all,MWh,5.26759e+07
TEMOA,CANO,CANO_natural_gas_internal_combustion_engine_1,Natural Gas,2027,base_52_tx50,all,MWh,14969
TEMOA,CANO,CANO_onshore_wind_turbine_1,Wind,2027,base_52_tx50,all,MWh,2.44656e+06
TEMOA,CANO,CANO_small_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,2.10432e+06
TEMOA,CANO,CANO_solar_photovoltaic_1,Solar,2027,base_52_tx50,all,MWh,1.5391e+07
TEMOA,CASO,CASO_batteries_1,Battery,2027,base_52_tx50,all,MWh,3.77477e+06
TEMOA,CASO,CASO_biomass_1,Other,2027,base_52_tx50,all,MWh,890411
TEMOA,CASO,CASO_biomass_2,Other,2027,base_52_tx50,all,MWh,178639
TEMOA,CASO,CASO_conventional_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,2.40903e+06
TEMOA,CASO,CASO_distributed_generation_1,Distributed Solar,2027,base_52_tx50,all,MWh,1.61124e+07
TEMOA,CASO,CASO_geothermal_1,Geothermal,2027,base_52_tx50,all,MWh,207036
TEMOA,CASO,CASO_hydroelectric_pumped_storage_1,Hydro,2027,base_52_tx50,all,MWh,147881
TEMOA,CASO,CASO_natural_gas_fired_combined_cycle_1,Natural Gas,2027,base_52_tx50,all,MWh,211620
TEMOA,CASO,CASO_natural_gas_fired_combined_cycle_2,Natural Gas,2027,base_52_tx50,all,MWh,5.15045e+07
TEMOA,CASO,CASO_natural_gas_internal_combustion_engine_1,Natural Gas,2027,base_52_tx50,all,MWh,27676.2
TEMOA,CASO,CASO_onshore_wind_turbine_1,Wind,2027,base_52_tx50,all,MWh,1.24951e+07
TEMOA,CASO,CASO_small_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,576186
TEMOA,CASO,CASO_solar_photovoltaic_1,Solar,2027,base_52_tx50,all,MWh,3.16866e+07
TEMOA,FRCC,FRCC_batteries_1,Battery,2027,base_52_tx50,all,MWh,59333.8
TEMOA,FRCC,FRCC_biomass_1,Other,2027,base_52_tx50,all,MWh,739227
TEMOA,FRCC,FRCC_biomass_2,Other,2027,base_52_tx50,all,MWh,1.00585e+06
TEMOA,FRCC,FRCC_conventional_hydroelectric_1,Hydro,2027,base_52_tx50,all,MWh,102513
TEMOA,FRCC,FRCC_conventional_steam_coal_1,Coal,2027,base_52_tx50,all,MWh,871816
TEMOA,FRCC,FRCC_distributed_generation_1,Distributed Solar,2027,base_52_tx50,all,MWh,5.86723e+06
TEMOA,FRCC,FRCC_natural_gas_fired_combined_cycle_1,Natural Gas,2027,base_52_tx50,all,MWh,1.95082e+08
TEMOA,FRCC,FRCC_natural_gas_fired_combined_cycle_2,Natural Gas,2027,base_52_tx50,all,MWh,1.94885e+06
TEMOA,FRCC,FRCC_natural_gas_fired_combustion_turbine_1,Natural Gas,2027,base_52_tx50,all,MWh,11949.7
