model,line_name,planning_year,case,unit,value
SWITCH,PJMC_to_MISC,2027,base_52_50,MW,0.09072877558810433
SWITCH,PJMC_to_PJMW,2027,base_52_50,MW,0.06800115201679091
SWITCH,PJMC_to_MISW,2027,base_52_50,MW,0.2706360389092879
SWITCH,PJME_to_NYUP,2027,base_52_50,MW,0.09562980238729324
SWITCH,PJME_to_PJMW,2027,base_52_50,MW,0.055331166061023396
SWITCH,PJME_to_NYCW,2027,base_52_50,MW,4536.008591623998
SWITCH,PJME_to_PJMD,2027,base_52_50,MW,0.07670535157944869
SWITCH,MISE_to_MISC,2027,base_52_50,MW,1.4369349506660716
SWITCH,MISE_to_PJMW,2027,base_52_50,MW,0.009697770293314534
SWITCH,MISE_to_MISW,2027,base_52_50,MW,1.1690289803282623
SWITCH,ISNE_to_NYUP,2027,base_52_50,MW,0.02657918256818448
SWITCH,ISNE_to_NYCW,2027,base_52_50,MW,0.004713009358169984
SWITCH,MISC_to_SPPC,2027,base_52_50,MW,0.06355586463450891
SWITCH,MISC_to_PJMW,2027,base_52_50,MW,0.06422237617516657
SWITCH,MISC_to_SRCE,2027,base_52_50,MW,0.057730985613034136
SWITCH,MISC_to_SPPS,2027,base_52_50,MW,0.06460549625217027
SWITCH,MISC_to_MISS,2027,base_52_50,MW,0.03640372853965346
SWITCH,MISC_to_SPPN,2027,base_52_50,MW,2.7557612376671576
SWITCH,MISC_to_MISW,2027,base_52_50,MW,0.011261605011895881
SWITCH,CANO_to_BASN,2027,base_52_50,MW,0.010930843243514232
SWITCH,CANO_to_CASO,2027,base_52_50,MW,0.02031101839884286
SWITCH,CANO_to_NWPP,2027,base_52_50,MW,0.10361970116809971
SWITCH,TREW_to_TRE,2027,base_52_50,MW,0.10255634606073727
SWITCH,TREW_to_SPPS,2027,base_52_50,MW,1515.9539678438775
SWITCH,SPPC_to_SPPS,2027,base_52_50,MW,0.08398259126306584
SWITCH,SPPC_to_MISS,2027,base_52_50,MW,2.745355392497646
SWITCH,SPPC_to_SPPN,2027,base_52_50,MW,1514.0043472883235
SWITCH,SPPC_to_MISW,2027,base_52_50,MW,1.3018898033808144
SWITCH,FRCC_to_SRSE,2027,base_52_50,MW,0.13064120537592316
SWITCH,TRE_to_SPPS,2027,base_52_50,MW,0.1744700850136951
SWITCH,SRCA_to_PJMW,2027,base_52_50,MW,0.018291766943548282
SWITCH,SRCA_to_SRCE,2027,base_52_50,MW,0.010990155417289316
SWITCH,SRCA_to_PJMD,2027,base_52_50,MW,0.004127041744595772
SWITCH,SRCA_to_SRSE,2027,base_52_50,MW,0.08092758808970757
SWITCH,NYUP_to_NYCW,2027,base_52_50,MW,0.006496709833754721
SWITCH,PJMW_to_SRCE,2027,base_52_50,MW,0.021283600326569285
SWITCH,PJMW_to_PJMD,2027,base_52_50,MW,0.050995200903344085
SWITCH,BASN_to_RMRG,2027,base_52_50,MW,0.15115498242084868
SWITCH,BASN_to_CASO,2027,base_52_50,MW,0.13801759682519332
SWITCH,BASN_to_NWPP,2027,base_52_50,MW,0.098980629532889
SWITCH,BASN_to_SRSG,2027,base_52_50,MW,0.0990776457119864
SWITCH,SRCE_to_MISS,2027,base_52_50,MW,0.06903626934217755
SWITCH,SRCE_to_SRSE,2027,base_52_50,MW,0.022563784794328967
SWITCH,SPPS_to_MISS,2027,base_52_50,MW,0.32430266704909627
SWITCH,SPPS_to_SRSG,2027,base_52_50,MW,0.03957908010522715
SWITCH,SPPS_to_SPPN,2027,base_52_50,MW,8.29940584237293
SWITCH,RMRG_to_NWPP,2027,base_52_50,MW,0.011525238934325444
SWITCH,RMRG_to_SRSG,2027,base_52_50,MW,0.04841496034930515
SWITCH,MISS_to_SRSE,2027,base_52_50,MW,0.013047797221815927
SWITCH,CASO_to_NWPP,2027,base_52_50,MW,0.0078869060607758
SWITCH,CASO_to_SRSG,2027,base_52_50,MW,7.662987718504155e-05
