tech_type,planning_year,model,value,resource_name,case
Coal,2030,GenX,504.5246651187356,PJMW_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,0.0,PJMW_conventional_steam_coal_2,full-base-200
Coal,2030,GenX,342.2403310731987,PJMW_conventional_steam_coal_3,full-base-200
Hydro,2030,GenX,555997.9094175245,PJMW_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,39210056.8737068,PJMW_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,241328.24876800875,PJMW_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,599.472502418745,PJMW_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,73961.58516134274,PJMW_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2030,GenX,0.0,PJMW_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2030,GenX,51467855.84154412,PJMW_nuclear_1,full-base-200
Wind,2030,GenX,8998159.545406366,PJMW_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,1761177.6000002436,PJMW_small_hydroelectric_1,full-base-200
Solar,2030,GenX,8484095.231858345,PJMW_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,158837.98254935013,RMRG_batteries_1,full-base-200
Hydro,2030,GenX,1463605.349673537,RMRG_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,423.58628367779113,RMRG_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,373.2827292949812,RMRG_conventional_steam_coal_2,full-base-200
Hydro,2030,GenX,1497882.0793463003,RMRG_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,216706.2287104289,RMRG_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,1278316.7821841002,RMRG_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,3910.499500097833,RMRG_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,452.0642622894368,RMRG_natural_gas_fired_combustion_turbine_2,full-base-200
Wind,2030,GenX,31833109.617063336,RMRG_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,879715.2000000305,RMRG_small_hydroelectric_1,full-base-200
Solar,2030,GenX,4881030.216201808,RMRG_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,1777.3512197217049,SPPC_batteries_1,full-base-200
Hydro,2030,GenX,49172.07814788332,SPPC_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,399.8707553143913,SPPC_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,482.8108040710183,SPPC_conventional_steam_coal_2,full-base-200
Natural Gas CC,2030,GenX,1988779.357371807,SPPC_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,61580.01463445924,SPPC_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,630.9905685147567,SPPC_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,205.2319028542048,SPPC_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2030,GenX,521.3719120474259,SPPC_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2030,GenX,8424244.797266342,SPPC_nuclear_1,full-base-200
Wind,2030,GenX,24582130.111838527,SPPC_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,0.0,SPPC_small_hydroelectric_1,full-base-200
Solar,2030,GenX,170560.0604749372,SPPC_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,8112.580289014313,SPPN_batteries_1,full-base-200
Hydro,2030,GenX,8175216.377232137,SPPN_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,429.6372953362337,SPPN_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,235.87733929287887,SPPN_conventional_steam_coal_2,full-base-200
Natural Gas CC,2030,GenX,300724.9060626834,SPPN_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,118637.26775127498,SPPN_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,96585.99558942784,SPPN_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,242.1327676030303,SPPN_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2030,GenX,5023863.40335209,SPPN_nuclear_1,full-base-200
Wind,2030,GenX,19552045.41569853,SPPN_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,542505.6000000219,SPPN_small_hydroelectric_1,full-base-200
Solar,2030,GenX,232702.44656308347,SPPN_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,197846.86979454895,SPPS_batteries_1,full-base-200
Hydro,2030,GenX,2245162.679984889,SPPS_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,379.86132529651417,SPPS_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,344.73102009653826,SPPS_conventional_steam_coal_2,full-base-200
Hydro,2030,GenX,1193700.7434286554,SPPS_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,308051.6530463368,SPPS_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,10946397.614942228,SPPS_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,3749.374558572753,SPPS_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,24250.667673718777,SPPS_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2030,GenX,406.4108399128982,SPPS_natural_gas_fired_combustion_turbine_3,full-base-200
Wind,2030,GenX,55350850.89539916,SPPS_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,343324.799999944,SPPS_small_hydroelectric_1,full-base-200
Solar,2030,GenX,682151.0627529846,SPPS_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,169669.61289118204,SRCA_batteries_1,full-base-200
Hydro,2030,GenX,1689785.1150556465,SRCA_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,453.12538351410655,SRCA_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,209.09038127548865,SRCA_conventional_steam_coal_2,full-base-200
Hydro,2030,GenX,6271059.250456049,SRCA_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,15180092.88191389,SRCA_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,104272.72136467876,SRCA_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,410.1234712887873,SRCA_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,48609.56390715462,SRCA_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2030,GenX,101028559.99147712,SRCA_nuclear_1,full-base-200
Hydro,2030,GenX,273436.8000000111,SRCA_small_hydroelectric_1,full-base-200
Solar,2030,GenX,16295214.359187417,SRCA_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,129452.9737801257,SRCE_batteries_1,full-base-200
Hydro,2030,GenX,13093912.895560551,SRCE_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,425.19201701913295,SRCE_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,406.1592678799418,SRCE_conventional_steam_coal_2,full-base-200
Hydro,2030,GenX,4157674.950523065,SRCE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,3255790.1109282803,SRCE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,17621039.76074788,SRCE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,706.6508174708257,SRCE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,7533.878923894818,SRCE_natural_gas_fired_combustion_turbine_2,full-base-200
Natural Gas CT,2030,GenX,254.5047467243377,SRCE_natural_gas_fired_combustion_turbine_3,full-base-200
Nuclear,2030,GenX,64568887.39848789,SRCE_nuclear_1,full-base-200
Wind,2030,GenX,17900.029713542324,SRCE_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,397488.0,SRCE_small_hydroelectric_1,full-base-200
Solar,2030,GenX,3776886.711598594,SRCE_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,168644.5821200516,SRSE_batteries_1,full-base-200
Hydro,2030,GenX,4750299.564566909,SRSE_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,496.3568846309296,SRSE_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,407.2697451585048,SRSE_conventional_steam_coal_2,full-base-200
Hydro,2030,GenX,4424840.599542968,SRSE_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,31200023.44701045,SRSE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,64877.9905084184,SRSE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,745.7101604299461,SRSE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,843.2078509122816,SRSE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2030,GenX,66192798.25882551,SRSE_nuclear_1,full-base-200
Hydro,2030,GenX,27955.19999999896,SRSE_small_hydroelectric_1,full-base-200
Solar,2030,GenX,13969444.337437036,SRSE_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,1632078.0710415076,SRSG_batteries_1,full-base-200
Hydro,2030,GenX,6347837.25518105,SRSG_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,421.5320003374963,SRSG_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,491.8774751489894,SRSG_conventional_steam_coal_2,full-base-200
Geothermal,2030,GenX,1162058.446530703,SRSG_geothermal_1,full-base-200
Hydro,2030,GenX,515970.4637584981,SRSG_hydroelectric_pumped_storage_1,full-base-200
Natural Gas CC,2030,GenX,8242151.711721049,SRSG_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,1240923.1239016964,SRSG_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,737.5945659924972,SRSG_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,536.3432166773808,SRSG_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2030,GenX,27314254.054241672,SRSG_nuclear_1,full-base-200
Wind,2030,GenX,12412932.083051387,SRSG_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,538137.5999999132,SRSG_small_hydroelectric_1,full-base-200
Solar,2030,GenX,19052770.365577094,SRSG_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,2080195.7743566183,TRE_batteries_1,full-base-200
Hydro,2030,GenX,326767.3004178127,TRE_conventional_hydroelectric_1,full-base-200
Coal,2030,GenX,456.2310492917997,TRE_conventional_steam_coal_1,full-base-200
Coal,2030,GenX,372.77431222306814,TRE_conventional_steam_coal_2,full-base-200
Natural Gas CC,2030,GenX,38275889.68540844,TRE_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,748.1293656841129,TRE_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,114334.2182417682,TRE_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,47233.42025354982,TRE_natural_gas_fired_combustion_turbine_2,full-base-200
Nuclear,2030,GenX,34106037.50101598,TRE_nuclear_1,full-base-200
Wind,2030,GenX,29529755.126229044,TRE_onshore_wind_turbine_1,full-base-200
Hydro,2030,GenX,172099.19999999736,TRE_small_hydroelectric_1,full-base-200
Solar,2030,GenX,26884657.56656207,TRE_solar_photovoltaic_1,full-base-200
Battery,2030,GenX,1451522.9422029248,TREW_batteries_1,full-base-200
Natural Gas CC,2030,GenX,7143442.678911252,TREW_natural_gas_fired_combined_cycle_1,full-base-200
Natural Gas CC,2030,GenX,18004.704318005875,TREW_natural_gas_fired_combined_cycle_2,full-base-200
Natural Gas CT,2030,GenX,452.3157003508904,TREW_natural_gas_fired_combustion_turbine_1,full-base-200
Natural Gas CT,2030,GenX,533.7343926565619,TREW_natural_gas_fired_combustion_turbine_2,full-base-200
Wind,2030,GenX,62213730.7908275,TREW_onshore_wind_turbine_1,full-base-200
Solar,2030,GenX,20872234.10734321,TREW_solar_photovoltaic_1,full-base-200
Distributed Solar,2030,GenX,3319249.423402237,BASN_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,12485228.061718067,CANO_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,19374027.71689348,CASO_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,11070041.780208092,FRCC_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,7926299.847771395,ISNE_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,2452709.8483730857,MISC_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,1916963.9757452928,MISE_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,6061772.4536616495,MISS_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,3956507.183617751,MISW_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,3666120.998882565,NWPP_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,2130712.1787634487,NYCW_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,1703486.4331615278,NYUP_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,2852758.0314927334,PJMC_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,3359476.225854495,PJMD_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,15076512.95768844,PJME_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,4641075.311400311,PJMW_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,2363885.976918519,RMRG_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,583579.3132878667,SPPC_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,434221.55999496,SPPN_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,2774142.23437112,SPPS_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,6229178.9547694735,SRCA_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,1321475.1827841022,SRCE_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,1769523.3266936042,SRSE_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,5714954.116423123,SRSG_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,11277310.439978532,TRE_distributed_generation_1,full-base-200
Distributed Solar,2030,GenX,418200.5828865295,TREW_distributed_generation_1,full-base-200
Natural Gas CC,2030,GenX,45749.989768331456,BASN_naturalgas_hframe_cc_moderate_0,full-base-200
Natural Gas CT,2030,GenX,673.400147628968,BASN_naturalgas_fframe_ct_moderate_0,full-base-200
Battery,2030,GenX,19851.8406200893,BASN_battery_moderate_0,full-base-200
Nuclear,2030,GenX,17356.900294296596,BASN_nuclear_nuclear_moderate_0,full-base-200
Hydrogen,2030,GenX,477.0596125301629,BASN_hydrogen_fframe_ct_moderate_0,full-base-200
Hydrogen,2030,GenX,20377.90652535396,BASN_hydrogen_hframe_cc_moderate_0,full-base-200
Wind,2030,GenX,29312535.38556128,BASN_landbasedwind_class3_moderate_0_anyQual_0,full-base-200
Wind,2030,GenX,30162751.69878286,BASN_landbasedwind_class3_moderate_1_anyQual_1,full-base-200
Wind,2030,GenX,445946.38144215406,BASN_landbasedwind_class3_moderate_2_anyQual_0,full-base-200
Wind,2030,GenX,3980286.866961234,BASN_landbasedwind_class3_moderate_3_anyQual_1,full-base-200
Wind,2030,GenX,74201.6457970611,BASN_landbasedwind_class3_moderate_4_anyQual_0,full-base-200
Wind,2030,GenX,70547.4946792498,BASN_landbasedwind_class3_moderate_5_anyQual_1,full-base-200
Wind,2030,GenX,54888.79165405661,BASN_landbasedwind_class3_moderate_6_anyQual_0,full-base-200
Wind,2030,GenX,50434.31307621122,BASN_landbasedwind_class3_moderate_7_anyQual_1,full-base-200
Wind,2030,GenX,40478.736932395375,BASN_landbasedwind_class3_moderate_8_anyQual_0,full-base-200
Wind,2030,GenX,40273.22058837915,BASN_landbasedwind_class3_moderate_9_anyQual_1,full-base-200
Wind,2030,GenX,34833.03469761386,BASN_landbasedwind_class3_moderate_10_anyQual_0,full-base-200
Wind,2030,GenX,33233.41768629705,BASN_landbasedwind_class3_moderate_11_anyQual_1,full-base-200
Solar,2030,GenX,13598601.740765896,BASN_utilitypv_class1_moderate_0_anyQual_0,full-base-200
Solar,2030,GenX,118664.5790882366,BASN_utilitypv_class1_moderate_1_anyQual_1,full-base-200
Solar,2030,GenX,66833.3124372206,BASN_utilitypv_class1_moderate_2_anyQual_0,full-base-200
Solar,2030,GenX,40903.379139539145,BASN_utilitypv_class1_moderate_3_anyQual_1,full-base-200
Solar,2030,GenX,100377.84890625492,BASN_utilitypv_class1_moderate_4_anyQual_0,full-base-200
Solar,2030,GenX,34217.636503753405,BASN_utilitypv_class1_moderate_5_anyQual_1,full-base-200
Solar,2030,GenX,47807.90814993973,BASN_utilitypv_class1_moderate_6_anyQual_0,full-base-200
Solar,2030,GenX,30235.950254246887,BASN_utilitypv_class1_moderate_7_anyQual_1,full-base-200
Solar,2030,GenX,42015.06970866583,BASN_utilitypv_class1_moderate_8_anyQual_0,full-base-200
Solar,2030,GenX,26782.217903103687,BASN_utilitypv_class1_moderate_9_anyQual_1,full-base-200
CCS,2030,GenX,20213861.558493342,CANO_naturalgas_hframe_cc_95_ccs_moderate_0,full-base-200
Natural Gas CC,2030,GenX,30723.923923218656,CANO_naturalgas_hframe_cc_moderate_0,full-base-200
Natural Gas CT,2030,GenX,513.5807068511873,CANO_naturalgas_fframe_ct_moderate_0,full-base-200
Battery,2030,GenX,11392.271056283971,CANO_battery_moderate_0,full-base-200
Nuclear,2030,GenX,16883.283191354592,CANO_nuclear_nuclear_moderate_0,full-base-200
Hydrogen,2030,GenX,420.6224656590586,CANO_hydrogen_fframe_ct_moderate_0,full-base-200
Hydrogen,2030,GenX,17578.046622903017,CANO_hydrogen_hframe_cc_moderate_0,full-base-200
Wind,2030,GenX,24889.72631117244,CANO_landbasedwind_class3_moderate_0_anyQual_0,full-base-200
Wind,2030,GenX,38644.83534446678,CANO_landbasedwind_class3_moderate_1_anyQual_1,full-base-200
Wind,2030,GenX,17811.942834545687,CANO_landbasedwind_class3_moderate_2_anyQual_0,full-base-200
Wind,2030,GenX,7859.69677717052,CANO_landbasedwind_class3_moderate_3_anyQual_1,full-base-200
Wind,2030,GenX,20405.467686909666,CANO_landbasedwind_class3_moderate_4_anyQual_0,full-base-200
Wind,2030,GenX,11875.21680881605,CANO_landbasedwind_class3_moderate_5_anyQual_1,full-base-200
Wind,2030,GenX,17582.33747592478,CANO_landbasedwind_class3_moderate_6_anyQual_0,full-base-200
Wind,2030,GenX,9334.73526803565,CANO_landbasedwind_class3_moderate_7_anyQual_1,full-base-200
Wind,2030,GenX,18466.915750164568,CANO_landbasedwind_class3_moderate_8_anyQual_0,full-base-200
Wind,2030,GenX,8996.471885784706,CANO_landbasedwind_class3_moderate_9_anyQual_1,full-base-200
Wind,2030,GenX,15977.176027147125,CANO_landbasedwind_class3_moderate_10_anyQual_0,full-base-200
Wind,2030,GenX,7941.957217030107,CANO_landbasedwind_class3_moderate_11_anyQual_1,full-base-200
Solar,2030,GenX,251417.33468541084,CANO_utilitypv_class1_moderate_0_anyQual_0,full-base-200
Solar,2030,GenX,8671337.19372982,CANO_utilitypv_class1_moderate_1_anyQual_0,full-base-200
Solar,2030,GenX,9818964.103541538,CANO_utilitypv_class1_moderate_2_anyQual_0,full-base-200
Solar,2030,GenX,238837.0516506028,CANO_utilitypv_class1_moderate_3_anyQual_1,full-base-200
Solar,2030,GenX,44474.41993523691,CANO_utilitypv_class1_moderate_4_anyQual_0,full-base-200
Solar,2030,GenX,56130.47275028299,CANO_utilitypv_class1_moderate_5_anyQual_0,full-base-200
Solar,2030,GenX,56497.06156481213,CANO_utilitypv_class1_moderate_6_anyQual_0,full-base-200
Solar,2030,GenX,80970.66942616538,CANO_utilitypv_class1_moderate_7_anyQual_1,full-base-200
Solar,2030,GenX,28931.07703607232,CANO_utilitypv_class1_moderate_8_anyQual_0,full-base-200
Solar,2030,GenX,37106.90898079643,CANO_utilitypv_class1_moderate_9_anyQual_0,full-base-200
Solar,2030,GenX,35157.84731756167,CANO_utilitypv_class1_moderate_10_anyQual_0,full-base-200
Solar,2030,GenX,40430.5240580032,CANO_utilitypv_class1_moderate_11_anyQual_1,full-base-200
Solar,2030,GenX,28084.18025005656,CANO_utilitypv_class1_moderate_12_anyQual_0,full-base-200
Solar,2030,GenX,24954.728252109588,CANO_utilitypv_class1_moderate_13_anyQual_0,full-base-200
Solar,2030,GenX,24624.86166080141,CANO_utilitypv_class1_moderate_14_anyQual_0,full-base-200
Solar,2030,GenX,20261.707284344604,CANO_utilitypv_class1_moderate_15_anyQual_1,full-base-200
Solar,2030,GenX,24868.11761166333,CANO_utilitypv_class1_moderate_16_anyQual_0,full-base-200
Solar,2030,GenX,21105.849222499663,CANO_utilitypv_class1_moderate_17_anyQual_0,full-base-200
Solar,2030,GenX,22940.399692065683,CANO_utilitypv_class1_moderate_18_anyQual_0,full-base-200
Solar,2030,GenX,18940.861022935595,CANO_utilitypv_class1_moderate_19_anyQual_1,full-base-200
Wind,2030,GenX,6593.090823527626,CANO_offshorewind_class12_moderate_floating_1_1,full-base-200
Wind,2030,GenX,7158.276419785819,CANO_offshorewind_class12_moderate_floating_1_2,full-base-200
Wind,2030,GenX,7034.524361618257,CANO_offshorewind_class12_moderate_floating_1_3,full-base-200
Wind,2030,GenX,13408.625864782647,CANO_offshorewind_class3_moderate_fixed_0_1,full-base-200
Wind,2030,GenX,12267.008396957886,CANO_offshorewind_class3_moderate_fixed_0_2,full-base-200
Wind,2030,GenX,12251.324552561122,CANO_offshorewind_class3_moderate_fixed_0_3,full-base-200
Wind,2030,GenX,4614.622228531723,CANO_offshorewind_class12_moderate_floating_0_1,full-base-200
Wind,2030,GenX,5061.044549470153,CANO_offshorewind_class12_moderate_floating_0_2,full-base-200
Wind,2030,GenX,3519.173311804983,CANO_offshorewind_class12_moderate_floating_0_3,full-base-200
CCS,2030,GenX,11333998.704706715,CASO_naturalgas_hframe_cc_95_ccs_moderate_0,full-base-200
Natural Gas CC,2030,GenX,40648.63080329201,CASO_naturalgas_hframe_cc_moderate_0,full-base-200
Natural Gas CT,2030,GenX,665.387161643062,CASO_naturalgas_fframe_ct_moderate_0,full-base-200
Battery,2030,GenX,11890.843392778486,CASO_battery_moderate_0,full-base-200
Nuclear,2030,GenX,18562.372294161585,CASO_nuclear_nuclear_moderate_0,full-base-200
Hydrogen,2030,GenX,461.4412050778884,CASO_hydrogen_fframe_ct_moderate_0,full-base-200
Hydrogen,2030,GenX,19071.269098057037,CASO_hydrogen_hframe_cc_moderate_0,full-base-200
Wind,2030,GenX,1939095.2595770448,CASO_landbasedwind_class3_moderate_0_anyQual_0,full-base-200
Wind,2030,GenX,1030601.5378157626,CASO_landbasedwind_class3_moderate_1_anyQual_1,full-base-200
Wind,2030,GenX,88183.75844550254,CASO_landbasedwind_class3_moderate_2_anyQual_0,full-base-200
Wind,2030,GenX,48912.62260612594,CASO_landbasedwind_class3_moderate_3_anyQual_1,full-base-200
Wind,2030,GenX,34853.85042965738,CASO_landbasedwind_class3_moderate_4_anyQual_0,full-base-200
Wind,2030,GenX,30557.0940812316,CASO_landbasedwind_class3_moderate_5_anyQual_1,full-base-200
Wind,2030,GenX,29327.66341704398,CASO_landbasedwind_class3_moderate_6_anyQual_0,full-base-200
Wind,2030,GenX,15992.780390840138,CASO_landbasedwind_class3_moderate_7_anyQual_1,full-base-200
Wind,2030,GenX,20329.252429240387,CASO_landbasedwind_class3_moderate_8_anyQual_0,full-base-200
Wind,2030,GenX,14930.90172977712,CASO_landbasedwind_class3_moderate_9_anyQual_1,full-base-200
Wind,2030,GenX,16489.22322182286,CASO_landbasedwind_class3_moderate_10_anyQual_0,full-base-200
Wind,2030,GenX,14924.481663298036,CASO_landbasedwind_class3_moderate_11_anyQual_1,full-base-200
Solar,2030,GenX,15169229.871892843,CASO_utilitypv_class1_moderate_0_anyQual_0,full-base-200
Solar,2030,GenX,11350192.923626024,CASO_utilitypv_class1_moderate_1_anyQual_1,full-base-200
Solar,2030,GenX,50710.56848725227,CASO_utilitypv_class1_moderate_2_anyQual_0,full-base-200
Solar,2030,GenX,56139.26714741849,CASO_utilitypv_class1_moderate_3_anyQual_1,full-base-200
Solar,2030,GenX,26535.02479161248,CASO_utilitypv_class1_moderate_4_anyQual_0,full-base-200
Solar,2030,GenX,32755.292183811296,CASO_utilitypv_class1_moderate_5_anyQual_1,full-base-200
Solar,2030,GenX,19772.127428970995,CASO_utilitypv_class1_moderate_6_anyQual_0,full-base-200
Solar,2030,GenX,25078.07048722636,CASO_utilitypv_class1_moderate_7_anyQual_1,full-base-200
Solar,2030,GenX,17725.868922361096,CASO_utilitypv_class1_moderate_8_anyQual_0,full-base-200
Solar,2030,GenX,18370.857620839262,CASO_utilitypv_class1_moderate_9_anyQual_1,full-base-200
Wind,2030,GenX,7155.766529214305,CASO_offshorewind_class12_moderate_floating_1_1,full-base-200
Wind,2030,GenX,7332.163789939084,CASO_offshorewind_class12_moderate_floating_1_2,full-base-200
Wind,2030,GenX,7590.109250986283,CASO_offshorewind_class12_moderate_floating_1_3,full-base-200
Wind,2030,GenX,2189.821143330342,CASO_offshorewind_class3_moderate_fixed_0_1,full-base-200
Wind,2030,GenX,4728.480777679705,CASO_offshorewind_class12_moderate_floating_0_1,full-base-200
Wind,2030,GenX,5795.870162868143,CASO_offshorewind_class12_moderate_floating_0_2,full-base-200
Wind,2030,GenX,5492.854877618798,CASO_offshorewind_class12_moderate_floating_0_3,full-base-200
CCS,2030,GenX,96129499.6652042,FRCC_naturalgas_hframe_cc_95_ccs_moderate_0,full-base-200
Natural Gas CC,2030,GenX,45323.42730866822,FRCC_naturalgas_hframe_cc_moderate_0,full-base-200
Natural Gas CT,2030,GenX,593.5583238455907,FRCC_naturalgas_fframe_ct_moderate_0,full-base-200
Battery,2030,GenX,22509.53380541868,FRCC_battery_moderate_0,full-base-200
Nuclear,2030,GenX,30280.64035028176,FRCC_nuclear_nuclear_moderate_0,full-base-200
Hydrogen,2030,GenX,438.3135048517079,FRCC_hydrogen_fframe_ct_moderate_0,full-base-200
Hydrogen,2030,GenX,19921.282770988248,FRCC_hydrogen_hframe_cc_moderate_0,full-base-200
Wind,2030,GenX,6876655.170936957,FRCC_landbasedwind_class3_moderate_0_anyQual_0,full-base-200
Wind,2030,GenX,2047326.2414312635,FRCC_landbasedwind_class3_moderate_1_anyQual_0,full-base-200
Wind,2030,GenX,883831.0920693718,FRCC_landbasedwind_class3_moderate_2_anyQual_0,full-base-200
Wind,2030,GenX,94063.7524552566,FRCC_landbasedwind_class3_moderate_3_anyQual_1,full-base-200
Wind,2030,GenX,15128.283923744842,FRCC_landbasedwind_class3_moderate_4_anyQual_1,full-base-200
Wind,2030,GenX,153977.00890273738,FRCC_landbasedwind_class3_moderate_5_anyQual_1,full-base-200
Wind,2030,GenX,5405480.38017236,FRCC_landbasedwind_class3_moderate_6_anyQual_0,full-base-200
Wind,2030,GenX,2912654.0156375123,FRCC_landbasedwind_class3_moderate_7_anyQual_0,full-base-200
Wind,2030,GenX,1623984.2581957288,FRCC_landbasedwind_class3_moderate_8_anyQual_0,full-base-200
Wind,2030,GenX,221547.58760658265,FRCC_landbasedwind_class3_moderate_9_anyQual_1,full-base-200
Wind,2030,GenX,50400.57005137382,FRCC_landbasedwind_class3_moderate_10_anyQual_1,full-base-200
Wind,2030,GenX,16075.720396901626,FRCC_landbasedwind_class3_moderate_11_anyQual_1,full-base-200
