Zone,value,zone,planning_year,model,agg_zone,case
8,6.632563681926071,MISS,2045,TEMOA,MISO,full-base-200
9,1083.982416076932,MISW,2045,TEMOA,MISO,full-base-200
10,985.9235011983026,NWPP,2045,TEMOA,WECC,full-base-200
11,3431.275756211528,NYCW,2045,TEMOA,NE,full-base-200
12,6.660286892741786,NYUP,2045,TEMOA,NE,full-base-200
13,6.713939924664381,PJMC,2045,TEMOA,PJM,full-base-200
14,6.508498220185487,PJMD,2045,TEMOA,PJM,full-base-200
15,6.865722800678406,PJME,2045,TEMOA,PJM,full-base-200
16,6.604332777594516,PJMW,2045,TEMOA,PJM,full-base-200
17,6.518459945593679,RMRG,2045,TEMOA,WECC,full-base-200
18,6.592012792780791,SPPC,2045,TEMOA,SPP,full-base-200
19,6.479615329583956,SPPN,2045,TEMOA,SPP,full-base-200
20,6.557700629113642,SPPS,2045,TEMOA,SPP,full-base-200
21,6.850366055905565,SRCA,2045,TEMOA,SOU,full-base-200
22,6.66007866539462,SRCE,2045,TEMOA,MISO,full-base-200
23,6.679460688503822,SRSE,2045,TEMOA,SOU,full-base-200
24,6.6770361448240845,SRSG,2045,TEMOA,WECC,full-base-200
25,6.842090593938187,TRE,2045,TEMOA,TRE,full-base-200
26,6.452694309364352,TREW,2045,TEMOA,TRE,full-base-200
1,2588.1730811716448,BASN,2050,TEMOA,WECC,full-base-200
2,11.572689984306008,CANO,2050,TEMOA,CA,full-base-200
3,11.792419570153882,CASO,2050,TEMOA,CA,full-base-200
4,12.13978271991398,FRCC,2050,TEMOA,SOU,full-base-200
5,112153.6703370867,ISNE,2050,TEMOA,NE,full-base-200
6,11.623922023641212,MISC,2050,TEMOA,MISO,full-base-200
7,656.472455977661,MISE,2050,TEMOA,MISO,full-base-200
8,11.679223884764587,MISS,2050,TEMOA,MISO,full-base-200
9,5649.777750018897,MISW,2050,TEMOA,MISO,full-base-200
10,2793.328162441525,NWPP,2050,TEMOA,WECC,full-base-200
11,1574.185472249211,NYCW,2050,TEMOA,NE,full-base-200
12,11.53127091345,NYUP,2050,TEMOA,NE,full-base-200
13,11.621989918733885,PJMC,2050,TEMOA,PJM,full-base-200
14,11.578213056780116,PJMD,2050,TEMOA,PJM,full-base-200
15,12.29034456518265,PJME,2050,TEMOA,PJM,full-base-200
16,11.956981978925894,PJMW,2050,TEMOA,PJM,full-base-200
17,11.475203318669656,RMRG,2050,TEMOA,WECC,full-base-200
18,11.494941591028054,SPPC,2050,TEMOA,SPP,full-base-200
19,11.435574573770996,SPPN,2050,TEMOA,SPP,full-base-200
20,11.58615686642859,SPPS,2050,TEMOA,SPP,full-base-200
21,11.910270622920534,SRCA,2050,TEMOA,SOU,full-base-200
22,11.725558599857486,SRCE,2050,TEMOA,MISO,full-base-200
23,11.943989880073207,SRSE,2050,TEMOA,SOU,full-base-200
24,11.735955394523266,SRSG,2050,TEMOA,WECC,full-base-200
25,13.876777632287128,TRE,2050,TEMOA,TRE,full-base-200
26,11.512150501669955,TREW,2050,TEMOA,TRE,full-base-200
1,3.464133572684163,BASN,2027,USENSYS,WECC,full-base-200
2,3.565840247058492,CANO,2027,USENSYS,CA,full-base-200
3,3.5921737683367985,CASO,2027,USENSYS,CA,full-base-200
4,3.765038646198148,FRCC,2027,USENSYS,SOU,full-base-200
5,105.2607344955663,ISNE,2027,USENSYS,NE,full-base-200
6,3.694764429263763,MISC,2027,USENSYS,MISO,full-base-200
7,3.6077160016494334,MISE,2027,USENSYS,MISO,full-base-200
8,3.7192520502415096,MISS,2027,USENSYS,MISO,full-base-200
9,3.7595661714343422,MISW,2027,USENSYS,MISO,full-base-200
10,3.609522322898169,NWPP,2027,USENSYS,WECC,full-base-200
11,3.600770220504286,NYCW,2027,USENSYS,NE,full-base-200
12,3.5809289637054924,NYUP,2027,USENSYS,NE,full-base-200
13,3.6227692220571033,PJMC,2027,USENSYS,PJM,full-base-200
14,3.683861516442148,PJMD,2027,USENSYS,PJM,full-base-200
15,3.795144750677834,PJME,2027,USENSYS,PJM,full-base-200
16,3.7373832565012752,PJMW,2027,USENSYS,PJM,full-base-200
17,3.4537000280436247,RMRG,2027,USENSYS,WECC,full-base-200
18,3.607405976970087,SPPC,2027,USENSYS,SPP,full-base-200
19,3.550049184209797,SPPN,2027,USENSYS,SPP,full-base-200
20,3.610162458407535,SPPS,2027,USENSYS,SPP,full-base-200
21,3.704539002390079,SRCA,2027,USENSYS,SOU,full-base-200
22,3.684156396080149,SRCE,2027,USENSYS,MISO,full-base-200
23,3.757285722413727,SRSE,2027,USENSYS,SOU,full-base-200
24,3.596238277485657,SRSG,2027,USENSYS,WECC,full-base-200
25,3.84312601450139,TRE,2027,USENSYS,TRE,full-base-200
26,3.443335313875465,TREW,2027,USENSYS,TRE,full-base-200
1,1.034108481016437,BASN,2030,USENSYS,WECC,full-base-200
2,1.020382749724411,CANO,2030,USENSYS,CA,full-base-200
3,0.9735893520525258,CASO,2030,USENSYS,CA,full-base-200
4,0.9334971624139228,FRCC,2030,USENSYS,SOU,full-base-200
5,1.0131518190182895,ISNE,2030,USENSYS,NE,full-base-200
6,0.962877701920542,MISC,2030,USENSYS,MISO,full-base-200
7,1.003210002779854,MISE,2030,USENSYS,MISO,full-base-200
8,0.9641666269140936,MISS,2030,USENSYS,MISO,full-base-200
9,0.9073502878038752,MISW,2030,USENSYS,MISO,full-base-200
10,1.0193664766023285,NWPP,2030,USENSYS,WECC,full-base-200
11,1.0465378614688023,NYCW,2030,USENSYS,NE,full-base-200
12,1.0286017090595627,NYUP,2030,USENSYS,NE,full-base-200
13,1.043355482954369,PJMC,2030,USENSYS,PJM,full-base-200
14,0.9964766551708188,PJMD,2030,USENSYS,PJM,full-base-200
15,0.9573163742075808,PJME,2030,USENSYS,PJM,full-base-200
16,1.0155964446517896,PJMW,2030,USENSYS,PJM,full-base-200
17,0.9578919911556067,RMRG,2030,USENSYS,WECC,full-base-200
18,1.0031397250473295,SPPC,2030,USENSYS,SPP,full-base-200
19,1.0446108567036614,SPPN,2030,USENSYS,SPP,full-base-200
20,0.9886266376871344,SPPS,2030,USENSYS,SPP,full-base-200
21,0.9072718853237632,SRCA,2030,USENSYS,SOU,full-base-200
22,0.960341738519788,SRCE,2030,USENSYS,MISO,full-base-200
23,0.9765567533634956,SRSE,2030,USENSYS,SOU,full-base-200
24,1.0338883429403396,SRSG,2030,USENSYS,WECC,full-base-200
25,0.9164164220154232,TRE,2030,USENSYS,TRE,full-base-200
26,1.0348476332011878,TREW,2030,USENSYS,TRE,full-base-200
1,3.9406405476257182,BASN,2035,USENSYS,WECC,full-base-200
2,4.120918251036225,CANO,2035,USENSYS,CA,full-base-200
3,4.300940631437056,CASO,2035,USENSYS,CA,full-base-200
4,4.114538634465669,FRCC,2035,USENSYS,SOU,full-base-200
5,4.2701836652490535,ISNE,2035,USENSYS,NE,full-base-200
6,4.104468688337576,MISC,2035,USENSYS,MISO,full-base-200
7,4.1228563010838055,MISE,2035,USENSYS,MISO,full-base-200
8,4.117069710970591,MISS,2035,USENSYS,MISO,full-base-200
9,3.815767448380603,MISW,2035,USENSYS,MISO,full-base-200
10,3.988801126334268,NWPP,2035,USENSYS,WECC,full-base-200
11,4.211089137763758,NYCW,2035,USENSYS,NE,full-base-200
12,4.070918814108635,NYUP,2035,USENSYS,NE,full-base-200
13,3.804026268381529,PJMC,2035,USENSYS,PJM,full-base-200
14,4.076347645213259,PJMD,2035,USENSYS,PJM,full-base-200
15,4.025392662336925,PJME,2035,USENSYS,PJM,full-base-200
16,4.212459203297501,PJMW,2035,USENSYS,PJM,full-base-200
17,3.78583870345668,RMRG,2035,USENSYS,WECC,full-base-200
18,3.8411104486881182,SPPC,2035,USENSYS,SPP,full-base-200
19,3.6590121334382606,SPPN,2035,USENSYS,SPP,full-base-200
20,3.820168680485085,SPPS,2035,USENSYS,SPP,full-base-200
21,3.9871476518764712,SRCA,2035,USENSYS,SOU,full-base-200
22,4.154317053816605,SRCE,2035,USENSYS,MISO,full-base-200
23,4.167534278262682,SRSE,2035,USENSYS,SOU,full-base-200
24,4.175845938223562,SRSG,2035,USENSYS,WECC,full-base-200
25,4.268711258693298,TRE,2035,USENSYS,TRE,full-base-200
26,3.7796957588230775,TREW,2035,USENSYS,TRE,full-base-200
1,6.091030866317673,BASN,2040,USENSYS,WECC,full-base-200
2,6.015098875107441,CANO,2040,USENSYS,CA,full-base-200
3,5.911155527239015,CASO,2040,USENSYS,CA,full-base-200
4,5.9374588739641645,FRCC,2040,USENSYS,SOU,full-base-200
5,6.003470036875893,ISNE,2040,USENSYS,NE,full-base-200
6,5.980549397119869,MISC,2040,USENSYS,MISO,full-base-200
7,6.105392176508608,MISE,2040,USENSYS,MISO,full-base-200
8,5.914680838331848,MISS,2040,USENSYS,MISO,full-base-200
9,5.96807258781754,MISW,2040,USENSYS,MISO,full-base-200
10,2427.5252047228173,NWPP,2040,USENSYS,WECC,full-base-200
11,6.094249251866584,NYCW,2040,USENSYS,NE,full-base-200
12,6.034276563993124,NYUP,2040,USENSYS,NE,full-base-200
13,6.11559848714607,PJMC,2040,USENSYS,PJM,full-base-200
14,5.998634858015026,PJMD,2040,USENSYS,PJM,full-base-200
15,5.940208281220078,PJME,2040,USENSYS,PJM,full-base-200
16,6.002335808094472,PJMW,2040,USENSYS,PJM,full-base-200
17,5.982060825948847,RMRG,2040,USENSYS,WECC,full-base-200
18,5.989095586745794,SPPC,2040,USENSYS,SPP,full-base-200
19,6.045661230612131,SPPN,2040,USENSYS,SPP,full-base-200
20,5.9762276013411535,SPPS,2040,USENSYS,SPP,full-base-200
21,5.933276514194055,SRCA,2040,USENSYS,SOU,full-base-200
22,5.929280464678521,SRCE,2040,USENSYS,MISO,full-base-200
23,5.891554048595298,SRSE,2040,USENSYS,SOU,full-base-200
24,5.974127231924792,SRSG,2040,USENSYS,WECC,full-base-200
25,5.857324688895563,TRE,2040,USENSYS,TRE,full-base-200
26,6.048474218498329,TREW,2040,USENSYS,TRE,full-base-200
1,4.684520152839542,BASN,2045,USENSYS,WECC,full-base-200
2,4.567653449075222,CANO,2045,USENSYS,CA,full-base-200
3,3.977632034996844,CASO,2045,USENSYS,CA,full-base-200
4,3.9447802264551153,FRCC,2045,USENSYS,SOU,full-base-200
5,4.211553441798968,ISNE,2045,USENSYS,NE,full-base-200
6,4.397990280766742,MISC,2045,USENSYS,MISO,full-base-200
7,5.111089757283335,MISE,2045,USENSYS,MISO,full-base-200
8,3.877324610362424,MISS,2045,USENSYS,MISO,full-base-200
9,4.030796484749376,MISW,2045,USENSYS,MISO,full-base-200
10,4.276561440881233,NWPP,2045,USENSYS,WECC,full-base-200
11,4.848103210611073,NYCW,2045,USENSYS,NE,full-base-200
12,4.725583883192456,NYUP,2045,USENSYS,NE,full-base-200
13,5.004765084187407,PJMC,2045,USENSYS,PJM,full-base-200
14,4.348415223242397,PJMD,2045,USENSYS,PJM,full-base-200
15,3.903967853230107,PJME,2045,USENSYS,PJM,full-base-200
16,4.203555276022695,PJMW,2045,USENSYS,PJM,full-base-200
17,4.032685140512435,RMRG,2045,USENSYS,WECC,full-base-200
18,4.379898423684689,SPPC,2045,USENSYS,SPP,full-base-200
19,4.399293812472865,SPPN,2045,USENSYS,SPP,full-base-200
20,4.112384014840094,SPPS,2045,USENSYS,SPP,full-base-200
21,4.0604725788121625,SRCA,2045,USENSYS,SOU,full-base-200
22,3.9149196054404296,SRCE,2045,USENSYS,MISO,full-base-200
23,3.8326729499126975,SRSE,2045,USENSYS,SOU,full-base-200
24,4.183135912869648,SRSG,2045,USENSYS,WECC,full-base-200
25,3.8215406602915234,TRE,2045,USENSYS,TRE,full-base-200
26,4.892206591715422,TREW,2045,USENSYS,TRE,full-base-200
1,10.99672658720843,BASN,2050,USENSYS,WECC,full-base-200
2,11.01525255639366,CANO,2050,USENSYS,CA,full-base-200
3,11.066997095097088,CASO,2050,USENSYS,CA,full-base-200
4,11.540559722117118,FRCC,2050,USENSYS,SOU,full-base-200
5,11.076643482245384,ISNE,2050,USENSYS,NE,full-base-200
6,11.023677041828918,MISC,2050,USENSYS,MISO,full-base-200
7,11.561738237230824,MISE,2050,USENSYS,MISO,full-base-200
8,11.02174761694319,MISS,2050,USENSYS,MISO,full-base-200
9,11.088728545113932,MISW,2050,USENSYS,MISO,full-base-200
10,3398.2376696932884,NWPP,2050,USENSYS,WECC,full-base-200
11,11.145068930103312,NYCW,2050,USENSYS,NE,full-base-200
12,10.982490268622469,NYUP,2050,USENSYS,NE,full-base-200
13,10.997655890570536,PJMC,2050,USENSYS,PJM,full-base-200
14,11.015806118934949,PJMD,2050,USENSYS,PJM,full-base-200
15,11.441208457081007,PJME,2050,USENSYS,PJM,full-base-200
16,11.16171578729672,PJMW,2050,USENSYS,PJM,full-base-200
17,10.94616814585974,RMRG,2050,USENSYS,WECC,full-base-200
18,10.828002770876564,SPPC,2050,USENSYS,SPP,full-base-200
19,10.78022163843109,SPPN,2050,USENSYS,SPP,full-base-200
20,11.009218924169534,SPPS,2050,USENSYS,SPP,full-base-200
21,11.67803041590888,SRCA,2050,USENSYS,SOU,full-base-200
22,11.05352572972679,SRCE,2050,USENSYS,MISO,full-base-200
23,11.07878746192792,SRSE,2050,USENSYS,SOU,full-base-200
24,11.438525703892749,SRSG,2050,USENSYS,WECC,full-base-200
25,11.338757579620143,TRE,2050,USENSYS,TRE,full-base-200
26,11.045176205218803,TREW,2050,USENSYS,TRE,full-base-200
1,5.52244858842447,BASN,2027,GenX,WECC,full-base-200-tx-0
2,5.5173155957362825,CANO,2027,GenX,CA,full-base-200-tx-0
3,5.522945679418132,CASO,2027,GenX,CA,full-base-200-tx-0
4,5.660554318075607,FRCC,2027,GenX,SOU,full-base-200-tx-0
5,19586.797100679283,ISNE,2027,GenX,NE,full-base-200-tx-0
6,5.529394389087684,MISC,2027,GenX,MISO,full-base-200-tx-0
7,5.556840056698933,MISE,2027,GenX,MISO,full-base-200-tx-0
8,5.608359111741061,MISS,2027,GenX,MISO,full-base-200-tx-0
9,5.593496301696437,MISW,2027,GenX,MISO,full-base-200-tx-0
10,5.532560275327118,NWPP,2027,GenX,WECC,full-base-200-tx-0
11,5303.933505274612,NYCW,2027,GenX,NE,full-base-200-tx-0
12,5.514123414039796,NYUP,2027,GenX,NE,full-base-200-tx-0
13,5.535295187466871,PJMC,2027,GenX,PJM,full-base-200-tx-0
14,5.532220002516263,PJMD,2027,GenX,PJM,full-base-200-tx-0
15,5.574712525794123,PJME,2027,GenX,PJM,full-base-200-tx-0
16,5.541366363344687,PJMW,2027,GenX,PJM,full-base-200-tx-0
17,5.512108213845024,RMRG,2027,GenX,WECC,full-base-200-tx-0
18,5.537346850304405,SPPC,2027,GenX,SPP,full-base-200-tx-0
19,5.5146578016440895,SPPN,2027,GenX,SPP,full-base-200-tx-0
20,5.535806497493931,SPPS,2027,GenX,SPP,full-base-200-tx-0
21,5.528418283019839,SRCA,2027,GenX,SOU,full-base-200-tx-0
22,5.545729659812872,SRCE,2027,GenX,MISO,full-base-200-tx-0
23,5.558939487302808,SRSE,2027,GenX,SOU,full-base-200-tx-0
24,5.604585646819925,SRSG,2027,GenX,WECC,full-base-200-tx-0
25,5.620068531372003,TRE,2027,GenX,TRE,full-base-200-tx-0
26,5.514282678364749,TREW,2027,GenX,TRE,full-base-200-tx-0
1,4.5377538541655005,BASN,2030,GenX,WECC,full-base-200-tx-0
2,4.422739512087864,CANO,2030,GenX,CA,full-base-200-tx-0
3,4.648168886621441,CASO,2030,GenX,CA,full-base-200-tx-0
4,5.01507602691938,FRCC,2030,GenX,SOU,full-base-200-tx-0
5,25214.582272795487,ISNE,2030,GenX,NE,full-base-200-tx-0
6,4.623496173418553,MISC,2030,GenX,MISO,full-base-200-tx-0
7,4.7170107759818185,MISE,2030,GenX,MISO,full-base-200-tx-0
8,4.5507644788677295,MISS,2030,GenX,MISO,full-base-200-tx-0
9,4.910563005216262,MISW,2030,GenX,MISO,full-base-200-tx-0
10,4.63008524751358,NWPP,2030,GenX,WECC,full-base-200-tx-0
11,2546.251589463216,NYCW,2030,GenX,NE,full-base-200-tx-0
12,4.394643896147409,NYUP,2030,GenX,NE,full-base-200-tx-0
13,4.709402986603744,PJMC,2030,GenX,PJM,full-base-200-tx-0
14,4.6426122092161215,PJMD,2030,GenX,PJM,full-base-200-tx-0
15,4.7722329858148,PJME,2030,GenX,PJM,full-base-200-tx-0
16,4.720822537831181,PJMW,2030,GenX,PJM,full-base-200-tx-0
17,4.471728785966631,RMRG,2030,GenX,WECC,full-base-200-tx-0
18,4.516393344913384,SPPC,2030,GenX,SPP,full-base-200-tx-0
19,4.227143639898932,SPPN,2030,GenX,SPP,full-base-200-tx-0
20,4.345701194587887,SPPS,2030,GenX,SPP,full-base-200-tx-0
21,4.650066987573208,SRCA,2030,GenX,SOU,full-base-200-tx-0
22,4.774220918754466,SRCE,2030,GenX,MISO,full-base-200-tx-0
23,4.761909271246319,SRSE,2030,GenX,SOU,full-base-200-tx-0
24,4.685004108668867,SRSG,2030,GenX,WECC,full-base-200-tx-0
25,5.110358010314816,TRE,2030,GenX,TRE,full-base-200-tx-0
26,4.483805009136001,TREW,2030,GenX,TRE,full-base-200-tx-0
1,2.2863623212728825,BASN,2035,GenX,WECC,full-base-200-tx-0
2,2.312782747998392,CANO,2035,GenX,CA,full-base-200-tx-0
3,2.325081338942935,CASO,2035,GenX,CA,full-base-200-tx-0
4,2.57904454867787,FRCC,2035,GenX,SOU,full-base-200-tx-0
5,60092.61149132029,ISNE,2035,GenX,NE,full-base-200-tx-0
6,2.428552835143671,MISC,2035,GenX,MISO,full-base-200-tx-0
7,2.6347130500197165,MISE,2035,GenX,MISO,full-base-200-tx-0
8,2.443478459439281,MISS,2035,GenX,MISO,full-base-200-tx-0
9,2.65515792050328,MISW,2035,GenX,MISO,full-base-200-tx-0
10,150.4173488219865,NWPP,2035,GenX,WECC,full-base-200-tx-0
11,20112.19122010249,NYCW,2035,GenX,NE,full-base-200-tx-0
12,2.419572921147177,NYUP,2035,GenX,NE,full-base-200-tx-0
13,2.642760662812449,PJMC,2035,GenX,PJM,full-base-200-tx-0
14,2.370714833485953,PJMD,2035,GenX,PJM,full-base-200-tx-0
15,9483.632008737264,PJME,2035,GenX,PJM,full-base-200-tx-0
16,2.4612386802074457,PJMW,2035,GenX,PJM,full-base-200-tx-0
17,2.3930064834051974,RMRG,2035,GenX,WECC,full-base-200-tx-0
18,2.541441605349129,SPPC,2035,GenX,SPP,full-base-200-tx-0
19,2.53308033224104,SPPN,2035,GenX,SPP,full-base-200-tx-0
20,2.363577048522279,SPPS,2035,GenX,SPP,full-base-200-tx-0
21,2.419048328189277,SRCA,2035,GenX,SOU,full-base-200-tx-0
22,2.418089518278533,SRCE,2035,GenX,MISO,full-base-200-tx-0
23,2.473951690794023,SRSE,2035,GenX,SOU,full-base-200-tx-0
24,2.678601681636992,SRSG,2035,GenX,WECC,full-base-200-tx-0
25,2.554596410510166,TRE,2035,GenX,TRE,full-base-200-tx-0
26,2.3501998865926343,TREW,2035,GenX,TRE,full-base-200-tx-0
1,7221.760892075547,BASN,2040,GenX,WECC,full-base-200-tx-0
2,4.883996380225546,CANO,2040,GenX,CA,full-base-200-tx-0
3,5.166100308499297,CASO,2040,GenX,CA,full-base-200-tx-0
4,5.443306150745344,FRCC,2040,GenX,SOU,full-base-200-tx-0
5,85961.12548147717,ISNE,2040,GenX,NE,full-base-200-tx-0
6,5.138509770677206,MISC,2040,GenX,MISO,full-base-200-tx-0
7,5.351495587036347,MISE,2040,GenX,MISO,full-base-200-tx-0
8,5.158568331096466,MISS,2040,GenX,MISO,full-base-200-tx-0
9,2703.5740224122237,MISW,2040,GenX,MISO,full-base-200-tx-0
10,22260.157817323157,NWPP,2040,GenX,WECC,full-base-200-tx-0
11,28671.93744431353,NYCW,2040,GenX,NE,full-base-200-tx-0
12,5.239374007220455,NYUP,2040,GenX,NE,full-base-200-tx-0
13,4.859352370912142,PJMC,2040,GenX,PJM,full-base-200-tx-0
14,5.534110769331043,PJMD,2040,GenX,PJM,full-base-200-tx-0
15,14083.40413176071,PJME,2040,GenX,PJM,full-base-200-tx-0
16,5.413412076855376,PJMW,2040,GenX,PJM,full-base-200-tx-0
17,2918.0083500785163,RMRG,2040,GenX,WECC,full-base-200-tx-0
18,4.654333461586028,SPPC,2040,GenX,SPP,full-base-200-tx-0
19,4.501201461864382,SPPN,2040,GenX,SPP,full-base-200-tx-0
20,4.738217864410825,SPPS,2040,GenX,SPP,full-base-200-tx-0
21,5.30507635751104,SRCA,2040,GenX,SOU,full-base-200-tx-0
22,5.249833213639286,SRCE,2040,GenX,MISO,full-base-200-tx-0
23,5.338866947784883,SRSE,2040,GenX,SOU,full-base-200-tx-0
24,5.445532228595755,SRSG,2040,GenX,WECC,full-base-200-tx-0
25,5.6566416298399655,TRE,2040,GenX,TRE,full-base-200-tx-0
26,5.026896973794994,TREW,2040,GenX,TRE,full-base-200-tx-0
1,9778.9584021991,BASN,2045,GenX,WECC,full-base-200-tx-0
2,3.54287308438334,CANO,2045,GenX,CA,full-base-200-tx-0
3,3.7171018389316286,CASO,2045,GenX,CA,full-base-200-tx-0
4,4.099100999995894,FRCC,2045,GenX,SOU,full-base-200-tx-0
5,89513.32382234451,ISNE,2045,GenX,NE,full-base-200-tx-0
6,3.740932726290428,MISC,2045,GenX,MISO,full-base-200-tx-0
7,147.59709137485265,MISE,2045,GenX,MISO,full-base-200-tx-0
8,3.7496314911318342,MISS,2045,GenX,MISO,full-base-200-tx-0
9,16979.10372351735,MISW,2045,GenX,MISO,full-base-200-tx-0
10,58092.419813043925,NWPP,2045,GenX,WECC,full-base-200-tx-0
11,33585.65548063747,NYCW,2045,GenX,NE,full-base-200-tx-0
12,3.535929153519072,NYUP,2045,GenX,NE,full-base-200-tx-0
13,3.6806714192683434,PJMC,2045,GenX,PJM,full-base-200-tx-0
14,3.675438725649842,PJMD,2045,GenX,PJM,full-base-200-tx-0
15,19009.379916367063,PJME,2045,GenX,PJM,full-base-200-tx-0
16,3.8586524710266064,PJMW,2045,GenX,PJM,full-base-200-tx-0
17,5899.989002047157,RMRG,2045,GenX,WECC,full-base-200-tx-0
18,4275.407635468557,SPPC,2045,GenX,SPP,full-base-200-tx-0
19,2847.0798648239856,SPPN,2045,GenX,SPP,full-base-200-tx-0
20,1086.6064684585367,SPPS,2045,GenX,SPP,full-base-200-tx-0
21,3.811458277629745,SRCA,2045,GenX,SOU,full-base-200-tx-0
22,4.328834018310772,SRCE,2045,GenX,MISO,full-base-200-tx-0
23,3.890450592444728,SRSE,2045,GenX,SOU,full-base-200-tx-0
24,4.23247758237188,SRSG,2045,GenX,WECC,full-base-200-tx-0
25,3203.9096523815942,TRE,2045,GenX,TRE,full-base-200-tx-0
26,3.368884414630943,TREW,2045,GenX,TRE,full-base-200-tx-0
1,17325.194673712616,BASN,2050,GenX,WECC,full-base-200-tx-0
2,9.717993212971813,CANO,2050,GenX,CA,full-base-200-tx-0
3,9.768018355312476,CASO,2050,GenX,CA,full-base-200-tx-0
4,9.794609089885986,FRCC,2050,GenX,SOU,full-base-200-tx-0
5,77252.64358115803,ISNE,2050,GenX,NE,full-base-200-tx-0
6,2624.041530291054,MISC,2050,GenX,MISO,full-base-200-tx-0
7,2922.545954654905,MISE,2050,GenX,MISO,full-base-200-tx-0
8,9.758326405897211,MISS,2050,GenX,MISO,full-base-200-tx-0
9,19334.13015576098,MISW,2050,GenX,MISO,full-base-200-tx-0
10,42777.8762186277,NWPP,2050,GenX,WECC,full-base-200-tx-0
11,31744.76374437647,NYCW,2050,GenX,NE,full-base-200-tx-0
12,9.836541166547496,NYUP,2050,GenX,NE,full-base-200-tx-0
13,9.620689954149858,PJMC,2050,GenX,PJM,full-base-200-tx-0
14,2706.8420949154006,PJMD,2050,GenX,PJM,full-base-200-tx-0
15,13021.26601008,PJME,2050,GenX,PJM,full-base-200-tx-0
16,9.775685096019794,PJMW,2050,GenX,PJM,full-base-200-tx-0
17,7233.911744052087,RMRG,2050,GenX,WECC,full-base-200-tx-0
18,5573.999369278308,SPPC,2050,GenX,SPP,full-base-200-tx-0
19,3974.8709885031594,SPPN,2050,GenX,SPP,full-base-200-tx-0
20,6410.590762912058,SPPS,2050,GenX,SPP,full-base-200-tx-0
21,1348.6024966631385,SRCA,2050,GenX,SOU,full-base-200-tx-0
22,10.555298026104984,SRCE,2050,GenX,MISO,full-base-200-tx-0
23,9.7529391377489,SRSE,2050,GenX,SOU,full-base-200-tx-0
24,9.74553604343908,SRSG,2050,GenX,WECC,full-base-200-tx-0
25,9272.693184980124,TRE,2050,GenX,TRE,full-base-200-tx-0
26,9.565427709649772,TREW,2050,GenX,TRE,full-base-200-tx-0
1,5.604655229614101,BASN,2027,SWITCH,WECC,full-base-200-tx-0
2,5.602464537328768,CANO,2027,SWITCH,CA,full-base-200-tx-0
3,5.606170742080722,CASO,2027,SWITCH,CA,full-base-200-tx-0
4,5.6855325934863865,FRCC,2027,SWITCH,SOU,full-base-200-tx-0
5,17536.349955950514,ISNE,2027,SWITCH,NE,full-base-200-tx-0
6,5.608436572658008,MISC,2027,SWITCH,MISO,full-base-200-tx-0
7,5.623270282716637,MISE,2027,SWITCH,MISO,full-base-200-tx-0
8,5.655449647325067,MISS,2027,SWITCH,MISO,full-base-200-tx-0
9,5.645847580958434,MISW,2027,SWITCH,MISO,full-base-200-tx-0
10,5.610313771579619,NWPP,2027,SWITCH,WECC,full-base-200-tx-0
11,2406.9062215417885,NYCW,2027,SWITCH,NE,full-base-200-tx-0
12,5.596457003878973,NYUP,2027,SWITCH,NE,full-base-200-tx-0
13,5.611855872778929,PJMC,2027,SWITCH,PJM,full-base-200-tx-0
14,5.611905751045197,PJMD,2027,SWITCH,PJM,full-base-200-tx-0
15,5.634756555841432,PJME,2027,SWITCH,PJM,full-base-200-tx-0
16,5.615596743619983,PJMW,2027,SWITCH,PJM,full-base-200-tx-0
17,5.597969602609648,RMRG,2027,SWITCH,WECC,full-base-200-tx-0
18,5.612513803770914,SPPC,2027,SWITCH,SPP,full-base-200-tx-0
19,5.598124054431969,SPPN,2027,SWITCH,SPP,full-base-200-tx-0
20,5.610945623174537,SPPS,2027,SWITCH,SPP,full-base-200-tx-0
21,5.609330923331456,SRCA,2027,SWITCH,SOU,full-base-200-tx-0
22,5.618336890713833,SRCE,2027,SWITCH,MISO,full-base-200-tx-0
23,5.628291304584615,SRSE,2027,SWITCH,SOU,full-base-200-tx-0
24,5.653816662228684,SRSG,2027,SWITCH,WECC,full-base-200-tx-0
25,5.65743851771682,TRE,2027,SWITCH,TRE,full-base-200-tx-0
26,5.595809927975248,TREW,2027,SWITCH,TRE,full-base-200-tx-0
1,2.211944423693456,BASN,2030,SWITCH,WECC,full-base-200-tx-0
2,2.16933920828713,CANO,2030,SWITCH,CA,full-base-200-tx-0
3,2.251404293219009,CASO,2030,SWITCH,CA,full-base-200-tx-0
4,2.4964788312566637,FRCC,2030,SWITCH,SOU,full-base-200-tx-0
5,23219.581270826344,ISNE,2030,SWITCH,NE,full-base-200-tx-0
6,2.2649422510612864,MISC,2030,SWITCH,MISO,full-base-200-tx-0
7,2.311918441698129,MISE,2030,SWITCH,MISO,full-base-200-tx-0
8,2.2461800738105997,MISS,2030,SWITCH,MISO,full-base-200-tx-0
9,2.4186551095754294,MISW,2030,SWITCH,MISO,full-base-200-tx-0
10,2.240570259619841,NWPP,2030,SWITCH,WECC,full-base-200-tx-0
11,1179.8462993878215,NYCW,2030,SWITCH,NE,full-base-200-tx-0
12,2.1745428693068742,NYUP,2030,SWITCH,NE,full-base-200-tx-0
13,2.307221956941849,PJMC,2030,SWITCH,PJM,full-base-200-tx-0
